"speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi","sd.tavg","sd.tmax","sd.npp","sd.npp.sd","rng.tavg","rng.tmax","rng.npp","rng.npp.sd","SPID","Mig_status"
"Chaetodipus formosus","mammal","Rodentia","Heteromyidae",53,"tavg",-0.331390831006476,-0.344389862399762,0.02,4.32047847580693,4.29518088690287,0.164038259761514,0.116011953712316,18.5882692337036,17.4087753295899,0.831192911136895,0.579257473349572,"SP66",0
"Chaetodipus goldmani","mammal","Rodentia","Heteromyidae",13,"tavg",0.124047857201721,0.124690074596809,0.1,1.28286706275519,1.36398878800939,0.24214591519179,0.094224765111914,3.7617492675782,4.2789993286132,0.7086877822876,0.377146422863003,"SP67",0
"Chaetodipus hispidus","mammal","Rodentia","Heteromyidae",42,"tavg",-0.298406285729935,-0.307769187721092,0.0256410256410256,3.11086570527904,3.90082005972077,0.574819807015092,0.329417562803266,12.1530823707581,13.2314996719361,2.33903264999389,1.40347918868065,"SP68",0
"Chaetodipus intermedius","mammal","Rodentia","Heteromyidae",96,"tavg",-0.130793345625126,-0.131546918520721,0.010752688172043,4.18602829765284,5.05489813922187,0.556374186219596,0.380233016623038,17.5939168930054,21.5503339767456,2.24143649637699,1.56077924370766,"SP69",0
"Chaetodipus nelsoni","mammal","Rodentia","Heteromyidae",39,"tavg",-0.0178367843185875,-0.0178386762759358,0.0277777777777778,4.25556280563623,4.97149071321294,0.922723530670644,0.308407475390107,21.1911657452583,23.6312508583069,3.83027976751328,1.33869598805905,"SP70",0
"Chaetodipus penicillatus","mammal","Rodentia","Heteromyidae",106,"tavg",0.221544034054826,0.225279256114692,0.00970873786407767,3.34506749078492,4.19916778206536,0.450816111124895,0.272734569935042,16.8874082565307,18.9577493667603,2.14680100977421,1.51751188933849,"SP71",0
"Chaetodipus pernix","mammal","Rodentia","Heteromyidae",7,"tavg",0.264620900660313,0.271070762658636,0.25,3.14600150738536,3.18292962736262,0.58655049957359,0.109811221291377,8.9400844573974,9.0785007476806,1.67151772975922,0.308311283588412,"SP72",0
"Chaetodipus rudinoris","mammal","Rodentia","Heteromyidae",16,"tavg",-0.166737831672343,-0.1683093174953,0.0769230769230769,1.4427411454988,1.47474810363251,0.34709689907851,0.124253910965203,6.3725824356079,6.3056659698486,0.940158009529118,0.470586121082306,"SP73",0
"Chaetodipus spinatus","mammal","Rodentia","Heteromyidae",34,"tavg",0.0675453499839769,0.0676483544881216,0.032258064516129,2.53659018755865,3.94056049199767,0.593602074973634,0.236319844588868,9.467185974121,12.9445838928223,1.91126471804455,0.847138926386833,"SP74",0
"Chalinolobus nigrogriseus","mammal","Chiroptera","Vespertilionidae",5,"tavg",0.711313742853394,0.88983807110342,0.5,0.703296170074032,0.448129116234326,0.275908005631721,0.17623255351002,1.5924987792969,1.0696678161621,0.653106421232222,0.473994433879853,"SP75",1
"Chiroderma salvini","mammal","Chiroptera","Phyllostomidae",6,"tavg",-0.00667638699664008,-0.00667648619737008,0.333333333333333,2.63455863889657,2.55352828944999,0.63940810100119,0.369878512450847,6.9215831756592,6.4591674804687,1.75050783157349,0.988299667835234,"SP76",1
"Chiroderma trinitatum","mammal","Chiroptera","Phyllostomidae",8,"tavg",-0.256688407098542,-0.26255998178107,0.2,0.561698035459438,0.781685740315478,0.810235705937333,0.336865981155121,1.2522506713868,2.0285835266114,2.05065202713013,1.03350424766541,"SP77",1
"Chiroderma villosum","mammal","Chiroptera","Phyllostomidae",17,"tavg",0.287372189866047,0.295699539451769,0.0714285714285714,1.23335218789725,1.23209436006969,0.901620616092001,0.337235368384293,4.4059162139892,5.0853328704834,3.32207417488098,1.18407425284386,"SP78",1
"Choeronycteris mexicana","mammal","Chiroptera","Phyllostomidae",11,"tavg",0.0316134825749081,0.031624020528925,0.125,2.83362099188808,3.16586155135491,1.21156142614971,0.239717593032374,10.1025009155273,8.5988330841064,3.72168305516243,0.569639056921005,"SP79",1
"Chrotopterus auritus","mammal","Chiroptera","Phyllostomidae",7,"tavg",0.112497255989165,0.112975467161387,0.25,2.50763672675719,2.27161513055617,1.21061008725204,0.297138489239022,6.9220848083496,6.4297485351562,2.93443965911865,0.829940676689152,"SP80",0
"Condylura cristata","mammal","Eulipotyphla","Talpidae",14,"tavg",-0.292636634585577,-0.301447413215091,0.0909090909090909,2.41753755795669,2.47566547652362,0.436010445641844,0.358256172565118,9.79912799596787,10.1790382862091,1.84843301773071,1.49407202005386,"SP81",0
"Corynorhinus townsendii","mammal","Chiroptera","Vespertilionidae",34,"tavg",0.0878457994632523,0.0880728168095241,0.032258064516129,4.0912733912621,4.46985524497878,0.515414554604964,0.459553300342854,16.7713327407837,16.8715000152588,2.44894522428512,2.03915369510651,"SP82",0
"Cratogeomys castanops","mammal","Rodentia","Geomyidae",116,"tavg",-0.12348028703758,-0.124113675395208,0.00884955752212389,2.89430393793242,3.08964357368927,0.451210690187746,0.150539847362609,22.0464162826538,22.8364162445068,2.37046825885772,0.864040762186047,"SP83",0
"Cratogeomys goldmani","mammal","Rodentia","Geomyidae",5,"tavg",0.482033622657765,0.525630080702496,0.5,1.61674382011803,1.605923597504,0.332064350043525,0.112069115408759,3.996916770935,3.8746662139892,0.77154564857483,0.283477008342743,"SP84",0
"Cricetulus barabensis","mammal","Rodentia","Cricetidae",8,"tavg",-0.0641324158045343,-0.0642205582545893,0.2,2.06039820328019,2.33298239178282,0.172544522896453,0.247836675214846,6.13749983906746,7.18266654200852,0.450874239206314,0.680683553218842,"SP85",0
"Cricetulus longicaudatus","mammal","Rodentia","Cricetidae",20,"tavg",-0.0900841117861956,-0.0903289871588317,0.0588235294117647,2.19027126310584,2.52366680223576,0.0558488474488579,0.0833816208734508,8.71933317184448,10.8775832653046,0.245918244123459,0.3068707883358,"SP86",0
"Cricetulus migratorius","mammal","Rodentia","Cricetidae",17,"tavg",0.111814687657758,0.112284203421446,0.0714285714285714,2.35767369041537,2.43365904079163,0.219844582359956,0.279793716815372,8.71891665458679,9.18024992942815,0.741847038269043,0.915667742490769,"SP87",0
"Crocidura beatus","mammal","Eulipotyphla","Soricidae",7,"tavg",-0.349863582273028,-0.365288300931494,0.25,1.62629154568795,1.50311871239329,239.025352517775,828.555592124138,5.0820007324219,4.6847496032715,490.354781627656,1698.29469043017,"SP88",0
"Crocidura grayi","mammal","Eulipotyphla","Soricidae",5,"tavg",-0.698902323859301,-0.865151456044441,0.5,0.890329908533858,0.906093816247043,0.482535946886868,0.197024925370846,2.2361316680908,2.2721900939942,1.29921293258667,0.479486227035527,"SP89",0
"Crocidura sibirica","mammal","Eulipotyphla","Soricidae",8,"tavg",0.395012398094904,0.417725308318594,0.2,3.28636163430342,3.54954109265071,0.453693234322649,0.491325831306657,10.1586668491364,11.132167339325,1.09633558988571,1.2625760436058,"SP90",0
"Cryptotis goodwini","mammal","Eulipotyphla","Soricidae",5,"tavg",0.845909274095041,1.2415928541814,0.5,3.962021281056,2.8539530896689,1.01717888253348,0.251058458273355,8.97650098800657,6.4882507324219,2.50810551643372,0.609457612037657,"SP91",0
"Cryptotis magnus","mammal","Eulipotyphla","Soricidae",5,"tavg",-0.35428461117752,-0.370334899769576,0.5,2.80526210263526,3.12907048662109,0.435957891081402,0.0498097787833612,7.7859172821045,8.6794166564941,1.12741565704346,0.130892038345336,"SP92",0
"Cryptotis parvus","mammal","Eulipotyphla","Soricidae",35,"tavg",0.0111170650748807,0.0111175230916668,0.03125,3.99635906415842,3.20656596772735,0.695936403989461,0.36067133251306,16.3518466949463,13.6154260635376,2.74524721503258,2.01009479165078,"SP93",0
"Ctenomys opimus","mammal","Rodentia","Ctenomyidae",5,"tavg",0.657602683933941,0.788577932793873,0.5,1.85739114701024,1.82675926589776,0.174533768473716,0.0727682804057451,4.91125011444092,4.9012508392334,0.398582577705384,0.16605143994093,"SP94",0
"Cuniculus paca","mammal","Rodentia","Cuniculidae",5,"tavg",0.208383274215345,0.211480632780141,0.5,1.48675423997658,1.04229417016911,0.974891583945178,0.109182121358473,3.6000843048096,2.7959156036377,2.41387784481049,0.272492825984951,"SP95",0
"Cynomys gunnisoni","mammal","Rodentia","Sciuridae",12,"tavg",-0.724573801722301,-0.91720775880328,0.111111111111111,3.11105512748353,3.36250439483924,0.395637903347569,0.282531580259346,9.85616683959965,11.4553327560425,1.21640646457673,0.652985543012619,"SP96",0
"Cynomys ludovicianus","mammal","Rodentia","Sciuridae",18,"tavg",-0.0976299395235518,-0.0979419156662105,0.0666666666666667,1.30306089939874,1.18303603271026,0.199177457204229,0.169446191766012,5.82391643524174,5.7601671218872,0.605078130960461,0.504123866558075,"SP97",0
"Cynopterus brachyotis","mammal","Chiroptera","Pteropodidae",37,"tavg",0.255997997685966,0.261821013358014,0.0294117647058824,1.24258112251576,1.2218603383102,135.530137992699,469.855621951179,5.2683830261231,4.8225841522217,491.590465068818,1698.52089124918,"SP98",1
"Cynopterus sphinx","mammal","Chiroptera","Pteropodidae",7,"tavg",-0.518667688020332,-0.574515399787683,0.25,4.59747649753205,4.37610942936182,0.979981371435002,0.313290596470377,11.8866653442383,11.710750579834,2.5906879901886,0.760160803794863,"SP99",1
"Dasypus novemcinctus","mammal","Cingulata","Dasypodidae",14,"tavg",-0.297681363495038,-0.306973592629175,0.0909090909090909,5.05014682759584,4.6191079920604,0.722369673480742,0.42164782074093,14.2314157485962,12.4524993896484,2.42185205221176,1.41196718811989,"SP100",0
"Desmodillus auricularis","mammal","Rodentia","Muridae",6,"tavg",0.187985939958052,0.190248504733023,0.333333333333333,2.23296272745948,1.98569641986999,0.0249100606862084,0.024610471776359,5.3086681365966,4.9778327941895,0.070371374487877,0.0657979547977446,"SP101",0
"Desmodus rotundus","mammal","Chiroptera","Phyllostomidae",47,"tavg",-0.350369386264653,-0.365864769334064,0.0227272727272727,3.14210345425499,3.2219003244033,1.1512073397381,0.30805570588909,13.4078044891357,15.3642501831055,4.28332495689392,1.19898071885109,"SP102",1
"Dicrostonyx groenlandicus","mammal","Rodentia","Cricetidae",49,"tavg",-0.246087361768503,-0.25124365689387,0.0217391304347826,4.77308783304594,4.88980557784857,7658.21469785993,13455.6276255764,21.8404159545898,22.4925003051758,33599.8699126244,49100.3698667288,"SP103",0
"Dicrostonyx torquatus","mammal","Rodentia","Cricetidae",15,"tavg",-0.199636128570702,-0.202353550028069,0.0833333333333333,4.84340506557491,4.85827875400603,6001.75114148694,6127.28165446873,14.9431660175324,14.7956664562225,16309.9296875,17419.880859375,"SP104",0
