tax_id,Order,Family,Genus,Binomial,RL2017
56603,Anura,Craugastoridae,Craugastor,Craugastor fleischmanni,CR
56622,Anura,Craugastoridae,Craugastor,Craugastor glaucus,CR
56623,Anura,Craugastoridae,Craugastor,Craugastor gollmeri,LC
56631,Anura,Craugastoridae,Craugastor,Craugastor greggi,CR
56639,Anura,Craugastoridae,Craugastor,Craugastor guerreroensis,CR
56641,Anura,Craugastoridae,Craugastor,Craugastor gulosus,CR
56654,Anura,Craugastoridae,Craugastor,Craugastor hobartsmithi,EN
56665,Anura,Craugastoridae,Craugastor,Craugastor inachus,EN
56686,Anura,Craugastoridae,Craugastor,Craugastor jota,DD
56697,Anura,Craugastoridae,Craugastor,Craugastor laevissimus,EN
56703,Anura,Craugastoridae,Craugastor,Craugastor laticeps,NT
56707,Anura,Craugastoridae,Craugastor,Craugastor lauraster,EN
56721,Anura,Craugastoridae,Craugastor,Craugastor lineatus,CR
56726,Anura,Craugastoridae,Craugastor,Craugastor loki,LC
56728,Anura,Craugastoridae,Craugastor,Craugastor longirostris,LC
56748,Anura,Craugastoridae,Craugastor,Craugastor matudai,VU
56751,Anura,Craugastoridae,Craugastor,Craugastor megacephalus,LC
56753,Anura,Craugastoridae,Craugastor,Craugastor megalotympanum,CR
56757,Anura,Craugastoridae,Craugastor,Craugastor melanostictus,LC
56761,Anura,Craugastoridae,Craugastor,Craugastor merendonensis,CR
88298694,Anura,Craugastoridae,Craugastor,Craugastor metriosistus,LC
56764,Anura,Craugastoridae,Craugastor,Craugastor mexicanus,LC
56765,Anura,Craugastoridae,Craugastor,Craugastor milesi,CR
56766,Anura,Craugastoridae,Craugastor,Craugastor mimus,LC
56775,Anura,Craugastoridae,Craugastor,Craugastor monnichorum,DD
56948,Anura,Craugastoridae,Craugastor,Craugastor montanus,EN
56782,Anura,Craugastoridae,Craugastor,Craugastor myllomyllon,DD
61803,Anura,Craugastoridae,Craugastor,Craugastor nefrens,DD
56795,Anura,Craugastoridae,Craugastor,Craugastor noblei,LC
56799,Anura,Craugastoridae,Craugastor,Craugastor obesus,CR
56801,Anura,Craugastoridae,Craugastor,Craugastor occidentalis,DD
56807,Anura,Craugastoridae,Craugastor,Craugastor olanchano,CR
56809,Anura,Craugastoridae,Craugastor,Craugastor omiltemanus,EN
56810,Anura,Craugastoridae,Craugastor,Craugastor omoaensis,CR
56811,Anura,Craugastoridae,Craugastor,Craugastor opimus,LC
56821,Anura,Craugastoridae,Craugastor,Craugastor palenque,DD
56838,Anura,Craugastoridae,Craugastor,Craugastor pechorum,EN
56840,Anura,Craugastoridae,Craugastor,Craugastor pelorus,DD
56847,Anura,Craugastoridae,Craugastor,Craugastor persimilis,VU
56853,Anura,Craugastoridae,Craugastor,Craugastor phasma,DD
56870,Anura,Craugastoridae,Craugastor,Craugastor podiciferus,NT
56872,Anura,Craugastoridae,Craugastor,Craugastor polymniae,CR
56873,Anura,Craugastoridae,Craugastor,Craugastor polyptychus,LC
56876,Anura,Craugastoridae,Craugastor,Craugastor pozo,CR
56882,Anura,Craugastoridae,Craugastor,Craugastor psephosypharus,VU
56888,Anura,Craugastoridae,Craugastor,Craugastor punctariolus,EN
56891,Anura,Craugastoridae,Craugastor,Craugastor pygmaeus,VU
56900,Anura,Craugastoridae,Craugastor,Craugastor raniformis,LC
56901,Anura,Craugastoridae,Craugastor,Craugastor ranoides,CR
56902,Anura,Craugastoridae,Craugastor,Craugastor rayo,DD
56910,Anura,Craugastoridae,Craugastor,Craugastor rhodopis,VU
56913,Anura,Craugastoridae,Craugastor,Craugastor rhyacobatrachus,EN
56921,Anura,Craugastoridae,Craugastor,Craugastor rivulus,VU
56925,Anura,Craugastoridae,Craugastor,Craugastor rostralis,NT
56933,Anura,Craugastoridae,Craugastor,Craugastor rugosus,LC
56934,Anura,Craugastoridae,Craugastor,Craugastor rugulosus,LC
56937,Anura,Craugastoridae,Craugastor,Craugastor rupinius,LC
56940,Anura,Craugastoridae,Craugastor,Craugastor sabrinus,NT
56942,Anura,Craugastoridae,Craugastor,Craugastor saltuarius,CR
56946,Anura,Craugastoridae,Craugastor,Craugastor sandersoni,EN
56964,Anura,Craugastoridae,Craugastor,Craugastor silvicola,EN
56973,Anura,Craugastoridae,Craugastor,Craugastor spatulatus,EN
56976,Anura,Craugastoridae,Craugastor,Craugastor stadelmani,CR
56977,Anura,Craugastoridae,Craugastor,Craugastor stejnegerianus,LC
56980,Anura,Craugastoridae,Craugastor,Craugastor stuarti,EN
61804,Anura,Craugastoridae,Craugastor,Craugastor tabasarae,CR
56992,Anura,Craugastoridae,Craugastor,Craugastor talamancae,LC
56994,Anura,Craugastoridae,Craugastor,Craugastor tarahumaraensis,VU
56995,Anura,Craugastoridae,Craugastor,Craugastor taurus,CR
56996,Anura,Craugastoridae,Craugastor,Craugastor taylori,DD
57013,Anura,Craugastoridae,Craugastor,Craugastor trachydermus,CR
57022,Anura,Craugastoridae,Craugastor,Craugastor underwoodi,LC
57025,Anura,Craugastoridae,Craugastor,Craugastor uno,EN
57048,Anura,Craugastoridae,Craugastor,Craugastor vocalis,LC
57050,Anura,Craugastoridae,Craugastor,Craugastor vulcani,EN
57060,Anura,Craugastoridae,Craugastor,Craugastor xucanebi,VU
57063,Anura,Craugastoridae,Craugastor,Craugastor yucatanensis,NT
56382,Anura,Craugastoridae,Dischidodactylus,Dischidodactylus colonnelloi,DD
56383,Anura,Craugastoridae,Dischidodactylus,Dischidodactylus duidensis,DD
57071,Anura,Craugastoridae,Euparkerella,Euparkerella brasiliensis,LC
57072,Anura,Craugastoridae,Euparkerella,Euparkerella cochranae,LC
57073,Anura,Craugastoridae,Euparkerella,Euparkerella robusta,VU
57074,Anura,Craugastoridae,Euparkerella,Euparkerella tridactyla,VU
57081,Anura,Craugastoridae,Geobatrachus,Geobatrachus walkeri,EN
158465,Anura,Craugastoridae,Haddadus,Haddadus aramunha,DD
56463,Anura,Craugastoridae,Haddadus,Haddadus binotatus,LC
56868,Anura,Craugastoridae,Haddadus,Haddadus plicifer,DD
10215,Anura,Craugastoridae,Holoaden,Holoaden bradei,CR
57082,Anura,Craugastoridae,Holoaden,Holoaden luederwaldti,DD
158620,Anura,Craugastoridae,Holoaden,Holoaden pholeter,DD
56398,Anura,Craugastoridae,Hypodactylus,Hypodactylus adercus,DD
56430,Anura,Craugastoridae,Hypodactylus,Hypodactylus araiodactylus,DD
56446,Anura,Craugastoridae,Hypodactylus,Hypodactylus babax,LC
57203,Anura,Craugastoridae,Hypodactylus,Hypodactylus brunneus,EN
56568,Anura,Craugastoridae,Hypodactylus,Hypodactylus dolops,VU
56575,Anura,Craugastoridae,Hypodactylus,Hypodactylus elassodiscus,EN
57208,Anura,Craugastoridae,Hypodactylus,Hypodactylus fallaciosus,DD
56702,Anura,Craugastoridae,Hypodactylus,Hypodactylus latens,VU
57217,Anura,Craugastoridae,Hypodactylus,Hypodactylus lucida,CR
56741,Anura,Craugastoridae,Hypodactylus,Hypodactylus mantipus,LC
56792,Anura,Craugastoridae,Hypodactylus,Hypodactylus nigrovittatus,LC
57222,Anura,Craugastoridae,Hypodactylus,Hypodactylus peraccai,DD
57209,Anura,Craugastoridae,Lynchius,Lynchius flavomaculatus,VU
57220,Anura,Craugastoridae,Lynchius,Lynchius nebulanastes,DD
57221,Anura,Craugastoridae,Lynchius,Lynchius parkeri,EN
57108,Anura,Craugastoridae,Lynchius,Lynchius simmonsi,VU
57198,Anura,Craugastoridae,Niceforonia,Niceforonia adenobrachia,EN
57205,Anura,Craugastoridae,Niceforonia,Niceforonia columbiana,DD
57219,Anura,Craugastoridae,Niceforonia,Niceforonia nana,DD
57231,Anura,Craugastoridae,Noblella,Noblella carrascoicola,LC
185791,Anura,Craugastoridae,Noblella,Noblella coloma,DD
199972,Anura,Craugastoridae,Noblella,Noblella duellmani,DD
57232,Anura,Craugastoridae,Noblella,Noblella heyeri,DD
57233,Anura,Craugastoridae,Noblella,Noblella lochites,NT
57234,Anura,Craugastoridae,Noblella,Noblella lynchi,DD
57235,Anura,Craugastoridae,Noblella,Noblella myrmecoides,LC
190996,Anura,Craugastoridae,Noblella,Noblella pygmaea,LC
57236,Anura,Craugastoridae,Noblella,Noblella ritarasquinae,DD
87763480,Anura,Craugastoridae,Oreobates,Oreobates amarakaeri,VU
136047,Anura,Craugastoridae,Oreobates,Oreobates ayacucho,EN
61827,Anura,Craugastoridae,Oreobates,Oreobates choristolemma,DD
56531,Anura,Craugastoridae,Oreobates,Oreobates crepitans,DD
56536,Anura,Craugastoridae,Oreobates,Oreobates cruralis,LC
56564,Anura,Craugastoridae,Oreobates,Oreobates discoidalis,LC
56653,Anura,Craugastoridae,Oreobates,Oreobates heterodactylus,DD
56661,Anura,Craugastoridae,Oreobates,Oreobates ibischi,LC
136166,Anura,Craugastoridae,Oreobates,Oreobates lehri,LC
61810,Anura,Craugastoridae,Oreobates,Oreobates lundbergi,DD
61811,Anura,Craugastoridae,Oreobates,Oreobates madidi,LC
57223,Anura,Craugastoridae,Oreobates,Oreobates pereger,CR
57105,Anura,Craugastoridae,Oreobates,Oreobates quixensis,LC
57106,Anura,Craugastoridae,Oreobates,Oreobates sanctaecrucis,LC
61828,Anura,Craugastoridae,Oreobates,Oreobates sanderi,LC
57107,Anura,Craugastoridae,Oreobates,Oreobates saxatilis,DD
57067,Anura,Craugastoridae,Oreobates,Oreobates zongoensis,CR
114106772,Anura,Craugastoridae,Phrynopus,Phrynopus anancites,DD
158538,Anura,Craugastoridae,Phrynopus,Phrynopus auriculatus,DD
57201,Anura,Craugastoridae,Phrynopus,Phrynopus barthlenae,VU
57202,Anura,Craugastoridae,Phrynopus,Phrynopus bracki,EN
61829,Anura,Craugastoridae,Phrynopus,Phrynopus bufoides,DD
114106920,Anura,Craugastoridae,Phrynopus,Phrynopus capitalis,DD
57207,Anura,Craugastoridae,Phrynopus,Phrynopus dagmarae,CR
114106982,Anura,Craugastoridae,Phrynopus,Phrynopus dumicola,LC
57210,Anura,Craugastoridae,Phrynopus,Phrynopus heimorum,CR
57211,Anura,Craugastoridae,Phrynopus,Phrynopus horstpauli,VU
78534603,Anura,Craugastoridae,Phrynopus,Phrynopus interstinctus,DD
57213,Anura,Craugastoridae,Phrynopus,Phrynopus juninensis,CR
57214,Anura,Craugastoridae,Phrynopus,Phrynopus kauneorum,CR
136006,Anura,Craugastoridae,Phrynopus,Phrynopus kotosh,DD
78534606,Anura,Craugastoridae,Phrynopus,Phrynopus lechriorhynchus,DD
18435514,Anura,Craugastoridae,Phrynopus,Phrynopus miroslawae,DD
57218,Anura,Craugastoridae,Phrynopus,Phrynopus montium,EN
18435518,Anura,Craugastoridae,Phrynopus,Phrynopus nicoleae,DD
135852,Anura,Craugastoridae,Phrynopus,Phrynopus oblivius,DD
61830,Anura,Craugastoridae,Phrynopus,Phrynopus paucari,DD
114107064,Anura,Craugastoridae,Phrynopus,Phrynopus personatus,LC
57224,Anura,Craugastoridae,Phrynopus,Phrynopus peruanus,CR
61831,Anura,Craugastoridae,Phrynopus,Phrynopus pesantesi,DD
135826,Anura,Craugastoridae,Phrynopus,Phrynopus tautzorum,CR
57229,Anura,Craugastoridae,Phrynopus,Phrynopus thompsoni,DD
158539,Anura,Craugastoridae,Phrynopus,Phrynopus tribulosus,DD
78535863,Anura,Craugastoridae,Phrynopus,Phrynopus vestigiatus,EN
56386,Anura,Craugastoridae,Pristimantis,Pristimantis aaptus,LC
56388,Anura,Craugastoridae,Pristimantis,Pristimantis acatallelus,LC
56389,Anura,Craugastoridae,Pristimantis,Pristimantis acerus,EN
56390,Anura,Craugastoridae,Pristimantis,Pristimantis achatinus,LC
158540,Anura,Craugastoridae,Pristimantis,Pristimantis achuar,LC
56392,Anura,Craugastoridae,Pristimantis,Pristimantis actinolaimus,EN
56393,Anura,Craugastoridae,Pristimantis,Pristimantis actites,VU
56394,Anura,Craugastoridae,Pristimantis,Pristimantis acuminatus,LC
56395,Anura,Craugastoridae,Pristimantis,Pristimantis acutirostris,EN
136105,Anura,Craugastoridae,Pristimantis,Pristimantis adiastolus,DD
56399,Anura,Craugastoridae,Pristimantis,Pristimantis aemulatus,DD
56400,Anura,Craugastoridae,Pristimantis,Pristimantis affinis,EN
56401,Anura,Craugastoridae,Pristimantis,Pristimantis alalocophus,EN
56402,Anura,Craugastoridae,Pristimantis,Pristimantis albericoi,CR
135900,Anura,Craugastoridae,Pristimantis,Pristimantis albertus,DD
56406,Anura,Craugastoridae,Pristimantis,Pristimantis altae,NT
56407,Anura,Craugastoridae,Pristimantis,Pristimantis altamazonicus,LC
158541,Anura,Craugastoridae,Pristimantis,Pristimantis altamnis,LC
136012,Anura,Craugastoridae,Pristimantis,Pristimantis amydrotus,DD
56417,Anura,Craugastoridae,Pristimantis,Pristimantis anemerus,DD
56420,Anura,Craugastoridae,Pristimantis,Pristimantis angustilineatus,EN
61806,Anura,Craugastoridae,Pristimantis,Pristimantis aniptopalmatus,DD
56421,Anura,Craugastoridae,Pristimantis,Pristimantis anolirex,NT
56423,Anura,Craugastoridae,Pristimantis,Pristimantis anotis,DD
56427,Anura,Craugastoridae,Pristimantis,Pristimantis apiculatus,DD
56429,Anura,Craugastoridae,Pristimantis,Pristimantis appendiculatus,LC
136015,Anura,Craugastoridae,Pristimantis,Pristimantis aquilonaris,LC
56431,Anura,Craugastoridae,Pristimantis,Pristimantis ardalonychus,DD
56435,Anura,Craugastoridae,Pristimantis,Pristimantis atrabracus,DD
56436,Anura,Craugastoridae,Pristimantis,Pristimantis atratus,EN
56439,Anura,Craugastoridae,Pristimantis,Pristimantis aurantiguttatus,DD
135755,Anura,Craugastoridae,Pristimantis,Pristimantis aureolineatus,LC
46086220,Anura,Craugastoridae,Pristimantis,Pristimantis aureoventris,EN
56443,Anura,Craugastoridae,Pristimantis,Pristimantis avicuporum,DD
56444,Anura,Craugastoridae,Pristimantis,Pristimantis avius,DD
56447,Anura,Craugastoridae,Pristimantis,Pristimantis bacchus,EN
56448,Anura,Craugastoridae,Pristimantis,Pristimantis baiotis,DD
56450,Anura,Craugastoridae,Pristimantis,Pristimantis balionotus,EN
199851,Anura,Craugastoridae,Pristimantis,Pristimantis bambu,DD
56453,Anura,Craugastoridae,Pristimantis,Pristimantis baryecuus,EN
56454,Anura,Craugastoridae,Pristimantis,Pristimantis batrachites,DD
56456,Anura,Craugastoridae,Pristimantis,Pristimantis bearsei,DD
135884,Anura,Craugastoridae,Pristimantis,Pristimantis bellator,LC
56457,Anura,Craugastoridae,Pristimantis,Pristimantis bellona,EN
56459,Anura,Craugastoridae,Pristimantis,Pristimantis bernali,CR
56460,Anura,Craugastoridae,Pristimantis,Pristimantis bicolor,VU
56461,Anura,Craugastoridae,Pristimantis,Pristimantis bicumulus,VU
61807,Anura,Craugastoridae,Pristimantis,Pristimantis bipunctatus,LC
56467,Anura,Craugastoridae,Pristimantis,Pristimantis boconoensis,VU
56469,Anura,Craugastoridae,Pristimantis,Pristimantis bogotensis,LC
56471,Anura,Craugastoridae,Pristimantis,Pristimantis boulengeri,LC
56474,Anura,Craugastoridae,Pristimantis,Pristimantis brevifrons,LC
56476,Anura,Craugastoridae,Pristimantis,Pristimantis briceni,VU
56479,Anura,Craugastoridae,Pristimantis,Pristimantis bromeliaceus,VU
56480,Anura,Craugastoridae,Pristimantis,Pristimantis buccinator,LC
56481,Anura,Craugastoridae,Pristimantis,Pristimantis buckleyi,LC
56483,Anura,Craugastoridae,Pristimantis,Pristimantis cabrerai,DD
56484,Anura,Craugastoridae,Pristimantis,Pristimantis cacao,EN
135854,Anura,Craugastoridae,Pristimantis,Pristimantis caeruleonotus,DD
56486,Anura,Craugastoridae,Pristimantis,Pristimantis cajamarcensis,LC
56487,Anura,Craugastoridae,Pristimantis,Pristimantis calcaratus,VU
56488,Anura,Craugastoridae,Pristimantis,Pristimantis calcarulatus,VU
56490,Anura,Craugastoridae,Pristimantis,Pristimantis cantitans,DD
56491,Anura,Craugastoridae,Pristimantis,Pristimantis capitonis,EN
56492,Anura,Craugastoridae,Pristimantis,Pristimantis caprifer,LC
136189,Anura,Craugastoridae,Pristimantis,Pristimantis carlossanchezi,DD
56494,Anura,Craugastoridae,Pristimantis,Pristimantis carmelitae,EN
56495,Anura,Craugastoridae,Pristimantis,Pristimantis carranguerorum,DD
56496,Anura,Craugastoridae,Pristimantis,Pristimantis carvalhoi,LC
56497,Anura,Craugastoridae,Pristimantis,Pristimantis caryophyllaceus,NT
56500,Anura,Craugastoridae,Pristimantis,Pristimantis celator,NT
56501,Anura,Craugastoridae,Pristimantis,Pristimantis cerasinus,LC
56503,Anura,Craugastoridae,Pristimantis,Pristimantis ceuthospilus,VU
56505,Anura,Craugastoridae,Pristimantis,Pristimantis chalceus,LC
56507,Anura,Craugastoridae,Pristimantis,Pristimantis charlottevillensis,LC
56509,Anura,Craugastoridae,Pristimantis,Pristimantis chiastonotus,LC
136116,Anura,Craugastoridae,Pristimantis,Pristimantis chimu,DD
56510,Anura,Craugastoridae,Pristimantis,Pristimantis chloronotus,LC
56512,Anura,Craugastoridae,Pristimantis,Pristimantis chrysops,EN
56514,Anura,Craugastoridae,Pristimantis,Pristimantis citriogaster,DD
56517,Anura,Craugastoridae,Pristimantis,Pristimantis colodactylus,VU
56518,Anura,Craugastoridae,Pristimantis,Pristimantis colomai,EN
135816,Anura,Craugastoridae,Pristimantis,Pristimantis colonensis,DD
56519,Anura,Craugastoridae,Pristimantis,Pristimantis colostichos,VU
56520,Anura,Craugastoridae,Pristimantis,Pristimantis condor,VU
56521,Anura,Craugastoridae,Pristimantis,Pristimantis conspicillatus,LC
136061,Anura,Craugastoridae,Pristimantis,Pristimantis cordovae,EN
56523,Anura,Craugastoridae,Pristimantis,Pristimantis corniger,DD
136088,Anura,Craugastoridae,Pristimantis,Pristimantis coronatus,DD
136144,Anura,Craugastoridae,Pristimantis,Pristimantis corrugatus,LC
56526,Anura,Craugastoridae,Pristimantis,Pristimantis cosnipatae,CR
56529,Anura,Craugastoridae,Pristimantis,Pristimantis cremnobates,EN
56530,Anura,Craugastoridae,Pristimantis,Pristimantis crenunguis,EN
56532,Anura,Craugastoridae,Pristimantis,Pristimantis cristinae,EN
56533,Anura,Craugastoridae,Pristimantis,Pristimantis croceoinguinis,LC
56534,Anura,Craugastoridae,Pristimantis,Pristimantis crucifer,VU
135745,Anura,Craugastoridae,Pristimantis,Pristimantis cruciocularis,VU
56535,Anura,Craugastoridae,Pristimantis,Pristimantis cruentus,LC
56538,Anura,Craugastoridae,Pristimantis,Pristimantis cryophilius,EN
56539,Anura,Craugastoridae,Pristimantis,Pristimantis cryptomelas,EN
56542,Anura,Craugastoridae,Pristimantis,Pristimantis cuentasi,DD
135729,Anura,Craugastoridae,Pristimantis,Pristimantis culatensis,DD
56545,Anura,Craugastoridae,Pristimantis,Pristimantis cuneirostris,DD
56546,Anura,Craugastoridae,Pristimantis,Pristimantis curtipes,LC
56548,Anura,Craugastoridae,Pristimantis,Pristimantis danae,LC
56552,Anura,Craugastoridae,Pristimantis,Pristimantis degener,EN
56553,Anura,Craugastoridae,Pristimantis,Pristimantis deinops,EN
56554,Anura,Craugastoridae,Pristimantis,Pristimantis delicatus,EN
56555,Anura,Craugastoridae,Pristimantis,Pristimantis delius,DD
135809,Anura,Craugastoridae,Pristimantis,Pristimantis dendrobatoides,LC
56557,Anura,Craugastoridae,Pristimantis,Pristimantis devillei,EN
56558,Anura,Craugastoridae,Pristimantis,Pristimantis diadematus,LC
56559,Anura,Craugastoridae,Pristimantis,Pristimantis diaphonus,CR
56563,Anura,Craugastoridae,Pristimantis,Pristimantis diogenes,VU
56565,Anura,Craugastoridae,Pristimantis,Pristimantis dissimulatus,EN
190999,Anura,Craugastoridae,Pristimantis,Pristimantis divnae,LC
56569,Anura,Craugastoridae,Pristimantis,Pristimantis dorsopictus,VU
56571,Anura,Craugastoridae,Pristimantis,Pristimantis duellmani,VU
56572,Anura,Craugastoridae,Pristimantis,Pristimantis duende,DD
56573,Anura,Craugastoridae,Pristimantis,Pristimantis dundeei,DD
56576,Anura,Craugastoridae,Pristimantis,Pristimantis elegans,VU
56580,Anura,Craugastoridae,Pristimantis,Pristimantis epacrus,DD
56583,Anura,Craugastoridae,Pristimantis,Pristimantis eremitus,VU
56584,Anura,Craugastoridae,Pristimantis,Pristimantis eriphus,VU
56585,Anura,Craugastoridae,Pristimantis,Pristimantis ernesti,VU
56587,Anura,Craugastoridae,Pristimantis,Pristimantis erythropleura,LC
56589,Anura,Craugastoridae,Pristimantis,Pristimantis esmeraldas,DD
56591,Anura,Craugastoridae,Pristimantis,Pristimantis eugeniae,EN
56593,Anura,Craugastoridae,Pristimantis,Pristimantis euphronides,EN
56594,Anura,Craugastoridae,Pristimantis,Pristimantis eurydactylus,LC
56595,Anura,Craugastoridae,Pristimantis,Pristimantis exoristus,DD
56596,Anura,Craugastoridae,Pristimantis,Pristimantis factiosus,LC
56597,Anura,Craugastoridae,Pristimantis,Pristimantis fallax,VU
78541617,Anura,Craugastoridae,Pristimantis,Pristimantis farisorum,NT
173002,Anura,Craugastoridae,Pristimantis,Pristimantis fasciatus,EN
56599,Anura,Craugastoridae,Pristimantis,Pristimantis fenestratus,LC
57014,Anura,Craugastoridae,Pristimantis,Pristimantis festae,EN
56600,Anura,Craugastoridae,Pristimantis,Pristimantis fetosus,NT
136032,Anura,Craugastoridae,Pristimantis,Pristimantis flabellidiscus,DD
136063,Anura,Craugastoridae,Pristimantis,Pristimantis flavobracatus,DD
56604,Anura,Craugastoridae,Pristimantis,Pristimantis floridus,VU
56606,Anura,Craugastoridae,Pristimantis,Pristimantis frater,LC
56609,Anura,Craugastoridae,Pristimantis,Pristimantis gaigei,LC
56610,Anura,Craugastoridae,Pristimantis,Pristimantis galdi,NT
56611,Anura,Craugastoridae,Pristimantis,Pristimantis ganonotus,DD
56613,Anura,Craugastoridae,Pristimantis,Pristimantis gentryi,EN
56614,Anura,Craugastoridae,Pristimantis,Pristimantis ginesi,EN
56615,Anura,Craugastoridae,Pristimantis,Pristimantis gladiator,EN
56619,Anura,Craugastoridae,Pristimantis,Pristimantis glandulosus,EN
56626,Anura,Craugastoridae,Pristimantis,Pristimantis gracilis,VU
56628,Anura,Craugastoridae,Pristimantis,Pristimantis grandiceps,DD
56630,Anura,Craugastoridae,Pristimantis,Pristimantis grandoculis,DD
56644,Anura,Craugastoridae,Pristimantis,Pristimantis gutturalis,LC
56646,Anura,Craugastoridae,Pristimantis,Pristimantis hamiotae,CR
56647,Anura,Craugastoridae,Pristimantis,Pristimantis hectus,DD
56650,Anura,Craugastoridae,Pristimantis,Pristimantis helvolus,EN
56652,Anura,Craugastoridae,Pristimantis,Pristimantis hernandezi,EN
61808,Anura,Craugastoridae,Pristimantis,Pristimantis huicundo,DD
56657,Anura,Craugastoridae,Pristimantis,Pristimantis hybotragus,EN
56662,Anura,Craugastoridae,Pristimantis,Pristimantis ignicolor,EN
56663,Anura,Craugastoridae,Pristimantis,Pristimantis illotus,NT
56664,Anura,Craugastoridae,Pristimantis,Pristimantis imitatrix,LC
56666,Anura,Craugastoridae,Pristimantis,Pristimantis incanus,EN
56667,Anura,Craugastoridae,Pristimantis,Pristimantis incertus,DD
56668,Anura,Craugastoridae,Pristimantis,Pristimantis incomptus,VU
56669,Anura,Craugastoridae,Pristimantis,Pristimantis infraguttatus,DD
56671,Anura,Craugastoridae,Pristimantis,Pristimantis inguinalis,LC
56673,Anura,Craugastoridae,Pristimantis,Pristimantis insignitus,NT
56676,Anura,Craugastoridae,Pristimantis,Pristimantis inusitatus,VU
56678,Anura,Craugastoridae,Pristimantis,Pristimantis ixalus,DD
135748,Anura,Craugastoridae,Pristimantis,Pristimantis jabonensis,DD
78543203,Anura,Craugastoridae,Pristimantis,Pristimantis jaguensis,LC
56680,Anura,Craugastoridae,Pristimantis,Pristimantis jaimei,CR
136172,Anura,Craugastoridae,Pristimantis,Pristimantis jester,LC
56683,Anura,Craugastoridae,Pristimantis,Pristimantis johannesdei,VU
56685,Anura,Craugastoridae,Pristimantis,Pristimantis jorgevelosai,EN
56687,Anura,Craugastoridae,Pristimantis,Pristimantis juanchoi,VU
135851,Anura,Craugastoridae,Pristimantis,Pristimantis jubatus,NT
56690,Anura,Craugastoridae,Pristimantis,Pristimantis karcharias,DD
61809,Anura,Craugastoridae,Pristimantis,Pristimantis kareliae,NT
56691,Anura,Craugastoridae,Pristimantis,Pristimantis katoptroides,EN
56692,Anura,Craugastoridae,Pristimantis,Pristimantis kelephus,CR
158542,Anura,Craugastoridae,Pristimantis,Pristimantis kichwarum,LC
56694,Anura,Craugastoridae,Pristimantis,Pristimantis labiosus,LC
56695,Anura,Craugastoridae,Pristimantis,Pristimantis lacrimosus,LC
56699,Anura,Craugastoridae,Pristimantis,Pristimantis lancinii,EN
56700,Anura,Craugastoridae,Pristimantis,Pristimantis lanthanites,LC
56701,Anura,Craugastoridae,Pristimantis,Pristimantis lasalleorum,EN
194802,Anura,Craugastoridae,Pristimantis,Pristimantis lassoalcalai,NT
56704,Anura,Craugastoridae,Pristimantis,Pristimantis laticlavius,DD
56706,Anura,Craugastoridae,Pristimantis,Pristimantis latidiscus,LC
56709,Anura,Craugastoridae,Pristimantis,Pristimantis lemur,VU
56713,Anura,Craugastoridae,Pristimantis,Pristimantis leoni,LC
56715,Anura,Craugastoridae,Pristimantis,Pristimantis leptolophus,LC
56716,Anura,Craugastoridae,Pristimantis,Pristimantis leucopus,DD
56717,Anura,Craugastoridae,Pristimantis,Pristimantis librarius,DD
56718,Anura,Craugastoridae,Pristimantis,Pristimantis lichenoides,CR
56720,Anura,Craugastoridae,Pristimantis,Pristimantis lindae,LC
56722,Anura,Craugastoridae,Pristimantis,Pristimantis lirellus,DD
56723,Anura,Craugastoridae,Pristimantis,Pristimantis lividus,EN
56724,Anura,Craugastoridae,Pristimantis,Pristimantis llojsintuta,LC
56729,Anura,Craugastoridae,Pristimantis,Pristimantis loustes,EN
164791,Anura,Craugastoridae,Pristimantis,Pristimantis lucasi,DD
56731,Anura,Craugastoridae,Pristimantis,Pristimantis luscombei,DD
56732,Anura,Craugastoridae,Pristimantis,Pristimantis luteolateralis,NT
56734,Anura,Craugastoridae,Pristimantis,Pristimantis lutitus,DD
56735,Anura,Craugastoridae,Pristimantis,Pristimantis lymani,LC
56736,Anura,Craugastoridae,Pristimantis,Pristimantis lynchi,DD
56737,Anura,Craugastoridae,Pristimantis,Pristimantis lythrodes,LC
56738,Anura,Craugastoridae,Pristimantis,Pristimantis maculosus,VU
56739,Anura,Craugastoridae,Pristimantis,Pristimantis malkini,LC
61813,Anura,Craugastoridae,Pristimantis,Pristimantis marahuaka,VU
56743,Anura,Craugastoridae,Pristimantis,Pristimantis marmoratus,LC
56745,Anura,Craugastoridae,Pristimantis,Pristimantis mars,CR
56746,Anura,Craugastoridae,Pristimantis,Pristimantis martiae,LC
56750,Anura,Craugastoridae,Pristimantis,Pristimantis medemi,LC
56752,Anura,Craugastoridae,Pristimantis,Pristimantis megalops,NT
56755,Anura,Craugastoridae,Pristimantis,Pristimantis melanogaster,NT
56756,Anura,Craugastoridae,Pristimantis,Pristimantis melanoproctus,DD
56758,Anura,Craugastoridae,Pristimantis,Pristimantis memorans,DD
56759,Anura,Craugastoridae,Pristimantis,Pristimantis mendax,LC
135817,Anura,Craugastoridae,Pristimantis,Pristimantis meridionalis,DD
56762,Anura,Craugastoridae,Pristimantis,Pristimantis merostictus,VU
56763,Anura,Craugastoridae,Pristimantis,Pristimantis metabates,DD
135875,Anura,Craugastoridae,Pristimantis,Pristimantis minutulus,DD
56768,Anura,Craugastoridae,Pristimantis,Pristimantis miyatai,LC
