tax_id,Order,Family,Genus,Binomial,RL2017
59659,Anura,Allophrynidae,Allophryne,Allophryne ruthveni,LC
56313,Anura,Alsodidae,Alsodes,Alsodes australis,DD
928,Anura,Alsodidae,Alsodes,Alsodes barrioi,EN
76338143,Anura,Alsodidae,Alsodes,Alsodes cantillanensis,CR
56314,Anura,Alsodidae,Alsodes,Alsodes gargola,LC
56315,Anura,Alsodidae,Alsodes,Alsodes hugoi,DD
61800,Anura,Alsodidae,Alsodes,Alsodes igneus,DD
56316,Anura,Alsodidae,Alsodes,Alsodes kaweshkari,DD
929,Anura,Alsodidae,Alsodes,Alsodes montanus,VU
56318,Anura,Alsodidae,Alsodes,Alsodes monticola,DD
930,Anura,Alsodidae,Alsodes,Alsodes nodosus,NT
18435553,Anura,Alsodidae,Alsodes,Alsodes norae,EN
56319,Anura,Alsodidae,Alsodes,Alsodes pehuenche,CR
40785,Anura,Alsodidae,Alsodes,Alsodes tumultuosus,VU
56320,Anura,Alsodidae,Alsodes,Alsodes valdiviensis,DD
932,Anura,Alsodidae,Alsodes,Alsodes vanzolinii,CR
56321,Anura,Alsodidae,Alsodes,Alsodes verrucosus,DD
56322,Anura,Alsodidae,Alsodes,Alsodes vittatus,DD
57075,Anura,Alsodidae,Eupsophus,Eupsophus calcaratus,LC
57076,Anura,Alsodidae,Eupsophus,Eupsophus contulmoensis,EN
57077,Anura,Alsodidae,Eupsophus,Eupsophus emiliopugini,LC
8375,Anura,Alsodidae,Eupsophus,Eupsophus insularis,CR
8376,Anura,Alsodidae,Eupsophus,Eupsophus migueli,EN
57078,Anura,Alsodidae,Eupsophus,Eupsophus nahuelbutensis,EN
135865,Anura,Alsodidae,Eupsophus,Eupsophus queulensis,VU
57079,Anura,Alsodidae,Eupsophus,Eupsophus roseus,NT
135782,Anura,Alsodidae,Eupsophus,Eupsophus septentrionalis,DD
57080,Anura,Alsodidae,Eupsophus,Eupsophus vertebralis,NT
57176,Anura,Alsodidae,Limnomedusa,Limnomedusa macroglossa,LC
55266,Anura,Alytidae,Alytes,Alytes cisternasii,NT
979,Anura,Alytidae,Alytes,Alytes dickhilleni,VU
55267,Anura,Alytidae,Alytes,Alytes maurus,NT
977,Anura,Alytidae,Alytes,Alytes muletensis,VU
55268,Anura,Alytidae,Alytes,Alytes obstetricans,LC
55269,Anura,Alytidae,Discoglossus,Discoglossus galganoi,LC
6713,Anura,Alytidae,Discoglossus,Discoglossus jeanneae,NT
6714,Anura,Alytidae,Discoglossus,Discoglossus montalentii,NT
55270,Anura,Alytidae,Discoglossus,Discoglossus pictus,LC
55271,Anura,Alytidae,Discoglossus,Discoglossus sardus,LC
55272,Anura,Alytidae,Discoglossus,Discoglossus scovazzi,LC
6715,Anura,Alytidae,Latonia,Latonia nigriventer,CR
55045,Anura,Aromobatidae,Allobates,Allobates alessandroi,DD
190978,Anura,Aromobatidae,Allobates,Allobates algorei,LC
55058,Anura,Aromobatidae,Allobates,Allobates bromelicola,DD
55059,Anura,Aromobatidae,Allobates,Allobates brunneus,LC
55060,Anura,Aromobatidae,Allobates,Allobates caeruleodactylus,DD
136097,Anura,Aromobatidae,Allobates,Allobates caribe,DD
55064,Anura,Aromobatidae,Allobates,Allobates cepedai,DD
55066,Anura,Aromobatidae,Allobates,Allobates chalcopis,VU
55068,Anura,Aromobatidae,Allobates,Allobates conspicuus,DD
55069,Anura,Aromobatidae,Allobates,Allobates crombiei,DD
55038,Anura,Aromobatidae,Allobates,Allobates femoralis,LC
55084,Anura,Aromobatidae,Allobates,Allobates fratisenescus,DD
55088,Anura,Aromobatidae,Allobates,Allobates fuscellus,DD
55089,Anura,Aromobatidae,Allobates,Allobates gasconi,DD
55090,Anura,Aromobatidae,Allobates,Allobates goianus,DD
136167,Anura,Aromobatidae,Allobates,Allobates granti,LC
55092,Anura,Aromobatidae,Allobates,Allobates humilis,VU
77187242,Anura,Aromobatidae,Allobates,Allobates ignotus,EN
55097,Anura,Aromobatidae,Allobates,Allobates insperatus,LC
55099,Anura,Aromobatidae,Allobates,Allobates juanii,CR
55100,Anura,Aromobatidae,Allobates,Allobates kingsburyi,EN
55108,Anura,Aromobatidae,Allobates,Allobates mandelorum,EN
55110,Anura,Aromobatidae,Allobates,Allobates marchesianus,LC
55112,Anura,Aromobatidae,Allobates,Allobates masniger,DD
55113,Anura,Aromobatidae,Allobates,Allobates mcdiarmidi,NT
55114,Anura,Aromobatidae,Allobates,Allobates melanolaemus,DD
55228,Anura,Aromobatidae,Allobates,Allobates myersi,LC
55120,Anura,Aromobatidae,Allobates,Allobates nidicola,DD
136098,Anura,Aromobatidae,Allobates,Allobates niputidea,LC
55122,Anura,Aromobatidae,Allobates,Allobates olfersioides,VU
55123,Anura,Aromobatidae,Allobates,Allobates ornatus,DD
190492,Anura,Aromobatidae,Allobates,Allobates paleovarzensis,NT
55131,Anura,Aromobatidae,Allobates,Allobates picachos,DD
61765,Anura,Aromobatidae,Allobates,Allobates pittieri,LC
55141,Anura,Aromobatidae,Allobates,Allobates ranoides,EN
55147,Anura,Aromobatidae,Allobates,Allobates sanmartini,DD
135872,Anura,Aromobatidae,Allobates,Allobates spumaponens,DD
135892,Anura,Aromobatidae,Allobates,Allobates subfolionidificans,VU
55153,Anura,Aromobatidae,Allobates,Allobates sumtuosus,DD
55155,Anura,Aromobatidae,Allobates,Allobates talamancae,LC
55160,Anura,Aromobatidae,Allobates,Allobates trilineatus,LC
55161,Anura,Aromobatidae,Allobates,Allobates undulatus,DD
55163,Anura,Aromobatidae,Allobates,Allobates vanzolinius,DD
55166,Anura,Aromobatidae,Allobates,Allobates wayuu,LC
55039,Anura,Aromobatidae,Allobates,Allobates zaparo,LC
55048,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus atopoglossus,DD
55050,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus ayarzaguenai,DD
55051,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus baeobatrachus,DD
55052,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus beebei,VU
136051,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus breweri,VU
55070,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus degranvillei,LC
55091,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus guanayensis,DD
135874,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus kaiei,LC
55101,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus lacrimosus,DD
55117,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus murisipanensis,VU
55126,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus parimae,DD
55127,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus parkerae,DD
55134,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus praderioi,DD
55142,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus roraima,DD
55235,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus rufulus,DD
55149,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus shrevei,DD
55151,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus stepheni,LC
55156,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus tamacuarensis,DD
55157,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus tepuyensis,DD
61766,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus triunfo,DD
61767,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus wothuja,DD
55253,Anura,Aromobatidae,Aromobates,Aromobates alboguttatus,EN
55062,Anura,Aromobatidae,Aromobates,Aromobates capurinensis,DD
55254,Anura,Aromobatidae,Aromobates,Aromobates duranti,EN
55255,Anura,Aromobatidae,Aromobates,Aromobates haydeeae,EN
55104,Anura,Aromobatidae,Aromobates,Aromobates leopardalis,CR
55256,Anura,Aromobatidae,Aromobates,Aromobates mayorgai,EN
55257,Anura,Aromobatidae,Aromobates,Aromobates meridensis,CR
55258,Anura,Aromobatidae,Aromobates,Aromobates molinarii,EN
55040,Anura,Aromobatidae,Aromobates,Aromobates nocturnus,CR
55259,Anura,Aromobatidae,Aromobates,Aromobates orostoma,EN
55146,Anura,Aromobatidae,Aromobates,Aromobates saltuensis,EN
55260,Anura,Aromobatidae,Aromobates,Aromobates serranus,EN
55241,Anura,Aromobatidae,Mannophryne,Mannophryne caquetio,CR
55242,Anura,Aromobatidae,Mannophryne,Mannophryne collaris,EN
55243,Anura,Aromobatidae,Mannophryne,Mannophryne cordilleriana,CR
55244,Anura,Aromobatidae,Mannophryne,Mannophryne herminae,NT
55245,Anura,Aromobatidae,Mannophryne,Mannophryne lamarcai,CR
55246,Anura,Aromobatidae,Mannophryne,Mannophryne larandina,DD
136125,Anura,Aromobatidae,Mannophryne,Mannophryne leonardoi,EN
55247,Anura,Aromobatidae,Mannophryne,Mannophryne neblina,CR
55248,Anura,Aromobatidae,Mannophryne,Mannophryne oblitterata,DD
55249,Anura,Aromobatidae,Mannophryne,Mannophryne olmonae,VU
55250,Anura,Aromobatidae,Mannophryne,Mannophryne riveroi,EN
190995,Anura,Aromobatidae,Mannophryne,Mannophryne speeri,DD
55251,Anura,Aromobatidae,Mannophryne,Mannophryne trinitatis,VU
136122,Anura,Aromobatidae,Mannophryne,Mannophryne trujillensis,EN
136174,Anura,Aromobatidae,Mannophryne,Mannophryne venezuelensis,NT
55252,Anura,Aromobatidae,Mannophryne,Mannophryne yustizi,EN
55072,Anura,Aromobatidae,Prostherapis,Prostherapis dunni,CR
55124,Anura,Aromobatidae,Rheobates,Rheobates palmatus,LC
55136,Anura,Aromobatidae,Rheobates,Rheobates pseudopalmatus,DD
59660,Anura,Arthroleptidae,Arthroleptis,Arthroleptis adelphus,LC
54364,Anura,Arthroleptidae,Arthroleptis,Arthroleptis adolfifriederici,LC
54365,Anura,Arthroleptidae,Arthroleptis,Arthroleptis affinis,LC
202528,Anura,Arthroleptidae,Arthroleptis,Arthroleptis anotis,DD
54397,Anura,Arthroleptidae,Arthroleptis,Arthroleptis aureoli,EN
16575406,Anura,Arthroleptidae,Arthroleptis,Arthroleptis bioko,EN
54366,Anura,Arthroleptidae,Arthroleptis,Arthroleptis bivittatus,DD
54367,Anura,Arthroleptidae,Arthroleptis,Arthroleptis brevipes,DD
54368,Anura,Arthroleptidae,Arthroleptis,Arthroleptis carquejai,DD
54369,Anura,Arthroleptidae,Arthroleptis,Arthroleptis crusculum,NT
175359,Anura,Arthroleptidae,Arthroleptis,Arthroleptis fichika,EN
15745196,Anura,Arthroleptidae,Arthroleptis,Arthroleptis formosus,DD
54371,Anura,Arthroleptidae,Arthroleptis,Arthroleptis francei,VU
54372,Anura,Arthroleptidae,Arthroleptis,Arthroleptis hematogaster,DD
175360,Anura,Arthroleptidae,Arthroleptis,Arthroleptis kidogo,CR
174591,Anura,Arthroleptidae,Arthroleptis,Arthroleptis krokosua,NT
16770720,Anura,Arthroleptidae,Arthroleptis,Arthroleptis kutogundua,CR
54373,Anura,Arthroleptidae,Arthroleptis,Arthroleptis lameerei,LC
175361,Anura,Arthroleptidae,Arthroleptis,Arthroleptis langeri,DD
136058,Anura,Arthroleptidae,Arthroleptis,Arthroleptis lonnbergi,DD
54374,Anura,Arthroleptidae,Arthroleptis,Arthroleptis loveridgei,DD
54376,Anura,Arthroleptidae,Arthroleptis,Arthroleptis mossoensis,DD
176285,Anura,Arthroleptidae,Arthroleptis,Arthroleptis nguruensis,VU
54377,Anura,Arthroleptidae,Arthroleptis,Arthroleptis nikeae,CR
54378,Anura,Arthroleptidae,Arthroleptis,Arthroleptis nimbaensis,DD
135994,Anura,Arthroleptidae,Arthroleptis,Arthroleptis nlonakoensis,EN
16577598,Anura,Arthroleptidae,Arthroleptis,Arthroleptis palava,LC
190982,Anura,Arthroleptidae,Arthroleptis,Arthroleptis perreti,EN
54379,Anura,Arthroleptidae,Arthroleptis,Arthroleptis phrynoides,DD
54380,Anura,Arthroleptidae,Arthroleptis,Arthroleptis poecilonotus,LC
54381,Anura,Arthroleptidae,Arthroleptis,Arthroleptis pyrrhoscelis,LC
54382,Anura,Arthroleptidae,Arthroleptis,Arthroleptis reichei,LC
45550902,Anura,Arthroleptidae,Arthroleptis,Arthroleptis schubotzi,LC
54384,Anura,Arthroleptidae,Arthroleptis,Arthroleptis spinalis,DD
45550871,Anura,Arthroleptidae,Arthroleptis,Arthroleptis stenodactylus,LC
135901,Anura,Arthroleptidae,Arthroleptis,Arthroleptis stridens,DD
54386,Anura,Arthroleptidae,Arthroleptis,Arthroleptis sylvaticus,LC
54387,Anura,Arthroleptidae,Arthroleptis,Arthroleptis taeniatus,LC
54388,Anura,Arthroleptidae,Arthroleptis,Arthroleptis tanneri,EN
54389,Anura,Arthroleptidae,Arthroleptis,Arthroleptis troglodytes,CR
54390,Anura,Arthroleptidae,Arthroleptis,Arthroleptis tuberosus,DD
54391,Anura,Arthroleptidae,Arthroleptis,Arthroleptis variabilis,LC
54392,Anura,Arthroleptidae,Arthroleptis,Arthroleptis vercammeni,DD
54393,Anura,Arthroleptidae,Arthroleptis,Arthroleptis wahlbergii,LC
54412,Anura,Arthroleptidae,Arthroleptis,Arthroleptis xenochirus,LC
73346893,Anura,Arthroleptidae,Arthroleptis,Arthroleptis xenodactyloides,LC
73343869,Anura,Arthroleptidae,Arthroleptis,Arthroleptis xenodactylus,EN
54396,Anura,Arthroleptidae,Arthroleptis,Arthroleptis zimmeri,DD
54415,Anura,Arthroleptidae,Astylosternus,Astylosternus batesi,LC
54416,Anura,Arthroleptidae,Astylosternus,Astylosternus diadematus,LC
54417,Anura,Arthroleptidae,Astylosternus,Astylosternus fallax,VU
16577694,Anura,Arthroleptidae,Astylosternus,Astylosternus laticephalus,NT
54418,Anura,Arthroleptidae,Astylosternus,Astylosternus laurenti,EN
54419,Anura,Arthroleptidae,Astylosternus,Astylosternus montanus,LC
54420,Anura,Arthroleptidae,Astylosternus,Astylosternus nganhanus,CR
54421,Anura,Arthroleptidae,Astylosternus,Astylosternus occidentalis,LC
54422,Anura,Arthroleptidae,Astylosternus,Astylosternus perreti,EN
54423,Anura,Arthroleptidae,Astylosternus,Astylosternus ranoides,EN
54424,Anura,Arthroleptidae,Astylosternus,Astylosternus rheophilus,NT
54425,Anura,Arthroleptidae,Astylosternus,Astylosternus schioetzi,EN
61745,Anura,Arthroleptidae,Cardioglossa,Cardioglossa alsco,EN
54398,Anura,Arthroleptidae,Cardioglossa,Cardioglossa cyaneospila,NT
54400,Anura,Arthroleptidae,Cardioglossa,Cardioglossa elegans,LC
54401,Anura,Arthroleptidae,Cardioglossa,Cardioglossa escalerae,LC
54402,Anura,Arthroleptidae,Cardioglossa,Cardioglossa gracilis,LC
54403,Anura,Arthroleptidae,Cardioglossa,Cardioglossa gratiosa,LC
89186727,Anura,Arthroleptidae,Cardioglossa,Cardioglossa inornata,DD
54404,Anura,Arthroleptidae,Cardioglossa,Cardioglossa leucomystax,LC
16854228,Anura,Arthroleptidae,Cardioglossa,Cardioglossa manengouba,CR
54405,Anura,Arthroleptidae,Cardioglossa,Cardioglossa melanogaster,VU
89186860,Anura,Arthroleptidae,Cardioglossa,Cardioglossa nigromaculata,LC
54407,Anura,Arthroleptidae,Cardioglossa,Cardioglossa oreas,EN
54408,Anura,Arthroleptidae,Cardioglossa,Cardioglossa pulchra,EN
54409,Anura,Arthroleptidae,Cardioglossa,Cardioglossa schioetzi,VU
54410,Anura,Arthroleptidae,Cardioglossa,Cardioglossa trifasciata,CR
54411,Anura,Arthroleptidae,Cardioglossa,Cardioglossa venusta,EN
54426,Anura,Arthroleptidae,Leptodactylodon,Leptodactylodon albiventris,EN
54427,Anura,Arthroleptidae,Leptodactylodon,Leptodactylodon axillaris,CR
54428,Anura,Arthroleptidae,Leptodactylodon,Leptodactylodon bicolor,NT
54429,Anura,Arthroleptidae,Leptodactylodon,Leptodactylodon blanci,DD
54430,Anura,Arthroleptidae,Leptodactylodon,Leptodactylodon boulengeri,NT
54431,Anura,Arthroleptidae,Leptodactylodon,Leptodactylodon bueanus,EN
54432,Anura,Arthroleptidae,Leptodactylodon,Leptodactylodon erythrogaster,CR
54433,Anura,Arthroleptidae,Leptodactylodon,Leptodactylodon mertensi,EN
54434,Anura,Arthroleptidae,Leptodactylodon,Leptodactylodon ornatus,EN
54435,Anura,Arthroleptidae,Leptodactylodon,Leptodactylodon ovatus,LC
54436,Anura,Arthroleptidae,Leptodactylodon,Leptodactylodon perreti,EN
54437,Anura,Arthroleptidae,Leptodactylodon,Leptodactylodon polyacanthus,VU
54438,Anura,Arthroleptidae,Leptodactylodon,Leptodactylodon stevarti,EN
54439,Anura,Arthroleptidae,Leptodactylodon,Leptodactylodon ventrimarmoratus,VU
54440,Anura,Arthroleptidae,Leptodactylodon,Leptodactylodon wildi,CR
56239,Anura,Arthroleptidae,Leptopelis,Leptopelis anchietae,LC
73785830,Anura,Arthroleptidae,Leptopelis,Leptopelis anebos,EN
88340714,Anura,Arthroleptidae,Leptopelis,Leptopelis argenteus,LC
56241,Anura,Arthroleptidae,Leptopelis,Leptopelis aubryi,LC
56243,Anura,Arthroleptidae,Leptopelis,Leptopelis bequaerti,DD
56244,Anura,Arthroleptidae,Leptopelis,Leptopelis bocagii,LC
56245,Anura,Arthroleptidae,Leptopelis,Leptopelis boulengeri,LC
56246,Anura,Arthroleptidae,Leptopelis,Leptopelis brevipes,DD
56247,Anura,Arthroleptidae,Leptopelis,Leptopelis brevirostris,LC
56249,Anura,Arthroleptidae,Leptopelis,Leptopelis bufonides,LC
56250,Anura,Arthroleptidae,Leptopelis,Leptopelis calcaratus,LC
56251,Anura,Arthroleptidae,Leptopelis,Leptopelis christyi,LC
56252,Anura,Arthroleptidae,Leptopelis,Leptopelis concolor,LC
61799,Anura,Arthroleptidae,Leptopelis,Leptopelis crystallinoron,DD
56253,Anura,Arthroleptidae,Leptopelis,Leptopelis cynnamomeus,LC
56254,Anura,Arthroleptidae,Leptopelis,Leptopelis fenestratus,DD
56255,Anura,Arthroleptidae,Leptopelis,Leptopelis fiziensis,DD
87733649,Anura,Arthroleptidae,Leptopelis,Leptopelis flavomaculatus,LC
56257,Anura,Arthroleptidae,Leptopelis,Leptopelis gramineus,LC
76317600,Anura,Arthroleptidae,Leptopelis,Leptopelis grandiceps,VU
56259,Anura,Arthroleptidae,Leptopelis,Leptopelis jordani,DD
56260,Anura,Arthroleptidae,Leptopelis,Leptopelis karissimbensis,VU
56261,Anura,Arthroleptidae,Leptopelis,Leptopelis kivuensis,LC
56262,Anura,Arthroleptidae,Leptopelis,Leptopelis lebeaui,DD
135846,Anura,Arthroleptidae,Leptopelis,Leptopelis mackayi,DD
56263,Anura,Arthroleptidae,Leptopelis,Leptopelis macrotis,NT
56264,Anura,Arthroleptidae,Leptopelis,Leptopelis marginatus,DD
56265,Anura,Arthroleptidae,Leptopelis,Leptopelis millsoni,LC
56266,Anura,Arthroleptidae,Leptopelis,Leptopelis modestus,LC
56267,Anura,Arthroleptidae,Leptopelis,Leptopelis mossambicus,LC
56268,Anura,Arthroleptidae,Leptopelis,Leptopelis natalensis,LC
56269,Anura,Arthroleptidae,Leptopelis,Leptopelis nordequatorialis,LC
56270,Anura,Arthroleptidae,Leptopelis,Leptopelis notatus,LC
56271,Anura,Arthroleptidae,Leptopelis,Leptopelis occidentalis,NT
56272,Anura,Arthroleptidae,Leptopelis,Leptopelis ocellatus,LC
56273,Anura,Arthroleptidae,Leptopelis,Leptopelis omissus,LC
56274,Anura,Arthroleptidae,Leptopelis,Leptopelis oryi,LC
56275,Anura,Arthroleptidae,Leptopelis,Leptopelis palmatus,VU
56276,Anura,Arthroleptidae,Leptopelis,Leptopelis parbocagii,LC
56277,Anura,Arthroleptidae,Leptopelis,Leptopelis parkeri,EN
56278,Anura,Arthroleptidae,Leptopelis,Leptopelis parvus,DD
56279,Anura,Arthroleptidae,Leptopelis,Leptopelis ragazzii,VU
56280,Anura,Arthroleptidae,Leptopelis,Leptopelis rufus,LC
56258,Anura,Arthroleptidae,Leptopelis,Leptopelis spiritusnoctis,LC
56281,Anura,Arthroleptidae,Leptopelis,Leptopelis susanae,EN
87733802,Anura,Arthroleptidae,Leptopelis,Leptopelis uluguruensis,NT
56283,Anura,Arthroleptidae,Leptopelis,Leptopelis vannutellii,LC
56284,Anura,Arthroleptidae,Leptopelis,Leptopelis vermiculatus,EN
56285,Anura,Arthroleptidae,Leptopelis,Leptopelis viridis,LC
11700,Anura,Arthroleptidae,Leptopelis,Leptopelis xenodactylus,EN
56286,Anura,Arthroleptidae,Leptopelis,Leptopelis yaldeni,VU
56287,Anura,Arthroleptidae,Leptopelis,Leptopelis zebra,NT
54441,Anura,Arthroleptidae,Nyctibates,Nyctibates corrugatus,LC
54442,Anura,Arthroleptidae,Scotobleps,Scotobleps gabonicus,LC
54443,Anura,Arthroleptidae,Trichobatrachus,Trichobatrachus robustus,LC
54413,Anura,Ascaphidae,Ascaphus,Ascaphus montanus,LC
54414,Anura,Ascaphidae,Ascaphus,Ascaphus truei,LC
29417,Anura,Batrachylidae,Atelognathus,Atelognathus ceii,DD
61801,Anura,Batrachylidae,Atelognathus,Atelognathus jeinimenensis,NT
2296,Anura,Batrachylidae,Atelognathus,Atelognathus nitoi,VU
56323,Anura,Batrachylidae,Atelognathus,Atelognathus patagonicus,EN
56324,Anura,Batrachylidae,Atelognathus,Atelognathus praebasalticus,EN
2297,Anura,Batrachylidae,Atelognathus,Atelognathus reverberii,VU
56325,Anura,Batrachylidae,Atelognathus,Atelognathus salai,VU
2298,Anura,Batrachylidae,Atelognathus,Atelognathus solitarius,VU
56330,Anura,Batrachylidae,Batrachyla,Batrachyla antartandica,LC
56331,Anura,Batrachylidae,Batrachyla,Batrachyla fitzroya,VU
56332,Anura,Batrachylidae,Batrachyla,Batrachyla leptopus,LC
56333,Anura,Batrachylidae,Batrachyla,Batrachyla nibaldoi,DD
56334,Anura,Batrachylidae,Batrachyla,Batrachyla taeniata,LC
2295,Anura,Batrachylidae,Chaltenobatrachus,Chaltenobatrachus grandisonae,DD
57104,Anura,Batrachylidae,Hylorina,Hylorina sylvatica,LC
23900,Anura,Bombinatoridae,Barbourula,Barbourula busuangensis,VU
54444,Anura,Bombinatoridae,Barbourula,Barbourula kalimantanensis,EN
2865,Anura,Bombinatoridae,Bombina,Bombina bombina,LC
54446,Anura,Bombinatoridae,Bombina,Bombina lichuanensis,VU
54449,Anura,Bombinatoridae,Bombina,Bombina orientalis,LC
54450,Anura,Bombinatoridae,Bombina,Bombina pachypus,EN
54451,Anura,Bombinatoridae,Bombina,Bombina variegata,LC
135774,Anura,Brachycephalidae,Brachycephalus,Brachycephalus alipioi,DD
61746,Anura,Brachycephalidae,Brachycephalus,Brachycephalus brunneus,DD
54452,Anura,Brachycephalidae,Brachycephalus,Brachycephalus didactylus,LC
54453,Anura,Brachycephalidae,Brachycephalus,Brachycephalus ephippium,LC
135912,Anura,Brachycephalidae,Brachycephalus,Brachycephalus ferruginus,DD
29487,Anura,Brachycephalidae,Brachycephalus,Brachycephalus hermogenesi,LC
61747,Anura,Brachycephalidae,Brachycephalus,Brachycephalus izecksohni,DD
54454,Anura,Brachycephalidae,Brachycephalus,Brachycephalus nodoterga,DD
54455,Anura,Brachycephalidae,Brachycephalus,Brachycephalus pernix,DD
135830,Anura,Brachycephalidae,Brachycephalus,Brachycephalus pombali,DD
54456,Anura,Brachycephalidae,Brachycephalus,Brachycephalus vertebralis,DD
56470,Anura,Brachycephalidae,Ischnocnema,Ischnocnema bolbodactyla,LC
56581,Anura,Brachycephalidae,Ischnocnema,Ischnocnema epipeda,NT
56586,Anura,Brachycephalidae,Ischnocnema,Ischnocnema erythromera,DD
56612,Anura,Brachycephalidae,Ischnocnema,Ischnocnema gehrti,DD
56635,Anura,Brachycephalidae,Ischnocnema,Ischnocnema gualteri,LC
56638,Anura,Brachycephalidae,Ischnocnema,Ischnocnema guentheri,LC
136035,Anura,Brachycephalidae,Ischnocnema,Ischnocnema henselii,LC
56655,Anura,Brachycephalidae,Ischnocnema,Ischnocnema hoehnei,LC
56656,Anura,Brachycephalidae,Ischnocnema,Ischnocnema holti,DD
56679,Anura,Brachycephalidae,Ischnocnema,Ischnocnema izecksohni,DD
56689,Anura,Brachycephalidae,Ischnocnema,Ischnocnema juipoca,LC
56696,Anura,Brachycephalidae,Ischnocnema,Ischnocnema lactea,LC
56740,Anura,Brachycephalidae,Ischnocnema,Ischnocnema manezinho,NT
56784,Anura,Brachycephalidae,Ischnocnema,Ischnocnema nasuta,LC
56790,Anura,Brachycephalidae,Ischnocnema,Ischnocnema nigriventris,DD
56805,Anura,Brachycephalidae,Ischnocnema,Ischnocnema octavioi,LC
56806,Anura,Brachycephalidae,Ischnocnema,Ischnocnema oea,NT
29425,Anura,Brachycephalidae,Ischnocnema,Ischnocnema paranaensis,DD
56831,Anura,Brachycephalidae,Ischnocnema,Ischnocnema parva,LC
136108,Anura,Brachycephalidae,Ischnocnema,Ischnocnema penaxavantinho,DD
56889,Anura,Brachycephalidae,Ischnocnema,Ischnocnema pusilla,DD
56899,Anura,Brachycephalidae,Ischnocnema,Ischnocnema randorum,DD
56944,Anura,Brachycephalidae,Ischnocnema,Ischnocnema sambaqui,DD
56972,Anura,Brachycephalidae,Ischnocnema,Ischnocnema spanios,DD
57033,Anura,Brachycephalidae,Ischnocnema,Ischnocnema venancioi,LC
57109,Anura,Brachycephalidae,Ischnocnema,Ischnocnema verrucosa,DD
57703,Anura,Brevicipitidae,Balebreviceps,Balebreviceps hillmani,CR
57711,Anura,Brevicipitidae,Breviceps,Breviceps acutirostris,LC
57712,Anura,Brevicipitidae,Breviceps,Breviceps adspersus,LC
57713,Anura,Brevicipitidae,Breviceps,Breviceps bagginsi,NT
19520513,Anura,Brevicipitidae,Breviceps,Breviceps branchi,DD
61845,Anura,Brevicipitidae,Breviceps,Breviceps fichus,LC
57714,Anura,Brevicipitidae,Breviceps,Breviceps fuscus,LC
3069,Anura,Brevicipitidae,Breviceps,Breviceps gibbosus,NT
3070,Anura,Brevicipitidae,Breviceps,Breviceps macrops,NT
57715,Anura,Brevicipitidae,Breviceps,Breviceps montanus,LC
57716,Anura,Brevicipitidae,Breviceps,Breviceps mossambicus,LC
57717,Anura,Brevicipitidae,Breviceps,Breviceps namaquensis,LC
57718,Anura,Brevicipitidae,Breviceps,Breviceps poweri,LC
57719,Anura,Brevicipitidae,Breviceps,Breviceps rosei,LC
57720,Anura,Brevicipitidae,Breviceps,Breviceps sopranus,LC
57721,Anura,Brevicipitidae,Breviceps,Breviceps sylvestris,NT
57722,Anura,Brevicipitidae,Breviceps,Breviceps verrucosus,LC
175363,Anura,Brevicipitidae,Callulina,Callulina dawida,CR
193425,Anura,Brevicipitidae,Callulina,Callulina hanseni,CR
193426,Anura,Brevicipitidae,Callulina,Callulina kanga,CR
61847,Anura,Brevicipitidae,Callulina,Callulina kisiwamsitu,EN
62181621,Anura,Brevicipitidae,Callulina,Callulina kreffti,LC
193427,Anura,Brevicipitidae,Callulina,Callulina laphami,CR
202410,Anura,Brevicipitidae,Callulina,Callulina meteora,CR
193428,Anura,Brevicipitidae,Callulina,Callulina shengena,CR
193429,Anura,Brevicipitidae,Callulina,Callulina stanleyi,CR
135988,Anura,Brevicipitidae,Probreviceps,Probreviceps durirostris,EN
136142,Anura,Brevicipitidae,Probreviceps,Probreviceps loveridgei,EN
57980,Anura,Brevicipitidae,Probreviceps,Probreviceps macrodactylus,EN
57981,Anura,Brevicipitidae,Probreviceps,Probreviceps rhodesianus,EN
57982,Anura,Brevicipitidae,Probreviceps,Probreviceps rungwensis,EN
57983,Anura,Brevicipitidae,Probreviceps,Probreviceps uluguruensis,EN
58004,Anura,Brevicipitidae,Spelaeophryne,Spelaeophryne methneri,LC
