tax_id,Order,MSWFamilyLatin,Scientific,MSW3_ID,Diet.Inv,Diet.Vend,Diet.Vect,Diet.Vfish,Diet.Vunk,Diet.Scav,Diet.Fruit,Diet.Nect,Diet.Seed,Diet.PlantO,Diet.Source,Diet.Certainty,ForStrat.Value,ForStrat.Certainty,ForStrat.Comment,Activity.Nocturnal,Activity.Crepuscular,Activity.Diurnal,Activity.Source,Activity.Certainty,BodyMass.Value,BodyMass.Source,BodyMass.SpecLevel
18,Rodentia,Abrocomidae,Abrocoma boliviensis,3087,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,158,Ref_117,1
137,Chiroptera,Pteropodidae,Acerodon celebensis,3667,0,0,0,0,0,0,100,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,390,Ref_117,1
138,Chiroptera,Pteropodidae,Acerodon humilis,3668,0,0,0,0,0,0,100,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,462.47,Ref_178,2
139,Chiroptera,Pteropodidae,Acerodon jubatus,3669,0,0,0,0,0,0,100,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1075,Ref_117,1
140,Chiroptera,Pteropodidae,Acerodon leucotis,3670,0,0,0,0,0,0,100,0,0,0,Ref_2,D1,Ar,A,,1,0,0,Ref_1,ABC,462.47,Ref_178,2
142,Chiroptera,Pteropodidae,Acerodon mackloti,3671,0,0,0,0,0,0,100,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,470.33,Ref_117,1
219,Carnivora,Felidae,Acinonyx jubatus,4791,0,100,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,46700,Ref_117,1
263,Rodentia,Muridae,Acomys cahirinus,2063,0,0,0,0,30,0,0,0,0,70,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,52.45,Ref_117,1
264,Rodentia,Muridae,Acomys cilicicus,2061,0,0,0,0,30,0,0,0,0,70,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,28.61,Ref_178,2
265,Rodentia,Muridae,Acomys cineraceus,2060,10,0,0,0,30,0,0,0,10,50,Ref_2,D1,G,A,,1,1,0,Ref_1,ABC,30.59,Ref_178,2
266,Rodentia,Muridae,Acomys ignitus,2058,0,0,0,0,30,0,0,0,0,70,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,24,Ref_117,1
267,Rodentia,Muridae,Acomys kempi,2055,0,0,0,0,30,0,0,0,0,70,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,22,Ref_117,1
268,Rodentia,Muridae,Acomys louisae,2064,0,0,0,0,30,0,0,0,0,70,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,20.2,Ref_117,1
269,Rodentia,Muridae,Acomys minous,2047,0,0,0,0,30,0,0,0,0,70,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,62.5,Ref_117,1
270,Rodentia,Muridae,Acomys mullah,2056,0,0,0,0,30,0,0,0,0,70,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,28.74,Ref_178,2
271,Rodentia,Muridae,Acomys nesiotes,2049,0,0,0,0,30,0,0,0,0,70,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,28.67,Ref_178,2
272,Rodentia,Muridae,Acomys percivali,2050,0,0,0,0,30,0,0,0,0,70,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,22,Ref_117,1
273,Rodentia,Muridae,Acomys russatus,2053,20,0,0,0,40,0,0,0,10,30,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,49.75,Ref_117,1
274,Rodentia,Muridae,Acomys spinosissimus,2051,0,0,0,0,30,0,0,0,0,70,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,26.5,Ref_117,1
275,Rodentia,Muridae,Acomys subspinosus,2065,0,0,0,0,30,0,0,0,0,70,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,21,Ref_117,1
276,Rodentia,Muridae,Acomys wilsoni,2052,0,0,0,0,30,0,0,0,0,70,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,18.5,Ref_117,1
278,Rodentia,Octodontidae,Aconaemys fuscus,3075,0,0,0,0,0,0,40,0,0,60,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,133.5,Ref_117,1
279,Rodentia,Octodontidae,Aconaemys sagei,3074,0,0,0,0,0,0,40,0,0,60,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,96.5,Ref_117,1
512,Cetartiodactyla,Bovidae,Addax nasomaculatus,5258,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,70000.32,Ref_117,1
547,Rodentia,Cricetidae,Handleyomys fuscatus,1769,20,0,0,0,0,0,20,0,20,40,Ref_2,D1,G,A,,1,0,0,Ref_3,D2,49.5,Ref_58,1
548,Rodentia,Cricetidae,Aepeomys lugens,1668,20,0,0,0,0,0,10,0,40,30,Ref_3,D2,G,A,,1,0,0,Ref_3,D2,37,Ref_117,1
550,Cetartiodactyla,Bovidae,Aepyceros melampus,5194,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,52500.08,Ref_117,1
555,Rodentia,Sciuridae,Aeretes melanopterus,888,10,0,0,0,0,0,20,0,50,20,Ref_3,D2,Ar,A,,1,0,0,Ref_1,ABC,753.23,Ref_178,2
556,Rodentia,Sciuridae,Aeromys tephromelas,890,10,0,0,0,0,0,30,0,30,30,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1075,Ref_117,1
557,Rodentia,Sciuridae,Aeromys thomasi,889,10,0,0,0,0,0,30,0,30,30,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1435,Ref_117,1
565,Chiroptera,Pteropodidae,Aethalops alecto,3673,0,0,0,0,0,0,70,30,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,15,Ref_117,1
567,Rodentia,Muridae,Aethomys silindensis,2218,0,0,0,0,0,0,20,0,20,60,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,82.76,Ref_178,2
568,Rodentia,Muridae,Aethomys bocagei,2225,0,0,0,0,0,0,20,0,20,60,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,79.89,Ref_178,2
569,Rodentia,Muridae,Aethomys chrysophilus,2224,0,0,0,0,0,0,20,0,20,60,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,74.85,Ref_117,1
570,Rodentia,Muridae,Micaelamys granti,2481,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,G,A,,1,0,0,Ref_1,ABC,40,Ref_58,1
571,Rodentia,Muridae,Aethomys hindei,2223,0,0,0,0,0,0,20,0,20,60,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,103.5,Ref_117,1
572,Rodentia,Muridae,Aethomys kaiseri,2221,0,0,0,0,0,0,20,0,20,60,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,90,Ref_117,1
573,Rodentia,Muridae,Micaelamys namaquensis,2482,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,G,A,,1,0,0,Ref_1,ABC,57.1,Ref_58,1
574,Rodentia,Muridae,Aethomys nyikae,2220,0,0,0,0,0,0,20,0,20,60,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,77.01,Ref_117,1
575,Rodentia,Muridae,Aethomys stannarius,2219,0,0,0,0,0,0,20,0,20,60,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,82.9,Ref_178,2
576,Rodentia,Muridae,Aethomys thomasi,2226,0,0,0,0,0,0,20,0,20,60,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,84.69,Ref_178,2
699,Rodentia,Cuniculidae,Cuniculus paca,3073,0,0,0,0,0,0,20,0,30,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,8172.55,Ref_58,1
700,Rodentia,Cuniculidae,Cuniculus taczanowskii,3072,0,0,0,0,0,0,20,0,30,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,8999.95,Ref_58,1
712,Carnivora,Ursidae,Ailuropoda melanoleuca,5026,0,10,0,0,0,0,0,0,0,90,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,108400,Ref_117,1
714,Carnivora,Ailuridae,Ailurus fulgens,5077,10,10,0,0,0,0,10,0,10,60,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,4900,Ref_117,1
723,Rodentia,Cricetidae,Akodon aerosus,1670,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,60,Ref_117,1
724,Rodentia,Cricetidae,Akodon affinis,1706,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,24.9,Ref_117,1
725,Rodentia,Cricetidae,Akodon albiventer,1692,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,21.8,Ref_117,1
726,Rodentia,Cricetidae,Akodon azarae,1690,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,25,Ref_117,1
727,Rodentia,Cricetidae,Akodon bogotensis,1671,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,13,Ref_117,1
728,Rodentia,Cricetidae,Akodon boliviensis,1689,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,27.5,Ref_117,1
729,Rodentia,Cricetidae,Akodon budini,1707,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,26.9,Ref_117,1
730,Rodentia,Cricetidae,Akodon cursor,1687,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,39.85,Ref_117,1
731,Rodentia,Cricetidae,Akodon dayi,1686,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,32.5,Ref_117,1
732,Rodentia,Cricetidae,Akodon dolores,1685,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,50.5,Ref_117,1
733,Rodentia,Cricetidae,Akodon fumeus,1684,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,22.7,Ref_117,1
734,Rodentia,Cricetidae,Abrothrix hershkovitzi,1666,30,0,0,0,0,0,0,0,0,70,Ref_2,D1,G,A,,1,1,1,Ref_1,ABC,32.42,Ref_178,2
735,Rodentia,Cricetidae,Abrothrix illuteus,1665,30,0,0,0,0,0,0,0,0,70,Ref_2,D1,G,A,,1,1,1,Ref_1,ABC,47.79,Ref_58,1
736,Rodentia,Cricetidae,Akodon iniscatus,1672,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,28.7,Ref_117,1
737,Rodentia,Cricetidae,Akodon juninensis,1682,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,39,Ref_117,1
738,Rodentia,Cricetidae,Deltamys kempi,1754,20,0,0,0,0,0,10,0,40,30,Ref_3,D2,G,A,,1,1,1,Ref_1,ABC,26.4,Ref_58,1
739,Rodentia,Cricetidae,Akodon kofordi,1693,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,29.5,Ref_117,1
740,Rodentia,Cricetidae,Abrothrix lanosus,1663,30,0,0,0,0,0,0,0,0,70,Ref_2,D1,G,A,,1,1,1,Ref_1,ABC,27.83,Ref_58,1
741,Rodentia,Cricetidae,Akodon latebricola,1709,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,39,Ref_117,1
742,Rodentia,Cricetidae,Akodon lindberghi,1679,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,26.4,Ref_117,1
743,Rodentia,Cricetidae,Abrothrix longipilis,1662,30,0,0,0,0,0,0,0,0,70,Ref_2,D1,G,A,,1,1,1,Ref_1,ABC,38.86,Ref_58,1
745,Rodentia,Cricetidae,Abrothrix markhami,1661,30,0,0,0,0,0,0,0,0,70,Ref_2,D1,G,A,,1,1,1,Ref_1,ABC,29.03,Ref_178,2
746,Rodentia,Cricetidae,Akodon mimus,1710,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,24,Ref_117,1
747,Rodentia,Cricetidae,Akodon molinae,1674,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,33,Ref_117,1
748,Rodentia,Cricetidae,Akodon mollis,1678,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,30.4,Ref_117,1
749,Rodentia,Cricetidae,Akodon neocenus,1675,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,42.4,Ref_117,1
750,Rodentia,Cricetidae,Thaptomys nigrita,1978,20,0,0,0,0,0,10,0,40,30,Ref_3,D2,G,A,,1,1,1,Ref_1,ABC,19.9,Ref_58,1
751,Rodentia,Cricetidae,Abrothrix olivaceus,1660,30,0,0,0,0,0,0,0,0,70,Ref_2,D1,G,A,,1,1,1,Ref_1,ABC,24.52,Ref_58,1
752,Rodentia,Cricetidae,Akodon orophilus,1673,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,39,Ref_117,1
753,Rodentia,Cricetidae,Akodon lutescens,1688,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,20.69,Ref_58,1
754,Rodentia,Cricetidae,Abrothrix sanborni,1667,30,0,0,0,0,0,0,0,0,70,Ref_2,D1,G,A,,1,1,1,Ref_1,ABC,24.7,Ref_58,1
755,Rodentia,Cricetidae,Akodon sanctipaulensis,1681,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,27.1,Ref_117,1
756,Rodentia,Cricetidae,Akodon serrensis,1705,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,28.3,Ref_117,1
757,Rodentia,Cricetidae,Akodon siberiae,1708,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,34.6,Ref_117,1
758,Rodentia,Cricetidae,Akodon simulator,1703,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,42.5,Ref_117,1
759,Rodentia,Cricetidae,Akodon spegazzinii,1702,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,28.6,Ref_117,1
760,Rodentia,Cricetidae,Akodon subfuscus,1694,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,30.4,Ref_117,1
761,Rodentia,Cricetidae,Akodon surdus,1700,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,39,Ref_117,1
762,Rodentia,Cricetidae,Akodon sylvanus,1697,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,39,Ref_117,1
763,Rodentia,Cricetidae,Akodon toba,1699,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,51.2,Ref_117,1
764,Rodentia,Cricetidae,Akodon torques,1695,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,39,Ref_117,1
765,Rodentia,Cricetidae,Necromys urichi,1799,70,0,0,0,0,0,0,0,0,30,Ref_2,D1,G,A,,1,1,1,Ref_1,ABC,44.84,Ref_58,1
766,Rodentia,Cricetidae,Akodon varius,1701,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,40,Ref_117,1
811,Cetartiodactyla,Bovidae,Alcelaphus buselaphus,5197,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,1,1,Ref_1,ABC,171001.53,Ref_117,1
812,Cetartiodactyla,Bovidae,Alcelaphus lichtensteinii,5196,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,1,1,Ref_1,ABC,168695.66,Ref_58,1
814,Cetartiodactyla,Bovidae,Alcelaphus caama,5195,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,1,1,Ref_1,ABC,176115.97,Ref_58,1
818,Cetartiodactyla,Cervidae,Alces americanus,5281,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_2,D1,541460.44,Ref_58,1
843,Chiroptera,Pteropodidae,Alionycteris paucidentata,3674,0,0,0,0,0,0,100,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,16.15,Ref_117,1
850,Rodentia,Dipodidae,Allactaga tetradactyla,1265,20,0,0,0,0,0,0,0,50,30,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,52,Ref_117,1
851,Rodentia,Dipodidae,Allactaga balikunica,1261,20,0,0,0,0,0,0,0,50,30,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,93.08,Ref_178,2
852,Rodentia,Dipodidae,Allactaga bullata,1262,20,0,0,0,0,0,0,0,50,30,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,89.35,Ref_178,2
853,Rodentia,Dipodidae,Allactaga elater,1254,20,0,0,0,0,0,0,0,50,30,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,59,Ref_117,1
854,Rodentia,Dipodidae,Allactaga euphratica,1263,20,0,0,0,0,0,0,0,50,30,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,232,Ref_117,1
855,Rodentia,Dipodidae,Allactaga firouzi,1258,20,0,0,0,0,0,0,0,50,30,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,92.39,Ref_178,2
856,Rodentia,Dipodidae,Allactaga hotsoni,1259,20,0,0,0,0,0,0,0,50,30,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,76.5,Ref_117,1
857,Rodentia,Dipodidae,Allactaga major,1255,20,0,0,0,0,0,0,0,50,30,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,350,Ref_117,1
858,Rodentia,Dipodidae,Allactaga severtzovi,1257,20,0,0,0,0,0,0,0,50,30,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,159,Ref_117,1
859,Rodentia,Dipodidae,Allactaga sibirica,1260,70,0,0,0,0,0,0,0,0,30,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,97.5,Ref_117,1
860,Rodentia,Dipodidae,Allactaga vinogradovi,1256,20,0,0,0,0,0,0,0,50,30,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,90.51,Ref_178,2
861,Rodentia,Dipodidae,Allactodipus bobrinskii,1266,20,0,0,0,0,0,10,0,40,30,Ref_3,D2,G,A,,1,0,0,Ref_1,ABC,65.3,Ref_146,1
865,Primates,Cercopithecidae,Allenopithecus nigroviridis,685,50,0,0,0,0,0,50,0,0,0,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,4749.96,Ref_117,1
868,Primates,Cheirogaleidae,Allocebus trichotis,469,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,77.5,Ref_117,1
875,Rodentia,Cricetidae,Allocricetulus eversmanni,2020,20,0,0,0,0,0,10,0,40,30,Ref_3,D2,G,A,,1,0,0,Ref_3,D2,115.56,Ref_117,1
899,Carnivora,Canidae,Vulpes lagopus,4921,10,70,0,10,0,10,0,0,0,0,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,3584.37,Ref_58,1
914,Primates,Atelidae,Alouatta pigra,636,0,0,0,0,0,0,40,0,0,60,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,7000.03,Ref_117,1
948,Rodentia,Cricetidae,Alticola albicaudus,1368,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,34.53,Ref_178,2
949,Rodentia,Cricetidae,Alticola argentatus,1367,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,37.7,Ref_117,1
950,Rodentia,Cricetidae,Alticola barakshin,1366,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,33.6,Ref_178,2
951,Rodentia,Cricetidae,Alticola lemminus,1375,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,33.56,Ref_178,2
952,Rodentia,Cricetidae,Alticola macrotis,1376,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,36,Ref_117,1
953,Rodentia,Cricetidae,Alticola montosa,1372,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,34.53,Ref_178,2
954,Rodentia,Cricetidae,Alticola roylei,1373,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,37,Ref_117,1
955,Rodentia,Cricetidae,Alticola semicanus,1369,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,33.39,Ref_178,2
956,Rodentia,Cricetidae,Alticola stoliczkanus,1370,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,27.47,Ref_117,1
958,Rodentia,Cricetidae,Alticola strelzowi,1377,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,50,Ref_117,1
959,Rodentia,Cricetidae,Alticola tuvinicus,1371,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,33.32,Ref_178,2
1087,Afrosoricida,Chrysochloridae,Neamblysomus gunningi,387,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,35.84,Ref_178,2
1089,Afrosoricida,Chrysochloridae,Neamblysomus julianae,386,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,21.99,Ref_58,1
1137,Chiroptera,Phyllostomidae,Ametrida centurio,4081,0,0,0,0,0,0,100,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,10.33,Ref_117,1
1140,Rodentia,Muridae,Ammodillus imbellis,2103,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,G,A,,1,0,0,Ref_3,D2,50,Ref_117,1
1141,Cetartiodactyla,Bovidae,Ammodorcas clarkei,5127,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,1,1,Ref_3,D2,28049.81,Ref_117,1
1149,Rodentia,Sciuridae,Ammospermophilus nelsoni,1078,20,0,0,0,0,10,20,0,20,30,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,160.4,Ref_117,1
1151,Cetartiodactyla,Bovidae,Ammotragus lervia,5205,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,1,1,Ref_3,D2,48000,Ref_117,1
1154,Chiroptera,Furipteridae,Amorphochilus schnablii,4770,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,3.3,Ref_117,1
1264,Rodentia,Cricetidae,Andalgalomys olrogi,1714,20,0,0,0,0,0,10,0,40,30,Ref_3,D2,G,A,,1,0,0,Ref_3,D2,32.9,Ref_117,1
1265,Rodentia,Cricetidae,Andalgalomys pearsoni,1712,20,0,0,0,0,0,10,0,40,30,Ref_3,D2,G,A,,1,0,0,Ref_3,D2,25.4,Ref_117,1
1271,Rodentia,Cricetidae,Andinomys edax,1715,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,69.75,Ref_117,1
1307,Rodentia,Muridae,Anisomys imitator,2227,0,0,0,0,0,0,0,60,0,40,Ref_1,ABC,S,A,,1,0,0,Ref_3,D2,510.5,Ref_117,1
1550,Rodentia,Anomaluridae,Anomalurus derbianus,2824,10,0,0,0,0,0,40,10,0,40,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,649.99,Ref_117,1
1551,Rodentia,Anomaluridae,Anomalurus pelii,2825,10,0,0,0,0,0,40,10,0,40,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1769.99,Ref_117,1
1553,Rodentia,Anomaluridae,Anomalurus pusillus,2826,10,0,0,0,0,0,40,10,0,40,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,250,Ref_117,1
1559,Rodentia,Muridae,Anonymomys mindorensis,2228,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,Ar,A,,1,0,0,Ref_3,D2,76.5,Ref_178,2
1564,Rodentia,Cricetidae,Anotomys leander,1716,20,0,0,0,0,0,10,0,40,30,Ref_3,D2,G,A,,1,0,0,Ref_3,D2,66.4,Ref_117,1
1566,Chiroptera,Phyllostomidae,Anoura cultrata,4139,30,0,0,0,0,0,30,40,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,16.85,Ref_117,1
1567,Chiroptera,Phyllostomidae,Anoura geoffroyi,4140,30,0,0,0,0,0,30,40,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,14.62,Ref_117,1
1568,Chiroptera,Phyllostomidae,Anoura latidens,4141,30,0,0,0,0,0,30,40,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,14.65,Ref_117,1
1569,Chiroptera,Phyllostomidae,Anoura luismanueli,4142,30,0,0,0,0,0,30,40,0,0,Ref_2,D1,Ar,A,,1,0,0,Ref_1,ABC,14.05,"Ref_2, Ref_3",0
1581,Dasyuromorphia,Dasyuridae,Antechinomys laniger,143,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,25.57,Ref_58,1
1583,Dasyuromorphia,Dasyuridae,Antechinus godmani,135,90,10,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,76.5,Ref_117,1
1584,Dasyuromorphia,Dasyuridae,Antechinus leo,126,90,0,0,0,10,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,74,Ref_117,1
1587,Dasyuromorphia,Dasyuridae,Phascomurexia naso,140,90,10,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,52.62,Ref_58,1
1589,Dasyuromorphia,Dasyuridae,Micromurexia habbema,136,70,10,20,0,0,0,0,0,0,0,Ref_3,D2,G,A,,1,0,0,Ref_1,ABC,46.97,"Ref_2, Ref_3",0
1590,Dasyuromorphia,Dasyuridae,Antechinus agilis,132,80,0,0,0,10,0,10,0,0,0,Ref_70,ABC,G,A,,1,0,0,Ref_1,ABC,22.13,Ref_58,1
1591,Dasyuromorphia,Dasyuridae,Murexechinus melanurus,137,90,10,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,38.02,Ref_58,1
1620,Chiroptera,Hipposideridae,Anthops ornatus,3930,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,B,"known from only one specimen, similar to Hipposideros",1,0,0,Ref_1,ABC,8,Ref_117,1
