tax_id,Order,MSWFamilyLatin,Scientific,MSW3_ID,Diet.Inv,Diet.Vend,Diet.Vect,Diet.Vfish,Diet.Vunk,Diet.Scav,Diet.Fruit,Diet.Nect,Diet.Seed,Diet.PlantO,Diet.Source,Diet.Certainty,ForStrat.Value,ForStrat.Certainty,ForStrat.Comment,Activity.Nocturnal,Activity.Crepuscular,Activity.Diurnal,Activity.Source,Activity.Certainty,BodyMass.Value,BodyMass.Source,BodyMass.SpecLevel
7929,Chiroptera,Vespertilionidae,Eptesicus guadeloupensis,4370,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,11.42,Ref_178,2
7931,Chiroptera,Vespertilionidae,Eptesicus hottentotus,4371,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,30,Ref_117,1
7932,Chiroptera,Vespertilionidae,Eptesicus innoxius,4369,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,8.86,Ref_178,2
7933,Chiroptera,Vespertilionidae,Eptesicus kobayashii,4372,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,10.96,"Ref_2, Ref_3",0
7935,Chiroptera,Vespertilionidae,Eptesicus nasutus,4362,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,7.91,Ref_117,1
7936,Chiroptera,Vespertilionidae,Eptesicus pachyotis,4364,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,8.28,Ref_117,1
7937,Chiroptera,Vespertilionidae,Eptesicus platyops,4365,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,11.42,Ref_178,2
7938,Chiroptera,Vespertilionidae,Vespadelus pumilus,4582,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,5.4,Ref_58,1
7939,Chiroptera,Vespertilionidae,Vespadelus regulus,4583,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,5.05,Ref_58,1
7942,Chiroptera,Vespertilionidae,Eptesicus tatei,4360,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,11.42,Ref_178,2
7944,Chiroptera,Vespertilionidae,Vespadelus troughtoni,4584,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,A,A,,1,0,0,Ref_1,ABC,4.64,"Ref_2, Ref_3",0
7945,Chiroptera,Vespertilionidae,Vespadelus vulturnus,4585,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,3.77,Ref_58,1
7950,Perissodactyla,Equidae,Equus grevyi,5084,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,407999.85,Ref_117,1
7951,Perissodactyla,Equidae,Equus hemionus,5085,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,240000,Ref_117,1
7953,Perissodactyla,Equidae,Equus kiang,5081,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,275000,Ref_117,1
7960,Perissodactyla,Equidae,Equus zebra,5080,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,286998.75,Ref_117,1
7994,Afrosoricida,Chrysochloridae,Eremitalpa granti,377,90,10,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,26.1,Ref_117,1
7995,Rodentia,Dipodidae,Eremodipus lichtensteini,1278,20,0,0,0,0,0,10,0,40,30,Ref_3,D2,G,A,,1,0,0,Ref_1,ABC,51,Ref_117,1
8004,Rodentia,Erethizontidae,Erethizon dorsatum,3023,0,0,0,0,0,0,10,0,20,70,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,7085.33,Ref_117,1
8010,Carnivora,Phocidae,Erignathus barbatus,4949,60,0,0,40,0,0,0,0,0,0,Ref_38,ABC,M,A,,0,1,1,Ref_3,D2,280000,Ref_117,1
8032,Rodentia,Muridae,Eropeplus canus,2338,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,S,B,,1,0,0,Ref_3,D2,73.96,Ref_178,2
8033,Chiroptera,Phyllostomidae,Erophylla sezekorni,4134,30,0,0,0,0,0,40,30,0,0,Ref_1,ABC,Ar,B,generalist,1,0,0,Ref_1,ABC,15.8,Ref_117,1
8073,Primates,Cercopithecidae,Erythrocebus patas,744,0,0,0,0,0,0,40,0,20,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,8090,Ref_117,1
8097,Cetartiodactyla,Eschrichtiidae,Eschrichtius robustus,5346,90,0,0,10,0,0,0,0,0,0,Ref_1,ABC,M,A,,0,1,1,Ref_58,ABC,28500000,Ref_117,1
8153,Cetartiodactyla,Balaenidae,Eubalaena australis,5336,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,M,A,,1,1,1,Ref_1,ABC,2.30E+07,Ref_117,1
8162,Rodentia,Dipodidae,Euchoreutes naso,1286,20,0,0,0,0,0,10,0,40,30,Ref_3,D2,G,A,,1,0,0,Ref_1,ABC,24.14,Ref_117,1
8166,Chiroptera,Vespertilionidae,Euderma maculatum,4497,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,B,,1,0,0,Ref_1,ABC,15.66,Ref_117,1
8168,Chiroptera,Vespertilionidae,Eudiscopus denticulus,4526,100,0,0,0,0,0,0,0,0,0,Ref_3,D2,A,B,,1,0,0,Ref_1,ABC,9.56,Ref_178,2
8199,Primates,Lemuridae,Eulemur coronatus,497,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,1650,Ref_117,1
8202,Primates,Lemuridae,Eulemur mongoz,494,0,0,0,0,0,0,20,50,0,30,Ref_1,ABC,Ar,A,,1,1,1,Ref_1,ABC,1600,Ref_117,1
8203,Primates,Lemuridae,Eulemur rubriventer,493,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,1400,Ref_117,1
8204,Primates,Lemuridae,Eulemur albifrons,499,20,0,0,0,0,0,40,0,0,40,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,2300,Ref_129,1
8205,Primates,Lemuridae,Eulemur cinereiceps,498,0,0,0,0,0,0,80,10,0,10,Ref_36,ABC,Ar,A,,0,0,1,Ref_1,ABC,2114.06,"Ref_2, Ref_3",0
8206,Primates,Lemuridae,Eulemur collaris,500,0,0,0,0,0,0,100,0,0,0,Ref_75,ABC,Ar,A,,0,0,1,Ref_1,ABC,2375,Ref_129,1
8207,Primates,Lemuridae,Eulemur fulvus,496,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,3150,Ref_117,1
8209,Primates,Lemuridae,Eulemur rufus,492,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,2394.62,Ref_58,1
8210,Primates,Lemuridae,Eulemur sanfordi,491,0,0,0,0,0,0,80,0,0,20,Ref_75,ABC,Ar,A,,0,0,1,Ref_1,ABC,2394.03,Ref_58,1
8212,Primates,Lemuridae,Eulemur macaco,495,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,2040,Ref_117,1
8239,Carnivora,Otariidae,Eumetopias jubatus,5043,0,0,0,100,0,0,0,0,0,0,Ref_1,ABC,M,A,,1,1,0,Ref_58,ABC,310000,Ref_117,1
8241,Chiroptera,Molossidae,Eumops auripendulus,4300,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,28.45,Ref_117,1
8242,Chiroptera,Molossidae,Eumops bonariensis,4292,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,11.9,Ref_117,1
8243,Chiroptera,Molossidae,Eumops dabbenei,4291,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,104.35,Ref_117,1
8244,Chiroptera,Molossidae,Eumops glaucinus,4294,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,35.38,Ref_117,1
8245,Chiroptera,Molossidae,Eumops hansae,4295,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,15.05,Ref_117,1
8246,Chiroptera,Molossidae,Eumops maurus,4296,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,29.38,Ref_178,2
8247,Chiroptera,Molossidae,Eumops perotis,4298,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,51.13,Ref_117,1
8248,Chiroptera,Molossidae,Eumops underwoodi,4299,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,54.7,Ref_117,1
8256,Rodentia,Cricetidae,Euneomys chinchilloides,1759,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_3,D2,87.63,Ref_117,1
8257,Rodentia,Cricetidae,Euneomys mordax,1761,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_3,D2,82,Ref_117,1
8258,Rodentia,Cricetidae,Euneomys petersoni,1762,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_3,D2,83,Ref_117,1
8265,Primates,Galagidae,Euoticus elegantulus,538,20,0,0,0,0,0,20,60,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,300,Ref_117,1
8266,Primates,Galagidae,Euoticus pallidus,539,20,0,0,0,0,0,20,60,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,230,Ref_117,1
8269,Rodentia,Sciuridae,Eupetaurus cinereus,894,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,2500,Ref_117,1
8306,Cingulata,Dasypodidae,Euphractus sexcinctus,428,50,0,0,0,0,0,0,0,0,50,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,4782.89,Ref_117,1
8327,Carnivora,Eupleridae,Eupleres goudotii,4867,90,0,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,3000,Ref_117,1
8385,Eulipotyphla,Talpidae,Euroscaptor mizura,3644,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,35.47,Ref_117,1
8386,Eulipotyphla,Talpidae,Euroscaptor parvidens,3640,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,59.57,Ref_178,2
8418,Rodentia,Echimyidae,Euryzygomatomys spinosus,2957,0,0,0,0,0,0,30,0,20,50,Ref_3,D2,G,A,,1,0,0,Ref_1,ABC,187.5,Ref_117,1
8436,Rodentia,Sciuridae,Exilisciurus concinnus,970,20,0,0,0,0,0,0,0,0,80,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,30.85,Ref_117,1
8437,Rodentia,Sciuridae,Exilisciurus exilis,969,20,0,0,0,0,0,0,0,0,80,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,19,Ref_117,1
8438,Rodentia,Sciuridae,Exilisciurus whiteheadi,968,20,0,0,0,0,0,0,0,0,80,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,20,Ref_117,1
8539,Carnivora,Felidae,Felis bieti,4800,0,100,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,5500,Ref_117,1
8540,Carnivora,Felidae,Felis chaus,4799,0,80,20,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,7392.98,Ref_117,1
8541,Carnivora,Felidae,Felis margarita,4798,0,90,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,2524.99,Ref_117,1
8542,Carnivora,Felidae,Felis nigripes,4797,0,80,20,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,1299.99,Ref_117,1
8548,Rodentia,Ctenodactylidae,Felovia vae,2834,0,0,0,0,0,0,0,0,0,100,Ref_3,D2,G,A,,0,0,1,Ref_1,ABC,205,Ref_117,1
8551,Cetartiodactyla,Delphinidae,Feresa attenuata,5354,10,0,0,90,0,0,0,0,0,0,Ref_1,ABC,M,A,,1,1,1,Ref_3,D2,170000,Ref_117,1
8553,Eulipotyphla,Soricidae,Feroculus feroculus,3444,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,36,Ref_117,1
8668,Carnivora,Eupleridae,Fossa fossana,4868,70,10,10,0,0,0,10,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,1500,Ref_117,1
8700,Rodentia,Sciuridae,Funambulus layardi,973,20,0,0,0,0,0,0,0,20,60,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,113.79,Ref_178,2
8701,Rodentia,Sciuridae,Funambulus palmarum,972,20,0,0,0,0,0,0,0,20,60,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,136.4,Ref_58,1
8702,Rodentia,Sciuridae,Funambulus pennantii,975,20,0,0,0,0,0,0,0,20,60,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,200,Ref_117,1
8703,Rodentia,Sciuridae,Funambulus sublineatus,971,20,0,0,0,0,0,0,0,20,60,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,70.94,Ref_117,1
8704,Rodentia,Sciuridae,Funambulus tristriatus,974,20,0,0,0,0,0,0,0,20,60,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,139,Ref_117,1
8755,Rodentia,Sciuridae,Funisciurus carruthersi,1007,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,,0,1,1,Ref_1,ABC,286,Ref_117,1
8756,Rodentia,Sciuridae,Funisciurus anerythrus,1009,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,,0,1,1,Ref_1,ABC,218,Ref_117,1
8757,Rodentia,Sciuridae,Funisciurus bayonii,1011,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,,0,1,1,Ref_1,ABC,135,Ref_117,1
8758,Rodentia,Sciuridae,Funisciurus congicus,1008,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,,0,1,1,Ref_1,ABC,112,Ref_117,1
8759,Rodentia,Sciuridae,Funisciurus isabella,1010,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,,0,1,1,Ref_1,ABC,109,Ref_117,1
8760,Rodentia,Sciuridae,Funisciurus lemniscatus,1006,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,,0,1,1,Ref_1,ABC,141,Ref_117,1
8761,Rodentia,Sciuridae,Funisciurus leucogenys,1005,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,,0,1,1,Ref_1,ABC,250,Ref_117,1
8762,Rodentia,Sciuridae,Funisciurus pyrropus,1004,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,,0,1,1,Ref_1,ABC,297,Ref_117,1
8763,Rodentia,Sciuridae,Funisciurus substriatus,1003,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,,0,1,1,Ref_1,ABC,186,Ref_117,1
8771,Chiroptera,Furipteridae,Furipterus horrens,4771,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,3.18,Ref_117,1
8785,Primates,Galagidae,Galago alleni,549,40,0,0,0,0,0,0,60,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,260,Ref_117,1
8786,Primates,Galagidae,Galago gallarum,551,40,0,0,0,0,0,0,60,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,250,Ref_117,1
8787,Primates,Galagidae,Galago matschiei,547,40,0,0,0,0,0,0,60,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,210,Ref_117,1
8788,Primates,Galagidae,Galago moholi,552,40,0,0,0,0,0,0,60,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,160,Ref_117,1
8789,Primates,Galagidae,Galago senegalensis,542,40,0,0,0,0,0,0,60,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,227.67,Ref_117,1
8790,Primates,Galagidae,Galago zanzibaricus,546,80,0,0,0,0,0,10,10,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,147.35,Ref_58,1
8823,Rodentia,Caviidae,Galea flavidens,3049,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,450,Ref_117,1
8825,Rodentia,Caviidae,Galea spixii,3048,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,326.2,Ref_117,1
8826,Eulipotyphla,Talpidae,Galemys pyrenaicus,3636,90,0,0,10,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,60.17,Ref_117,1
8827,Rodentia,Cricetidae,Galenomys garleppi,1763,20,0,0,0,0,0,10,0,40,30,Ref_3,D2,G,A,,1,0,0,Ref_3,D2,59.3,Ref_117,1
8833,Carnivora,Eupleridae,Galidictis fasciata,4871,30,70,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,550,Ref_117,1
8834,Carnivora,Eupleridae,Galidictis grandidieri,4870,30,70,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,1400,Ref_117,1
8967,Cetartiodactyla,Bovidae,Gazella cuvieri,5140,0,0,0,0,0,0,0,0,0,100,Ref_69,ABC,G,A,,0,1,1,Ref_1,ABC,25000,Ref_117,1
8968,Cetartiodactyla,Bovidae,Nanger dama,5151,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,1,1,Ref_1,ABC,71424.81,Ref_58,1
8969,Cetartiodactyla,Bovidae,Gazella dorcas,5138,0,0,0,0,0,0,20,0,0,80,Ref_114,ABC,G,A,,0,1,1,Ref_1,ABC,23000.11,Ref_117,1
8970,Cetartiodactyla,Bovidae,Gazella gazella,5137,0,0,0,0,0,0,0,0,0,100,Ref_55,ABC,G,A,,0,1,1,Ref_1,ABC,22749.93,Ref_117,1
8971,Cetartiodactyla,Bovidae,Nanger granti,5149,0,0,0,0,0,0,0,0,0,100,Ref_61,ABC,G,A,,0,1,1,Ref_1,ABC,55464.46,Ref_58,1
8972,Cetartiodactyla,Bovidae,Gazella leptoceros,5142,0,0,0,0,0,0,0,0,0,100,Ref_61,ABC,G,A,,0,1,1,Ref_1,ABC,22200,Ref_117,1
8973,Cetartiodactyla,Bovidae,Eudorcas rufifrons,5133,0,0,0,0,0,0,0,0,20,80,Ref_61,ABC,G,A,,0,1,1,Ref_1,ABC,26999.77,Ref_58,1
8974,Cetartiodactyla,Bovidae,Eudorcas rufina,5131,0,0,0,0,0,0,0,0,20,80,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,40000,Ref_117,1
8975,Cetartiodactyla,Bovidae,Gazella spekei,5135,0,0,0,0,0,0,0,0,0,100,Ref_61,ABC,G,A,,0,1,1,Ref_1,ABC,20000,Ref_117,1
8976,Cetartiodactyla,Bovidae,Gazella subgutturosa,5134,0,0,0,0,0,0,0,0,10,90,Ref_62,ABC,G,A,,0,1,1,Ref_1,ABC,28500,Ref_117,1
8978,Cetartiodactyla,Bovidae,Gazella bennettii,5143,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,18916.67,Ref_117,1
8980,Cetartiodactyla,Bovidae,Gazella saudiya,5141,0,0,0,0,0,0,0,0,10,90,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,16000,Ref_117,1
8981,Cetartiodactyla,Bovidae,Gazella arabica,5139,0,0,0,0,0,0,0,0,10,90,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,12000,Ref_117,1
8982,Cetartiodactyla,Bovidae,Eudorcas thomsonii,5132,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,1,1,Ref_1,ABC,22907.43,Ref_58,1
8994,Carnivora,Viverridae,Genetta abyssinica,4835,10,70,20,0,0,0,0,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1649.99,Ref_117,1
8997,Carnivora,Viverridae,Genetta johnstoni,4840,10,70,20,0,0,0,0,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,2225,Ref_117,1
8998,Carnivora,Viverridae,Genetta cristata,4838,30,60,10,0,0,0,0,0,0,0,Ref_110,ABC,Ar,A,,1,0,0,Ref_1,ABC,1863.23,Ref_58,1
9001,Rodentia,Capromyidae,Geocapromys brownii,3100,0,0,0,0,0,0,30,0,0,70,Ref_3,D2,S,A,,1,0,0,Ref_1,ABC,1500,Ref_117,1
9002,Rodentia,Capromyidae,Geocapromys ingrahami,3101,0,0,0,0,0,0,30,0,0,70,Ref_3,D2,S,A,,1,0,0,Ref_1,ABC,800,Ref_117,1
9003,Rodentia,Capromyidae,Geocapromys thoracatus,3102,0,0,0,0,0,0,30,0,0,70,Ref_3,D2,S,A,,1,1,0,Ref_1,ABC,1500,Ref_117,1
9048,Afrosoricida,Tenrecidae,Geogale aurita,337,70,30,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,7,Ref_117,1
9054,Rodentia,Geomyidae,Geomys arenarius,1160,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,1,1,Ref_2,D1,206,Ref_117,1
9055,Rodentia,Geomyidae,Geomys personatus,1164,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,1,1,Ref_2,D1,397,Ref_117,1
9056,Rodentia,Geomyidae,Geomys tropicalis,1163,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,1,1,Ref_2,D1,350,Ref_117,1
9062,Rodentia,Geomyidae,Geomys texensis,1162,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,1,1,Ref_2,D1,189.76,"Ref_2, Ref_3",0
9077,Rodentia,Bathyergidae,Georychus capensis,2850,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,232.67,Ref_117,1
9089,Rodentia,Cricetidae,Geoxus valdivianus,1764,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,31.5,Ref_117,1
9092,Rodentia,Muridae,Gerbillurus paeba,2134,0,0,0,0,0,0,0,0,100,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,23.3,Ref_117,1
9093,Rodentia,Muridae,Gerbillurus setzeri,2132,0,0,0,0,0,0,0,0,100,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,38.3,Ref_117,1
9094,Rodentia,Muridae,Gerbillurus tytonis,2133,0,0,0,0,0,0,0,0,100,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,31,Ref_117,1
9095,Rodentia,Muridae,Gerbillurus vallinus,2131,0,0,0,0,0,0,0,0,100,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,35.25,Ref_117,1
9096,Rodentia,Muridae,Gerbillus acticola,2148,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,33.9,Ref_178,2
9099,Rodentia,Muridae,Gerbillus muriculus,2171,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,33.42,Ref_178,2
9100,Rodentia,Muridae,Gerbillus nancillus,2138,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,35.94,Ref_178,2
9101,Rodentia,Muridae,Gerbillus rosalinda,2154,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,33.89,Ref_178,2
9102,Rodentia,Muridae,Gerbillus agag,2147,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,23.26,"Ref_2, Ref_3",0
9104,Rodentia,Muridae,Gerbillus amoenus,2160,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,13.2,Ref_117,1
9105,Rodentia,Muridae,Gerbillus andersoni,2146,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,26.87,Ref_117,1
9106,Rodentia,Muridae,Gerbillus aquilus,2145,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,36.02,Ref_178,2
9109,Rodentia,Muridae,Dipodillus bottai,2117,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,35.1,Ref_178,2
9110,Rodentia,Muridae,Gerbillus brockmani,2165,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,33.43,Ref_178,2
9111,Rodentia,Muridae,Gerbillus burtoni,2136,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,23.26,"Ref_2, Ref_3",0
9113,Rodentia,Muridae,Gerbillus cheesmani,2137,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,28,Ref_117,1
9119,Rodentia,Muridae,Gerbillus dunni,2149,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,34.33,Ref_178,2
9120,Rodentia,Muridae,Gerbillus famulus,2167,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,37,Ref_117,1
9121,Rodentia,Muridae,Gerbillus floweri,2141,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,34.47,Ref_178,2
9123,Rodentia,Muridae,Gerbillus gerbillus,2142,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,25.04,Ref_117,1
9124,Rodentia,Muridae,Gerbillus gleadowi,2140,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,24,Ref_117,1
9125,Rodentia,Muridae,Gerbillus grobbeni,2168,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,35.3,Ref_178,2
9126,Rodentia,Muridae,Dipodillus harwoodi,2118,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,23.63,"Ref_2, Ref_3",0
9127,Rodentia,Muridae,Gerbillus henleyi,2161,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,8,Ref_117,1
9128,Rodentia,Muridae,Gerbillus hesperinus,2156,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,36.04,Ref_178,2
9129,Rodentia,Muridae,Gerbillus hoogstraali,2139,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,35.83,Ref_178,2
