"","animal","Class","order","family","Loc","Long","devel","fem","mass","embri","Numcl","Sizecl","Lat","Mig_bi","Mig_multi"
"338","Grus_canadensis","Bird","Gruiformes","Gruidae","F",21.4999999971272,70.5000000128153,1094.99999972559,4170.00000086383,29.0000000003923,1,2.00000000088011,60.57981059,1,1
"339","Fulica_americana","Bird","Gruiformes","Rallidae","F",22.2999999896066,54.2499999771841,365.000000152391,620.500000220487,22.7499999909692,2.00000000088011,9.5000000037383,49.03814622,1,1
"340","Fulica_atra","Bird","Gruiformes","Rallidae","F",20.5916666624132,57.50000001131,365.000000152391,774.999999726156,22.4999999952666,1.49999999983775,7.59999999777863,51.76351494,1,1
"341","Gallinula_chloropus","Bird","Gruiformes","Rallidae","F",12.8333333253044,45.0000000103356,364.233999914238,376.9999998311,20.0000000089202,2.00000000088011,6.99999999961281,48.85001315,1,1
"342","Rallus_aquaticus","Bird","Gruiformes","Rallidae","F",8.77499999691182,52.5000000211272,364.233999914238,115.500000004407,20.4999999970406,2.00000000088011,8.4999999957817,51.25519588,1,1
"343","Rallus_longirostris","Bird","Gruiformes","Rallidae","F",7.50000000343301,64.7500000272179,363.46799996872,294.833333353462,21.9999999921171,1.49999999983775,10.0000000000595,-3.49841684,1,1
"344","Otis_tarda","Bird","Otidiformes","Otididae","F",28.3000000099279,33.7499999892493,1635.60600022517,7895.50000073666,24.5000000110083,1,2.50000000031461,50.01051828,1,1
"345","Aegithalos_caudatus","Bird","Passeriformes","Aegithalidae","F",10.7999999985941,15.9999999961635,365.000000152391,8.59999999776863,14.9999999984668,1,9.89999999860861,51.1700275,1,1
"346","Alauda_arvensis","Bird","Passeriformes","Alaudidae","F",10.0000000000595,15.2499999991853,364.233999914238,37.5000000008863,11.4999999957542,2.00000000088011,3.42999999938998,43.69308412,1,1
"347","Eremophila_alpestris","Bird","Passeriformes","Alaudidae","F",7.91666666815072,17.5000000012343,364.233999914238,34.250000009993,11.0000000022179,1.49999999983775,3.52000000137278,64.56959324,1,1
"348","Lullula_arborea","Bird","Passeriformes","Alaudidae","F",4.95000000207603,18.4999999984408,364.233999914238,26.9000000105504,14.0000000053864,2.00000000088011,3.73500000155084,50.42532836,1,1
"349","Bombycilla_cedrorum","Bird","Passeriformes","Bombycillidae","F",7.59999999777863,20.4999999970406,365.000000152391,32.0481666845343,14.0000000053864,1.89999999967245,3.99999999952044,52.51423662,1,1
"350","Bombycilla_garrulus","Bird","Passeriformes","Bombycillidae","F",5.83333333180874,20.4999999970406,365.000000152391,54.4499999793651,15.2499999991853,1,4.9999999978295,61.72007104,1,1
"351","Plectrophenax_nivalis","Bird","Passeriformes","Calcariidae","F",8.79999999573938,13.4999999940008,364.233999914238,40.3333333362119,12.000000002544,1,5.22999999959817,70.12636603,1,1
"352","Passerina_caerulea","Bird","Passeriformes","Cardinalidae","F",5.91700000180731,12.999999994,547.749999739503,28.3999999952526,11.0000000022179,1.75000000011301,3.7500000000663,34.25100185,1,1
"353","Pheucticus_melanocephalus","Bird","Passeriformes","Cardinalidae","F",11.9166666729598,12.0500000007632,364.233999914238,45.5500000133932,12.4999999961468,1.24999999960724,3.40000000128481,40.88857467,1,1
"354","Certhia_americana","Bird","Passeriformes","Certhiidae","F",4.59999999772277,15.5000000011594,365.000000152391,8.99999999697403,14.9999999984668,1.49999999983775,5.49999999868866,45.97235171,1,1
"355","Cinclus_cinclus","Bird","Passeriformes","Cinclidae","F",10.5833333262362,21.9999999921171,364.233999914238,61.7000000054702,15.9999999961635,2.00000000088011,4.52000000070449,46.91779621,1,1
"356","Corvus_brachyrhynchos","Bird","Passeriformes","Corvidae","F",14.6000000041714,30.1499999947782,729.999999896021,452.999999781186,18.000000001869,1,4.58999999966744,52.72833221,1,1
"357","Corvus_corone","Bird","Passeriformes","Corvidae","F",14.6666666629978,34.0000000130505,910.967999628224,544.499999796893,18.9999999968376,1,4.50000000100677,63.44377951,1,1
"358","Corvus_frugilegus","Bird","Passeriformes","Corvidae","F",19.9168333271724,32.49999998909,546.733999837647,453.500000201721,16.9999999990443,1,3.99999999952044,53.36327586,1,1
"359","Corvus_monedula","Bird","Passeriformes","Corvidae","F",14.4999999938153,32.49999998909,637.601000091683,246.000000016639,18.000000001869,1,4.50000000100677,48.35310841,1,1
"360","Cyanocitta_cristata","Bird","Passeriformes","Corvidae","F",18.300000002793,18.9999999968376,455.100999845515,85.2499999860508,16.9999999990443,1,4.33999999951256,52.46609873,1,1
"361","Ammodramus_caudacutus","Bird","Passeriformes","Emberizidae","F",10.0000000000595,10.0000000000595,365.000000152391,17.4749999979052,11.0000000022179,2.00000000088011,3.97000000119458,41.62465723,1,1
"362","Ammodramus_maritimus","Bird","Passeriformes","Emberizidae","F",8.9583333353067,9.59999999545161,365.000000152391,23.2499999992243,12.000000002544,2.00000000088011,3.99999999952044,41.61536061,1,1
"363","Ammodramus_savannarum","Bird","Passeriformes","Emberizidae","F",5.10000000137557,8.99999999697403,365.125000106651,17.9000000027439,11.4999999957542,2.00000000088011,4.44500000015172,41.98154975,1,1
"364","Emberiza_cirlus","Bird","Passeriformes","Emberizidae","F",6.09150000114322,12.4999999961468,365.000000152391,25.2500000070354,11.4999999957542,2.50000000031461,3.49999999826621,41.56064549,1,1
"365","Emberiza_citrinella","Bird","Passeriformes","Emberizidae","F",12.999999994,12.5500000052987,364.233999914238,29.700000005683,12.999999994,2.50000000031461,3.89999999947116,61.43061009,1,1
"366","Emberiza_schoeniclus","Bird","Passeriformes","Emberizidae","F",11.2250000041721,11.4999999957542,364.233999914238,18.800000003085,12.999999994,2.50000000031461,4.50000000100677,58.44647816,1,1
"367","Junco_hyemalis","Bird","Passeriformes","Emberizidae","F",10.750000004583,11.2500000039327,364.233999914238,19.4750000047361,11.7999999944349,2.00000000088011,3.99999999952044,57.96595458,1,1
"368","Melospiza_georgiana","Bird","Passeriformes","Emberizidae","F",5.41666666608363,12.4999999961468,364.233999914238,16.5749999988078,13.2499999942729,1.75000000011301,4.25000000027062,52.78708807,1,1
"369","Melospiza_melodia","Bird","Passeriformes","Emberizidae","F",11.1500000010467,10.0000000000595,365.000000152391,23.3499999973169,12.4999999961468,2.50000000031461,3.95000000034353,52.78619356,1,1
"370","Miliaria_calandra","Bird","Passeriformes","Emberizidae","F",10.4999999982835,12.4999999961468,364.233999914238,48.8000000068758,12.4999999961468,2.00000000088011,4.50000000100677,40.22769819,1,1
"371","Passerculus_sandwichensis","Bird","Passeriformes","Emberizidae","F",6.79999999876199,11.4999999957542,364.233999914238,20.1999999917754,12.000000002544,2.00000000088011,4.04000000010884,55.03920665,1,1
"372","Passerella_iliaca","Bird","Passeriformes","Emberizidae","F",10.0000000000595,9.5000000037383,364.358999878131,33.7999999834727,12.999999994,1.24999999960724,3.99999999952044,57.86176557,1,1
"373","Pipilo_chlorurus","Bird","Passeriformes","Emberizidae","F",7.70000000108079,12.000000002544,365.000000152391,29.266666667458,12.000000002544,2.00000000088011,3.99999999952044,40.33805461,1,1
"374","Pipilo_erythrophthalmus","Bird","Passeriformes","Emberizidae","F",11.8166666748198,11.0000000022179,364.233999914238,40.3000000019087,12.4999999961468,2.00000000088011,3.62499999888844,44.98573461,1,1
"375","Pipilo_maculatus","Bird","Passeriformes","Emberizidae","F",11.0000000022179,11.0000000022179,547.500000169366,39.8499999905865,12.4999999961468,2.00000000088011,3.62499999888844,47.33345625,1,1
"376","Pooecetes_gramineus","Bird","Passeriformes","Emberizidae","F",7.49166666899227,9.25000000439991,364.233999914238,25.1500000114244,12.000000002544,2.50000000031461,3.97999999882054,46.18447489,1,1
"377","Spizella_passerina","Bird","Passeriformes","Emberizidae","F",9.80000000317004,11.4999999957542,363.46799996872,12.299999995346,12.000000002544,2.00000000088011,3.99999999952044,49.85556578,1,1
"378","Spizella_pusilla","Bird","Passeriformes","Emberizidae","F",8.79999999573938,10.3999999984678,364.233999914238,12.8000000009527,11.5999999986971,2.50000000031461,3.99999999952044,43.53250374,1,1
"379","Zonotrichia_leucophrys","Bird","Passeriformes","Emberizidae","F",13.2999999969715,10.0000000000595,365.000000152391,27.9599999897776,12.6000000005364,1.49999999983775,3.95000000034353,60.52581306,1,1
"380","Aimophila_aestivalis","Bird","Passeriformes","Emberizidae","F",3.00000000099567,8.99999999697403,365.000000152391,19.6499999938049,12.999999994,2.00000000088011,3.99999999952044,31.55610893,1,1
"381","Carduelis_cannabina","Bird","Passeriformes","Fringillidae","F",9.40833332987468,14.0000000053864,364.233999914238,18.9500000089362,13.4999999940008,2.50000000031461,4.89999999942875,55.66908775,1,1
"382","Carduelis_carduelis","Bird","Passeriformes","Fringillidae","F",14.0833333314311,13.4999999940008,365.000000152391,15.9999999961635,12.999999994,2.50000000031461,4.89999999942875,54.14124331,1,1
"383","Carduelis_chloris","Bird","Passeriformes","Fringillidae","F",12.999999994,13.4999999940008,364.233999914238,27.6500000008753,12.999999994,2.50000000031461,4.89999999942875,60.69540817,1,1
"384","Carduelis_flammea","Bird","Passeriformes","Fringillidae","F",10.6699999966532,12.000000002544,364.233999914238,12.999999994,10.4999999982835,1.75000000011301,4.9999999978295,68.67718892,1,1
"385","Carduelis_flavirostris","Bird","Passeriformes","Fringillidae","F",6.08316666834072,14.0000000053864,364.233999914238,15.3999999935384,13.4999999940008,1.49999999983775,5.49999999868866,62.94549382,1,1
"386","Carduelis_spinus","Bird","Passeriformes","Fringillidae","F",13.4999999940008,14.0000000053864,364.233999914238,13.4999999940008,12.999999994,2.00000000088011,3.99999999952044,58.51568787,1,1
"387","Carpodacus_erythrinus","Bird","Passeriformes","Fringillidae","F",8.99999999697403,15.5000000011594,365.000000152391,24.2499999907003,13.4999999940008,1,4.89999999942875,54.00152429,1,1
"388","Carpodacus_purpureus","Bird","Passeriformes","Fringillidae","F",11.7999999944349,14.0000000053864,364.233999914238,25.2333333390034,12.999999994,1.75000000011301,4.25000000027062,53.16082248,1,1
"389","Coccothraustes_coccothraustes","Bird","Passeriformes","Fringillidae","F",12.5833333329945,14.0000000053864,364.233999914238,56.0500000270066,14.0000000053864,1,3.99999999952044,54.1271062,1,1
"390","Fringilla_coelebs","Bird","Passeriformes","Fringillidae","F",29.0000000003923,13.4999999940008,364.233999914238,22.625000009367,12.4999999961468,1,4.50000000100677,57.83336104,1,1
"391","Fringilla_montifringilla","Bird","Passeriformes","Fringillidae","F",14.750000003159,14.0000000053864,364.233999914238,22.9249999967325,14.0000000053864,1,5.90000000052112,60.63341372,1,1
"392","Leucosticte_arctoa","Bird","Passeriformes","Fringillidae","F",6.15000000111668,18.9999999968376,363.46799996872,29.8250000004778,12.999999994,1,4.50000000100677,56.8579485,1,1
"393","Leucosticte_tephrocotis","Bird","Passeriformes","Fringillidae","F",6.59166666676153,18.9999999968376,364.233999914238,32.5999999878512,13.4999999940008,1.49999999983775,4.40000000033345,62.43816507,1,1
"394","Loxia_curvirostra","Bird","Passeriformes","Fringillidae","F",8.00000000256131,19.5000000083908,364.233999914238,39.5000000036705,12.999999994,1.75000000011301,3.40000000128481,52.13393209,1,1
"395","Pinicola_enucleator","Bird","Passeriformes","Fringillidae","F",9.72500000481864,20.0000000089202,363.46799996872,57.0000000094307,13.2499999942729,1,3.80000000101711,58.39658934,1,1
"396","Pyrrhula_pyrrhula","Bird","Passeriformes","Fringillidae","F",17.5000000012343,14.9999999984668,364.233999914238,25.7000000025398,14.0000000053864,1.49999999983775,4.50000000100677,63.85884339,1,1
"397","Carduelis_pinus","Bird","Passeriformes","Fringillidae","F",9.39999999740599,14.4999999938153,363.46799996872,13.0500000030184,12.999999994,1.49999999983775,3.49999999826621,57.34666291,1,1
"398","Carduelis_tristis","Bird","Passeriformes","Fringillidae","F",10.7083333274729,13.4999999940008,363.46799996872,12.8000000009527,12.999999994,2.00000000088011,4.9999999978295,49.83066908,1,1
"399","Coccothraustes_vespertinus","Bird","Passeriformes","Fringillidae","F",15.2999999939046,13.4999999940008,363.46799996872,59.5000000266807,12.999999994,1.24999999960724,3.49999999826621,47.21676068,1,1
"400","Hirundo_rustica","Bird","Passeriformes","Hirundinidae","F",13.5016666718737,20.7500000067083,365.000000152391,18.9999999968376,14.9999999984668,1.80000000017619,4.49500000034349,48.17195798,1,1
"401","Stelgidopteryx_ruficollis","Bird","Passeriformes","Hirundinidae","F",5.90000000052112,19.5000000083908,363.46799996872,15.9999999961635,14.750000003159,1,5.20000000214562,-6.8230097,1,1
"402","Stelgidopteryx_serripennis","Bird","Passeriformes","Hirundinidae","F",5.90000000052112,19.5000000083908,365.000000152391,15.7999999994798,15.2499999991853,1,5.99999999863167,41.16850306,1,1
"403","Tachycineta_bicolor","Bird","Passeriformes","Hirundinidae","F",11.0000000022179,20.0000000089202,365.000000152391,20.8000000060887,14.4999999938153,1,4.9999999978295,52.39981636,1,1
"404","Tachycineta_thalassina","Bird","Passeriformes","Hirundinidae","F",6.79999999876199,23.9999999916493,363.46799996872,14.1499999987372,13.749999998452,1,4.50000000100677,48.44224751,1,1
"405","Hirundo_daurica","Bird","Passeriformes","Hirundinidae","F",8.99999999697403,23.9999999916493,363.46799996872,22.2249999911107,14.0000000053864,2.00000000088011,4.06500000000092,40.16753025,1,1
"406","Agelaius_phoeniceus","Bird","Passeriformes","Icteridae","F",15.7999999994798,16.0500000068048,547.749999739503,54.0000000235292,12.000000002544,2.00000000088011,3.29999999844097,53.7472316,1,1
"407","Agelaius_tricolor","Bird","Passeriformes","Icteridae","F",13.0999999972869,11.4999999957542,365.250000134847,56.4999999913897,11.0000000022179,2.00000000088011,3.24999999888965,36.62404118,1,1
"408","Euphagus_cyanocephalus","Bird","Passeriformes","Icteridae","F",12.4999999961468,13.4999999940008,365.000000152391,62.6499999785688,12.999999994,1.49999999983775,4.9999999978295,49.62640522,1,1
"409","Quiscalus_mexicanus","Bird","Passeriformes","Icteridae","F",12.4999999961468,21.4999999971272,365.250000134847,168.700000075591,13.4999999940008,1.49999999983775,3.29500000015002,29.14705829,1,1
"410","Sturnella_magna","Bird","Passeriformes","Icteridae","F",11.6666666687515,11.0000000022179,365.125000106651,91.8550000219625,13.4999999940008,2.00000000088011,4.9999999978295,26.03975482,1,1
"411","Sturnella_neglecta","Bird","Passeriformes","Icteridae","F",10.0000000000595,11.0000000022179,365.000000152391,97.6999999952384,14.0000000053864,2.00000000088011,4.83000000162056,47.95208982,1,1
"412","Icteria_virens","Bird","Passeriformes","Incertae Sedis","F",8.90000000233096,8.74999999676667,364.233999914238,25.3000000067431,11.0000000022179,1.49999999983775,3.78999999964247,38.52209541,1,1
"413","Lanius_excubitor","Bird","Passeriformes","Laniidae","F",7.33333333560515,20.0000000089202,349.234000128383,63.9833333474931,14.9999999984668,1.24999999960724,5.10000000137557,58.70456728,1,1
"414","Lanius_ludovicianus","Bird","Passeriformes","Laniidae","F",12.4999999961468,18.800000003085,364.233999914238,47.2249999816968,14.9999999984668,2.00000000088011,4.9999999978295,44.61880752,1,1
"415","Dumetella_carolinensis","Bird","Passeriformes","Mimidae","F",10.9166666730731,11.7000000022966,365.000000152391,35.3499999878897,13.0999999972869,2.00000000088011,3.87500000075442,43.03814854,1,1
"416","Toxostoma_rufum","Bird","Passeriformes","Mimidae","F",12.8000000009527,12.1500000025933,318.733999957182,68.6499999853102,12.999999994,2.00000000088011,3.89999999947116,43.89774772,1,1
"417","Anthus_petrosus","Bird","Passeriformes","Motacillidae","F",9.90833333423761,14.4500000063805,365.000000152391,22.4000000031137,14.4000000060198,1.49999999983775,4.59999999772277,65.299813,1,1
"418","Anthus_pratensis","Bird","Passeriformes","Motacillidae","F",7.72500000167007,13.4999999940008,365.000000152391,18.6499999983248,13.4999999940008,2.00000000088011,4.77500000032139,60.45327997,1,1
"419","Anthus_spinoletta","Bird","Passeriformes","Motacillidae","F",8.81699999907518,14.4500000063805,363.46799996872,21.5166666747453,14.4000000060198,1.49999999983775,4.59999999772277,45.80952739,1,1
"420","Motacilla_alba","Bird","Passeriformes","Motacillidae","F",12.2500000001135,14.4999999938153,364.233999914238,24.0999999880317,12.999999994,1.75000000011301,5.25000000208146,54.23959357,1,1
"421","Motacilla_flava","Bird","Passeriformes","Motacillidae","F",8.81666666987418,16.9999999990443,364.233999914238,17.57500000533,12.000000002544,1.24999999960724,5.20000000214562,56.16194212,1,1
"422","Erithacus_rubecula","Bird","Passeriformes","Muscicapidae","F",17.2000000031062,13.4999999940008,364.233999914238,17.5500000015466,14.0000000053864,2.00000000088011,5.17000000247985,57.37083072,1,1
"423","Phoenicurus_ochruros","Bird","Passeriformes","Muscicapidae","F",9.29166666562439,14.4999999938153,364.233999914238,16.5000000015422,12.999999994,2.00000000088011,4.89999999942875,42.37826482,1,1
"424","Dendroica_discolor","Bird","Passeriformes","Parulidae","F",10.2999999975734,9.14999999737002,364.358999878131,7.6500000012359,12.000000002544,1.49999999983775,3.99999999952044,36.05057646,1,1
"425","Vermivora_celata","Bird","Passeriformes","Parulidae","F",6.79999999876199,11.0000000022179,363.46799996872,9.19999999949405,12.999999994,1,4.50000000100677,55.33858089,1,1
"426","Geothlypis_trichas","Bird","Passeriformes","Parulidae","F",9.91666666345834,8.65000000048623,365.000000152391,9.66666666358915,12.000000002544,1.75000000011301,3.99499999912814,46.33137386,1,1
"427","Passer_montanus","Bird","Passeriformes","Passeridae","F",11.5831666695628,12.999999994,341.234000016011,22.0500000023626,12.999999994,2.50000000031461,4.9999999978295,64.86302706,1,1
"428","Phylloscopus_collybita","Bird","Passeriformes","Phylloscopidae","F",7.80000000237474,14.9999999984668,364.233999914238,8.30000000163882,14.0000000053864,1.49999999983775,5.49999999868866,58.78275814,1,1
"429","Polioptila_caerulea","Bird","Passeriformes","Polioptilidae","F",4.19999999878485,12.2500000001135,319.000000068635,6.12499999736141,14.0000000053864,2.00000000088011,4.25000000027062,37.60535066,1,1
"430","Prunella_modularis","Bird","Passeriformes","Prunellidae","F",10.3500000029872,12.4999999961468,364.233999914238,20.1999999917754,12.4999999961468,2.50000000031461,4.89999999942875,59.59265789,1,1
"431","Regulus_calendula","Bird","Passeriformes","Regulidae","F",5.60000000144982,12.000000002544,364.233999914238,6.57499999958033,12.000000002544,1,8.00000000256131,55.40166248,1,1
"432","Regulus_regulus","Bird","Passeriformes","Regulidae","F",6.99999999961281,17.5000000012343,364.233999914238,5.60000000144982,15.5000000011594,1.75000000011301,8.4999999957817,59.08782186,1,1
"433","Regulus_satrapa","Bird","Passeriformes","Regulidae","F",5.31666666899141,18.4999999984408,365.000000152391,6.10333333322158,14.0000000053864,2.00000000088011,8.00000000256131,53.39524339,1,1
"434","Sturnus_vulgaris","Bird","Passeriformes","Sturnidae","F",20.6916666723337,21.0000000058081,455.100999845515,77.67499997832,12.000000002544,2.00000000088011,4.9999999978295,45.04500981,1,1
"435","Sylvia_atricapilla","Bird","Passeriformes","Sylviidae","F",9.80000000317004,11.0000000022179,364.233999914238,18.325000004165,11.0000000022179,2.00000000088011,4.50000000100677,53.99495198,1,1
"436","Thryomanes_bewickii","Bird","Passeriformes","Troglodytidae","F",8.00000000256131,14.0000000053864,365.000000152391,9.89999999860861,14.0000000053864,2.24999999951326,5.82000000149372,39.57681362,1,1
"437","Troglodytes_aedon","Bird","Passeriformes","Troglodytidae","F",7.09999999966439,16.5000000015422,365.000000152391,11.0000000022179,14.0000000053864,2.00000000088011,6.29999999749583,43.79152076,1,1
"438","Troglodytes_troglodytes","Bird","Passeriformes","Troglodytidae","F",5.83333333180874,16.5000000015422,364.233999914238,9.2250000006772,14.750000003159,1.49999999983775,5.5549999994912,54.35909458,1,1
"439","Catharus_guttatus","Bird","Passeriformes","Turdidae","F",8.70000000295332,12.4999999961468,364.233999914238,30.5500000116822,12.4999999961468,2.00000000088011,3.65999999848741,52.0896849,1,1
"440","Sialia_mexicana","Bird","Passeriformes","Turdidae","F",5.20000000214562,21.0000000058081,365.000000152391,27.0499999920881,13.7999999977484,2.00000000088011,4.9999999978295,43.79797625,1,1
"441","Sialia_sialis","Bird","Passeriformes","Turdidae","F",8.00000000256131,18.1500000052479,363.46799996872,29.6499999868433,14.0999999945839,2.00000000088011,4.40999999797689,44.44650705,1,1
"442","Turdus_merula","Bird","Passeriformes","Turdidae","F",21.0666666775223,13.4999999940008,364.233999914238,101.999999971004,13.4999999940008,3.99999999952044,3.99999999952044,47.41651671,1,1
"443","Turdus_migratorius","Bird","Passeriformes","Turdidae","F",13.9166666718332,14.2999999961982,364.233999914238,78.7833333671207,12.999999994,2.50000000031461,3.42999999938998,57.77632301,1,1
"444","Turdus_philomelos","Bird","Passeriformes","Turdidae","F",17.5418333249668,14.9999999984668,364.233999914238,68.8000000041763,11.4999999957542,2.00000000088011,3.99999999952044,57.17004396,1,1
"445","Turdus_pilaris","Bird","Passeriformes","Turdidae","F",18.0416666728993,14.0000000053864,364.233999914238,104.775000019788,13.4999999940008,1.49999999983775,5.31500000109536,60.39049179,1,1
"446","Turdus_viscivorus","Bird","Passeriformes","Turdidae","F",16.7700000027651,14.9999999984668,364.233999914238,117.500000048855,14.4999999938153,2.00000000088011,3.95000000034353,54.85695362,1,1
"447","Empidonax_difficilis","Bird","Passeriformes","Tyrannidae","F",5.99999999863167,16.1500000053511,364.233999914238,10.8500000001468,14.4999999938153,1.24999999960724,3.29999999844097,49.21548537,1,1
"448","Empidonax_occidentalis","Bird","Passeriformes","Tyrannidae","F",5.99999999863167,16.1500000053511,364.233999914238,11.0000000022179,14.4999999938153,1.24999999960724,3.29999999844097,41.64505869,1,1
"449","Myiarchus_cinerascens","Bird","Passeriformes","Tyrannidae","F",8.99999999697403,16.5000000015422,363.46799996872,28.2000000015773,14.9999999984668,1.49999999983775,4.40000000033345,34.43720347,1,1
"450","Pyrocephalus_rubinus","Bird","Passeriformes","Tyrannidae","F",5.49999999868866,14.9999999984668,364.233999914238,14.0249999942671,14.2500000040661,1.75000000011301,2.8649999995224,33.19626325,1,1
"451","Sayornis_nigricans","Bird","Passeriformes","Tyrannidae","F",8.00000000256131,21.0000000058081,364.358999878131,18.2499999994799,16.2500000036441,1.75000000011301,3.99999999952044,35.25136745,1,1
"452","Sayornis_phoebe","Bird","Passeriformes","Tyrannidae","F",9.10000000434248,15.9999999961635,363.46799996872,19.7000000050443,15.9999999961635,2.00000000088011,4.86999999953979,49.2643053,1,1
"453","Vireo_cassinii","Bird","Passeriformes","Vireonidae","F",7.41666666708096,12.999999994,364.233999914238,15.3250000027236,13.4999999940008,1.24999999960724,3.88000000141549,45.37333723,1,1
"454","Vireo_gilvus","Bird","Passeriformes","Vireonidae","F",13.0999999972869,12.999999994,333.73399983634,13.0974999960676,12.999999994,2.00000000088011,3.57000000074417,44.58864801,1,1
"455","Vireo_olivaceus","Bird","Passeriformes","Vireonidae","F",10.0000000000595,11.2500000039327,365.000000152391,16.8500000033975,12.4999999961468,1.49999999983775,3.70000000129434,32.40045038,1,1
"456","Vireo_plumbeus","Bird","Passeriformes","Vireonidae","F",7.40833333531981,12.999999994,364.233999914238,15.9999999961635,13.4999999940008,1.24999999960724,3.88000000141549,36.26492648,1,1
"457","Ardea_cinerea","Bird","Pelecaniformes","Ardeidae","F",30.2498333387844,48.5000000027433,729.999999896021,1443.0000003263,25.4999999958083,1,4.30500000051792,50.92755134,1,1
"458","Ardea_herodias","Bird","Pelecaniformes","Ardeidae","F",23.3000000099804,59.9999999866739,668.999999914215,2388.6666661966,27.9999999950943,1.49999999983775,3.99999999952044,50.03171068,1,1
"459","Ardea_purpurea","Bird","Pelecaniformes","Ardeidae","F",25.4083333280939,47.4999999980717,546.733999837647,903.874999552477,25.9999999994415,1,4.19999999878485,43.37392426,1,1
"460","Botaurus_stellaris","Bird","Pelecaniformes","Ardeidae","F",11.3000000031833,52.5000000211272,546.733999837647,1277.75000044927,25.4999999958083,1,4.9999999978295,52.17339022,1,1
"461","Bubulcus_ibis","Bird","Pelecaniformes","Ardeidae","F",18.4166666716437,34.9999999828705,637.601000091683,371.99999989839,22.8499999922261,1,4.25000000027062,40.63274116,1,1
"462","Butorides_striata","Bird","Pelecaniformes","Ardeidae","F",7.91666666815072,23.0000000016296,729.999999896021,212.000000069533,20.0000000089202,1,3.7500000000663,37.61886546,1,1
"463","Egretta_caerulea","Bird","Pelecaniformes","Ardeidae","F",13.9083333350053,30.0000000101353,365.000000152391,339.500000000424,23.0000000016296,1,3.99999999952044,32.74966368,1,1
"464","Egretta_garzetta","Bird","Pelecaniformes","Ardeidae","F",22.3166666785152,42.5000000029592,364.233999914238,495.000000213498,21.4999999971272,1,3.99999999952044,37.44557581,1,1
"465","Egretta_tricolor","Bird","Pelecaniformes","Ardeidae","F",17.6699999941405,34.9999999828705,668.999999914215,321.950000005089,21.0000000058081,1,3.49999999826621,18.58156979,1,1
"466","Ixobrychus_minutus","Bird","Pelecaniformes","Ardeidae","F",5.99999999863167,27.5000000090055,546.733999837647,105.500000008849,18.000000001869,1,4.59999999772277,46.1627689,1,1
"467","Nycticorax_nycticorax","Bird","Pelecaniformes","Ardeidae","F",21.0833333346085,43.4999999958832,365.000000152391,800.000000265658,25.000000003295,1,3.99999999952044,41.12008086,1,1
"468","Pelecanus_crispus","Bird","Pelecaniformes","Pelecanidae","F",35.3000000021444,89.9999999702762,1001.80199967142,8700.00000310873,30.5000000117923,1,2.75000000088418,49.3978646,1,1
"469","Pelecanus_erythrorhynchos","Bird","Pelecaniformes","Pelecanidae","F",31.500000005305,75.0000000347767,1094.99999972559,6129.50000284992,35.99999998358,1,2.00000000088011,49.87698079,1,1
"470","Pelecanus_onocrotalus","Bird","Pelecaniformes","Pelecanidae","F",51.0000000140594,72.5000000101044,1272.13800053248,9520.00000204288,32.49999998909,1,2.00000000088011,44.27468811,1,1
"471","Geronticus_eremita","Bird","Pelecaniformes","Threskiornithidae","F",32.9000000075234,45.0000000103356,1090.40400026805,1201.99999988563,25.9999999994415,1,3.00000000099567,34.42681229,1,1
"472","Platalea_ajaja","Bird","Pelecaniformes","Threskiornithidae","F",7.80000000237474,52.5000000211272,1094.99999972559,1499.99999986455,23.2499999992243,1,3.00000000099567,18.96233687,1,1
"473","Platalea_leucorodia","Bird","Pelecaniformes","Threskiornithidae","F",28.2500000115133,47.4999999980717,1094.99999972559,1868.00000039454,24.5000000110083,1,3.49999999826621,46.11727207,1,1
"474","Plegadis_falcinellus","Bird","Pelecaniformes","Threskiornithidae","F",17.0666666772932,41.9999999880985,1094.99999972559,633.750000059957,21.0000000058081,1,3.49999999826621,43.33485071,1,1
"475","Threskiornis_aethiopicus","Bird","Pelecaniformes","Threskiornithidae","F",29.1999999919923,37.5000000008863,1090.40400026805,1529.99999940868,28.4999999921738,1,2.24000000029804,-1.32161938,1,1
"476","Threskiornis_melanocephalus","Bird","Pelecaniformes","Threskiornithidae","F",28.700000006728,37.5000000008863,1090.40400026805,1529.99999940868,28.4999999921738,1,3.00000000099567,47.85106762,1,1
"477","Phoenicopterus_roseus","Bird","Phoenicopteriformes","Phoenicopteridae","F",38.4999999886911,72.5000000101044,1824.99999996972,3043.50000020094,30.0000000101353,1.49999999983775,1,50.29721188,1,1
"478","Colaptes_auratus","Bird","Piciformes","Picidae","F",9.18333333396869,27.9999999950943,365.000000152391,130.671666706342,12.000000002544,1,6.59999999978629,55.68607348,1,1
"479","Jynx_torquilla","Bird","Piciformes","Picidae","F",10.0000000000595,20.4999999970406,364.233999914238,35.8666666645299,12.4000000048237,1.49999999983775,8.4999999957817,53.58088742,1,1
"480","Melanerpes_erythrocephalus","Bird","Piciformes","Picidae","F",9.91666666345834,25.9999999994415,365.000000152391,71.6000000023914,12.999999994,2.00000000088011,4.9999999978295,36.65450723,1,1
