tax_id,Species
22708651,Catharus dryas
22708655,Catharus fuscescens
22708658,Catharus minimus
22708664,Catharus ustulatus
22708667,Catharus guttatus
22708670,Hylocichla mustelina
22708676,Turdus flavipes
22708684,Turdus leucops
22708692,Psophocichla litsitsirupa
22708702,Turdus pelios
22708707,Turdus tephronotus
22708712,Turdus libonyanus
22708730,Turdus olivaceus
22708735,Turdus ludoviciae
22708740,Turdus helleri
22708745,Turdus menachensis
22708748,Turdus bewsheri
22708753,Turdus hortulorum
22708756,Turdus unicolor
22708759,Turdus dissimilis
22708762,Turdus cardis
22708765,Turdus albocinctus
22708768,Turdus torquatus
22708772,Turdus boulboul
22708775,Turdus merula
22708780,Turdus poliocephalus
22708783,Turdus rubrocanus
22708786,Turdus kessleri
22708790,Turdus feae
22708793,Turdus obscurus
22708797,Turdus pallidus
22708800,Turdus chrysolaus
22708803,Turdus celaenops
22708806,Turdus ruficollis
22708812,Turdus naumanni
22708816,Turdus pilaris
22708819,Turdus iliacus
22708822,Turdus philomelos
22708826,Turdus mupinensis
22708829,Turdus viscivorus
22708832,Turdus aurantius
22708838,Turdus plumbeus
22708841,Turdus chiguanco
22708844,Turdus nigrescens
22708848,Turdus fuscater
22708851,Turdus infuscatus
22708855,Turdus serranus
22708855,Turdus serranus
22708869,Turdus reevei
22708872,Turdus olivater
22708875,Turdus maranonicus
22708879,Turdus fulviventris
22708879,Turdus fulviventris
22708882,Turdus rufiventris
22708885,Turdus falcklandii
22708888,Turdus leucomelas
22708888,Turdus leucomelas
22708891,Turdus amaurochalinus
22708894,Turdus plebejus
22708899,Turdus ignobilis
22708902,Turdus lawrencii
22708905,Turdus obsoletus
22708908,Turdus fumigatus
22708911,Turdus hauxwelli
22708914,Turdus grayi
22708919,Turdus nudigenis
22708925,Turdus maculirostris
22708931,Turdus haplochrous
22708935,Turdus jamaicensis
22708938,Turdus assimilis
22708942,Turdus albicollis
22708955,Turdus swalesi
22708958,Turdus migratorius
22708961,Turdus rufitorques
22708965,Chlamydochaera jefferyi
22708970,Brachypteryx stellata
22708970,Brachypteryx stellata
22708973,Brachypteryx hyperythra
22708973,Brachypteryx hyperythra
22708982,Brachypteryx leucophrys
22708986,Brachypteryx montana
22708989,Heinrichia calligyna
22708992,Alethe poliocephala
22708996,Alethe poliophrys
22709000,Alethe fuelleborni
22709004,Alethe choloensis
22709022,Alethe castanea
22709031,Empidornis semipartitus
22709035,Bradornis pallidus
22709040,Bradornis infuscatus
22709044,Bradornis mariquensis
22709054,Bradornis microrhynchus
22709061,Dioptrornis chocolatinus
22709067,Dioptrornis fischeri
22709073,Dioptrornis brunneus
22709079,Melaenornis edolioides
22709085,Melaenornis pammelaina
22709090,Melaenornis ardesiacus
22709095,Melaenornis annamarulae
22709101,Fraseria ocreata
22709108,Fraseria cinerascens
22709113,Sigelus silens
22709117,Rhinomyias additus
22709129,Rhinomyias oscillans
22709134,Rhinomyias brunneatus
22709147,Rhinomyias olivaceus
22709156,Rhinomyias umbratilis
22709161,Rhinomyias ruficauda
22709166,Rhinomyias colonus
22709172,Rhinomyias gularis
22709177,Rhinomyias insignis
22709182,Rhinomyias albigularis
22709187,Rhinomyias goodfellowi
22709192,Muscicapa striata
22709196,Muscicapa gambagae
22709200,Muscicapa griseisticta
22709204,Muscicapa sibirica
22709207,Muscicapa dauurica
22709211,Muscicapa randi
22709214,Muscicapa segregata
22709217,Muscicapa ruficauda
22709220,Muscicapa muttui
22709223,Muscicapa ferruginea
22709226,Muscicapa ussheri
22709230,Muscicapa infuscata
22709234,Muscicapa boehmi
22709239,Muscicapa aquatica
22709244,Muscicapa olivascens
22709249,Muscicapa lendu
22709255,Muscicapa adusta
22709261,Muscicapa epulata
22709266,Muscicapa sethsmithi
22709271,Muscicapa comitata
22709276,Muscicapa tessmanni
22709280,Muscicapa cassini
22709286,Muscicapa caerulescens
22709291,Myioparus griseigularis
22709297,Myioparus plumbeus
22709303,Humblotia flavirostris
22709308,Ficedula hypoleuca
22709315,Ficedula albicollis
22709319,Ficedula semitorquata
22709325,Ficedula zanthopygia
22709328,Ficedula narcissina
22709331,Ficedula mugimaki
22709334,Ficedula hodgsonii
22709337,Ficedula strophiata
22709346,Ficedula subrubra
22709349,Ficedula monileger
22709355,Ficedula solitaris
22709361,Ficedula hyperythra
22709364,Ficedula dumetoria
22709367,Ficedula rufigula
22709370,Ficedula buruensis
22709373,Ficedula basilanica
22709376,Ficedula henrici
22709382,Ficedula harterti
22709386,Ficedula platenae
22709389,Ficedula crypta
22709394,Ficedula disposita
22709399,Ficedula bonthaina
22709403,Ficedula westermanni
22709406,Ficedula superciliaris
22709409,Ficedula tricolor
22709412,Ficedula sapphira
22709415,Ficedula nigrorufa
22709419,Ficedula timorensis
22709422,Cyanoptila cyanomelana
22709426,Eumyias thalassinus
22709433,Eumyias sordidus
22709445,Eumyias panayensis
22709449,Eumyias albicaudatus
22709461,Eumyias indigo
22709464,Niltava grandis
22709467,Niltava macgrigoriae
22709470,Niltava davidi
22709473,Niltava sundara
22709476,Niltava sumatrana
22709479,Niltava vivida
22709482,Cyornis sanfordi
22709490,Cyornis hoevelli
22709494,Cyornis hyacinthinus
22709499,Cyornis concretus
22709502,Cyornis ruckii
22709510,Cyornis herioti
22709514,Cyornis hainanus
22709519,Cyornis pallipes
22709527,Cyornis poliogenys
22709532,Cyornis unicolor
22709537,Cyornis rubeculoides
22709548,Cyornis lemprieri
22709553,Cyornis superbus
22709558,Cyornis caerulatus
22709566,Cyornis turcosus
22709571,Cyornis tickelliae
22709576,Cyornis rufigastra
22709586,Cyornis omissus
22709591,Muscicapella hodgsoni
22709596,Culicicapa ceylonensis
22709600,Culicicapa helianthea
22709604,Horizorhinus dohrni
22709611,Pogonocichla stellata
22709616,Swynnertonia swynnertoni
22709630,Sheppardia bocagei
22709637,Sheppardia cyornithopsis
22709642,Sheppardia aequatorialis
22709646,Sheppardia sharpei
22709650,Sheppardia gunningi
22709655,Sheppardia gabela
22709659,Sheppardia montana
22709667,Sheppardia lowei
22709675,Erithacus rubecula
22709682,Erithacus akahige
22709685,Erithacus komadori
22709688,Luscinia sibilans
22709691,Luscinia luscinia
22709696,Luscinia megarhynchos
22709701,Luscinia calliope
22709704,Luscinia pectoralis
22709707,Luscinia svecica
22709711,Luscinia ruficeps
22709717,Luscinia obscura
22709724,Luscinia pectardens
22709727,Luscinia brunnea
22709730,Luscinia cyane
22709733,Tarsiger cyanurus
22709738,Tarsiger chrysaeus
22709743,Tarsiger indicus
22709743,Tarsiger indicus
22709748,Tarsiger hyperythrus
22709753,Tarsiger johnstoniae
22709758,Irania gutturalis
22709763,Cossypha isabellae
22709770,Cossyphicula roberti
22709778,Cossypha archeri
22709784,Cossypha anomala
22709791,Cossypha caffra
22709797,Cossypha humeralis
22709803,Cossypha cyanocampter
22709809,Cossypha polioptera
22709815,Cossypha semirufa
22709822,Cossypha heuglini
22709828,Cossypha natalensis
22709834,Cossypha dichroa
22709840,Cossypha heinrichi
22709847,Cossypha niveicapilla
22709853,Cossypha albicapilla
22709858,Xenocopsychus ansorgei
22709864,Cichladusa arquata
22709870,Cichladusa ruficauda
22709876,Cichladusa guttata
22709882,Erythropygia leucosticta
22709891,Erythropygia quadrivirgata
22709900,Erythropygia barbata
22709909,Erythropygia signata
22709918,Erythropygia hartlaubi
22709927,Erythropygia leucophrys
22709936,Erythropygia galactotes
22709949,Erythropygia paena
22709958,Erythropygia coryphaeus
22709967,Cercotrichas podobe
22709974,Namibornis herero
22709978,Copsychus sechellarum
22709983,Copsychus albospecularis
22709988,Copsychus saularis
22710003,Copsychus luzoniensis
22710006,Copsychus niger
22710009,Copsychus cebuensis
22710012,Trichixos pyrropygus
22710023,Saxicoloides fulicatus
22710030,Phoenicurus alaschanicus
22710034,Phoenicurus erythronotus
22710043,Phoenicurus caeruleocephala
22710051,Phoenicurus ochruros
22710055,Phoenicurus phoenicurus
22710060,Phoenicurus hodgsoni
22710063,Phoenicurus schisticeps
22710066,Phoenicurus auroreus
22710069,Phoenicurus moussieri
22710072,Phoenicurus erythrogastrus
22710084,Phoenicurus frontalis
22710087,Chaimarrornis leucocephalus
22710092,Rhyacornis fuliginosa
22710101,Rhyacornis bicolor
22710108,Hodgsonius phaenicuroides
103768823,Myiomela leucura
22710114,Cinclidium diana
22710117,Cinclidium frontale
22710120,Grandala coelicolor
22710123,Enicurus scouleri
22710126,Enicurus velatus
22710129,Enicurus ruficapillus
22710132,Enicurus immaculatus
22710135,Enicurus schistaceus
22710138,Enicurus leschenaulti
22710141,Enicurus maculatus
22710144,Cochoa purpurea
22710147,Cochoa viridis
22710150,Cochoa beccarii
22710153,Cochoa azurea
22710156,Saxicola rubetra
22710160,Saxicola macrorhynchus
22710172,Saxicola insignis
22710177,Saxicola dacotiae
22710184,Saxicola torquatus
22710197,Saxicola tectes
22710202,Saxicola leucurus
22710209,Saxicola caprata
22710214,Saxicola jerdoni
22710218,Saxicola ferreus
22710226,Saxicola gutturalis
22710231,Oenanthe bifasciata
22710238,Oenanthe leucopyga
22710244,Oenanthe monacha
22710248,Oenanthe albonigra
22710259,Oenanthe leucura
22710263,Oenanthe monticola
22710268,Oenanthe phillipsi
22710272,Oenanthe oenanthe
22710278,Oenanthe lugens
22710284,Oenanthe lugentoides
22710292,Oenanthe finschii
22710295,Oenanthe picata
22710299,Oenanthe moesta
22710302,Oenanthe hispanica
22710308,Oenanthe pleschanka
22710312,Oenanthe cypriaca
22710325,Oenanthe deserti
22710329,Oenanthe pileata
22710333,Oenanthe isabellina
22710348,Oenanthe heuglini
22710354,Cercomela sinuata
22710359,Cercomela schlegelii
22710363,Cercomela tractrac
22710367,Cercomela familiaris
22710371,Cercomela scotocerca
22710376,Cercomela fusca
22710380,Cercomela dubia
22710385,Cercomela melanura
22710389,Cercomela sordida
22710394,Myrmecocichla tholloni
22710400,Myrmecocichla aethiops
22710409,Myrmecocichla formicivora
22710416,Myrmecocichla nigra
22710420,Myrmecocichla melaena
22710426,Myrmecocichla albifrons
22710432,Myrmecocichla arnoti
22710441,Thamnolaea cinnamomeiventris
22710457,Monticola semirufus
22710478,Pinarornis plumosus
22710482,Aplonis zelandica
22710485,Aplonis santovestris
22710490,Aplonis pelzelni
22710493,Aplonis atrifusca
22710502,Aplonis cinerascens
22710505,Aplonis tabuensis
22710508,Aplonis striata
22710519,Aplonis opaca
22710522,Aplonis crassa
22710525,Aplonis cantoroides
22710531,Aplonis feadensis
22710534,Aplonis insularis
22710537,Aplonis grandis
22710540,Aplonis dichroa
22710544,Aplonis mysolensis
22710547,Aplonis minor
22710550,Aplonis panayensis
22710553,Aplonis metallica
22710559,Aplonis magna
22710562,Aplonis mystacea
22710565,Aplonis brunneicapillus
22710579,Poeoptera stuhlmanni
22710583,Poeoptera kenricki
22710587,Poeoptera lugubris
22710591,Grafisia torquata
22710595,Onychognathus walleri
22710600,Onychognathus nabouroup
22710604,Onychognathus tristramii
22710610,Onychognathus morio
22710614,Onychognathus blythii
22710619,Onychognathus frater
22710624,Onychognathus fulgidus
22710629,Onychognathus tenuirostris
22710634,Onychognathus albirostris
22710638,Onychognathus salvadorii
22710642,Coccycolius iris
22710647,Lamprotornis cupreocauda
22710654,Lamprotornis purpureiceps
22710661,Lamprotornis corruscus
22710668,Lamprotornis purpureus
22710675,Lamprotornis nitens
22710682,Lamprotornis chalcurus
22710689,Lamprotornis chalybaeus
22710695,Lamprotornis chloropterus
22710703,Lamprotornis elisabeth
22710710,Lamprotornis acuticaudus
22710716,Lamprotornis splendidus
22710723,Lamprotornis ornatus
22710731,Lamprotornis australis
22710737,Lamprotornis mevesii
22710744,Lamprotornis caudatus
22710751,Lamprotornis purpuroptera
22710767,Lamprotornis superbus
22710771,Lamprotornis pulcher
22710775,Lamprotornis shelleyi
22710779,Lamprotornis hildebrandti
22710783,Cinnyricinclus sharpii
22710787,Cinnyricinclus femoralis
22710791,Cinnyricinclus leucogaster
22710795,Speculipastor bicolor
22710799,Neocichla gutturalis
22710804,Spreo fischeri
22710808,Spreo bicolor
22710813,Spreo albicapillus
22710817,Cosmopsarus regius
22710821,Cosmopsarus unicolor
22710825,Saroglossa aurata
22710829,Saroglossa spiloptera
22710832,Creatophora cinerea
22710844,Sturnus albofrontatus
22710858,Sturnia malabarica
22710861,Sturnus erythropygius
22710864,Sturnus pagodarum
22710867,Sturnus sericeus
22710870,Sturnus sturninus
22710874,Sturnus philippensis
22710877,Sturnus sinensis
22710881,Sturnus roseus
22710886,Sturnus vulgaris
22710893,Sturnus unicolor
22710896,Sturnus cineraceus
22710899,Sturnus contra
22710903,Sturnus nigricollis
22710906,Sturnus burmannicus
22710909,Sturnus melanopterus
22710912,Leucopsar rothschildi
22710921,Acridotheres tristis
22710929,Acridotheres ginginianus
22710932,Acridotheres fuscus
22710936,Acridotheres grandis
22710940,Acridotheres cinereus
22710943,Acridotheres albocinctus
22710946,Acridotheres cristatellus
22710949,Ampeliceps coronatus
22710952,Mino anais
22710955,Mino dumontii
22710958,Basilornis celebensis
22710961,Basilornis galeatus
22710965,Basilornis corythaix
22710968,Basilornis mirandus
22710978,Streptocitta albicollis
22710981,Streptocitta albertinae
22710985,Sarcops calvus
22710988,Gracula ptilogenys
22710993,Gracula religiosa
103878766,Gracula indica
22710997,Enodes erythrophris
22711001,Scissirostrum dubium
22711005,Buphagus africanus
22711009,Buphagus erythrorhynchus
22711013,Dumetella carolinensis
22711017,Melanoptila glabrirostris
22711020,Melanotis caerulescens
22711023,Melanotis hypoleucus
22711026,Mimus polyglottos
22711029,Mimus gilvus
22711032,Mimus gundlachii
22711035,Mimus saturninus
22711038,Mimus patagonicus
22711041,Mimus dorsalis
22711044,Mimus triurus
22711044,Mimus triurus
22711047,Mimus longicaudatus
22711050,Mimus thenca
22711053,Mimus parvulus
22711063,Mimus trifasciatus
22711070,Mimus macdonaldi
22711078,Mimus melanotis
22711084,Mimus graysoni
22711096,Oreoscoptes montanus
22711099,Toxostoma rufum
22711102,Toxostoma longirostre
22711105,Toxostoma guttatum
22711108,Toxostoma bendirei
22711111,Toxostoma cinereum
22711115,Toxostoma curvirostre
22711118,Toxostoma ocellatum
22711121,Toxostoma lecontei
22711124,Toxostoma redivivum
22711127,Toxostoma crissale
22711130,Cinclocerthia ruficauda
22711133,Cinclocerthia gutturalis
22711137,Ramphocinclus brachyurus
22711140,Margarops fuscus
22711147,Margarops fuscatus
22711150,Sitta europaea
22711155,Sitta nagaensis
22711158,Sitta cashmirensis
22711161,Sitta castanea
22711164,Sitta himalayensis
22711167,Sitta victoriae
22711170,Sitta pygmaea
22711173,Sitta pusilla
22711176,Sitta whiteheadi
22711179,Sitta ledanti
22711184,Sitta krueperi
22711188,Sitta villosa
22711192,Sitta yunnanensis
22711196,Sitta canadensis
22711199,Sitta leucopsis
22711202,Sitta carolinensis
22711205,Sitta neumayer
22711211,Sitta tephronota
22711216,Sitta frontalis
22711219,Sitta solangiae
22711222,Sitta oenochlamys
22711225,Sitta azurea
22711228,Sitta magna
22711231,Sitta formosa
22711234,Tichodroma muraria
22711244,Certhia americana
22711249,Certhia brachydactyla
22711253,Certhia himalayana
22711257,Certhia nipalensis
22711267,Salpornis spilonotus
22711273,Donacobius atricapilla
22711284,Campylorhynchus gularis
22711287,Campylorhynchus brunneicapillus
22711290,Campylorhynchus jocosus
22711293,Campylorhynchus yucatanicus
22711296,Campylorhynchus chiapensis
22711299,Campylorhynchus griseus
22711303,Campylorhynchus rufinucha
22711306,Campylorhynchus turdinus
22711309,Campylorhynchus megalopterus
22711313,Campylorhynchus zonatus
22711316,Campylorhynchus albobrunneus
22711319,Campylorhynchus nuchalis
22711322,Campylorhynchus fasciatus
22711325,Odontorchilus branickii
22711329,Odontorchilus cinereus
22711332,Salpinctes obsoletus
22711335,Catherpes mexicanus
22711341,Hylorchilus sumichrasti
22711346,Hylorchilus navai
22711351,Cinnycerthia unirufa
22711360,Cistothorus platensis
22711366,Cistothorus apolinari
22711370,Cistothorus meridae
22711374,Cistothorus palustris
22711377,Thryomanes bewickii
22711380,Troglodytes sissonii
22711392,Ferminia cerverai
22711395,Thryothorus atrogularis
22711398,Thryothorus spadix
22711401,Thryothorus fasciatoventris
22711404,Thryothorus euophrys
22711407,Thryothorus eisenmanni
22711410,Thryothorus mystacalis
22711413,Thryothorus genibarbis
22711416,Thryothorus coraya
22711419,Pheugopedius felix
22711422,Thryothorus maculipectus
22711427,Thryothorus rutilus
22711430,Thryothorus sclateri
22711435,Thryothorus semibadius
22711438,Thryothorus nigricapillus
22711441,Thryothorus thoracicus
22711444,Thryothorus leucopogon
22711447,Thryothorus pleurostictus
22711450,Thryothorus ludovicianus
22711455,Thryothorus rufalbus
22711458,Thryothorus nicefori
22711461,Thryothorus sinaloa
22711464,Thryothorus modestus
22711467,Thryothorus leucotis
22711470,Thryothorus superciliaris
22711473,Thryothorus guarayanus
22711476,Thryothorus longirostris
22711479,Thryothorus griseus
22711483,Troglodytes troglodytes
22711487,Troglodytes aedon
22711493,Troglodytes tanneri
22711497,Troglodytes rufociliatus
22711500,Troglodytes ochraceus
22711503,Troglodytes monticola
22711506,Troglodytes solstitialis
22711509,Troglodytes rufulus
22711512,Thryorchilus browni
22711518,Uropsila leucogastra
22711521,Henicorhina leucosticta
22711526,Henicorhina leucophrys
22711532,Henicorhina leucoptera
22711537,Microcerculus philomela
22711542,Microcerculus marginatus
22711547,Microcerculus ustulatus
22711551,Microcerculus bambla
22711554,Cyphorhinus phaeocephalus
22711557,Cyphorhinus thoracicus
22711560,Cyphorhinus arada
22711568,Auriparus flaviceps
22711571,Microbates collaris
22711574,Microbates cinereiventris
22711578,Ramphocaenus melanurus
22711581,Polioptila caerulea
22711585,Polioptila californica
22711588,Polioptila melanura
22711591,Polioptila lembeyei
22711594,Polioptila nigriceps
22711597,Polioptila albiloris
22711600,Polioptila plumbea
22711605,Polioptila lactea
22711608,Polioptila guianensis
22711611,Polioptila schistaceigula
22711614,Polioptila dumicola
22711625,Remiz coronatus
22711632,Remiz consobrinus
22711639,Anthoscopus punctifrons
22711646,Anthoscopus parvulus
22711653,Anthoscopus musculus
22711660,Anthoscopus flavifrons
22711667,Anthoscopus caroli
22711679,Anthoscopus minutus
22711685,Cephalopyrus flammiceps
22711688,Pholidornis rushiae
22711698,Parus lugubris
22711703,Parus montanus
22711708,Parus carolinensis
22711716,Parus atricapillus
22711724,Parus gambeli
22711732,Parus sclateri
22711740,Parus superciliosus
22711745,Parus davidi
22711750,Parus cinctus
22711759,Parus hudsonicus
22711767,Poecile rufescens
22711775,Parus rufonuchalis
22711780,Parus rubidiventris
22711795,Pardaliparus venustulus
22711800,Parus elegans
22711805,Parus amabilis
22711810,Parus cristatus
22711815,Parus dichrous
22711825,Parus leucomelas
22711832,Parus niger
22711839,Parus albiventris
22711845,Parus leuconotus
22711852,Parus funereus
22711858,Parus rufiventris
22711869,Parus fringillinus
22711875,Parus fasciiventer
22711881,Parus thruppi
22711889,Parus griseiventris
22711896,Parus cinerascens
22711902,Parus afer
22711919,Parus monticolus
22711924,Parus nuchalis
22711929,Parus xanthogenys
22711934,Parus spilonotus
22711939,Parus holsti
103761667,Cyanistes caeruleus
22711959,Parus varius
22711964,Parus semilarvatus
22711969,Baeolophus wollweberi
22711978,Baeolophus inornatus
22711983,Baeolophus bicolor
22711989,Baeolophus atricristatus
22711998,Sylviparus modestus
22712001,Melanochlora sultanea
22712004,Aegithalos caudatus
22712008,Aegithalos leucogenys
22712012,Aegithalos concinnus
22712016,Aegithalos niveogularis
22712020,Aegithalos iouschistos
22712024,Aegithalos fuliginosus
22712028,Psaltriparus minimus
22712032,Psaltria exilis
22712036,Pseudochelidon eurystomina
22712042,Eurochelidon sirintarae
22712042,Eurochelidon sirintarae
22712057,Tachycineta bicolor
22712065,Tachycineta albiventer
22712068,Tachycineta leucorrhoa
22712071,Tachycineta meyeni
22712077,Tachycineta thalassina
22712080,Tachycineta cyaneoviridis
22712086,Tachycineta euchrysea
22712092,Progne tapera
22712098,Progne subis
22712101,Progne cryptoleuca
22712104,Progne dominicensis
22712107,Progne sinaloae
22712110,Progne chalybea
22712119,Notiochelidon murina
22712122,Pygochelidon cyanoleuca
22712131,Notiochelidon flavipes
22712134,Notiochelidon pileata
22712137,Atticora fasciata
22712140,Atticora melanoleuca
22712143,Neochelidon tibialis
22712146,Alopochelidon fucata
22712162,Stelgidopteryx ruficollis
22712165,Cheramoeca leucosterna
22712176,Riparia riparia
22712182,Riparia paludicola
22712189,Riparia congica
22712194,Riparia cincta
22712198,Phedina borbonica
22712202,Phedina brazzae
22712209,Pseudhirundo griseopyga
22712216,Hirundo rupestris
22712230,Hirundo obsoleta
22712236,Hirundo fuligula
22712246,Hirundo concolor
22712252,Hirundo rustica
22712260,Hirundo lucida
22712266,Hirundo aethiopica
22712266,Hirundo aethiopica
22712272,Hirundo angolensis
22712272,Hirundo angolensis
22712278,Hirundo albigularis
22712284,Hirundo domicola
22712289,Hirundo tahitica
22712294,Hirundo neoxena
22712299,Hirundo smithii
22712305,Hirundo nigrita
22712312,Hirundo nigrorufa
22712318,Hirundo atrocaerulea
22712324,Hirundo leucosoma
22712324,Hirundo leucosoma
22712330,Hirundo megaensis
22712336,Hirundo dimidiata
22712342,Hirundo cucullata
22712350,Hirundo abyssinica
22712358,Hirundo semirufa
22712365,Hirundo senegalensis
22712365,Hirundo senegalensis
22712390,Hirundo perdita
22712398,Hirundo preussi
22712405,Hirundo rufigula
22712412,Hirundo spilodera
22712419,Haplochelidon andecola
22712427,Petrochelidon pyrrhonota
22712435,Petrochelidon fulva
22712441,Petrochelidon rufocollaris
22712449,Hirundo nigricans
22712458,Hirundo fluvicola
22712463,Hirundo ariel
22712471,Hirundo fuliginosa
22712477,Delichon urbicum
22712491,Delichon dasypus
22712496,Delichon nipalense
22712504,Psalidoprocne nitens
22712509,Psalidoprocne fuliginosa
22712515,Psalidoprocne albiceps
22712540,Psalidoprocne pristoptera
22712540,Psalidoprocne pristoptera
22712562,Psalidoprocne obscura
22712562,Psalidoprocne obscura
22712567,Regulus calendula
22712580,Regulus goodfellowi
22712594,Regulus satrapa
22712597,Spizixos canifrons
22712600,Spizixos semitorques
22712603,Pycnonotus zeylanicus
22712607,Pycnonotus striatus
22712610,Pycnonotus leucogrammicus
22712613,Pycnonotus tympanistrigus
22712616,Pycnonotus melanoleucos
22712619,Pycnonotus priocephalus
22712622,Pycnonotus atriceps
22712625,Pycnonotus melanicterus
22712628,Pycnonotus squamatus
22712631,Pycnonotus cyaniventris
22712634,Pycnonotus jocosus
22712640,Pycnonotus xanthorrhous
22712643,Pycnonotus sinensis
22712646,Pycnonotus taivanus
22712650,Pycnonotus barbatus
22712671,Pycnonotus nigricans
22712677,Pycnonotus capensis
22712681,Pycnonotus xanthopygos
22712687,Pycnonotus leucotis
22712687,Pycnonotus leucotis
22712690,Pycnonotus leucogenys
22712690,Pycnonotus leucogenys
22712695,Pycnonotus cafer
22712699,Pycnonotus aurigaster
22712702,Pycnonotus eutilotus
22712705,Pycnonotus nieuwenhuisii
22712710,Pycnonotus urostictus
22712713,Pycnonotus bimaculatus
22712716,Pycnonotus finlaysoni
22712719,Pycnonotus xantholaemus
22712722,Pycnonotus penicillatus
22712725,Pycnonotus flavescens
22712728,Pycnonotus luteolus
22712731,Pycnonotus goiavier
22712734,Pycnonotus plumosus
22712737,Pycnonotus blanfordi
22712740,Pycnonotus simplex
22712743,Pycnonotus brunneus
22712747,Pycnonotus erythropthalmos
22712750,Andropadus montanus
22712760,Andropadus masukuensis
22712766,Andropadus virens
22712777,Andropadus gracilis
22712782,Andropadus ansorgei
22712786,Andropadus curvirostris
22712791,Andropadus gracilirostris
22712795,Andropadus importunus
22712800,Andropadus latirostris
22712804,Andropadus tephrolaemus
22712826,Andropadus milanjensis
22712833,Calyptocichla serina
22712837,Baeopogon indicator
22712841,Baeopogon clamans
22712847,Ixonotus guttatus
22712851,Chlorocichla simplex
22712855,Chlorocichla flavicollis
22712860,Chlorocichla falkensteini
22712865,Chlorocichla flaviventris
22712869,Chlorocichla laetissima
22712873,Chlorocichla prigoginei
22712877,Thescelocichla leucopleura
22712882,Pyrrhurus scandens
22712890,Phyllastrephus cabanisi
22712896,Phyllastrephus fischeri
22712905,Phyllastrephus terrestris
22712910,Phyllastrephus strepitans
22712914,Phyllastrephus fulviventris
22712919,Phyllastrephus cerviniventris
22712924,Phyllastrephus baumanni
22712930,Phyllastrephus poensis
22712935,Phyllastrephus hypochloris
22712947,Phyllastrephus poliocephalus
22712961,Phyllastrephus debilis
22712965,Phyllastrephus albigularis
22712969,Phyllastrephus icterinus
22712975,Phyllastrephus leucolepis
22712981,Phyllastrephus xavieri
22712985,Bernieria madagascariensis
22712995,Bernieria zosterops
22713004,Bernieria apperti
22713021,Bernieria tenebrosa
22713039,Bernieria cinereiceps
22713056,Bleda syndactylus
22713069,Bleda eximius
22713083,Bleda canicapillus
22713095,Nicator chloris
22713100,Nicator gularis
22713105,Nicator vireo
22713109,Criniger barbatus
22713115,Criniger chloronotus
22713120,Criniger calurus
22713125,Criniger olivaceus
22713131,Criniger ndussumensis
22713137,Alophoixus finschii
22713140,Alophoixus flaveolus
22713143,Alophoixus pallidus
22713146,Alophoixus ochraceus
22713149,Alophoixus bres
22713152,Alophoixus phaeocephalus
22713155,Alophoixus affinis
22713158,Setornis criniger
22713161,Tricholestes criniger
22713164,Iole virescens
22713167,Iole propinqua
22713170,Iole olivacea
22713173,Acritillas indica
22713176,Ixos palawanensis
22713179,Ixos philippinus
22713182,Ixos rufigularis
22713185,Ixos siquijorensis
22713192,Ixos amaurotis
22713195,Ixos everetti
22713198,Ixos malaccensis
22713201,Hemixos flavala
22713204,Hemixos castanonotus
22713204,Hemixos castanonotus
22713207,Hypsipetes mcclellandii
22713210,Hypsipetes virescens
22713213,Hypsipetes madagascariensis
22713219,Hypsipetes crassirostris
22713225,Hypsipetes parvirostris
22713231,Hypsipetes borbonicus
22713239,Hypsipetes olivaceus
22713246,Hypsipetes leucocephalus
22713250,Hypsipetes nicobariensis
22713253,Hypsipetes thompsoni
22713256,Neolestes torquatus
22713260,Malia grata
22713263,Hypocolius ampelinus
22713268,Cisticola erythrops
22713279,Cisticola cantans
22713283,Cisticola lateralis
22713287,Cisticola anonymus
22713291,Cisticola woosnami
22713295,Cisticola bulliens
22713299,Cisticola discolor
22713304,Cisticola chubbi
22713309,Cisticola hunteri
22713313,Cisticola nigriloris
22713322,Cisticola aberrans
22713329,Cisticola bodessa
22713333,Cisticola chiniana
22713340,Cisticola cinereolus
22713344,Cisticola ruficeps
22713355,Cisticola guinea
22713365,Cisticola rufilatus
22713370,Cisticola subruficapilla
22713383,Cisticola lais
22713394,Cisticola restrictus
22713401,Cisticola njombe
22713405,Cisticola galactotes
22713411,Cisticola pipiens
22713415,Cisticola carruthersi
22713419,Cisticola tinniens
22713430,Cisticola robustus
22713436,Cisticola aberdare
22713440,Cisticola natalensis
22713444,Cisticola fulvicapilla
22713453,Cisticola angusticauda
22713459,Cisticola melanurus
22713474,Cisticola brachypterus
22713479,Cisticola rufus
22713483,Cisticola troglodytes
22713487,Cisticola nanus
22713491,Cisticola juncidis
22713500,Cisticola haesitatus
22713508,Cisticola cherina
22713515,Cisticola aridulus
22713519,Cisticola textrix
22713524,Cisticola eximius
22713530,Cisticola dambo
22713536,Cisticola brunnescens
22713540,Cisticola ayresii
22713544,Cisticola exilis
22713547,Scotocerca inquieta
22713554,Rhopophilus pekinensis
22713558,Prinia burnesii
22713564,Prinia crinigera
22713572,Prinia polychroa
22713575,Prinia atrogularis
22713578,Prinia cinereocapilla
22713581,Prinia buchanani
22713584,Prinia rufescens
22713587,Prinia hodgsonii
