tax_id,Species
22687676,Lampornis sybillae
22687680,Lampornis hemileucus
22687693,Lamprolaima rhami
22687696,Adelomyia melanogenys
22687699,Anthocephala floriceps
22687703,Phlogophilus hemileucurus
22687708,Phlogophilus harterti
22687712,Clytolaema rubricauda
22687715,Heliodoxa imperatrix
22687718,Heliodoxa xanthogonys
22687721,Heliodoxa gularis
22687725,Heliodoxa branickii
22687731,Heliodoxa aurescens
22687737,Heliodoxa rubinoides
22687740,Heliodoxa jacula
22687743,Heliodoxa leadbeateri
22687746,Eugenes fulgens
22687749,Hylonympha macrocerca
22687753,Sternoclyta cyanopectus
22687756,Topaza pyra
22687759,Topaza pella
22687762,Oreotrochilus chimborazo
22687768,Oreotrochilus leucopleurus
22687771,Oreotrochilus melanogaster
22687774,Oreotrochilus adela
22687785,Patagona gigas
22687788,Aglaeactis cupripennis
22687791,Aglaeactis castelnaudii
22687794,Aglaeactis aliciae
22687798,Aglaeactis pamela
22687801,Lafresnaya lafresnayi
22687804,Pterophanes cyanopterus
22687807,Coeligena coeligena
22687810,Coeligena wilsoni
22687813,Coeligena prunellei
22687825,Coeligena phalerata
22687828,Coeligena orina
22687834,Coeligena helianthea
22687837,Coeligena lutetiae
22687847,Coeligena iris
22687854,Ensifera ensifera
22687857,Sephanoides sephaniodes
22687863,Sephanoides fernandensis
22687868,Boissonneaua flavescens
22687871,Boissonneaua matthewsii
22687874,Boissonneaua jardini
22687877,Heliangelus mavors
22687890,Heliangelus strophianus
22687893,Heliangelus exortis
22687898,Heliangelus viola
22687901,Heliangelus regalis
22687905,Heliangelus zusii
22687905,Heliangelus zusii
22687909,Eriocnemis nigrivestis
22687914,Eriocnemis vestita
22687922,Eriocnemis godini
22687930,Eriocnemis cupreoventris
22687933,Eriocnemis mosquera
22687936,Eriocnemis glaucopoides
22687939,Eriocnemis mirabilis
22687944,Eriocnemis aline
22687947,Eriocnemis derbyi
22687957,Haplophaedia lugens
22687962,Urosticte benjamini
22687965,Urosticte ruficrissa
22687968,Ocreatus underwoodii
22687971,Lesbia victoriae
22687974,Lesbia nuna
22687977,Sappho sparganurus
22687980,Polyonymus caroli
22687984,Ramphomicron microrhynchum
22687987,Ramphomicron dorsale
22687990,Metallura williami
22687993,Metallura baroni
22687998,Metallura odomae
22688002,Metallura theresiae
22688005,Metallura eupogon
22688009,Metallura aeneocauda
22688012,Metallura phoebe
22688015,Metallura tyrianthina
22688018,Metallura iracunda
22688024,Chalcostigma ruficeps
22688027,Chalcostigma olivaceum
22688030,Chalcostigma stanleyi
22688033,Chalcostigma heteropogon
22688036,Chalcostigma herrani
22688046,Opisthoprora euryptera
22688049,Taphrolesbia griseiventris
22688059,Aglaiocercus coelestis
22688069,Augastes lumachella
22688090,Augastes scutatus
22688108,Heliothryx barroti
22688111,Heliothryx auritus
22688119,Heliactin bilophus
22688119,Heliactin bilophus
22688130,Loddigesia mirabilis
22688135,Heliomaster constantii
22688138,Heliomaster longirostris
22688141,Heliomaster squamosus
22688144,Heliomaster furcifer
22688144,Heliomaster furcifer
22688147,Rhodopis vesper
22688150,Thaumastura cora
22688153,Calliphlox bryantae
22688163,Calliphlox mitchellii
22688172,Doricha enicura
22688175,Doricha eliza
22688178,Tilmatura dupontii
22688182,Microstilbon burmeisteri
22688185,Calothorax lucifer
22688189,Calothorax pulcher
22688193,Archilochus colubris
22688196,Archilochus alexandri
22688199,Calypte anna
22688202,Calypte costae
22688205,Calliphlox evelynae
22688211,Calliphlox amethystina
22688211,Calliphlox amethystina
22688214,Mellisuga helenae
22688229,Mellisuga minima
22688232,Selasphorus calliope
22688235,Atthis heloisa
22688238,Atthis ellioti
22688241,Myrtis fanny
22688244,Eulidia yarrellii
22688248,Myrmia micrura
22688251,Chaetocercus mulsant
22688257,Chaetocercus bombus
22688268,Chaetocercus heliodor
22688274,Chaetocercus astreans
22688279,Chaetocercus berlepschi
22688290,Chaetocercus jourdanii
22688293,Selasphorus platycercus
22688296,Selasphorus rufus
22688299,Selasphorus sasin
22688302,Selasphorus flammula
22688305,Selasphorus scintilla
22688308,Selasphorus ardens
22688312,Tauraco persa
22688316,Tauraco schuettii
22688323,Tauraco schalowi
22688327,Tauraco fischeri
22688331,Tauraco livingstonii
22688335,Tauraco corythaix
22688340,Tauraco bannermani
22688346,Tauraco erythrolophus
22688350,Tauraco macrorhynchus
22688355,Tauraco leucotis
22688359,Tauraco ruspolii
22688365,Tauraco hartlaubi
22688369,Tauraco leucolophus
22688373,Gallirex johnstoni
22688380,Gallirex porphyreolophus
22688387,Musophaga violacea
22688391,Musophaga rossae
22688396,Corythaixoides concolor
22688410,Criniferoides leucogaster
22688415,Crinifer piscator
22688420,Crinifer zonurus
22688425,Corythaeola cristata
22688429,Tyto tenebricosa
22688435,Tyto multipunctata
22688441,Tyto inexspectata
22688449,Tyto nigrobrunnea
22688470,Tyto aurantia
22688489,Tyto rosenbergii
22688493,Tyto soumagnei
22688504,Tyto alba
22688511,Tyto glaucops
22688514,Tyto capensis
22688522,Tyto longimembris
22688529,Phodilus prigoginei
22688548,Otus sagittatus
22688554,Otus rufescens
22688559,Otus icterorhynchus
22688565,Otus ireneae
22688573,Otus balli
22688579,Otus spilocephalus
22688586,Otus umbra
22688591,Otus angelinae
22688602,Otus longicornis
22688608,Otus mindorensis
22688614,Otus mirus
22688620,Otus hartlaubi
22688631,Otus brucei
22688637,Psiloscops flammeolus
22688643,Otus scops
22688651,Otus elegans
22688656,Otus mantananensis
22688667,Otus insularis
22688679,Otus pembaensis
22688686,Otus capnodes
22688694,Otus pauliani
22688703,Otus brookii
22688713,Otus mentawi
22688718,Otus fuliginosus
22688734,Otus silvicola
22688747,Megascops kennicottii
22688747,Megascops kennicottii
22688758,Megascops asio
22688766,Megascops trichopsis
22688774,Megascops choliba
22688782,Megascops koepckeae
22688790,Megascops roboratus
22688799,Megascops clarkii
22688807,Megascops barbarus
22688820,Megascops ingens
22688829,Megascops colombianus
22688840,Megascops petersoni
22688847,Megascops marshalli
22688856,Megascops watsonii
22688874,Megascops sanctaecatarinae
22688883,Margarobyas lawrencii
22688891,Megascops nudipes
22688899,Pyrroglaux podargina
22688903,Megascops albogularis
22688911,Otus gurneyi
22688927,Bubo bubo
22688934,Bubo bengalensis
22688938,Bubo ascalaphus
22688944,Bubo capensis
22688970,Bubo nipalensis
22688976,Bubo sumatranus
22688980,Bubo shelleyi
22688986,Bubo lacteus
22688992,Bubo coromandus
22688996,Bubo leucostictus
22689002,Bubo philippensis
22689007,Bubo blakistoni
22689012,Ketupa zeylonensis
22689017,Ketupa flavipes
22689024,Ketupa ketupu
22689032,Scotopelia peli
22689038,Scotopelia ussheri
22689048,Scotopelia bouvieri
22689055,Bubo scandiacus
22689061,Strix seloputo
22689066,Strix ocellata
22689071,Strix leptogrammica
22689083,Strix butleri
22689089,Strix occidentalis
22689094,Strix varia
22689097,Strix fulvescens
22689100,Strix hylophila
22689108,Strix uralensis
22689118,Strix nebulosa
22689122,Ciccaba virgata
22689133,Ciccaba nigrolineata
22689144,Ciccaba huhula
22689154,Ciccaba albitarsis
22689166,Strix woodfordii
22689173,Jubula lettii
22689177,Lophostrix cristata
22689180,Pulsatrix perspicillata
22689183,Pulsatrix melanota
22689186,Pulsatrix koeniswaldiana
22689189,Surnia ulula
22689194,Glaucidium passerinum
22689200,Glaucidium brodiei
22689203,Glaucidium perlatum
22689222,Glaucidium jardinii
22689229,Glaucidium bolivianum
22689234,Glaucidium hardyi
22689240,Glaucidium minutissimum
22689253,Glaucidium peruanum
22689258,Glaucidium nana
22689258,Glaucidium nana
22689262,Glaucidium siju
22689267,Glaucidium tephronotum
22689271,Glaucidium sjostedti
22689277,Glaucidium cuculoides
22689280,Glaucidium castanopterum
22689283,Glaucidium radiatum
22689286,Glaucidium castanotum
22689290,Glaucidium capense
22689295,Glaucidium castaneum
22689310,Glaucidium albertinum
22689320,Xenoglaux loweryi
22689325,Micrathene whitneyi
22689328,Athene noctua
22689332,Athene brama
22689335,Heteroglaux blewitti
22689353,Athene cunicularia
22689362,Aegolius funereus
22689366,Aegolius acadicus
22689371,Aegolius ridgwayi
22689378,Aegolius harrisii
22689385,Ninox rufa
22689389,Ninox strenua
22689394,Ninox connivens
22689398,Ninox rudolfi
22689420,Ninox affinis
22689425,Athene superciliaris
22689439,Ninox ochracea
22689452,Ninox natalis
22689460,Ninox theomacha
22689465,Ninox meeki
22689470,Ninox punctulata
22689475,Ninox variegata
22689480,Ninox odiosa
22689490,Uroglaux dimorpha
22689501,Pseudoscops grammicus
22689504,Asio stygius
22689507,Asio otus
22689512,Asio abyssinicus
22689517,Asio madagascariensis
22689522,Asio clamator
22689531,Asio flammeus
22689535,Asio capensis
22689535,Asio capensis
22689539,Nesasio solomonensis
22689546,Aegotheles crinifrons
22689550,Aegotheles insignis
22689555,Aegotheles cristatus
22689559,Aegotheles savesi
22689568,Aegotheles wallacii
22689572,Aegotheles archboldi
22689576,Aegotheles albertisi
22689580,Podargus strigoides
22689583,Podargus papuensis
22689591,Batrachostomus auritus
22689594,Batrachostomus harterti
22689597,Batrachostomus septimus
22689600,Batrachostomus stellatus
22689603,Batrachostomus moniliger
22689607,Batrachostomus hodgsoni
22689610,Batrachostomus poliolophus
22689613,Batrachostomus mixtus
22689630,Batrachostomus cornutus
22689633,Steatornis caripensis
22689636,Nyctibius grandis
22689639,Nyctibius aethereus
22689642,Nyctibius jamaicensis
22689646,Nyctibius griseus
22689646,Nyctibius griseus
22689650,Nyctibius maculosus
22689653,Nyctibius leucopterus
22689656,Eurostopodus argus
22689670,Eurostopodus diabolicus
22689675,Eurostopodus papuensis
22689680,Eurostopodus archboldi
22689685,Lyncornis temminckii
22689690,Lyncornis macrotis
22689695,Lurocalis semitorquatus
22689695,Lurocalis semitorquatus
22689698,Lurocalis rufiventris
22689701,Chordeiles pusillus
22689704,Nyctiprogne vielliardi
22689711,Chordeiles acutipennis
22689714,Chordeiles minor
22689717,Chordeiles gundlachii
22689720,Nyctiprogne leucopyga
22689723,Chordeiles nacunda
22689723,Chordeiles nacunda
22689731,Nyctidromus albicollis
22689735,Phalaenoptilus nuttallii
22689751,Siphonorhis brewsteri
22689755,Nyctiphrynus mcleodii
22689767,Nyctiphrynus yucatanicus
22689773,Nyctiphrynus ocellatus
22689778,Antrostomus carolinensis
22689781,Antrostomus rufus
22689786,Antrostomus cubanensis
22689792,Antrostomus salvini
22689795,Antrostomus badius
22689798,Antrostomus sericocaudatus
22689801,Antrostomus ridgwayi
22689809,Antrostomus noctitherus
22689813,Antrostomus saturatus
22689823,Hydropsalis cayennensis
22689826,Eleothreptus candicans
22689847,Hydropsalis maculicaudus
22689855,Nyctidromus anthonyi
22689859,Setopagis maculosa
22689862,Nyctipolus nigrescens
22689865,Setopagis whitelyi
22689868,Nyctipolus hirundinaceus
22689871,Veles binotatus
22689875,Caprimulgus ruficollis
22689887,Caprimulgus europaeus
22689893,Caprimulgus fraenatus
22689898,Caprimulgus rufigena
22689902,Caprimulgus aegyptius
22689906,Caprimulgus mahrattensis
22689909,Caprimulgus centralasicus
22689912,Caprimulgus nubicus
22689916,Caprimulgus eximius
22689920,Caprimulgus madagascariensis
22689931,Caprimulgus atripennis
22689934,Caprimulgus manillensis
22689937,Caprimulgus celebensis
22689940,Caprimulgus donaldsoni
22689954,Caprimulgus prigoginei
22689969,Caprimulgus asiaticus
22689972,Caprimulgus natalensis
22689977,Caprimulgus inornatus
22689981,Caprimulgus stellatus
22689985,Caprimulgus affinis
22689988,Caprimulgus tristigma
22689993,Caprimulgus concretus
22689997,Caprimulgus pulchellus
22690000,Gactornis enarratus
22690004,Caprimulgus batesi
22690008,Caprimulgus climacurus
22690012,Caprimulgus clarus
22690016,Caprimulgus fossii
22690021,Caprimulgus longipennis
22690025,Caprimulgus vexillarius
22690029,Hydropsalis climacocerca
22690032,Hydropsalis torquata
22690032,Hydropsalis torquata
22690040,Uropsalis segmentata
22690043,Uropsalis lyra
22690046,Macropsalis forcipata
22690056,Eleothreptus anomalus
22690056,Eleothreptus anomalus
22690066,Columba livia
22690074,Columba rupestris
22690077,Columba leuconota
22690080,Columba guinea
22690084,Columba albitorques
22690088,Columba oenas
22690092,Columba oliviae
22690097,Columba eversmanni
22690103,Columba palumbus
22690112,Columba trocaz
22690117,Columba bollii
22690122,Columba junoniae
22690127,Columba unicincta
22690131,Columba sjostedti
22690138,Columba thomensis
22690145,Columba arquatrix
22690152,Columba pollenii
22690159,Columba hodgsonii
22690159,Columba hodgsonii
22690164,Columba albinucha
22690168,Columba pulchricollis
22690173,Columba elphinstonii
22690178,Columba torringtoniae
22690178,Columba torringtoniae
22690191,Columba punicea
22690195,Columba argentina
22690201,Columba palumboides
22690206,Columba janthina
22690206,Columba janthina
22690211,Columba vitiensis
22690215,Columba leucomela
22690215,Columba leucomela
22690226,Columba pallidiceps
22690229,Patagioenas leucocephala
22690235,Patagioenas speciosa
22690241,Patagioenas squamosa
22690247,Patagioenas corensis
22690247,Patagioenas corensis
22690253,Patagioenas picazuro
22690253,Patagioenas picazuro
22690273,Patagioenas araucana
22690281,Patagioenas caribaea
22690281,Patagioenas caribaea
22690290,Patagioenas cayennensis
22690290,Patagioenas cayennensis
22690296,Patagioenas flavirostris
22690302,Patagioenas oenops
22690302,Patagioenas oenops
22690312,Patagioenas inornata
22690321,Patagioenas plumbea
22690321,Patagioenas plumbea
22690328,Patagioenas subvinacea
22690328,Patagioenas subvinacea
22690334,Patagioenas nigrirostris
22690340,Patagioenas goodsoni
22690346,Columba iriditorques
22690351,Columba malherbii
22690359,Columba delegorguei
22690364,Nesoenas picturatus
22690384,Aplopelia larvata
22690392,Nesoenas mayeri
22690419,Streptopelia turtur
22690426,Streptopelia hypopyrrha
22690432,Streptopelia lugens
22690439,Streptopelia orientalis
22690445,Spilopelia senegalensis
22690445,Spilopelia senegalensis
22690477,Streptopelia decipiens
22690484,Streptopelia vinacea
22690484,Streptopelia vinacea
22690488,Streptopelia capicola
22690488,Streptopelia capicola
22690493,Streptopelia tranquebarica
22690499,Streptopelia semitorquata
22690499,Streptopelia semitorquata
22690515,Streptopelia roseogrisea
22690529,Streptopelia reichenowi
22690545,Macropygia unchall
22690545,Macropygia unchall
22690549,Macropygia rufipennis
22690553,Macropygia tenuirostris
22690557,Macropygia emiliana
22690561,Macropygia amboinensis
22690566,Macropygia magna
22690571,Macropygia phasianella
22690576,Macropygia ruficeps
22690580,Macropygia nigrirostris
22690584,Macropygia mackinlayi
22690589,Reinwardtoena reinwardti
22690596,Reinwardtoena browni
22690600,Reinwardtoena crassirostris
22690604,Turacoena manadensis
22690609,Turacoena modesta
22690614,Turtur abyssinicus
22690621,Turtur chalcospilos
22690628,Turtur afer
22690635,Turtur tympanistria
22690635,Turtur tympanistria
22690639,Turtur brehmeri
22690645,Oena capensis
22690657,Chalcophaps stephani
22690661,Henicophaps albifrons
22690664,Henicophaps foersteri
22690667,Phaps chalcoptera
22690670,Phaps elegans
22690673,Phaps histrionica
22690676,Ocyphaps lophotes
22690689,Geophaps smithii
22690692,Geophaps scripta
22690695,Petrophassa albipennis
22690700,Petrophassa rufipennis
22690705,Geopelia cuneata
22690708,Geopelia striata
22690716,Geopelia maugeus
22690719,Geopelia placida
22690724,Geopelia humeralis
22690727,Leucosarcia melanoleuca
22690736,Zenaida macroura
22690740,Zenaida graysoni
22690747,Zenaida auriculata
22690747,Zenaida auriculata
22690750,Zenaida aurita
22690758,Zenaida galapagoensis
22690762,Columbina inca
22690768,Columbina squammata
22690774,Columbina passerina
22690774,Columbina passerina
22690779,Columbina minuta
22690784,Columbina talpacoti
22690784,Columbina talpacoti
22690789,Columbina buckleyi
22690789,Columbina buckleyi
22690794,Columbina picui
22690799,Columbina cruziana
22690804,Columbina cyanopis
22690809,Claravis pretiosa
22690809,Claravis pretiosa
22690814,Claravis mondetoura
22690819,Claravis geoffroyi
22690829,Metriopelia ceciliae
22690834,Metriopelia morenoi
22690839,Metriopelia melanoptera
22690844,Metriopelia aymara
22690849,Uropelia campestris
22690854,Leptotila verreauxi
22690857,Leptotila megalura
22690862,Leptotila plumbeiceps
22690868,Leptotila battyi
22690874,Leptotila wellsi
22690877,Leptotila rufaxilla
22690883,Leptotila jamaicensis
22690886,Leptotila pallida
22690891,Leptotila cassinii
22690895,Leptotila ochraceiventris
22690895,Leptotila ochraceiventris
22690898,Leptotila conoveri
22690901,Zentrygon carrikeri
22690908,Zentrygon costaricensis
22690924,Geotrygon versicolor
22690928,Leptotrygon veraguensis
22690932,Zentrygon albifacies
22690936,Zentrygon chiriquensis
22690942,Zentrygon goldmani
22690946,Zentrygon linearis
22690950,Zentrygon frenata
22690954,Geotrygon chrysia
22690958,Geotrygon mystacea
22690962,Geotrygon violacea
22690966,Geotrygon montana
22690970,Starnoenas cyanocephala
22690974,Caloenas nicobarica
22690979,Gallicolumba luzonica
22690985,Gallicolumba platenae
22690988,Gallicolumba keayi
22690991,Gallicolumba crinigera
22691005,Gallicolumba menagei
22691009,Gallicolumba rufigula
22691014,Gallicolumba tristigmata
22691019,Alopecoenas jobiensis
22691024,Alopecoenas kubaryi
22691030,Alopecoenas erythropterus
22691037,Alopecoenas xanthonurus
22691042,Alopecoenas stairi
22691047,Alopecoenas sanctaecrucis
22691061,Alopecoenas rubescens
22691071,Alopecoenas canifrons
22691076,Alopecoenas hoedtii
22691081,Trugon terrestris
22691121,Phapitreron cinereiceps
22691127,Treron fulvicollis
22691132,Treron olax
22691132,Treron olax
22691137,Treron vernans
22691142,Treron bicinctus
22691160,Treron curvirostra
22691160,Treron curvirostra
22691165,Treron griseicauda
22691170,Treron floris
22691178,Treron teysmannii
22691186,Treron psittaceus
22691198,Treron capellei
22691203,Treron phoenicopterus
22691212,Treron waalia
22691227,Treron sanctithomae
22691236,Treron pembaensis
22691252,Treron apicauda
22691257,Treron oxyurus
22691269,Treron seimundi
22691274,Treron sphenurus
22691283,Treron sieboldii
22691297,Ptilinopus porphyreus
22691302,Ptilinopus cinctus
22691307,Ptilinopus dohertyi
22691312,Ptilinopus alligator
22691317,Ramphiculus marchei
22691322,Ramphiculus merrilli
22691327,Ramphiculus occipitalis
22691341,Ramphiculus jambu
22691341,Ramphiculus jambu
22691346,Ramphiculus leclancheri
22691362,Megaloprepia formosa
22691367,Megaloprepia magnifica
22691372,Ptilinopus perlatus
22691386,Ptilinopus tannensis
22691391,Ptilinopus aurantiifrons
22691396,Ptilinopus wallacii
22691410,Ptilinopus perousii
22691415,Ptilinopus monacha
22691420,Ptilinopus coronulatus
22691425,Ptilinopus pulchellus
22691430,Ptilinopus regina
22691430,Ptilinopus regina
22691435,Ptilinopus roseicapilla
22691440,Ptilinopus greyi
22691445,Ptilinopus richardsii
22691460,Ptilinopus pelewensis
22691465,Ptilinopus rarotongensis
22691470,Ptilinopus huttoni
22691480,Ptilinopus coralensis
22691485,Ptilinopus chalcurus
22691490,Ptilinopus insularis
22691500,Ptilinopus dupetithouarsii
22691505,Ptilinopus rivoli
22691519,Ptilinopus viridis
22691524,Ptilinopus eugeniae
22691529,Ptilinopus hyogastrus
22691539,Ptilinopus granulifrons
22691544,Ptilinopus iozonus
22691549,Ptilinopus insolitus
22691554,Ptilinopus nainus
22691558,Ptilinopus melanospilus
22691568,Ptilinopus arcanus
22691573,Chrysoena victor
22691577,Chrysoena luteovirens
22691581,Chrysoena viridis
22691585,Drepanoptila holosericea
22691588,Alectroenas madagascariensis
22691588,Alectroenas madagascariensis
22691594,Alectroenas sganzini
22691605,Alectroenas pulcherrimus
22691611,Ducula poliocephala
22691617,Ducula forsteni
22691622,Ducula mindorensis
22691629,Ducula radiata
22691634,Ducula carola
22691653,Ducula concinna
22691658,Ducula pacifica
22691663,Ducula oceanica
22691668,Ducula aurorae
22691674,Ducula galeata
22691680,Ducula rubricera
22691694,Ducula pistrinaria
22691699,Ducula whartoni
22691705,Ducula rosacea
22691710,Ducula pickeringii
22691724,Ducula rufigaster
22691729,Ducula finschii
22691734,Ducula chalconota
22691739,Ducula latrans
22691744,Ducula brenchleyi
22691749,Ducula bakeri
22691754,Ducula goliath
22691765,Ducula melanochroa
22691770,Ducula mullerii
22691775,Ducula zoeae
22691789,Ducula lacernulata
22691794,Ducula cineracea
22691799,Ducula bicolor
22691799,Ducula bicolor
22691807,Ducula luctuosa
22691828,Ducula subflavescens
22691837,Lopholaimus antarcticus
22691847,Cryptophaps poecilorrhoa
22691850,Gymnophaps albertisii
22691860,Gymnophaps solomonensis
22691865,Goura cristata
22691874,Goura victoria
22691890,Didunculus strigirostris
22691893,Eurypyga helias
22691896,Tetrax tetrax
22691900,Otis tarda
22691905,Neotis denhami
22691910,Neotis ludwigii
22691914,Neotis nuba
22691920,Neotis heuglinii
22691924,Ardeotis arabs
22691928,Ardeotis kori
22691932,Ardeotis nigriceps
22691940,Ardeotis australis
22691955,Lophotis savilei
22691960,Lophotis gindiana
22691965,Lophotis ruficrista
22691970,Afrotis afraoides
22691975,Afrotis afra
22691980,Heterotetrax rueppelii
22691986,Heterotetrax vigorsii
22691991,Heterotetrax humilis
22691996,Eupodotis senegalensis
22692000,Eupodotis caerulescens
22692007,Lissotis melanogaster
22692011,Lissotis hartlaubii
22692015,Houbaropsis bengalensis
22692015,Houbaropsis bengalensis
22692024,Sypheotides indicus
22692039,Balearica pavonina
22692046,Balearica regulorum
22692053,Leucogeranus leucogeranus
22692064,Antigone antigone
22692067,Antigone rubicunda
22692073,Antigone vipio
22692078,Antigone canadensis
22692081,Anthropoides virgo
22692109,Anthropoides paradiseus
22692129,Bugeranus carunculatus
22692146,Grus grus
22692151,Grus monacha
22692156,Grus americana
22692162,Grus nigricollis
22692167,Grus japonensis
22692174,Aramus guarauna
22692174,Aramus guarauna
22692177,Podica senegalensis
22692181,Heliopais personatus
22692192,Heliornis fulica
22692199,Psophia leucoptera
22692205,Cariama cristata
22692208,Chunga burmeisteri
22692211,Rhynochetos jubatus
22692215,Sarothrura pulchra
22692219,Sarothrura elegans
22692223,Sarothrura rufa
22692227,Sarothrura lugens
22692232,Sarothrura boehmi
22692236,Sarothrura affinis
22692241,Sarothrura insularis
22692245,Sarothrura ayresi
22692250,Sarothrura watersi
22692256,Himantornis haematopus
22692260,Canirallus oculeus
22692264,Mentocrex kioloides
22692270,Coturnicops exquisitus
22692275,Coturnicops noveboracensis
22692278,Coturnicops notatus
22692278,Coturnicops notatus
22692282,Micropygia schomburgkii
22692288,Rallicula rubra
22692293,Rallicula leucospila
22692298,Rallicula forbesi
22692303,Rallicula mayri
22692308,Rallina tricolor
22692311,Rallina canningi
22692314,Rallina fasciata
22692317,Rallina eurizonoides
22692320,Rufirallus castaneiceps
22692323,Rufirallus viridis
22692330,Porzana fasciata
22692337,Laterallus melanophaius
22692340,Laterallus levraudi
22692343,Laterallus ruber
22692346,Laterallus albigularis
22692349,Laterallus exilis
22692353,Laterallus jamaicensis
22692358,Laterallus tuerosi
22692366,Laterallus spilonota
22692371,Laterallus leucopyrrhus
22692374,Laterallus xenopterus
22692384,Gallirallus australis
22692388,Gallirallus lafresnayanus
22692395,Hypotaenidia sylvestris
22692412,Hypotaenidia okinawae
22692418,Hypotaenidia torquata
22692421,Hypotaenidia insignis
22692425,Hypotaenidia philippensis
22692425,Hypotaenidia philippensis
22692438,Hypotaenidia rovianae
22692441,Hypotaenidia owstoni
22692463,Lewinia striata
22692476,Rallus wetmorei
22692479,Rallus limicola
22692482,Rallus semiplumbeus
22692486,Rallus antarcticus
22692486,Rallus antarcticus
22692498,Rallus caerulescens
22692504,Rallus madagascariensis
22692509,Lewinia mirifica
22692521,Lewinia pectoralis
22692529,Lewinia muelleri
22692535,Dryolimnas cuvieri
22692539,Crex egregia
22692543,Crex crex
22692548,Rougetius rougetii
22692552,Aramidopsis plateni
22692556,Atlantisia rogersi
22692560,Aramides mangle
22692565,Aramides axillaris
22692570,Aramides cajaneus
22692581,Aramides wolfi
22692586,Aramides ypecaha
22692591,Aramides saracura
22692596,Aramides calopterus
22692601,Amaurolimnas concolor
22692604,Gymnocrex rosenbergii
22692609,Gymnocrex plumbeiventris
22692612,Zapornia akool
22692616,Amaurornis olivacea
22692624,Amaurornis isabellina
22692632,Amaurornis moluccana
22692640,Amaurornis phoenicurus
22692643,Zapornia flavirostra
22692654,Zapornia olivieri
22692660,Zapornia bicolor
22692663,Zapornia parva
22692667,Zapornia pusilla
22692676,Porzana porzana
22692680,Porzana fluminea
22692684,Porzana carolina
22692687,Porzana spiloptera
22692690,Porzana albicollis
22692699,Zapornia fusca
22692702,Zapornia paykullii
22692705,Zapornia tabuensis
22692711,Zapornia atra
22692720,Hapalocrex flaviventer
22692723,Amaurornis cinerea
22692729,Amaurornis marginalis
22692737,Cyanolimnas cerverai
22692740,Neocrex colombiana
22692760,Neocrex erythrops
22692760,Neocrex erythrops
22692763,Pardirallus maculatus
22692763,Pardirallus maculatus
22692766,Pardirallus nigricans
22692772,Pardirallus sanguinolentus
22692772,Pardirallus sanguinolentus
22692778,Eulabeornis castaneoventris
22692781,Habroptila wallacii
22692785,Megacrex inepta
22692789,Gallicrex cinerea
22692792,Porphyrio porphyrio
22692808,Porphyrio hochstetteri
22692816,Porphyrio alleni
22692816,Porphyrio alleni
22692827,Porphyrio martinicus
22692848,Porphyrio flavirostris
22692848,Porphyrio flavirostris
22692857,Pareudiastes silvestris
22692866,Gallinula comeri
22692880,Gallinula tenebrosa
22692883,Gallinula angulata
22692887,Gallinula melanops
22692887,Gallinula melanops
22692893,Tribonyx ventralis
22692900,Tribonyx mortierii
22692907,Fulica cristata
22692913,Fulica atra
22692920,Fulica alai
22692929,Fulica leucoptera
22692929,Fulica leucoptera
22692932,Fulica ardesiaca
22692932,Fulica ardesiaca
22692937,Fulica armillata
22692937,Fulica armillata
22692940,Fulica rufifrons
22692940,Fulica rufifrons
22692943,Fulica gigantea
22692946,Fulica cornuta
22692949,Mesitornis variegatus
22692966,Mesitornis unicolor
22692971,Monias benschi
22692977,Syrrhaptes tibetanus
22692980,Syrrhaptes paradoxus
22692983,Pterocles alchata
22692986,Pterocles namaqua
22692986,Pterocles namaqua
22692990,Pterocles exustus
22692994,Pterocles senegallus
22692998,Pterocles gutturalis
22692998,Pterocles gutturalis
22693002,Pterocles orientalis
22693005,Pterocles coronatus
22693009,Pterocles personatus
22693013,Pterocles decoratus
22693017,Pterocles bicinctus
22693021,Pterocles quadricinctus
22693025,Pterocles indicus
22693028,Pterocles lichtensteinii
22693032,Pterocles burchelli
22693036,Attagis gayi
22693039,Attagis malouinus
22693042,Thinocorus orbignyianus
22693046,Thinocorus rumicivorus
22693049,Pedionomus torquatus
22693052,Scolopax rusticola
22693056,Scolopax mira
22693060,Scolopax saturata
22693065,Scolopax celebensis
22693068,Scolopax rochussenii
22693072,Scolopax minor
22693075,Gallinago solitaria
22693078,Gallinago hardwickii
22693082,Gallinago nemoricola
22693085,Gallinago stenura
22693090,Gallinago megala
22693093,Gallinago media
22693097,Gallinago gallinago
22693102,Gallinago nigripennis
22693107,Gallinago macrodactyla
22693112,Gallinago paraguaiae
22693115,Gallinago andina
22693118,Gallinago nobilis
22693121,Gallinago undulata
22693124,Gallinago jamesoni
22693127,Gallinago stricklandii
22693127,Gallinago stricklandii
22693130,Gallinago imperialis
22693133,Lymnocryptes minimus
22693137,Coenocorypha pusilla
22693150,Limosa limosa
22693154,Limosa haemastica
22693158,Limosa lapponica
22693162,Limosa fedoa
22693165,Numenius minutus
22693170,Numenius borealis
22693178,Numenius phaeopus
22693182,Numenius tahitiensis
22693185,Numenius tenuirostris
22693190,Numenius arquata
22693195,Numenius americanus
22693199,Numenius madagascariensis
22693203,Bartramia longicauda
22693207,Tringa erythropus
22693211,Tringa totanus
