"speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi","ForStrat.Value","X","sd.tavg","sd.tmin","sd.tmax","sd.prec","sd.pet","sd.npp","sd.npp.sd","rng.tavg","rng.tmin","rng.tmax","rng.prec","rng.pet","rng.npp","rng.npp.sd","SPID"
"Peromyscus leucopus","mammal","Rodentia","Cricetidae",217,"tavg",0.341410590483489,0.355688364607799,0.00467289719626168,"G",1479,4.51728412580349,4.45202365654502,5.11544742270082,28.5196538246263,246.531925649881,0.698289568379848,0.643845895087542,26.2009998783469,26.3731675148011,26.0225839614868,131.083333969116,1081.52996826172,3.63083697855472,2.36566025018692,"SP372"
"Peromyscus levipes","mammal","Rodentia","Cricetidae",5,"tavg",0.000565850672693342,0.000565850733085985,0.5,"G",1480,3.46194595518293,4.01752064991105,3.23832316095917,27.5995313709823,135.169636872262,0.608287846310927,0.22481047093082,9.48300075531009,10.203332901001,8.7630844116211,67.41667175293,325.17993164063,1.6656620502472,0.547622561454769,"SP373"
"Peromyscus maniculatus","mammal","Rodentia","Cricetidae",1338,"tavg",0.00295812037236305,0.00295812900072894,0.000749063670411985,"G",1481,5.34833053697345,5.15347541004581,5.90948783841268,39.8139066209585,275.287238315999,241.654909831556,834.168237141801,26.7879214286804,28.6277503967285,30.6239567101001,267.99998998642,1514.3999633789,7888.79942218959,27244.3228157982,"SP374"
"Peromyscus melanophrys","mammal","Rodentia","Cricetidae",11,"tavg",0.12808338616172,0.128790780111879,0.125,"G",1482,2.17835080225961,2.73968967146005,2.49243706748002,34.7609111616207,207.762693342969,0.914864297715551,0.271572555386881,6.4074172973633,7.85275030136105,6.7180843353271,98.5833377838138,622.01000976562,2.92346507310867,0.997171342372898,"SP375"
"Peromyscus melanotis","mammal","Rodentia","Cricetidae",5,"tavg",-0.125926125333499,-0.126598150810908,0.5,"G",1483,1.58691696140328,2.21885153480688,1.43243283904033,13.0048606275083,69.9632818615174,0.261191541321266,0.237929749837833,3.82858371734623,4.72350001335144,3.7085838317871,30.6666679382324,190.92993164062,0.635474115610123,0.531963929533959,"SP376"
"Peromyscus merriami","mammal","Rodentia","Cricetidae",10,"tavg",-0.199578187120123,-0.202293204218318,0.142857142857143,"G",1484,3.78641858233239,2.02326727658623,6.00798103994045,35.2806829250869,345.529831689981,0.763454969945213,0.490180975222273,11.5455827713012,7.18316650390623,15.9069156646728,77.75,930.640075683589,1.97482003271579,1.38110421597958,"SP377"
"Peromyscus mexicanus","mammal","Rodentia","Cricetidae",25,"tavg",0.00703907210793871,0.00703918836996808,0.0454545454545455,"G",1485,4.5860157490903,4.77329650955943,4.50784382218873,52.7558612224289,189.98790323546,0.831825310890321,0.289064366078662,14.8792505264282,15.6616673469543,15.5302486419678,184.916664123535,667.67004394531,3.31913995742798,1.10307848453521,"SP378"
"Peromyscus nasutus","mammal","Rodentia","Cricetidae",23,"tavg",0.493609740087128,0.540821738377925,0.05,"G",1486,2.76824514914184,3.00419649490972,2.63252485002776,5.59729737701271,129.789156598317,0.297215088145789,0.185014736890087,11.8977496623993,13.3536667823792,10.8531656265258,19.5833320617676,537.159973144536,1.2487630546093,0.716773554682732,"SP379"
"Peromyscus pectoralis","mammal","Rodentia","Cricetidae",9,"tavg",0.340589139235941,0.354758825646143,0.166666666666667,"G",1487,2.81465242884157,3.75912213580865,2.81563792880162,42.4902362874282,204.56909089697,1.06814242100382,0.290533951611622,8.2235012054444,11.6081666946411,8.7180004119874,132.916662216186,751.58996582031,3.16217267513275,0.837914347648622,"SP380"
"Peromyscus truei","mammal","Rodentia","Cricetidae",227,"tavg",0.316503173138105,0.327756187774032,0.00446428571428571,"G",1489,3.58549598200931,3.79770541608534,3.62468923076961,15.4539227905673,164.476943685526,0.604684098781919,0.341765201656223,20.6815004050732,20.1255836486816,21.5921669006348,98.4166693687441,1049.05999755859,4.41694927960634,1.74843403697013,"SP381"
"Peromyscus zarhynchus","mammal","Rodentia","Cricetidae",5,"tavg",0.670275235797801,0.811242722554417,0.5,"G",1490,3.36964883759393,3.80396844393191,2.9519299649571,83.3585896278417,143.385778974689,0.802302192899317,0.255863122508994,7.9704990386963,9.2298336029053,7.1129150390625,190.916664123535,340.33996582031,1.86776280403137,0.61298048496246,"SP382"
"Petaurus breviceps","mammal","Diprotodontia","Petauridae",5,"tavg",-0.7,-0.867300527694053,0.5,"Ar",1491,1.57620218264428,1.86061990223313,1.64528497387381,53.0813907776883,196.263100524742,1.19367810249316,0.437760195222529,4.3198738098144,4.55639934539794,4.4954299926757,145.5,524.930053710935,2.95020341873169,1.03493282198906,"SP383"
"Petromyscus collinus","mammal","Rodentia","Muridae",10,"tavg",0.4748357869087,0.516295465571115,0.142857142857143,"G",1494,2.34979235225368,2.68110941517671,2.2012013045265,8.02772972139482,162.168024292761,0.0927717471355621,0.117016108905099,8.0539999008178,8.8883337974548,7.9637489318848,21.666666507721,524.19006347656,0.226535856723785,0.351377218961715,"SP384"
"Phenacomys intermedius","mammal","Rodentia","Cricetidae",69,"tavg",0.228996450037225,0.233130121575295,0.0151515151515152,"G",1519,2.83337453451721,3.21750978628419,3.00109235004204,60.9653704619727,127.999529216283,0.667503424048937,0.562114845021721,11.2522504329681,11.9985001087189,12.6010003089904,185.249994277954,606.969970703121,2.63882175832987,2.06125140190124,"SP385"
"Phenacomys ungava","mammal","Rodentia","Cricetidae",5,"tavg",-0.951883611626645,-1.85146365314984,0.5,"G",1520,0.77092505525138,0.831275318501225,0.722337079244502,3.14598498284178,25.0141485724393,0.154783301700041,0.160999630985655,1.8289999961853,1.84591674804688,1.81283330917358,7.6666679382324,64.849975585937,0.37937128543853,0.38471078872681,"SP386"
"Philander opossum","mammal","Didelphimorphia","Didelphidae",14,"tavg",0.78672734894626,1.06278476487274,0.0909090909090909,"S",1527,3.44444320433244,3.6872664306693,3.48366119580109,65.1102488665338,192.665712647047,0.910416520282149,0.282860513645567,11.2461671829223,11.7934989929199,12.419584274292,223.999992370606,743.36999511718,2.91039878129959,1.09020894765854,"SP387"
"Phodopus campbelli","mammal","Rodentia","Cricetidae",17,"tavg",-0.576047165005403,-0.656526493089833,0.0714285714285714,"G",1536,2.30255200039755,2.47408759795348,2.22952301164828,3.8800962111394,92.7592056672564,0.0989585229712013,0.146361523203752,7.96649980545044,8.76008272171021,7.45825016498566,13.9166660308838,317.099975585937,0.330145478248597,0.509610146284104,"SP388"
"Phodopus roborovskii","mammal","Rodentia","Cricetidae",11,"tavg",0.40602224146979,0.430839008052133,0.125,"G",1537,2.24824057506476,1.9265422140663,2.59931288887942,3.93881550545034,96.3743921041693,0.042879865083969,0.0505434576155441,8.29708361625672,7.21474987268448,9.38116645812992,13.416666507721,344.179992675781,0.132071368396282,0.156494870781899,"SP389"
"Phyllostomus discolor","mammal","Chiroptera","Phyllostomidae",15,"tavg",-0.589590016544553,-0.677037395507956,0.0833333333333333,"S",1566,1.31271634934568,1.78361671851329,1.16070936221113,59.439542579625,97.7563009800188,1.10460780067164,0.244222151002029,4.6925830841065,5.9564990997314,4.6002502441406,176.66667175293,379.43994140625,3.2920070886612,0.836325347423551,"SP390"
"Phyllostomus elongatus","mammal","Chiroptera","Phyllostomidae",8,"tavg",0.521314116707171,0.578142592253957,0.2,"S",1567,0.52957317234672,0.805517185084705,0.551322416480985,25.0119802637206,70.7762813225495,0.598061913084052,0.286534715943177,1.2757511138916,2.2994995117187,1.8539161682129,77.16667175293,192.16003417969,1.84772253036499,0.983049094676969,"SP391"
"Phyllostomus hastatus","mammal","Chiroptera","Phyllostomidae",15,"tavg",-0.533672062542406,-0.595265532345529,0.0833333333333333,"S",1568,1.10487575652778,1.50763942208007,0.898868801650736,41.0216976508414,100.081248799914,1.13524177945725,0.322847460608982,4.4337501525879,6.3779163360596,3.6361656188965,152.333335876465,360.28002929688,4.07603991031647,1.07425260543823,"SP392"
"Phyllotis darwini","mammal","Rodentia","Cricetidae",9,"tavg",-0.556770739839149,-0.6281408813577,0.166666666666667,"G",1569,1.84719427492263,2.50654810034552,1.43239102087836,26.3822216304882,90.763128246042,1.04382243229253,0.545653058585828,5.8300695419312,7.16984677314756,4.4876804351806,91,293.59997558594,3.65854877233506,1.8864810615778,"SP393"
"Phyllotis xanthopygus","mammal","Rodentia","Cricetidae",9,"tavg",-0.533922188032307,-0.595615328550879,0.166666666666667,"G",1570,7.837552587577,7.9195859365128,8.02684201940759,38.4480357166301,391.447758915115,0.525661862789104,0.415002165452219,19.7179169654846,20.1765738129616,21.2010850906372,114.500004768372,1093.94995117188,1.47525945305824,1.24780151247978,"SP394"
"Pipistrellus javanicus","mammal","Chiroptera","Vespertilionidae",6,"tavg",0.46419456102019,0.502644737182925,0.333333333333333,"A",1591,1.8320109008802,1.70332976369632,2.04207142085907,36.3203482877465,170.418857307709,0.777607262710213,0.290102939150517,5.2065830230713,4.6077499389649,5.8053321838379,96.33332824707,406.72998046875,2.2227383852005,0.81426185369492,"SP395"
"Platyrrhinus helleri","mammal","Chiroptera","Phyllostomidae",18,"tavg",-0.14486419945589,-0.145890509244478,0.0666666666666667,"Ar",1615,2.02837856755641,2.43484995130531,1.80874892229118,39.1519076894445,72.6642851905408,0.893584968883584,0.234726974318504,8.7395000457764,10.3003339767456,7.2099990844726,141.333335876465,277.32995605469,3.42122316360473,0.967596828937531,"SP396"
"Platyrrhinus lineatus","mammal","Chiroptera","Phyllostomidae",15,"tavg",-0.385351112118102,-0.406328853143885,0.0833333333333333,"Ar",1616,0.735570015456918,0.624022408542076,0.859205309318611,10.6766043243537,48.6438756881419,0.597022368657431,0.192937436897576,2.5651664733887,2.1996669769287,2.9618339538575,31.166664123535,161.669921875,1.86819714307785,0.633130311965947,"SP397"
"Procavia capensis","mammal","Hyracoidea","Procaviidae",5,"tavg",-0.214202525776498,-0.217571845023517,0.5,"G",1665,4.73570163434807,4.76740396719405,4.95441352742952,17.2407776553144,326.927735177146,0.682038694615447,0.222098995703074,11.7312498092651,11.7050004005432,11.7593326568603,43.9166641235352,727.78002929688,1.62930545210838,0.57493281364441,"SP398"
"Procyon lotor","mammal","Carnivora","Procyonidae",79,"tavg",-0.0566615337227423,-0.0567222886390489,0.0131578947368421,"G",1666,3.13525508143781,3.60019711240495,3.3462793885314,31.7852554215135,199.026412669205,0.769849900380753,0.502594033447124,14.7189993858337,16.0694994926453,17.6277503967285,157.416666030884,921.109985351562,2.59939885139466,2.08796493709087,"SP399"
"Proechimys semispinosus","mammal","Rodentia","Echimyidae",18,"tavg",-0.489303927989114,-0.535144742560176,0.0666666666666667,"G",1667,0.837601419235448,1.03980840146296,0.933751795511022,32.6770799851135,97.1378944988127,0.67333302661257,0.16794131470561,3.7232208251953,4.2954387664794,3.9110832214356,103.83332824707,309.65002441406,2.19303965568542,0.493339538574217,"SP400"
"Proechimys simonsi","mammal","Rodentia","Echimyidae",6,"tavg",0.201380182164792,0.204170658309741,0.333333333333333,"G",1668,2.56297181499491,2.73347364327972,2.39847059335885,45.7991239734802,52.4674220278907,0.708306648572518,0.480791229936297,6.9915008544922,7.5635824203491,6.4266662597657,126.583335876465,139.02001953125,1.70371639728547,1.26666271686554,"SP401"
"Ptenochirus jagori","mammal","Chiroptera","Pteropodidae",15,"tavg",-0.366993392677718,-0.384944071533763,0.0833333333333333,"Ar",1685,1.36391204014405,1.42951856691066,1.32379391264684,44.1524192301079,64.9237276906857,172.301871536847,597.402230849312,5.0395851135254,5.4239616394043,4.7830848693848,163.916656494141,197.01000976563,491.403589606285,1698.50928243995,"SP402"
"Pteronotus davyi","mammal","Chiroptera","Mormoopidae",18,"tavg",0.266798229768211,0.273413493452568,0.0666666666666667,"A",1686,2.14848487218087,3.92742793171932,2.00112342815818,60.2216027109878,204.955680802513,1.68250358792984,0.2301723214383,8.3866386413574,11.1865482330322,7.844165802002,178.91667175293,573.52001953125,5.15603286027909,0.82655203342438,"SP403"
"Pteronotus parnellii","mammal","Chiroptera","Mormoopidae",35,"tavg",0.314157488920527,0.325151510380473,0.03125,"A",1687,1.78548185434875,2.74226091965493,2.05426163961281,57.3344100286556,162.983635374061,1.04737718535719,0.247689165764075,7.5901374816894,11.4474420547485,10.1153335571289,223.333332061768,540.92004394531,4.17801806330681,0.998266994953152,"SP404"
"Pteropus alecto","mammal","Chiroptera","Pteropodidae",5,"tavg",-0.373151228034719,-0.392079112717107,0.5,"Ar",1689,2.33378462333718,2.63891195019415,2.51611023923504,22.694864797052,164.502411536352,1.19803620822407,0.230197835976052,5.3096675872802,6.0723056793212,6.0377502441407,50.1666641235352,397.96008300781,2.56505513191223,0.538987308740616,"SP405"
"Puma concolor","mammal","Carnivora","Felidae",45,"tavg",0.182034536457933,0.184086150549004,0.0238095238095238,"G",1700,3.03492466121302,2.5081443857304,4.19459752050255,53.5562016275631,274.669323676017,1.02620647662748,0.786509440786442,13.0315833091735,12.5338335037231,17.3531084060669,213.91667175293,1063.37005615235,3.11707857251167,2.18202552199363,"SP406"
"Pygoderma bilabiatum","mammal","Chiroptera","Phyllostomidae",16,"tavg",-0.251999330724653,-0.257546572183856,0.0769230769230769,"Ar",1709,1.04456024537258,1.18375858059311,0.945588704758377,9.43542679074709,40.2304886451467,0.665126448724103,0.229668036632147,3.7447509765625,4.6246671676636,3.0235004425049,24.916664123535,146.63989257813,1.91558063030243,0.645952045917515,"SP407"
"Rattus argentiventer","mammal","Rodentia","Muridae",5,"tavg",0.78297122317127,1.05300326065724,0.5,"G",1738,3.39375304789957,3.5031202641529,3.31211825773611,54.3365161330175,138.418256154884,0.70924398125073,0.269034819074173,7.5080814361573,8.173999786377,7.5699996948242,126.750015258789,306.66003417969,1.51437950134278,0.622178614139557,"SP408"
"Rattus everetti","mammal","Rodentia","Muridae",12,"tavg",-0.134543939197221,-0.135364713783797,0.111111111111111,"G",1739,1.39954715058256,1.55761139283045,1.30071687672621,34.2384936050418,62.2377815471855,221.371358773016,767.811390317513,5.0820007324219,5.4811668395996,4.6847496032715,90.333328247071,171.76000976563,490.292002439499,1698.02651131153,"SP409"
"Rattus exulans","mammal","Rodentia","Muridae",21,"tavg",0.217867843270887,0.221416607339885,0.0555555555555556,"G",1740,3.60856321805727,4.07593306435961,3.21749880763548,53.8484667784995,140.021500475794,1.11884958426265,0.338091789249177,11.9345932006836,12.6709775924683,11.3152408599853,225.166656494141,468.5,4.08756706118583,1.25702767074108,"SP410"
"Rattus leucopus","mammal","Rodentia","Muridae",6,"tavg",-0.123936519540193,-0.124576998496085,0.333333333333333,"G",1741,1.28280664214222,1.57783984086463,1.41883582039538,82.5664621901528,72.7155603498377,0.606551612461543,0.128248940131165,3.1194171905518,4.1986675262451,3.8870010375977,218.08332824707,180.59008789063,1.4507188796997,0.34805512428284,"SP411"
"Rattus niobe","mammal","Rodentia","Muridae",5,"tavg",0.90061706450598,1.47547672970317,0.5,"G",1742,3.12463532753271,3.04152064501897,3.20947624272101,11.3309441965373,125.020694900264,0.773392902435673,0.0600067041068819,7.6505002975464,7.49183368682858,7.8059997558593,27.66667175293,299.91003417968,1.82315587997436,0.135735571384425,"SP412"
"Rattus norvegicus","mammal","Rodentia","Muridae",67,"tavg",-0.247661258633321,-0.25291970411909,0.015625,"G",1743,6.23881476771217,6.1807654451985,6.72366104789276,57.3888949666292,324.014753057345,1642.93711711808,5675.03040185202,30.0182309150696,32.1954574584961,29.7962373495102,283.416666984558,1366.3200378418,7888.61079102755,27244.1826992333,"SP413"
"Rattus rattus","mammal","Rodentia","Muridae",114,"tavg",-0.232390945115279,-0.236715429457275,0.00900900900900901,"G",1744,5.91857159956512,6.42377326073454,5.61483939869091,75.532619945274,269.175458988514,1.00108933484724,0.562366753689937,21.8964071273803,23.766928061843,21.7821578979492,322.833333492279,1052.919921875,4.80054399371147,2.28621523082256,"SP414"
"Rattus tanezumi","mammal","Rodentia","Muridae",17,"tavg",0.461220775689267,0.49886081422546,0.0714285714285714,"G",1745,4.27153873660762,4.91581822204558,3.66469140017263,63.4142707564601,124.256572269128,118.665313596807,411.721134035504,12.6115007400513,14.2413787841797,11.1060009002686,221.666667938232,452.72998046875,490.687067389488,1698.18811544776,"SP415"
"Rattus tiomanicus","mammal","Rodentia","Muridae",6,"tavg",-0.918142342568152,-1.5770653064288,0.333333333333333,"G",1746,4.07529527836826,4.12369232221382,4.02708021684107,42.8777255756499,161.220879068375,0.990219398755593,0.335338739994603,11.4416694641114,11.5907258987427,11.2913970947265,116.833343505859,454.31005859375,2.71385109424592,0.925610587000843,"SP416"
"Reithrodontomys fulvescens","mammal","Rodentia","Cricetidae",39,"tavg",-0.00147088082252618,-0.00147088188327307,0.0277777777777778,"G",1751,3.00689128124562,3.50431685033217,3.26480753005993,36.6062519605389,176.426351167614,0.954135677247563,0.436449224307051,13.0590839385986,11.7445831298828,16.802583694458,129.25,875.179992675784,3.46238252520561,1.62235262989998,"SP417"
"Reithrodontomys megalotis","mammal","Rodentia","Cricetidae",261,"tavg",-0.319709002270141,-0.331322946991286,0.00387596899224806,"G",1752,3.74190196975339,4.00206787074364,3.84220227564911,16.3138770944377,184.18026596954,0.607256921368379,0.348269074420116,18.9652500152587,17.4585003852844,20.656415939331,89.5833334922791,980.710021972651,3.64117956906557,1.70814245939255,"SP418"
"Reithrodontomys mexicanus","mammal","Rodentia","Cricetidae",9,"tavg",0.0780488508279819,0.0782079140003439,0.166666666666667,"G",1753,4.53870503807324,5.3004566733777,3.89983751563701,59.8206461833034,204.566978060488,1.00908140332552,0.361581347000309,12.9890837669373,14.3410830497742,11.6361675262451,141.333320617676,640.030029296878,2.98752045631409,1.11859858036042,"SP419"
"Reithrodontomys microdon","mammal","Rodentia","Cricetidae",6,"tavg",0.819425517921703,1.15506637249862,0.333333333333333,"G",1754,4.08396531247844,5.36516274699741,2.91395065364464,14.8882321062622,123.030342316022,0.870459805952134,0.320163304360054,11.1245837211609,13.8829169273376,8.3663330078125,33.249992370605,343.010009765628,1.97717547416687,0.735347151756287,"SP420"
"Reithrodontomys montanus","mammal","Rodentia","Cricetidae",23,"tavg",-0.121011208513988,-0.121607137765334,0.05,"G",1755,2.91493263687613,3.26588890237173,2.97066040843298,16.1556346222635,144.466414364393,0.290928924060989,0.197358965480929,13.2379159927368,16.5530834197998,11.7401676177978,58.1666641235352,512.5,1.02778014540673,0.616654261946678,"SP421"
"Reithrodontomys sumichrasti","mammal","Rodentia","Cricetidae",9,"tavg",0.220703262584399,0.224395261052545,0.166666666666667,"G",1757,4.42923601451417,5.19989295588159,3.85046629777748,31.5632379229009,168.690385126139,0.634884027134365,0.370838643041104,11.8210825920105,14.1440005302429,10.2138347625732,106.166664123535,470.699951171878,1.73298096656799,1.16292095184326,"SP422"
"Rhabdomys pumilio","mammal","Rodentia","Muridae",9,"tavg",0.0352465773785844,0.0352611841248606,0.166666666666667,"G",1758,1.91887001686932,1.9281357514699,2.65025437701124,19.93474669273,248.548889252566,1.22679334542341,0.386272340062516,7.3511667251586,6.55408382415773,8.1459999084473,64.4166693687439,739.38000488282,3.18027870357036,1.08510944247246,"SP423"
"Rhinolophus arcuatus","mammal","Chiroptera","Rhinolophidae",17,"tavg",-0.190392762194026,-0.19274467272161,0.0714285714285714,"A",1767,1.24311371180517,1.26298853116369,1.28269632110899,43.1327094103968,71.8322441589607,214.002607741461,742.321513928751,3.9600009918213,3.8301677703858,4.3624992370606,142.749984741211,214.17993164063,491.536173343659,1698.57168892026,"SP424"
"Rhinolophus philippinensis","mammal","Chiroptera","Rhinolophidae",6,"tavg",-0.216855431022419,-0.220353990501091,0.333333333333333,"A",1768,0.982703675269169,1.03304953469959,1.0783867151889,61.4408342715386,29.9741146549403,252.900496000738,876.942335182167,2.7559986114501,2.6133346557617,2.896333694458,132.83332824707,74.44006347656,491.535660147667,1698.58391714096,"SP425"
"Rhinolophus virgo","mammal","Chiroptera","Rhinolophidae",16,"tavg",0.157706580104165,0.159033903872511,0.0769230769230769,"A",1769,1.42308540473674,1.53905276706798,1.33340352644678,41.5290505996189,78.4181271438843,167.140117449747,579.88955308849,5.0958480834961,5.7832660675049,4.4144096374512,115.41665649414,244.15991210938,490.355905294418,1698.21229296923,"SP426"
"Rhinophylla pumilio","mammal","Chiroptera","Phyllostomidae",8,"tavg",-0.55651508563473,-0.627770447823557,0.2,"Ar",1770,1.45991674119901,1.9324144348829,1.0848038028483,44.0377155494565,93.7376717314446,1.17119801879809,0.217837394459999,4.4049167633057,5.9235820770264,3.6361656188965,141.333335876465,299.41003417969,4.14250326156616,0.66029071807861,"SP427"
"Rhogeessa tumida","mammal","Chiroptera","Vespertilionidae",9,"tavg",-0.623585341570037,-0.730850402931975,0.166666666666667,"A",1785,1.54882810835569,1.85042611930603,1.99960794093366,26.500602033007,113.136911174841,0.589801825723334,0.181051477241346,5.8893165588379,5.6591663360595,6.7487411499023,82.749992370605,382.76000976563,1.55518388748169,0.465054869651794,"SP428"
"Rhynchonycteris naso","mammal","Chiroptera","Emballonuridae",5,"tavg",0.108388041220768,0.108815504781993,0.5,"A",1790,0.592108435601779,0.657821955030364,0.675952635429078,18.772910520478,50.9846390816562,0.910450486178465,0.179511621537888,1.3799171447754,1.6147499084473,1.75950050354,44.5,125.06005859375,2.26660871505737,0.453877151012421,"SP429"
"Rousettus aegyptiacus","mammal","Chiroptera","Pteropodidae",7,"tavg",0.259851747780384,0.265949412780619,0.25,"Ar",1796,3.5651974711949,4.04687769581983,3.56399607990329,44.3945506504456,285.957768674909,0.90890682331852,0.248120743356938,9.2097358703613,10.1683225631714,9.9420013427734,129.833339691162,879.44006347656,2.22910690307617,0.695782005786893,"SP430"
"Rousettus amplexicaudatus","mammal","Chiroptera","Pteropodidae",19,"tavg",-0.0536064232024294,-0.0536578605938736,0.0625,"Ar",1797,1.71195894377627,2.06476806836585,1.44379674555935,44.0848988832862,68.6711160155601,154.503777319536,535.390344023112,7.9226665496826,9.3866672515869,6.6194152832032,161.25,230.23999023438,491.544213175774,1698.60024723411,"SP431"
"Saccopteryx bilineata","mammal","Chiroptera","Emballonuridae",14,"tavg",0.31646211083528,0.327710554816557,0.0909090909090909,"A",1798,1.1087586748422,1.1718285236269,1.32277749701535,64.1195607121336,137.079993299798,1.07734333210657,0.310675725406435,4.6270275115967,4.0861663818359,5.3480834960938,195.000003814698,455.77001953125,3.25932145118714,1.18407425284386,"SP432"
"Scalopus aquaticus","mammal","Eulipotyphla","Talpidae",26,"tavg",-0.326268137562438,-0.338646082056893,0.0434782608695652,"G",1813,2.28055800904759,2.46317058997696,2.3086002009053,16.8229265546984,95.6802182975297,0.458794406354375,0.224988571069454,11.1940002441406,11.1265832185745,11.6774158477784,70.8333320617676,464.940002441409,2.58275353908539,0.767804622650145,"SP433"
"Scapanus latimanus","mammal","Eulipotyphla","Talpidae",29,"tavg",-0.228262713082487,-0.232355915686204,0.0384615384615385,"G",1814,4.42551094475815,4.77865652477164,4.23089997410559,18.687095623965,163.554819043524,0.677112230498416,0.289678494248871,16.0352501869202,16.6913328170776,15.8894987106323,72.9166679382326,650.159973144529,2.92412313818931,1.39829784631729,"SP434"
"Scapanus orarius","mammal","Eulipotyphla","Talpidae",79,"tavg",0.0647691091207704,0.0648599073856393,0.0131578947368421,"G",1815,1.90850697947045,1.93698960944244,2.19290643842069,47.9335100948198,110.613475530967,0.551979892734706,0.292987933887607,8.20908308029179,7.85924977064133,10.069417476654,240.750010490417,523.679992675781,2.33379566669464,1.51689165830613,"SP435"
"Scapanus townsendii","mammal","Eulipotyphla","Talpidae",35,"tavg",0.110585961169858,0.111040092702977,0.03125,"G",1816,1.73788331602518,1.53495543062337,2.05294345669262,39.3152262859699,88.7087258890725,0.375300314008476,0.293713850353762,6.61008358001714,5.5996664762497,8.55641746520996,127.333335876465,390.909973144531,1.8010231256485,1.37085247039795,"SP436"
"Sciurus aberti","mammal","Rodentia","Sciuridae",40,"tavg",0.165519197367169,0.167056095747249,0.027027027027027,"Ar",1828,2.68500276674228,2.98488642230032,2.5634858792475,5.24966241043304,131.960789186628,0.364166987520108,0.266644993200384,11.4990832805633,11.3737502098083,11.7745838165283,21.0833358764648,511.200012207031,1.24613136053086,1.01672932505608,"SP437"
"Sciurus arizonensis","mammal","Rodentia","Sciuridae",52,"tavg",0.153922411582496,0.155155571499383,0.0204081632653061,"Ar",1829,2.48125812530778,2.82425809542986,2.38007737069371,7.27710507975516,97.9917794813106,0.357516380598038,0.184488778553198,10.1013336181641,11.1276661157608,9.6903343200683,31.5833339691162,415.17004394531,1.51515591144562,0.805425599217415,"SP438"
"Sciurus carolinensis","mammal","Rodentia","Sciuridae",36,"tavg",-0.150822767541478,-0.15198224834385,0.0303030303030303,"Ar",1830,2.85113109847534,2.78858155544762,3.17010406656844,18.3084191103088,171.924446227323,0.558442201381968,0.427818941416543,12.0584163665772,13.6153336763382,13.1723337173462,102.416666030884,683.949951171878,2.70061373710633,1.37143957614899,"SP439"
"Sciurus griseus","mammal","Rodentia","Sciuridae",53,"tavg",0.16679495398529,0.168368073883938,0.02,"Ar",1831,3.10187871175467,3.41606785801243,3.02962659153287,30.6432832431917,140.082352194894,0.756098399316587,0.43376983621534,15.9138336181641,17.0014996528626,14.8229999542236,130.5,584.779968261719,3.29463876783848,1.86479356884956,"SP440"
"Sciurus nayaritensis","mammal","Rodentia","Sciuridae",8,"tavg",-0.0917785388307026,-0.0920375418200904,0.2,"Ar",1832,1.80608089242751,1.34238187098152,2.30740981241123,5.49490218588391,112.115265283781,0.131627630954449,0.134415831118242,5.48691749572753,3.95299983024597,7.2845001220703,15.5,337.52001953125,0.358528256416321,0.33987957239151,"SP441"
"Sciurus niger","mammal","Rodentia","Sciuridae",78,"tavg",0.353308892360691,0.369219572969514,0.0133333333333333,"Ar",1833,3.34448307475008,4.06532600985278,2.89545045774944,22.35054138004,121.885321984459,0.624435360052515,0.299332178486098,19.6708328723907,19.7633333206177,19.5734992027283,99.75,805.539978027349,2.58104288578033,1.5493278503418,"SP442"
"Sciurus vulgaris","mammal","Rodentia","Sciuridae",6,"tavg",-0.583034848871675,-0.667048213108041,0.333333333333333,"Ar",1834,3.72703700699973,3.99767734983619,3.66051419842625,10.7377077917848,169.318156783027,3186.10498042128,11004.548245708,9.66366684436794,9.77808380126954,10.0205001831055,29.0833320617676,448.280029296875,7887.87329956889,27244.2340827584,"SP443"
"Scotinomys teguina","mammal","Rodentia","Cricetidae",10,"tavg",-0.241631934957047,-0.246506514091432,0.142857142857143,"G",1838,2.66312313635548,2.47109908121112,2.88856191294537,45.1201098689751,139.361946859549,0.55876535436364,0.255888886931596,7.7573337554932,7.16724967956544,8.7728328704834,123.166664123535,423.13000488281,1.7130982875824,0.887470185756688,"SP444"
"Scotophilus dinganii","mammal","Chiroptera","Vespertilionidae",5,"tavg",-0.807305251116898,-1.11924243925475,0.5,"A",1839,2.19691089501996,3.33234281375536,1.7655249365818,11.2621225726373,206.437521922773,0.372814532529076,0.297971126549989,5.5830726623536,9.0474042892457,4.9724178314209,27.5833320617676,557.05004882813,0.98713374137879,0.763048648834225,"SP445"
"Scotophilus kuhlii","mammal","Chiroptera","Vespertilionidae",5,"tavg",0.335755974420909,0.349301546586383,0.5,"A",1840,1.29855315722025,1.47535390422318,1.209783572594,54.6973566721503,34.9514231143242,0.911770546041517,0.0641844318848561,2.5279998779297,3.1595840454101,2.7135829925537,111.833335876465,73.60998535156,2.0133348107338,0.175085723400116,"SP446"
"Scotophilus nigrita","mammal","Chiroptera","Vespertilionidae",5,"tavg",0.17670499974526,0.178579428470399,0.5,"A",1841,1.90916549584936,2.33462836077522,1.54798889782084,17.7777568303754,170.717975380918,1.00215867800293,0.224212071120287,4.1870822906494,4.7076673507691,3.6676654815674,49.0833358764648,386.07995605469,2.39079833030701,0.579198867082595,"SP447"
