"","species","lat.rng"
"705","Empidonax traillii",40.91666503
"706","Empidonax virescens",15.74999937
"707","Empidonax wrightii",18.49999926
"708","Enhydra lutris",26.99999892
"709","Enicurus leschenaulti",22.33333244
"710","Ensatina eschscholtzii",5.08333313
"711","Ensifera ensifera",13.08333281
"712","Entomodestes leucotis",2.74999989
"713","Eonycteris spelaea",12.66666616
"714","Eopsaltria australis",19.58333255
"715","Epinecrophylla gutturalis",4.9999998
"716","Epomophorus wahlbergi",30.33333212
"717","Eptesicus brasiliensis",37.91666515
"718","Eptesicus furinalis",44.41666489
"719","Eptesicus fuscus",38.74999845
"720","Eptesicus gobiensis",4.41666649
"721","Eremophila alpestris",50.8333313
"722","Eremopsaltria mongolica",4.08333317
"723","Erethizon dorsatum",38.49999846
"724","Eriocnemis luciani",13.99999944
"725","Erithacus rubecula",14.33333276
"726","Erythropygia leucophrys",21.08333249
"727","Erythropygia paena",5.16666646
"728","Erythropygia quadrivirgata",12.33333284
"729","Erythrura papuana",5.24999979
"730","Erythrura trichroa",5.91666643
"731","Estrilda astrild",37.91666515
"732","Estrilda melpoda",8.91666631
"733","Eubucco versicolor",6.83333306000001
"734","Eugenes fulgens",22.41666577
"735","Eulampis jugularis",1.49999994
"736","Eumeces skiltonianus",5.74999977
"737","Eumetopias jubatus",25.91666563
"738","Eumomota superciliosa",5.08333313
"739","Eumops bonariensis",12.08333285
"740","Eumops glaucinus",22.08333245
"741","Eumops perotis",57.74999769
"742","Eumyias thalassinus",7.16666638
"743","Euphagus carolinus",18.08333261
"744","Euphagus cyanocephalus",13.99999944
"745","Euphonia laniirostris",21.74999913
"746","Euphonia xanthogaster",20.74999917
"747","Euplectes afer",34.33333196
"748","Euplectes ardens",40.24999839
"749","Euplectes capensis",30.74999877
"750","Euplectes franciscanus",24.91666567
"751","Euplectes hordeaceus",14.66666608
"752","Euplectes macrourus",29.24999883
"753","Eurillas latirostris",6.74999973
"754","Eurillas virens",13.91666611
"755","Euryoryzomys nitidus",35.99999856
"756","Eurystomus orientalis",37.4999985
"757","Euscarthmus meloryphus",24.66666568
"758","Eutoxeres condamini",11.83333286
"759","Falco columbarius",35.24999859
"760","Falco mexicanus",14.41666609
"761","Falco peregrinus",33.74999865
"762","Falco sparverius",103.58332919
"763","Ficedula hyperythra",22.08333245
"764","Ficedula hypoleuca",38.08333181
"765","Ficedula parva",27.24999891
"766","Ficedula strophiata",4.66666648
"767","Ficedula tricolor",6.24999975
"768","Florisuga mellivora",17.33333264
"769","Fluvicola pica",29.41666549
"770","Formicarius colma",19.91666587
"771","Formicivora grisea",3.66666652000001
"772","Formicivora rufa",26.91666559
"773","Foulehaio carunculatus",6.33333308
"774","Francolinus sephaena",21.99999912
"775","Fringilla coelebs",94.58332955
"776","Fulica americana",23.24999907
"777","Fulmarus glacialis",23.49999906
"778","Furnarius leucopus",15.91666603
"779","Furnarius rufus",20.49999918
"780","Galbula albirostris",9.91666627000001
"781","Galbula cyanescens",6.74999973
"782","Galbula galbula",5.41666645000001
"783","Galerida cristata",41.08333169
"784","Gallicolumba beccarii",5.41666645
"785","Gallinago delicata",34.66666528
"786","Gallinago gallinago",55.33333112
"787","Gallinago paraguaiae",39.49999842
"788","Gallinula chloropus",71.16666382
"789","Gallinula galeata",57.33333104
"790","Gambelia wislizenii",8.41666633
"791","Garrulus glandarius",31.41666541
"792","Gavia immer",22.16666578
"793","Gavia pacifica",14.08333277
"794","Gavia stellata",11.08333289
"795","Geococcyx californianus",10.99999956
"796","Geomys arenarius",2.74999989
"797","Geomys bursarius",15.24999939
"798","Geomys knoxjonesi",2.91666655
"799","Geomys lutescens",5.99999976
"800","Geothlypis aequinoctialis",31.99999872
"801","Oporornis formosus",28.49999886
"802","Oporornis philadelphia",42.91666495
"803","Oporornis tolmiei",35.8333319
"804","Geothlypis trichas",32.91666535
"805","Geotrygon montana",43.3333316
"806","Geranospiza caerulescens",41.33333168
"807","Gerarda prevostiana",14.58333275
"808","Gerbillurus paeba",11.16666622
"809","Gerbillurus setzeri",5.58333311
"810","Gerygone chrysogaster",2.91666655
"811","Glaucidium brasilianum",50.66666464
"812","Glaucidium gnoma",18.91666591
"813","Glaucidium peruanum",11.49999954
"814","Glaucis hirsutus",21.83333246
"815","Glaucomys sabrinus",29.74999881
"816","Glaucomys volans",19.83333254
"817","Glossophaga commissarisi",9.41666629
"818","Glossophaga glossophaga",3.16666654
"819","Glossophaga leachii",8.83333298
"820","Glossophaga longirostris",0.91666663
"821","Glossophaga soricina",53.66666452
"822","Glyphorynchus spirurus",30.08333213
"823","Grallaria andicolus",6.66666640000001
"824","Grallaria rufula",14.1666661
"825","Grallaria squamigera",8.66666632
"826","Grallaricula nana",10.91666623
"827","Grampus griseus",13.3333328
"828","Grus canadensis",17.83333262
"829","Gubernetes yetapa",4.58333315
"830","Gulo gulo",19.66666588
"831","Gymnopithys rufigula",5.99999975999999
"832","Gymnorhinus cyanocephalus",4.66666648
"833","Gyrinophilus porphyriticus",1.6666666
"834","Habia fuscicauda",9.24999963
"835","Habia rubica",44.91666487
"836","Habromys lophurus",1.24999995
"837","Haematopus palliatus",86.16666322
"838","Halcyon albiventris",30.66666544
"839","Halcyon leucocephala",16.49999934
"840","Halcyon malimbica",8.83333298
"841","Todiramphus sanctus",37.08333185
"842","Halcyon senegalensis",30.74999877
"843","Halcyon smyrnensis",10.74999957
"844","Haplonycteris fischeri",11.08333289
"845","Haplospiza rustica",15.24999939
"846","Harpyionycteris whiteheadi",3.3333332
"847","Heliangelus amethysticollis",7.99999968000001
"848","Heliodoxa leadbeateri",8.99999964
"849","Heliodoxa xanthogonys",1.58333327
"850","Heliomaster longirostris",25.49999898
"851","Heliothryx auritus",12.41666617
"852","Hellmayrea gularis",13.66666612
"853","Helmitheros vermivorum",29.83333214
"854","Hemidactylus mabouia",5.66666644
"855","Hemiechinus auritus",4.08333317
"856","Hemispingus atropileus",14.1666661
"857","Hemispingus melanotis",13.49999946
"858","Hemispingus superciliaris",15.24999939
"859","Hemitriccus margaritaceiventer",16.83333266
"860","Henicorhina leucophrys",31.6666654
"861","Henicorhina leucosticta",21.49999914
"862","Herpsilochmus rufimarginatus",30.49999878
"863","Heteromys desmarestianus",8.58333299
"864","Heteromys gaumeri",3.74999985
"865","Himantopus himantopus",78.99999684
"866","Hipposideros ater",32.83333202
"867","Hipposideros bicolor",22.33333244
"868","Hipposideros caffer",36.08333189
"869","Hipposideros cervinus",21.74999913
"870","Hipposideros diadema",31.99999872
"871","Hipposideros larvatus",9.58333294999999
"872","Hipposideros obscurus",6.33333308
"873","Hirundinea ferruginea",37.58333183
"874","Petrochelidon pyrrhonota",36.41666521
"875","Hirundo rustica",94.33332956
"876","Histrionicus histrionicus",16.08333269
"877","Histriophoca fasciata",14.41666609
"878","Hydromys chrysogaster",12.16666618
"879","Hydropsalis parvula",14.08333277
"880","Hydropsalis torquata",35.66666524
"881","Hyla cadaverina",1.24999995
"882","Hyla regilla",6.99999972
"883","Hylarana albolabris",4.08333317
"884","Hylia prasina",7.66666636000001
"885","Hylocharis chrysura",13.41666613
"886","Hylocharis cyanus",19.08333257
"887","Hylocharis leucotis",9.66666628
"888","Hylocichla mustelina",27.91666555
"889","Hylonycteris underwoodi",6.49999974
"890","Hylophilus ochraceiceps",30.74999877
"891","Hylophilus pectoralis",5.99999975999999
"892","Hylophylax naevius",15.74999937
"893","Hymenops perspicillatus",9.49999962
"894","Hyperolius ocellatus",3.49999986
"895","Hyperolius riggenbachi",1.33333327999999
"896","Hypocnemis cantator",3.41666653
"897","Hypogramma hypogrammicum",8.41666632999999
"898","Hypothymis azurea",19.41666589
"899","Hypsiglena torquata",13.83333278
"900","Hypsipetes everetti",2.58333323
"901","Hypsipetes philippinus",8.08333301
"902","Icteria virens",37.83333182
"903","Icterus bullockii",22.74999909
"904","Icterus cayanensis",37.41666517
"905","Icterus cucullatus",16.49999934
"906","Icterus galbula",29.33333216
"907","Icterus parisorum",11.74999953
"908","Icterus pustulatus",3.66666652
"909","Icterus spurius",15.8333327
"910","Ictinia mississippiensis",9.24999963
"911","Iduna pallida",9.66666628
"912","Ifrita kowaldi",3.99999984
"913","Illadopsis fulvescens",9.41666629000001
"914","Illadopsis rufipennis",4.08333316999999
"915","Indicator indicator",25.16666566
"916","Indicator minor",36.08333189
"917","Inezia caudata",3.83333317999999
"918","Inezia inornata",10.99999956
"919","Irena cyanogaster",8.58333299
"920","Irenomys tarsalis",6.08333309
"921","Iridosornis analis",8.99999964
"922","Ixobrychus exilis",28.49999886
"923","Ixoreus naevius",26.6666656
"924","Ixos mcclellandii",7.16666638
"925","Jacamerops aureus",11.83333286
"926","Jacana jacana",35.49999858
"927","Jaculus jaculus",0.666666639999995
"928","Junco hyemalis",35.33333192
"929","Junco phaeonotus",14.9999994
"930","Kerivoula hardwickii",17.24999931
"931","Knipolegus aterrimus",27.58333223
"932","Knipolegus poecilurus",17.99999928
"933","Lafresnaya lafresnayi",13.99999944
"934","Lagenorhynchus obliquidens",6.6666664
"935","Lagonosticta rubricata",4.74999980999999
"936","Lagonosticta rufopicta",5.24999978999999
"937","Lagonosticta senegala",70.74999717
"938","Lagopus lagopus",22.58333243
"939","Lagopus leucura",23.16666574
"940","Lagopus muta",11.58333287
"941","Lalage maculosa",3.83333318
"942","Lampornis amethystinus",4.66666648
"943","Lampornis viridipallens",2.66666656
"944","Lampropeltis getula",5.49999978
"945","Lamprophis lineatus",1.49999993999999
"946","Lamprotornis nitens",15.91666603
"947","Laniarius atrococcineus",9.9999996
"948","Laniarius ferrugineus",36.6666652
"949","Laniarius funebris",4.16666650000001
"950","Lanius collaris",38.99999844
"951","Lanius collurio",71.99999712
"952","Lanius cristatus",41.16666502
"953","Lanius excubitor",12.58333283
"954","Lanius isabellinus",4.24999983
"955","Lanius ludovicianus",17.08333265
"956","Lanius senator",6.24999975
"957","Larus argentatus",34.58333195
"958","Larus atricilla",7.83333302
"959","Larus californicus",20.24999919
"960","Larus canus",30.99999876
"961","Larus delawarensis",19.24999923
"962","Larus glaucescens",21.83333246
"963","Larus heermanni",12.33333284
"964","Larus occidentalis",16.666666
"965","Larus pipixcan",36.33333188
"966","Larus ridibundus",26.08333229
"967","Lasionycteris noctivagans",24.83333234
"968","Lasiurus blossevillii",85.49999658
"969","Lasiurus borealis",70.58333051
"970","Lasiurus cinereus",76.08333029
"971","Lasiurus ega",60.74999757
"972","Lathrotriccus euleri",41.91666499
"973","Lemmiscus curtatus",10.16666626
"974","Lemmus sibiricus",12.41666617
"975","Lemmus trimucronatus",16.41666601
"976","Lemniscomys striatus",6.6666664
"977","Lepidocolaptes albolineatus",14.74999941
"978","Lepidocolaptes angustirostris",35.74999857
"979","Lepidocolaptes lacrymiger",7.99999968000001
"980","Lepidocolaptes souleyetii",19.9999992
"981","Lepidothrix coeruleocapilla",0.833333300000001
"982","Lepidothrix coronata",20.8333325
"983","Lepidothrix serena",1.74999993
"984","Lepidothrix suavissima",2.41666657000001
"985","Leptasthenura pileata",5.83333310000001
"986","Leptocoma sericea",2.33333324
"987","Leptonycteris yerbabuenae",15.08333273
"988","Leptopelis aubryi",2.49999990000001
"989","Leptopelis boulengeri",2.33333324
"990","Leptopelis calcaratus",1.99999992000001
"991","Leptopelis notatus",3.58333318999999
"992","Leptopelis rufus",0.16666666
"993","Leptopogon amaurocephalus",44.91666487
"994","Leptopogon superciliaris",13.91666611
"995","Leptotila rufaxilla",34.91666527
"996","Leptotila verreauxi",55.16666446
"997","Lepus alleni",2.83333322
"998","Lepus americanus",29.41666549
"999","Lepus arcticus",9.74999961
"1000","Lepus californicus",18.99999924
"1001","Lepus othus",11.58333287
"1002","Lepus tolai",3.74999985
"1003","Lepus townsendii",11.49999954
"1004","Lesbia nuna",13.74999945
"1005","Lesbia victoriae",14.74999941
"1006","Lessonia rufa",4.9999998
"1007","Leucosticte arctoa",0.666666640000003
"1008","Leucosticte atrata",9.24999963
"1009","Leucosticte australis",4.33333316
"1010","Leucosticte tephrocotis",32.41666537
"1011","Lichenostomus frenatus",5.8333331
"1012","Lichmera indistincta",22.33333244
"1013","Limnodromus griseus",31.16666542
"1014","Limnodromus scolopaceus",53.16666454
"1015","Limnonectes kuhlii",2.24999991
"1016","Limosa fedoa",9.74999961
"1017","Limosa haemastica",57.33333104
"1018","Liomys adspersus",1.49999994
"1019","Liomys irroratus",7.66666636
"1020","Liomys pictus",11.08333289
"1021","Liomys salvini",5.33333312
"1022","Lipaugus vociferans",17.33333264
"1023","Lissodelphis borealis",1.41666661
"1024","Lochmias nematura",19.24999923
"1025","Lonchophylla thomasi",36.16666522
"1026","Lonchura cucullata",5.33333311999999
"1027","Lonchura punctulata",25.91666563
"1028","Lonchura striata",5.49999978
"1029","Lontra canadensis",36.08333189
"1030","Lophodytes cucullatus",13.99999944
"1031","Lophorina superba",4.33333315999999
"1032","Lophostoma aequatorialis",3.83333318
"1033","Lophostoma silvicolum",23.41666573
"1034","Lophotis ruficrista",28.74999885
"1035","Lophotriccus galeatus",4.9999998
"1036","Lophotriccus pileatus",22.16666578
"1037","Loxia curvirostra",19.58333255
"1038","Loxia leucoptera",29.66666548
"1039","Loxigilla noctis",3.49999986
"1040","Loxigilla violacea",1.58333327
"1041","Loxodontomys micropus",16.08333269
"1042","Luscinia calliope",26.99999892
"1043","Luscinia megarhynchos",35.8333319
"1044","Lybius torquatus",26.08333229
"1045","Lycodon aulicus",10.58333291
"1046","Lycodon zawi",3.66666652
"1047","Lynx canadensis",3.74999985
"1048","Lynx rufus",15.33333272
"1049","Machaerirhynchus nigripectus",1.49999994000001
"1050","Machetornis rixosa",10.99999956
"1051","Macroglossus minimus",26.41666561
"1052","Macronous gularis",19.41666589
"1053","Macropygia amboinensis",40.99999836
"1054","Macropygia nigrirostris",6.24999975
"1055","Macroscelides flavicaudatus",1.49999994
"1056","Macroscelides micus",1.74999993
"1057","Macrotus californicus",6.33333308
"1058","Macrotus waterhousii",12.83333282
"1059","Malurus alboscapulatus",4.91666647000001
"1060","Manacus manacus",30.74999877
"1061","Mandingoa nitidula",26.91666559
"1062","Margarornis squamiger",19.41666589
"1063","Marmosa mexicana",2.66666656
"1064","Marmosops noctivagus",13.83333278
"1065","Marmota broweri",3.99999984
"1066","Marmota caligata",19.9999992
"1067","Marmota flaviventris",11.6666662
"1068","Marmota monax",28.83333218
"1069","Martes americana",29.1666655
"1070","Martes pennanti",16.08333269
"1071","Masticophis flagellum",7.74999969
"1072","Masticophis lateralis",7.24999971
"1073","Masticophis taeniatus",10.91666623
"1074","Mastomys natalensis",40.66666504
"1075","Mayrornis lessoni",2.33333324
"1076","Mecocerculus leucophrys",29.08333217
"1077","Mecocerculus stictopterus",14.1666661
"1078","Megaderma spasma",16.58333267
"1079","Megaerops wetmorei",1.99999992000001
"1080","Megarynchus pitangua",16.91666599
"1081","Megascops asio",18.41666593
"1082","Megascops kennicottii",28.08333221
"1083","Melaenornis chocolatina",1.83333325999999
"1084","Melaenornis pammelaina",21.49999914
"1085","Melanerpes aurifrons",21.91666579
"1086","Melanerpes carolinus",17.4999993
"1087","Melanerpes cruentatus",20.08333253
"1088","Melanerpes erythrocephalus",14.9999994
"1089","Melanerpes formicivorus",31.08333209
"1090","Melanerpes lewis",15.33333272
"1091","Melanerpes striatus",1.49999994
"1092","Melanerpes uropygialis",9.41666628999999
"1093","Melanitta fusca",29.74999881
"1094","Melanitta perspicillata",25.08333233
"1095","Melanocharis nigra",6.24999975
"1096","Melanocharis striativentris",2.99999987999999
"1097","Melanocharis versteri",4.99999979999999
"1098","Melanomys caliginosus",13.41666613
"1099","Melanotis hypoleucus",3.99999984
"1100","Meleagris gallopavo",17.83333262
"1101","Melidectes torquatus",5.49999977999999
"1102","Melidora macrorrhina",3.24999986999999
"1103","Melierax canorus",28.3333322
"1104","Melilestes megarhynchus",5.49999977999999
"1105","Meliphaga analoga",5.49999977999999
"1106","Meliphaga aruensis",5.99999976
"1107","Meliphaga lewinii",20.66666584
"1108","Melipotes fumigatus",5.74999977
"1109","Melocichla mentalis",21.08333249
"1110","Melomys rufescens",1.08333329
"1111","Melospiza georgiana",26.58333227
"1112","Melospiza lincolnii",45.49999818
"1113","Melospiza melodia",41.16666502
"1114","Melozone crissalis",16.83333266
"1115","Melozone fusca",12.16666618
"1116","Mephitis mephitis",15.41666605
"1117","Merganetta armata",9.58333295
"1118","Mergus merganser",18.99999924
"1119","Mergus serrator",13.41666613
"1120","Meriones meridianus",6.91666639
"1121","Meriones tamariscinus",3.99999984
"1122","Meriones unguiculatus",17.66666596
"1123","Merops hirundineus",9.9999996
"1124","Merops pusillus",23.16666574
"1125","Mesophylla macconnelli",17.33333264
"1126","Metachirus nudicaudatus",64.08333077
"1127","Metallura phoebe",8.58333299
"1128","Metallura tyrianthina",15.24999939
"1129","Metriopelia melanoptera",11.6666662
"1130","Micaelamys namaquensis",14.41666609
"1131","Micrastur ruficollis",44.58333155
"1132","Microcerculus marginatus",22.4999991
"1133","Microdipodops megacephalus",6.08333309
"1134","Microdipodops pallidus",2.91666655
"1135","Microeca papuana",4.99999979999999
"1136","Micronycteris megalotis",21.49999914
"1137","Micronycteris minuta",23.49999906
"1138","Microtus agrestis",13.49999946
"1139","Microtus californicus",11.41666621
"1140","Microtus canicaudus",0.499999979999998
"1141","Microtus chrotorrhinus",14.58333275
"1142","Microtus gregalis",28.91666551
"1143","Microtus hyperboreus",8.16666634000001
"1144","Microtus ilaeus",0.999999960000004
"1145","Microtus longicaudus",33.24999867
"1146","Microtus mexicanus",19.91666587
"1147","Microtus miurus",10.41666625
"1148","Microtus montanus",15.91666603
"1149","Microtus ochrogaster",8.91666631
"1150","Microtus oeconomus",25.08333233
"1151","Microtus oregoni",6.49999974
"1152","Microtus pennsylvanicus",84.58332995
"1153","Microtus pinetorum",10.49999958
"1154","Microtus richardsoni",8.16666634
"1155","Microtus townsendii",8.08333301
"1156","Microtus xanthognathus",9.91666626999999
"1157","Mimon crenulatum",23.41666573
"1158","Mimus gilvus",18.66666592
"1159","Mimus longicaudatus",7.49999970000001
"1160","Mimus polyglottos",24.49999902
"1161","Mimus saturninus",38.83333178
"1162","Miniopterus australis",48.58333139
"1163","Miniopterus schreibersii",61.74999753
"1164","Minla cyanouroptera",4.83333314
"1165","Minla ignotincta",7.24999971
"1166","Mionectes macconnelli",20.74999917
"1167","Mionectes oleagineus",31.33333208
"1168","Mionectes olivaceus",22.4999991
"1169","Mionectes striaticollis",9.41666629000001
"1170","Mirafra africanoides",7.74999969
"1171","Mniotilta varia",37.58333183
"1172","Molossops planirostris",4.91666647
"1173","Molossops temminckii",7.74999969
"1174","Molossus molossus",43.58333159
"1175","Molossus rufus",44.58333155
"1176","Molossus sinaloae",0.999999959999998
"1177","Molothrus aeneus",25.08333233
"1178","Molothrus ater",24.74999901
"1179","Molothrus badius",15.16666606
"1180","Molothrus bonariensis",59.08333097
"1181","Momotus momota",38.3333318
"1182","Monarcha axillaris",4.99999979999999
"1183","Monarcha cinerascens",8.16666634
"1184","Monarcha guttula",7.08333305
"1185","Monarcha trivirgatus",10.49999958
"1186","Monophyllus plethodon",4.91666647
"1187","Montifringilla nivalis",2.91666655
"1188","Mops condylurus",28.99999884
"1189","Mormoops megalophylla",13.99999944
"1190","Morus bassanus",17.66666596
"1191","Motacilla alba",33.99999864
"1192","Motacilla cinerea",40.24999839
"1193","Motacilla flava",39.74999841
"1194","Murexechinus melanurus",1.16666662
"1195","Mus minutoides",0.24999999000001
"1196","Mus musculus",119.66666188
"1197","Mus triton",10.58333291
"1198","Muscicapa adusta",35.8333319
"1199","Muscicapa caerulescens",19.74999921
"1200","Muscicapa muttui",7.16666638
"1201","Muscicapa striata",87.58332983
"1202","Muscisaxicola griseus",2.4999999
"1203","Muscisaxicola maculirostris",8.49999966
"1204","Muscisaxicola rufivertex",4.1666665
"1205","Mustela erminea",35.49999858
"1206","Mustela frenata",41.41666501
"1207","Mustela nivalis",30.8333321
"1208","Myadestes occidentalis",4.33333316
"1209","Myadestes ralloides",23.99999904
"1210","Myadestes townsendi",20.91666583
"1211","Myadestes unicolor",3.74999985
"1212","Myiagra alecto",9.24999963
"1213","Myiagra azureocapilla",1.41666661
"1214","Myiagra vanikorensis",1.83333326
"1215","Myiarchus cephalotes",8.08333301000001
"1216","Myiarchus cinerascens",22.58333243
"1217","Myiarchus crinitus",37.08333185
"1218","Myiarchus ferox",34.41666529
"1219","Myiarchus stolidus",1.49999994
"1220","Myiarchus swainsoni",46.41666481
"1221","Myiarchus tuberculifer",56.08333109
"1222","Myiarchus tyrannulus",57.16666438
"1223","Myiobius barbatus",15.74999937
"1224","Myiobius sulphureipygius",9.41666629
"1225","Myiobius villosus",8.16666634
"1226","Myioborus melanocephalus",13.99999944
"1227","Myioborus miniatus",33.24999867
"1228","Myiodynastes maculatus",44.41666489
"1229","Myiomela leucura",6.24999975
"1230","Myiopagis gaimardii",17.4999993
"1231","Myiopagis viridicata",44.66666488
"1232","Myiophobus fasciatus",39.9999984
"1233","Myiotheretes striaticollis",7.08333305000001
"1234","Myiothlypis coronata",13.74999945
"1235","Myiothlypis fulvicauda",10.74999957
"1236","Myiothlypis leucoblephara",9.33333296
"1237","Myiothlypis luteoviridis",14.08333277
"1238","Myiothlypis nigrocristata",3.99999984
"1239","Myiozetetes cayanensis",20.74999917
"1240","Myiozetetes similis",52.66666456
"1241","Myocastor coypus",73.58333039
"1242","Myodes californicus",5.24999979
"1243","Myodes gapperi",27.83333222
"1244","Myodes glareolus",24.58333235
"1245","Myodes rufocanus",25.74999897
"1246","Myodes rutilus",23.49999906
"1247","Myopus schisticolor",15.08333273
"1248","Myotis adversus",29.1666655
"1249","Myotis albescens",37.83333182
"1250","Myotis aurascens",3.91666651
"1251","Myotis auriculus",3.08333321
"1252","Myotis californicus",43.41666493
"1253","Myotis ciliolabrum",10.49999958
"1254","Myotis evotis",17.83333262
"1255","Myotis keaysi",7.08333305
"1256","Myotis keenii",20.49999918
"1257","Myotis leibii",15.99999936
"1258","Myotis lucifugus",32.66666536
"1259","Myotis muricola",12.99999948
"1260","Myotis myotis",16.08333269
"1261","Myotis nigricans",43.41666493
"1262","Myotis occultus",9.49999962
"1263","Myotis riparius",24.33333236
"1264","Myotis thysanodes",33.58333199
"1265","Myotis velifer",18.08333261
"1266","Myotis volans",31.83333206
"1267","Myotis yumanensis",22.58333243
"1268","Myrmeciza ferruginea",5.16666646
"1269","Myrmeciza hemimelaena",10.49999958
"1270","Myrmoborus leucophrys",20.74999917
"1271","Myrmoborus myotherinus",9.41666629000001
"1272","Myrmorchilus strigilatus",2.99999988
"1273","Myrmornis torquata",5.16666646
"1274","Myrmotherula axillaris",20.8333325
"1275","Myrmotherula longipennis",17.33333264
"1276","Myrmotherula menetriesii",19.08333257
"1277","Myrmotherula schisticolor",28.66666552
"1278","Myzomela jugularis",2.24999991
"1279","Myzomela obscura",4.58333315
"1280","Myzomela rosenbergii",5.91666643
"1281","Naja kaouthia",5.49999978
"1282","Napaeozapus insignis",68.08333061
"1283","Natalus stramineus",52.24999791
"1284","Neacomys spinosus",12.66666616
"1285","Necromys lasiurus",23.3333324
"1286","Nectarinia amethystina",6.99999972
"1287","Nectarinia bifasciata",15.66666604
"1288","Nectarinia cuprea",25.33333232
"1289","Nectarinia famosa",34.58333195
"1290","Nectarinia jugularis",26.24999895
"1291","Nectarinia kilimensis",2.24999991
"1292","Nectarinia mariquensis",22.58333243
"1293","Nectarinia reichenowi",2.66666655999999
"1294","Nectarinia senegalensis",29.83333214
"1295","Nectarinia venusta",18.99999924
"1296","Nectarinia verticalis",9.1666663
"1297","Nemosia pileata",6.99999972000001
"1298","Neocossyphus poensis",7.66666636000001
"1299","Neocossyphus rufus",5.91666643000001
"1300","Neopelma chrysocephalum",2.24999991
"1301","Neoromicia capensis",13.16666614
"1302","Neoromicia nanus",10.99999956
"1303","Neotetracus sinensis",0.99999996
"1304","Neotoma albigula",17.41666597
"1305","Neotoma bryanti",4.91666647
"1306","Neotoma cinerea",25.24999899
"1307","Neotoma floridana",7.16666638
"1308","Neotoma fuscipes",13.83333278
"1309","Neotoma lepida",19.91666587
"1310","Neotoma leucodon",13.24999947
"1311","Neotoma macrotis",6.83333306
"1312","Neotoma mexicana",28.99999884
"1313","Neotoma micropus",10.08333293
"1314","Neotoma stephensi",10.99999956
"1315","Neovison vison",39.08333177
"1316","Nerodia sipedon",4.24999983
"1317","Neurotrichus gibbsii",12.24999951
"1318","Nicator chloris",8.49999966
"1319","Nicator gularis",1.49999993999999
"1320","Nilaus afer",37.99999848
"1321","Niltava macgrigoriae",4.66666648
"1322","Niltava sundara",4.08333317
"1323","Noctilio albiventris",41.58333167
"1324","Noctilio leporinus",41.83333166
"1325","Nothoprocta ornata",6.91666639
"1326","Nothoprocta pentlandii",10.08333293
"1327","Notiosorex crawfordi",13.99999944
"1328","Notophthalmus viridescens",10.91666623
"1329","Nucifraga columbiana",10.33333292
"1330","Numenius americanus",22.4999991
"1331","Numenius phaeopus",56.08333109
"1332","Numida meleagris",81.6666634
"1333","Nycteris thebaica",31.08333209
"1334","Nyctibius griseus",32.66666536
"1335","Nycticeius humeralis",8.08333301
"1336","Nycticorax nycticorax",19.66666588
"1337","Nyctidromus albicollis",47.99999808
"1338","Nyctimene albiventer",2.33333324
"1339","Nyctinomops femorosaccus",4.83333314
"1340","Nyctinomops macrotis",21.41666581
"1341","Nyctipolus nigrescens",3.41666653
"1342","Nyctomys sumichrasti",7.08333305
"1343","Oceanodroma furcata",19.66666588
"1344","Ochotona collaris",9.58333295
"1345","Ochotona dauurica",7.08333305
"1346","Ochotona hyperborea",19.91666587
"1347","Ochotona pallasi",6.41666641
"1348","Ochotona princeps",18.3333326
"1349","Ochrotomys nuttalli",5.58333311
"1350","Ochthoeca cinnamomeiventris",9.66666628
"1351","Ochthoeca diadema",6.91666638999999
"1352","Ochthoeca frontalis",7.91666635000001
"1353","Ochthoeca fumicolor",19.41666589
"1354","Ochthoeca leucophrys",9.91666627000001
"1355","Ochthoeca oenanthoides",3.49999986
"1356","Ochthoeca rufipectoralis",15.24999939
"1357","Ocreatus underwoodii",8.16666634
"1358","Octodon degus",1.16666662
"1359","Odocoileus hemionus",25.24999899
"1360","Odocoileus virginianus",29.83333214
"1361","Oecomys bicolor",26.58333227
"1362","Oedistoma iliolophus",6.74999973000001
"1363","Oena capensis",44.74999821
"1364","Oenanthe deserti",20.66666584
"1365","Oenanthe isabellina",44.74999821
"1366","Oenanthe oenanthe",68.58333059
"1367","Oenanthe pleschanka",5.99999976
"1368","Oligodon albocinctus",8.41666633
"1369","Oligodon cyclurus",8.41666633
"1370","Oligoryzomys fulvescens",14.49999942
"1371","Oligoryzomys longicaudatus",24.66666568
"1372","Oligoryzomys microtis",54.49999782
"1373","Ondatra zibethicus",33.333332
"1374","Onychomys arenicola",11.74999953
"1375","Onychomys leucogaster",20.91666583
"1376","Onychomys torridus",16.24999935
"1377","Onychorhynchus coronatus",29.9999988
"1378","Oporornis agilis",9.33333296
"1379","Oreomanes fraseri",2.91666655
"1380","Oreortyx pictus",12.99999948
"1381","Oreoscoptes montanus",11.83333286
"1382","Oreoscopus gutturalis",2.83333322
"1383","Vermivora celata",49.999998
"1384","Vermivora peregrina",42.08333165
"1385","Vermivora ruficapilla",35.24999859
"1386","Oreotrochilus estella",17.58333263
"1387","Orochelidon murina",18.99999924
"1388","Ortalis motmot",12.4999995
"1389","Orthonyx spaldingii",2.4999999
"1390","Orthorhyncus cristatus",3.58333319
"1391","Orthotomus sericeus",24.49999902
"1392","Ortygospiza atricollis",39.1666651
"1393","Oryctolagus cuniculus",8.74999965000001
"1394","Oryzoborus angolensis",34.74999861
