".id","sub_tsn","acc_tsn","syn_author","syn_name","syn_tsn","acc_name","acc_author"
"Rattus tiomanicus","585557","585557","Schwarz and Schwarz, 1967","Rattus rattus piperis","974066",NA,NA
"Rattus tiomanicus","585557","585557","Thomas and Wroughton, 1909","Mus rattus rhionis","974067",NA,NA
"Rattus tiomanicus","585557","585557","Sody, 1929","Rattus rattus roquei","974068",NA,NA
"Rattus tiomanicus","585557","585557","Robinson and Kloss, 1911","Mus rattus rumpia","974069",NA,NA
"Rattus tiomanicus","585557","585557","Sody, 1941","Rattus rattus sebasianus","974070",NA,NA
"Rattus tiomanicus","585557","585557","Hill, 1960","Rattus rattus sribuatensis","974071",NA,NA
"Rattus tiomanicus","585557","585557","Hill, 1960","Rattus rattus terutavensis","974072",NA,NA
"Rattus tiomanicus","585557","585557","Sody, 1940","Rattus rattus vernalus","974073",NA,NA
"Rattus tiomanicus","585557","585557","Miller, 1913","Epimys rattus viclana","974074",NA,NA
"Reithrodontomys mexicanus","633324","633324","J. A. Allen, 1891","Hesperomys cherrii","971541",NA,NA
"Reithrodontomys mexicanus","633324","633324","Enders and Pearson, 1940","Reithrodontomys mexicanus garichensis","973343",NA,NA
"Reithrodontomys mexicanus","633324","633324","Goodwin, 1932","Reithrodontomys mexicanus howelli","973344",NA,NA
"Reithrodontomys mexicanus","633324","633324","Merriam, 1901","Reithrodontomys costaricensis jalapae","973345",NA,NA
"Reithrodontomys mexicanus","633324","633324","A. H. Howell, 1932","Reithrodontomys mexicanus lucifrons","973346",NA,NA
"Reithrodontomys mexicanus","633324","633324","A. H. Howell, 1932","Reithrodontomys mexicanus minusculus","973347",NA,NA
"Reithrodontomys mexicanus","633324","633324","Goodwin, 1937","Reithrodontomys mexicanus ocotepequensis","973348",NA,NA
"Reithrodontomys mexicanus","633324","633324","Hooper, 1949","Reithrodontomys mexicanus orinus","973349",NA,NA
"Reithrodontomys mexicanus","633324","633324","Goodwin, 1945","Reithrodontomys mexicanus potrerograndei","973350",NA,NA
"Reithrodontomys mexicanus","633324","633324","Hooper, 1955","Reithrodontomys mexicanus riparius","973351",NA,NA
"Reithrodontomys mexicanus","633324","633324","Hooper, 1950","Reithrodontomys mexicanus scansor","973352",NA,NA
"Reithrodontomys microdon","633325","633325","Merriam, 1901","Reithrodontomys microdon albilabris","973353",NA,NA
"Reithrodontomys microdon","633325","633325","Hooper, 1950","Reithrodontomys microdon wagneri","973354",NA,NA
"Reithrodontomys sumichrasti","633329","633329","A. H. Howell, 1914","Reithrodontomys alleni","971545",NA,NA
"Reithrodontomys sumichrasti","633329","633329","J. A. Allen, 1895","Reithrodontomys australis","971546",NA,NA
"Reithrodontomys sumichrasti","633329","633329","Merriam, 1901","Reithrodontomys dorsalis","971547",NA,NA
"Reithrodontomys sumichrasti","633329","633329","Thomas, 1907","Reithrodontomys modestus","971548",NA,NA
"Reithrodontomys sumichrasti","633329","633329","J. A. Allen and Chapman, 1897","Reithrodontomys rufescens","971549",NA,NA
"Reithrodontomys sumichrasti","633329","633329","A. H. Howell, 1914","Reithrodontomys rufescens luteolus","973355",NA,NA
"Reithrodontomys sumichrasti","633329","633329","Merriam, 1901","Reithrodontomys colimae nerterus","973356",NA,NA
"Reithrodontomys sumichrasti","633329","633329","Merriam, 1901","Reithrodontomys levipes otus","973357",NA,NA
"Reithrodontomys sumichrasti","633329","633329","Hall and Villa, 1949","Reithrodontomys chrysopsis seclusus","973358",NA,NA
"Reithrodontomys sumichrasti","633329","633329","Bangs, 1902","Reithrodontomys australis vulcanius","973359",NA,NA
"Rhabdomys pumilio","585562","585562","Lesson, 1827","Mus donavani","972324",NA,NA
"Rhabdomys pumilio","585562","585562","F. Cuvier, 1829","Mus lineatus","972325",NA,NA
"Rhabdomys pumilio","585562","585562","Schinz, 1845","Mus septemvittatus","972326",NA,NA
"Rhabdomys pumilio","585562","585562","Wagner, 1842","Mus vittatus","972327",NA,NA
"Rhabdomys pumilio","585562","585562","Thomas, 1893","Isomys pumilio bechuanae","974082",NA,NA
"Rhabdomys pumilio","585562","585562","Thomas and Schwann, 1904","Arvicanthis pumilio cinereus","974083",NA,NA
"Rhabdomys pumilio","585562","585562","Dollman, 1910","Arvicanthis pumilio deserti","974084",NA,NA
"Rhabdomys pumilio","585562","585562","Roberts, 1946","Rhabdomys pumilio fouriei","974085",NA,NA
"Rhabdomys pumilio","585562","585562","Wroughton, 1905","Arvicanthis pumilio griquae","974086",NA,NA
"Rhabdomys pumilio","585562","585562","Wroughton, 1905","Arvicanthis pumilio intermedius","974087",NA,NA
"Rhabdomys pumilio","585562","585562","Brants, 1827","Mus pumilio major","974088",NA,NA
"Rhabdomys pumilio","585562","585562","Wroughton, 1905","Arvicanthis pumilio meridionalis","974089",NA,NA
"Rhabdomys pumilio","585562","585562","Roberts, 1946","Rhabdomys pumilio namaquensis","974090",NA,NA
"Rhabdomys pumilio","585562","585562","Roberts, 1926","Rhabdomys pumilio namibensis","974091",NA,NA
"Rhabdomys pumilio","585562","585562","Roberts, 1946","Rhabdomys pumilio orangiae","974092",NA,NA
"Rhabdomys pumilio","585562","585562","Roberts, 1946","Rhabdomys pumilio prieskae","974093",NA,NA
"Scotinomys teguina","633354","633354","J. A. Allen, 1904","Akodon irazu","971550",NA,NA
"Scotinomys teguina","633354","633354","Bangs, 1902","Akodon teguina apricus","973361",NA,NA
"Scotinomys teguina","633354","633354","Goodwin, 1945","Scotinomys teguina cacabatus","973362",NA,NA
"Scotinomys teguina","633354","633354","Goodwin, 1946","Scotinomys teguina endersi","973363",NA,NA
"Scotinomys teguina","633354","633354","Enders and Pearson, 1939","Scotinomys teguina episcopi","973364",NA,NA
"Scotinomys teguina","633354","633354","Goodwin, 1945","Scotinomys teguina escazuensis","973365",NA,NA
"Scotinomys teguina","633354","633354","Enders and Pearson, 1939","Scotinomys teguina garichensis","973366",NA,NA
"Scotinomys teguina","633354","633354","Enders and Pearson, 1939","Scotinomys teguina leridensis","973367",NA,NA
"Scotinomys teguina","633354","633354","Sanborn, 1935","Scotinomys teguina rufoniger","973368",NA,NA
"Scotinomys teguina","633354","633354","Buchanan and T. R. Howell, 1967","Scotinomys teguina stenopygius","973369",NA,NA
"Scotinomys teguina","633354","633354","Goldman, 1935","Scotinomys teguina subnubilis","973370",NA,NA
"Sigmodon arizonae","180347","180347","Goldman, 1928","Sigmodon arizonae plenus","633409",NA,NA
"Sigmodon arizonae","180347","180347","Mearns, 1890","Sigmodon arizonae arizonae","633412",NA,NA
"Sigmodon arizonae","180347","180347","A. B. Howell, 1919","Sigmodon hispidus cienegae","973426",NA,NA
"Sigmodon arizonae","180347","180347","Goldman, 1918","Sigmodon hispidus jacksoni","973427",NA,NA
"Sigmodon arizonae","180347","180347","Bailey, 1902","Sigmodon hispidus major","973428",NA,NA
"Sigmodon arizonae","180347","180347","Goldman, 1928","Sigmodon hispidus plenus","973429",NA,NA
"Sigmodon arizonae","180347","180347","Goldman, 1918","Sigmodon arizonae jacksoni","974204",NA,NA
"Sigmodon fulviventer","180348","180348","Bailey, 1902","Sigmodon melanotis","971656",NA,NA
"Sigmodon fulviventer","180348","180348","Mearns, 1894","Sigmodon minimus","971657",NA,NA
"Sigmodon fulviventer","180348","180348","Bailey, 1913","Sigmodon minimus goldmani","973430",NA,NA
"Sigmodon fulviventer","180348","180348","M. C. Gardner, 1948","Sigmodon minimus woodi","973431",NA,NA
"Sigmodon fulviventer","180348","180348","Bailey, 1913","Sigmodon fulviventer goldmani","974205",NA,NA
"Sigmodon hirsutus","970735","970735","Bangs, 1902","Sigmodon austerulus","971658",NA,NA
"Sigmodon hirsutus","970735","970735","J. A. Allen, 1897","Sigmodon borucae","971659",NA,NA
"Sigmodon hirsutus","970735","970735","J. A. Allen, 1904","Sigmodon borucae chiriquensis","973432",NA,NA
"Sigmodon hirsutus","970735","970735","J. A. Allen, 1908","Sigmodon hispidus griseus","973433",NA,NA
"Sigmodon ochrognathus","180350","180350","J. A. Allen, 1903","Sigmodon baileyi","971663",NA,NA
"Sigmodon ochrognathus","180350","180350","Goldman and M. C. Gardner, 1947","Sigmodon ochrognathus madrensis","973452",NA,NA
"Sigmodon ochrognathus","180350","180350","Benson, 1940","Sigmodon ochrognathus montanus","973453",NA,NA
"Sorex bairdi","709810","709810","Merriam, 1895","Sorex bairdii","552506",NA,NA
"Sorex hoyi","179946","179946","(Baird, 1857)","Microsorex hoyi","179959",NA,NA
"Sorex longirostris","179936","179936","Fitzinger, 1968","Sorex wagneri","203450",NA,NA
"Sorex merriami","179949","179949","Osgood, 1909","Sorex merriami leucogenys","933466",NA,NA
"Otospermophilus beecheyi","930301","930301","(Richardson, 1829)","Spermophilus beecheyi","180148",NA,NA
"Urocitellus beldingi","930315","930315","Merriam, 1888","Spermophilus beldingi","180149",NA,NA
"Urocitellus columbianus","930318","930318","(Ord, 1815)","Spermophilus columbianus","180151",NA,NA
"Urocitellus elegans","930319","930319","Kennicott, 1863","Spermophilus elegans","180152",NA,NA
"Xerospermophilus mohavensis","930310","930310","Merriam, 1889","Spermophilus mohavensis","180156",NA,NA
"Urocitellus mollis","930320","930320","Kennicott, 1863","Spermophilus mollis","552504",NA,NA
"Urocitellus parryii","930321","930321","(Richardson, 1825)","Spermophilus parryii","180146",NA,NA
"Urocitellus richardsonii","930322","930322","(Sabine, 1822)","Spermophilus richardsonii","180157",NA,NA
"Callospermophilus saturatus","930304","930304","(Rhoads, 1895)","Spermophilus saturatus","180158",NA,NA
"Xerospermophilus spilosoma","930312","930312","Bennett, 1833","Spermophilus spilosoma","180159",NA,NA
"Xerospermophilus tereticaudus","930313","930313","Baird, 1858","Spermophilus tereticaudus","180160",NA,NA
"Ictidomys tridecemlineatus","930308","930308","(Mitchill, 1821)","Spermophilus tridecemlineatus","180162",NA,NA
"Urocitellus undulatus","930324","930324","(Pallas, 1778)","Spermophilus undulatus","632457",NA,NA
"Otospermophilus variegatus","930302","930302","(Erxleben, 1777)","Spermophilus variegatus","180163",NA,NA
"Otospermophilus variegatus","930302","930302","(Lichtenstein, 1830)","Spermophilus buccatus","930295",NA,NA
"Otospermophilus variegatus","930302","930302","Bennett, 1833","Spermophilus macrourus","930296",NA,NA
"Sus scrofa","180722","180722","Erxleben, 1777","Sus domesticus","898265",NA,NA
"Sylvilagus brasiliensis","625365","625365","(Linnaeus, 1758)","Sylvilagus brasiliensis brasiliensis","727944",NA,NA
"Sylvilagus brasiliensis","625365","625365","Mondolfi and Méndez Aroche, 1957","Sylvilagus brasiliensis caracasensis","727948",NA,NA
"Sylvilagus brasiliensis","625365","625365","(Cornalia, 1850)","Sylvilagus brasiliensis defilippi","727951",NA,NA
"Sylvilagus brasiliensis","625365","625365","Thomas, 1918","Sylvilagus brasiliensis gibsoni","727953",NA,NA
"Sylvilagus brasiliensis","625365","625365","Thomas, 1913","Sylvilagus brasiliensis inca","727954",NA,NA
"Sylvilagus brasiliensis","625365","625365","Thomas, 1901","Sylvilagus brasiliensis minensis","727957",NA,NA
"Sylvilagus brasiliensis","625365","625365","Thomas, 1901","Sylvilagus brasiliensis paraguensis","727958",NA,NA
"Sylvilagus brasiliensis","625365","625365","Hershkovitz, 1950","Sylvilagus brasiliensis peruanus","727959",NA,NA
"Sylvilagus brasiliensis","625365","625365","Linnaeus, 1758","Lepus brasiliensis","1089945",NA,NA
"Sylvilagus brasiliensis","625365","625365","Cornalia, 1850","Lepus defilippi","1089965",NA,NA
"Synaptomys borealis","180323","180323","J. A. Allen, 1903","Synaptomys andersoni","971332",NA,NA
"Synaptomys borealis","180323","180323","Preble, 1902","Synaptomys bullatus","971333",NA,NA
"Synaptomys borealis","180323","180323","J. A. Allen, 1903","Synaptomys chapmani","971334",NA,NA
"Synaptomys borealis","180323","180323","Merriam, 1896","Synaptomys dalli","971335",NA,NA
"Synaptomys borealis","180323","180323","True, 1894","Mictomys innuitus","971336",NA,NA
"Synaptomys borealis","180323","180323","Preble, 1899","Synaptomys sphagnicola","971337",NA,NA
"Synaptomys borealis","180323","180323","Merriam, 1896","Synaptomys truei","971338",NA,NA
"Synaptomys borealis","180323","180323","Merriam, 1896","Synaptomys wrangeli","971339",NA,NA
"Synaptomys borealis","180323","180323","Anderson, 1932","Synaptomys borealis artemisiae","973011",NA,NA
"Synaptomys borealis","180323","180323","Bangs, 1900","Synaptomys innuitus medioximus","973012",NA,NA
"Synaptomys borealis","180323","180323","Anderson and Rand, 1943","Synaptomys borealis smithi","973013",NA,NA
"Synaptomys borealis","180323","180323","Preble, 1899","Synaptomys borealis sphagnicola","974206",NA,NA
"Gerbilliscus leucogaster","970792","970792","(Peters, 1852)","Tatera leucogaster","633004",NA,NA
"Gerbilliscus leucogaster","970792","970792","de Winton, 1898","Gerbillus lobengulae","971724",NA,NA
"Gerbilliscus leucogaster","970792","970792","Wroughton, 1906","Tatera panja","971725",NA,NA
"Gerbilliscus leucogaster","970792","970792","Wroughton, 1906","Tatera lobengulae bechuanae","973490",NA,NA
"Gerbilliscus leucogaster","970792","970792","Roberts, 1929","Tatera lobengulae beirensis","973491",NA,NA
"Gerbilliscus leucogaster","970792","970792","Roberts, 1929","Tatera lobengulae limpopoensis","973492",NA,NA
"Gerbilliscus leucogaster","970792","970792","Roberts, 1929","Tatera lobengulae littoralis","973493",NA,NA
"Gerbilliscus leucogaster","970792","970792","Wroughton, 1906","Tatera lobengulae mashonae","973494",NA,NA
"Gerbilliscus leucogaster","970792","970792","Roberts, 1929","Tatera lobengulae mitchelli","973495",NA,NA
"Gerbilliscus leucogaster","970792","970792","Roberts, 1929","Tatera lobengulae pestis","973496",NA,NA
"Gerbilliscus leucogaster","970792","970792","Roberts, 1929","Tatera lobengulae pretoriae","973497",NA,NA
"Gerbilliscus leucogaster","970792","970792","Wroughton, 1906","Tatera miliaria salsa","973498",NA,NA
"Gerbilliscus leucogaster","970792","970792","Wroughton, 1906","Tatera miliaria stellae","973499",NA,NA
"Gerbilliscus leucogaster","970792","970792","Roberts, 1929","Tatera lobengulae tzaneenensis","973500",NA,NA
"Gerbilliscus leucogaster","970792","970792","Roberts, 1938","Tatera schinzi waterbergensis","973501",NA,NA
"Gerbilliscus leucogaster","970792","970792","Roberts, 1931","Tatera lobengulae zuluensis","973502",NA,NA
"Thomomys monticola","180227","180227","Merriam, 1899","Thomomys monticola pinetorum","900553",NA,NA
"Urocitellus armatus","930314","930314","Kennicott, 1863","Spermophilus armatus","180147",NA,NA
"Vulpes lagopus","622025","622025","(Linnaeus, 1758)","Alopex lagopus","180602",NA,NA
"Vulpes lagopus","622025","622025","Linnaeus, 1758","Canis lagopus","998413",NA,NA
"Zapus trinotatus","180388","180388","Preble, 1899","Zapus trinotatus orarius","609783",NA,NA
"Zapus trinotatus","180388","180388","Preble, 1899","Zapus orarius","952149",NA,NA
"Zapus trinotatus","180388","180388","A. B. Howell, 1920","Zapus trinotatus eureka","952252",NA,NA
"Zapus trinotatus","180388","180388","Merriam, 1897","Zapus trinotatus montanus","952253",NA,NA
"Zygodontomys brevicauda","633402","633402","J. A. Allen, 1895","Oryzomys cherriei","971665",NA,NA
"Zygodontomys brevicauda","633402","633402","J. A. Allen, 1913","Zygodontomys fraterculus","971666",NA,NA
"Zygodontomys brevicauda","633402","633402","J. A. Allen, 1913","Zygodontomys griseus","971667",NA,NA
"Zygodontomys brevicauda","633402","633402","Thomas, 1894","Oryzomys microtinus","971668",NA,NA
"Zygodontomys brevicauda","633402","633402","J. A. Allen, 1899","Oryzomys sanctaemartae","971669",NA,NA
"Zygodontomys brevicauda","633402","633402","Bangs, 1901","Zygodontomys seorsus","971670",NA,NA
"Zygodontomys brevicauda","633402","633402","Thomas, 1899","Zygodontomys stellae","971671",NA,NA
"Zygodontomys brevicauda","633402","633402","J. A. Allen, 1901","Zygodontomys thomasi","971672",NA,NA
"Zygodontomys brevicauda","633402","633402","Goldman, 1912","Zygodontomys cherriei ventriosus","973461",NA,NA
