Class,Order,Family,Genus,Species,Possible synonyms,Common name,Red List status,Movement,Migratory type,Locomotion,References,Notes
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,siberu,,Siberut Macaque,VU,D,N,W,3175,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,silenus,,"Lion-tailed Macaque, Liontail Macaque, Wanderoo",EN,N,N,W,3176,Non-migratory [3176]. mentions home ranges in passing [3176].
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,sinica,,Toque Macaque,EN,N,N,W,3177,Non-migratory [3177]. mentions home range in passing [3177].
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,sylvanus,,"Barbary Ape, Barbary Macaque",EN,N,N,W,3178,Non-migratory [3178]. 3-9km^2 home ranges [3178].
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,thibetana,,"Milne-edwards Macaque, Père David's Macaque, Short-tailed Tibetan Macaque, Tibetan Macaque",NT,D,N,W,3179,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,tonkeana,,"Tonkean Black Macaque, Tonkean Macaque",VU,N,N,W,3180,Non-migratory [3180]. 35.35-72.5Ha annual home ranges [3180].
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Mandrillus,leucophaeus,,Drill,EN,D,N,W,3182,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Mandrillus,sphinx,,Mandrill,VU,N,N,W,3181,Non-migratory [3181]. home ranges of 30-50km ^2 [3181].
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Miopithecus,ogouensis,,"Gabon Talapoin, Northern Talapoin Monkey",LC,N,N,W,3183,Non-migratory [3183]. 100-500Ha home ranges [3183].
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Miopithecus,talapoin,,"Southern Talapoin Monkey, Talapoin",LC,N,N,W,2940,Non-migratory [2940]. 1.216 km^2 home ranges [2940].
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Nasalis,larvatus,,"Long-nosed Monkey, Proboscis Monkey",EN,N,N,W,3184,Non-migratory [3184]. one male had home range of 220.5Ha [3184].
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Papio,anubis,,"Anubis Baboon, Olive Baboon",LC,N,N,W,2940,Non-migratory [2940]. 5.179km^2 home ranges [2940].
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Papio,cynocephalus,,Yellow Baboon,LC,N,N,W,2940,Non-migratory [2940]. 24.08 km^2 home range [2940].
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Papio,hamadryas,,"Hamadryas Baboon, Sacred Baboon",LC,N,N,W,3185,Non-migratory [3185]. home range of 28km^2 which overlapped with other bands [3185].
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Papio,papio,,Guinea Baboon,NT,D,N,W,3186,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Papio,ursinus,,Chacma Baboon,LC,N,N,W,2940,Non-migratory [2940]. 1`2.95km^2 home ranges [2940].
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Presbytis,chrysomelas,,"Bornean Banded Langur, Sarawak Surili",CR,U,N,W,3187,"Unclear movement [3187]. have regular ranging patterns, moving both vertically and horizontally, dependent on food, but doesn't describe if predictable movements [3187]."
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Presbytis,comata,,"Grizzled Leaf Monkey, Java Leaf Monkey, Javan Grizzled Langur, Javan Surili",EN,D,N,W,3188,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Presbytis,femoralis,,"Banded Langur, Banded Leaf Monkey, Banded Surili",NT,D,N,W,3189,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Presbytis,frontata,,"White-faced Langur, White-fronted Langur, White-fronted Leaf Monkey",VU,D,N,W,3190,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Presbytis,hosei,,"Gray Leaf Monkey, Grey Leaf Monkey, Hoses Langur, Hose's Leaf Monkey",VU,D,N,W,3191,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Presbytis,melalophos,,"Mitred Leaf Monkey, Sumatran Surili",EN,N,N,W,3192,Non-migratory [3192]. home range 14-29.5Ha home range [3192].
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Presbytis,natunae,,"Natuna Island Surili, Natuna Leaf Monkey",VU,D,N,W,3193,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Presbytis,potenziani,,"Long-tailed Langur, Mentawai Langur, Mentawai Leaf Monkey",EN,N,N,W,3194,Non-migratory [3194]. 25-40Ha and 11.5-40Ha home range [3194].
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Presbytis,rubicunda,,"Maroon Langur, Maroon Leaf Monkey, Maroon Sureli, Red Leaf Monkey",LC,N,N,W,3195,"Non-migratory [3195]. 0.33-0.99 km^2 home ranges, correlated with group size [3195]."
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Presbytis,siamensis,,"Pale-thighed Langur, White-thighed Surili",NT,D,N,W,3196,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Presbytis,thomasi,,"North Sumatran Leaf Monkey, Sumatran Grizzled Langur, Thomas's Langur, Thomass Langur, Thomas's Leaf Monkey",VU,N,N,W,3197,Non-migratory [3197]. 12.3-15.7Ha home ranges [3197].
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Procolobus,badius,Colobus badius,"Bay Colobus, Red Colobus, West African Red Colobus, Western Red Colobus",EN,N,N,W,3134,Non-migratory [3134]. 75Ha home ranges [3134].
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Procolobus,gordonorum,,"Udzungwa Red Colobus, Uhehe Red Colobus",EN,D,N,W,3198,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Procolobus,kirkii,,"Kirk's Red Colobus, Zanzibar Red Colobus",EN,N,N,W,3199,Non-migratory [3199]. lives in multi-male groups with overlapping home ranges [3199].
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Procolobus,pennantii,,"Bouvier's Red Colobus, Pennant's Red Colobus",CR,D,N,W,3200,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Procolobus,preussi,,"Preuss's Red Colobus, Preusss Red Colobus",CR,D,N,W,3201,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Procolobus,rufomitratus,,"Eastern Red Colobus, Tana River Red Colobus",LC,D,N,W,3202,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Procolobus,verus,,"Olive Colobus, Van Beneden's Colobus",NT,D,N,W,3203,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Pygathrix,cinerea,,"Gray-shanked Douc Langur, Grey-shanked Douc Langur",CR,D,N,W,3204,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Pygathrix,nemaeus,,"Red-shanked Douc, Red-shanked Douc Langur",EN,D,N,W,3205,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Pygathrix,nigripes,,"Black-shanked Douc, Black-shanked Douc Langur, Black-shanked Douc Monkey",EN,N,N,W,3206,Non-migratory [3206]. mean home range of 30-50Ha [3206].
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Rhinopithecus,avunculus,,Tonkin Snub-nosed Monkey,CR,D,N,W,3211,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Rhinopithecus,bieti,,"Black Snub-nosed Monkey, Yunnan Snub-nosed Monkey",EN,M,RT,W,3210,"Walking migrant [3210]. Refuge? Tracking? [3210]. Food exposed at high altitude in winter [3210]. uses highest elevation during winter, authors propose that higher radiation increases food availability through snow melt, doesn't seem to discuss why move down in summer? [3210]."
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Rhinopithecus,brelichi,,"Gray Snub-nosed Monkey, Grey Snub-nosed Monkey, Guizhou Snub-nosed Monkey",EN,U,N,W,3207,"Unclear movement [3207]. slept at lower altitudes in cold season than warm, but unclear if shifted entire range or just sleeping sites [3207]."
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Rhinopithecus,roxellana,,"Golden Snub-nosed Monkey, Sichuan Golden Snub-nosed Monkey",EN,M,T,W,3208,"Walking migrant [3208]. Tracking [3208]. Plant phenology [3208]. home range: 14.1 (spring), 9.5 (summer), 12.1 (autumn), 12.3km^2 (winter), seasonal changes are correlated with vegetation phenology. Home ranges overlap across seasons, but authors refer to this as migration anyway. [3208]."
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Rhinopithecus,strykeri,,"Burmese Snub-nosed Monkey, Myanmar Snub-nosed Monkey",CR,D,N,W,3212,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Rungwecebus,kipunji,,Kipunji,CR,N,N,W,3213,Non-migratory [3213]. 306.18Ha home ranges [3213].
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Semnopithecus,ajax,,"Chamba Sacred Langur, Dark-eyed Himalayan Langur, Himalayan Gray Langur, Himalayan Grey Langur, Kashmir Gray Langur, Western Himalayan Langur",EN,N,N,W,3214,Non-migratory [3214]. 2.35-3.52km^2 home ranges [3214].
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Semnopithecus,dussumieri,,"Dussumier's Malabar Langur, Dussumiers Sacred Langur, Southern Plains Gray Langur",LC,D,N,W,3215,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Semnopithecus,entellus,Presbytis entellus,"Bengal Hanuman Langur, Northern Plains Gray Langur",LC,N,N,W,3216,"Non-migratory [3216]. despite seasonal change in kind and quantity of food, each troop always stayed within the same home range [3216]."
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Semnopithecus,hector,,"Gray Langur, Hanuman Langur, Lesser Hill Langur, Tarai Gray Langur, Tarai Sacred Langur",NT,D,N,W,3217,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Semnopithecus,hypoleucos,,"Black-footed Gray Langur, Dark-legged Malabar Langur, Malabar Sacred Langur",VU,D,N,W,3218,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Semnopithecus,priam,,"Coromandel Sacred Langur, Madras Grey Langur, Tufted Gray Langur",NT,D,N,W,3219,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Semnopithecus,schistaceus,,"Central Himalayan Langur, Nepal Gray Langur",LC,D,N,W,3220,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Simias,concolor,,"Pig-tailed Langur, Pig-tailed Snub-nosed Monkey",CR,D,N,W,3221,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Theropithecus,gelada,,Gelada Baboon,LC,N,N,W,2940,Non-migratory [2940]. 0.84 km^2 home ranges [2940].
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,auratus,,"Ebony Leaf Monkey, Javan Langur, Javan Lutung",VU,N,N,W,3222,Non-migratory [3222]. home range 20-30Ha [3222].
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,barbei,,"Barbe's Langur, Barbes Langur, Tenasserim Lutung",DD,D,N,W,3223,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,cristatus,,"Silvered Langur, Silvered Leaf Monkey, Silvered Monkey, Silvery Lutung",NT,D,N,W,3224,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,delacouri,,"Delacour's Langur, White-rumped Black Leaf Monkey",CR,D,N,W,3225,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,francoisi,,"Francois's Langur, Françoiss Langur, François's Leaf Monkey, Tonkin Leaf Monkey, White Side-burned Black Langur",EN,N,N,W,3226,"Non-migratory [3226]. 19Ha home range, ranging varied over time but no seasonal differences [3226]."
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,geei,,"Gee's Golden Langur, Gees Golden Langur, Golden Leaf Monkey",EN,D,N,W,3227,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,germaini,,"Germains Langur, Germains Silver Langur, Indochinese Lutung, Indochinese Silvered Langur",EN,D,N,W,3228,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,hatinhensis,,"Hatinh Langur, Stripe-headed Black Langur",EN,D,N,W,3229,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,johnii,Presbytis johnii,"Black Leaf Monkey, Hooded Leaf Monkey, Indian Hooded Leaf Monkey, John's Langur, Johns Langur, Nilgiri Black Langur, Nilgiri Langur, Nilgiri Leaf Monkey",VU,N,N,W,3230,Non-migratory [3230]. 5.6-8.3Ha home ranges from Mar-May [3230].
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,laotum,,"Lao Langur, Laotian Black Langur, Laotian Langur, White-browed Black Langur",VU,D,N,W,3231,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,obscurus,Presbytis obscura,"Dusky Langur, Dusky Leaf-monkey, Dusky Leaf Monkey, Spectacled Langur, Spectacled Leaf Monkey, Spectactled Langur",NT,N,N,W,3134,Non-migratory [3134]. 29Ha home range [3134].
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,phayrei,,"Phayre's Langur, Phayres Leaf-monkey, Phayre's Leaf Monkey",EN,D,N,W,3232,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,pileatus,,"Bonneted Langur, Capped Langur, Capped Leaf Monkey, Capped Monkey",VU,D,N,W,3233,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,poliocephalus,,"Cat Ba Langur, Golden-headed Langur, White-headed Langur",CR,D,N,W,3234,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,shortridgei,,"Shortridges Capped Langur, Shortridges Langur",EN,D,N,W,3235,
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,vetulus,Semnopithecus vetulus,"Purple-faced Langur, Purple-faced Leaf Monkey",EN,N,N,W,3236,"Non-migratory [3236]. 3.9 and 9.6Ha home ranges, changed diet seasonally [3236]."
MAMMALIA,PRIMATES,CHEIROGALEIDAE,Allocebus,trichotis,,Hairy-eared Dwarf Lemur,DD,N,N,W,2864,Non-migratory [2864]. home ranges from Jan-Dec radiotracking study were 16 & 35.5ha [2864].
MAMMALIA,PRIMATES,CHEIROGALEIDAE,Cheirogaleus,adipicaudatus,,"Southern Fat-tailed Dwarf Lemur, Spiny Desert Dwarf Lemur, Spiny Forest Dwarf Lemur",DD,D,N,W,2879,
MAMMALIA,PRIMATES,CHEIROGALEIDAE,Cheirogaleus,crossleyi,,"Crossley's Dwarf Lemur, Furry-eared Dwarf Lemur",DD,D,N,W,2880,
MAMMALIA,PRIMATES,CHEIROGALEIDAE,Cheirogaleus,major,,"Geoffroy's Dwarf Lemur, Greater Dwarf Lemur",LC,N,N,W,2882; 2884,"Non-migratory [2882]. home ranges of 4.4Ha (males) and 4.0Ha (females) during the wet season, hibernates/torpor during the dry season [2882]."
MAMMALIA,PRIMATES,CHEIROGALEIDAE,Cheirogaleus,medius,,"Fat-tailed Dwarf Lemur, Lesser Dwarf Lemur, Western Fat-tailed Dwarf Lemur",LC,N,N,W,2882,"Non-migratory [2882]. home ranges of 1.6Ha (males) and 1.4Ha (females) during the wet season, hibernates/torpor during the dry season [2882]."
MAMMALIA,PRIMATES,CHEIROGALEIDAE,Cheirogaleus,minusculus,,Lesser Iron-grey Dwarf Lemur,DD,D,N,W,2881,
MAMMALIA,PRIMATES,CHEIROGALEIDAE,Cheirogaleus,ravus,,"Greater Iron-grey Dwarf Lemur, Large Iron-grey Dwarf Lemur",DD,D,N,W,2882,
MAMMALIA,PRIMATES,CHEIROGALEIDAE,Cheirogaleus,sibreei,,Sibree's Dwarf Lemur,DD,D,N,W,2883,
MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,berthae,,"Berthe's Mouse Lemur, Berthes Mouse Lemur, Madame Berthe's Mouse Lemur",EN,N,N,W,2897,Non-migratory [2897]. 13mo trapping indicates males have larger home ranges than females [2897].
MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,bongolavensis,,Bongolava Mouse Lemur,DD,D,N,W,2886,
MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,danfossorum,,Danfoss' Mouse Lemur,DD,D,N,W,2887,
MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,griseorufus,,Grey-brown Mouse Lemur,LC,N,N,W,2898,Non-migratory [2898]. males and females have home ranges that overlap with those of opposite sex [2898].
MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,jollyae,,Jolly's Mouse Lemur,DD,D,N,W,2888,
MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,lehilahytsara,,Goodman's Mouse Lemur,DD,D,N,W,2889,
MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,mamiratra,,Claire's Mouse Lemur,DD,D,N,W,2890,
MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,mittermeieri,,Mittermeier's Mouse Lemur,DD,D,N,W,2891,
MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,murinus,,"Gray Mouse-lemur, Grey Mouse-lemur, Lesser Mouse-lemur",LC,N,N,W,2882,"Non-migratory [2882]. home ranges of 4.2Ha (males) and 0.6Ha (females) during the wet season, hibernates/torpor during the dry season [2882]."
MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,myoxinus,,"Peters Mouse Lemur, Pygmy Mouse Lemur, Western Rufous Mouse Lemur",DD,N,N,W,2885,"Non-migratory [2885]. Sept home ranges were 0.75-1.34Ha, but population also monitored year-round [2885]."
MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,ravelobensis,,Golden-brown Mouse Lemur,EN,N,N,W,2896,Non-migratory [2896]. tracked individuals for 11 months [2896].
MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,rufus,,"Brown Mouse-lemur, Rufous Mouse-lemur, Rufous Mouse Lemur, Russet Mouse-lemur",LC,U,N,W,2895,"Unclear movement [2895]. more data needed to calculate home ranges and should take into account seasonal life history events, suggests that difference in sex ratio is due to migratory activity [2895]."
MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,sambiranensis,,Sambirano Mouse Lemur,EN,D,N,W,2892,
MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,simmonsi,,Simmons' Mouse Lemur,DD,D,N,W,2893,
MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,tavaratra,,"Northern Rufous Mouse Lemur, Tavaratra Mouse Lemur",EN,D,N,W,2894,
MAMMALIA,PRIMATES,CHEIROGALEIDAE,Mirza,coquereli,,"Coquerel's Dwarf Lemur, Coquerel's Giant Mouse Lemur, Coquerel's Mouse-lemur",NT,N,N,W,2900,Non-migratory [2900]. male home ranges were 4x bigger in mating season [2900].
MAMMALIA,PRIMATES,CHEIROGALEIDAE,Mirza,zaza,,Northern Giant Mouse Lemur,VU,N,N,W,2899,Non-migratory [2899]. home ranges are 0.5-2.2Ha [2899].
MAMMALIA,PRIMATES,CHEIROGALEIDAE,Phaner,electromontis,,"Amber Mountain Fork-marked Lemur, Montagne D Ambre Fork-marked Lemur",VU,D,N,W,2911,
MAMMALIA,PRIMATES,CHEIROGALEIDAE,Phaner,furcifer,,"Eastern Fork-marked Lemur, Masoala Fork-marked Lemur",LC,N,N,W,2910,"Non-migratory [2910]. male-female pair home ranges overlapped almost perfectly, but low cohesiveness [2910]."
MAMMALIA,PRIMATES,CHEIROGALEIDAE,Phaner,pallescens,,"Pale Fork-marked Lemur, Western Fork-marked Lemur",LC,N,N,W,2864,Non-migratory [2864]. home range of 4.0Ha [2864 citing book].
MAMMALIA,PRIMATES,CHEIROGALEIDAE,Phaner,parienti,,"Pariente's Fork-marked Lemur, Sambirano Fork-marked Lemur",VU,D,N,W,2912,
MAMMALIA,PRIMATES,DAUBENTONIIDAE,Daubentonia,madagascariensis,,Aye-aye,NT,N,N,W,2091; 2901,Non-migratory [2901]. home ranges are 125-215Ha (male) and 3-40Ha (female) [2901].
MAMMALIA,PRIMATES,GALAGIDAE,Euoticus,elegantulus,,"Elegant Galago, Elegant Needle-clawed Galago, Southern Needle-clawed Galago, Western Needle-clawed Bushbaby, Western Needle-clawed Galago",LC,D,N,W,2976,
MAMMALIA,PRIMATES,GALAGIDAE,Euoticus,pallidus,,"Northern Needle-clawed Bushbaby, Northern Needle-clawed Galago, Pallid Needle-clawed Galago",LC,D,N,W,2977,
MAMMALIA,PRIMATES,GALAGIDAE,Galago,gallarum,,"Somali Galago, Somali Lesser Galago",LC,D,N,W,2978,
MAMMALIA,PRIMATES,GALAGIDAE,Galago,matschiei,,"Eastern Needle-clawed Bushbaby, Eastern Needle-clawed Galago, Lesser Needle-clawed Galago, Matschie's Galago, Spectacled Galago, Spectacled Lesser Galago",LC,D,N,W,2979,
MAMMALIA,PRIMATES,GALAGIDAE,Galago,moholi,,"Mohol Galago, South African Galago, South African Lesser Galago, Southern Lesser Galago",LC,D,N,W,2980,
MAMMALIA,PRIMATES,GALAGIDAE,Galago,senegalensis,,"Lesser Bushbaby, Lesser Galago, Northern Lesser Galago, Senegal Galago, Senegal Lesser Galago",LC,D,N,W,2981,
MAMMALIA,PRIMATES,GALAGIDAE,Galagoides,cocos,,Kenya Coast Galago,LC,D,N,W,2982,
MAMMALIA,PRIMATES,GALAGIDAE,Galagoides,demidovii,,"Demidoff's Dwarf Galago, Demidoff's Galago, Dwarf Bushbaby, Dwarf Galago",LC,D,N,W,2983,
MAMMALIA,PRIMATES,GALAGIDAE,Galagoides,granti,,"Grant's Dwarf Galago, Grant's Lesser Galago, Mozambique Lesser Galago",LC,D,N,W,2984,
MAMMALIA,PRIMATES,GALAGIDAE,Galagoides,nyasae,,Malawi Galago,DD,D,N,W,2985,
MAMMALIA,PRIMATES,GALAGIDAE,Galagoides,orinus,,"Amani Dwarf Galago, Mountain Dwarf Galago, Uluguru Bushbaby",NT,D,N,W,2986,
MAMMALIA,PRIMATES,GALAGIDAE,Galagoides,rondoensis,,"Rondo Bushbaby, Rondo Dwarf Galago",CR,D,N,W,2987,
MAMMALIA,PRIMATES,GALAGIDAE,Galagoides,thomasi,,"Thomas's Bushbaby, Thomas's Dwarf Galago",LC,D,N,W,2988,
MAMMALIA,PRIMATES,GALAGIDAE,Galagoides,zanzibaricus,Galago zanzibaricus,"Matundu Dwarf Galago, Udzungwa Bushbaby, Zanzibar Bushbaby, Zanzibar Galago, Zanzibar/udzungwa Galago",LC,N,N,W,2989,Non-migratory [2989]. 0.8-5.0Ha [2989].
MAMMALIA,PRIMATES,GALAGIDAE,Otolemur,crassicaudatus,,"Garnett's Greater Galago, Greater Bushbaby, Greater Galago, Large-eared Greater Galago, Thick-tailed Bushbaby, Thick-tailed Greater Galago",LC,D,N,W,2990,
MAMMALIA,PRIMATES,GALAGIDAE,Otolemur,garnettii,,"Garnett's Greater Galago, Small-eared Galago, Small-eared Greater Galago",LC,D,N,W,2991,
MAMMALIA,PRIMATES,GALAGIDAE,Sciurocheirus,alleni,,"Allen's Bushbaby, Allen's Galago, Allen's Squirrel Galago",LC,D,N,W,2992,
MAMMALIA,PRIMATES,GALAGIDAE,Sciurocheirus,gabonensis,,Gabon Allens Galago,LC,D,N,W,2993,
MAMMALIA,PRIMATES,HOMINIDAE,Gorilla,beringei,,"Eastern Gorilla, Mountain Gorilla",EN,M,T,W,1232; 2878,"Walking migrant [2878]; Non-migratory [1232]. Tracking ? [2878]. Move seasonally to bamboo forest to take advantage of seasonal food [2878]. Migration not obligatory/universal. spend more time in areas of home rage with more food [1232], but doesn't sound like migration; migrates between secondary/primary and bamboo forest every year at same time, migration is dependent on food which in turn is dependent on rain [2878]."
MAMMALIA,PRIMATES,HOMINIDAE,Gorilla,gorilla,,"Lowland Gorilla, Western Gorilla",CR,N,N,W,3255,Non-migratory [3255]. home range of 20km^2 [3255].
MAMMALIA,PRIMATES,HOMINIDAE,Homo,sapiens,,Human,LC,M,R,W,3658,Migratory (some) [3658]. Refuge [3658]. Migration not obligatory/universal.
MAMMALIA,PRIMATES,HOMINIDAE,Pan,paniscus,,"Bonobo, Dwarf Chimpanzee, Gracile Chimpanzee, Pygmy Chimpanzee",EN,N,N,W,3256,Non-migratory [3256]. 20-60km^2 home ranges [3256].
MAMMALIA,PRIMATES,HOMINIDAE,Pan,troglodytes,,"Chimpanzee, Common Chimpanzee, Robust Chimpanzee",EN,N,N,W,3257,Non-migratory [3257]. 12.5km^2 average home ranges [3257].
MAMMALIA,PRIMATES,HOMINIDAE,Pongo,abelii,,Sumatran Orangutan,CR,N,N,W,3253,"Non-migratory [3253]. home ranges of 800-1500Ha home ranges for females, unknown for males [3253]."
MAMMALIA,PRIMATES,HOMINIDAE,Pongo,pygmaeus,,Bornean Orangutan,EN,M,T,W,3254,"Walking migrant [3254]. Tracking ? [3254]. Move to area when food abundant [3254]. some resident, some non-resident, non-residents of both sexes move seasonally to study area when food is abundant [3254]."
MAMMALIA,PRIMATES,HYLOBATIDAE,Hoolock,hoolock,,"Hoolock Gibbon, Western Hoolock, Western Hoolock Gibbon",EN,N,N,W,3237,Non-migratory [3237]. 8-63Ha home ranges [3237].
MAMMALIA,PRIMATES,HYLOBATIDAE,Hoolock,leuconedys,,"Eastern Hoolock, Eastern Hoolock Gibbon",VU,U,N,W,3238,"Unclear movement [3238]. fruit diet contributes to large home range, but no indication if shifts seasonally [3238]."
MAMMALIA,PRIMATES,HYLOBATIDAE,Hylobates,agilis,,"Agile Gibbon, Dark-handed Gibbon",EN,N,N,W,3239,Non-migratory [3239]. home range of 29Ha [3239].
MAMMALIA,PRIMATES,HYLOBATIDAE,Hylobates,albibarbis,,"Bornean Agile Gibbon, Bornean White-bearded Gibbon",EN,N,N,W,3240,Non-migratory [3240]. home ranges sizes of 28 and 45 Ha [3240].
MAMMALIA,PRIMATES,HYLOBATIDAE,Hylobates,klossii,,"Dwarf Gibbon, Kloss's Gibbon, Klosss Gibbon, Mentawai Gibbon",EN,N,N,W,3241,Non-migratory [3241]. 7-11Ha home ranges [3241].
MAMMALIA,PRIMATES,HYLOBATIDAE,Hylobates,lar,,"Common Gibbon, Lar Gibbon, White-handed Gibbon",EN,N,N,W,3242,Non-migratory [3242]. 44-54Ha home ranges [3242].
MAMMALIA,PRIMATES,HYLOBATIDAE,Hylobates,moloch,,"Javan Gibbon, Moloch Gibbon, Owa Jawa, Silvery Gibbon, Silvery Javan Gibbon",EN,N,N,W,3243,Non-migratory [3243]. 17Ha home range [3243].
MAMMALIA,PRIMATES,HYLOBATIDAE,Hylobates,muelleri,,"Bornean Gibbon, Bornean Grey Gibbon, Borneo Gibbon, Grey Gibbon, Müller's Bornean Gibbon, Müller's Gibbon",EN,N,N,W,3244,Non-migratory [3244]. 36Ha home range [3244].
MAMMALIA,PRIMATES,HYLOBATIDAE,Hylobates,pileatus,,"Capped Gibbon, Crowned Gibbon, Pileated Gibbon",EN,D,N,W,3245,
MAMMALIA,PRIMATES,HYLOBATIDAE,Nomascus,concolor,,"Black Crested Gibbon, Black Gibbon, Crested Gibbon, Indochinese Gibbon",CR,N,N,W,3246,Non-migratory [3246]. 151 Ha home range [3246].
MAMMALIA,PRIMATES,HYLOBATIDAE,Nomascus,gabriellae,,"Buff-cheeked Gibbon, Buffy-cheeked Gibbon, Red-cheeked Gibbon, Yellow-cheeked Crested Gibbon",EN,N,N,W,3247,Non-migratory [3247]. 30-100Ha home ranges [3247].
MAMMALIA,PRIMATES,HYLOBATIDAE,Nomascus,hainanus,,"Hainan Black Crested Gibbon, Hainan Black Gibbon, Hainan Crested Gibbon, Hainan Gibbon",CR,N,N,W,3248,Non-migratory [3248]. 100-500Ha home ranges [3248].
MAMMALIA,PRIMATES,HYLOBATIDAE,Nomascus,leucogenys,,"Northern White-cheeked Gibbon, White-cheeked Gibbon",CR,D,N,W,3249,
