Class,Order,Family,Genus,Species,Possible synonyms,Common name,Red List status,Movement,Migratory type,Locomotion,References,Notes
MAMMALIA,AFROSORICIDA,CHRYSOCHLORIDAE,Amblysomus,corriae,,Fynbos Golden Mole,NT,D,N,W,2190,
MAMMALIA,AFROSORICIDA,CHRYSOCHLORIDAE,Amblysomus,hottentotus,,"Hottentot Golden Mole, Zulu Golden Mole",LC,D,N,W,2191,
MAMMALIA,AFROSORICIDA,CHRYSOCHLORIDAE,Amblysomus,marleyi,,Marley's Golden Mole,EN,D,N,W,2192,
MAMMALIA,AFROSORICIDA,CHRYSOCHLORIDAE,Amblysomus,robustus,,Robust Golden Mole,VU,D,N,W,2193,
MAMMALIA,AFROSORICIDA,CHRYSOCHLORIDAE,Amblysomus,septentrionalis,,Highveld Golden Mole,NT,D,N,W,2194,
MAMMALIA,AFROSORICIDA,CHRYSOCHLORIDAE,Calcochloris,leucorhinus,,Congo Golden Mole,DD,D,N,W,2195,
MAMMALIA,AFROSORICIDA,CHRYSOCHLORIDAE,Calcochloris,obtusirostris,,Yellow Golden Mole,LC,D,N,W,2196,
MAMMALIA,AFROSORICIDA,CHRYSOCHLORIDAE,Calcochloris,tytonis,,Somali Golden Mole,DD,D,N,W,2197,
MAMMALIA,AFROSORICIDA,CHRYSOCHLORIDAE,Carpitalpa,arendsi,,Arend's Golden Mole,VU,D,N,W,2198,
MAMMALIA,AFROSORICIDA,CHRYSOCHLORIDAE,Chlorotalpa,duthieae,,Duthie's Golden Mole,VU,D,N,W,2199,
MAMMALIA,AFROSORICIDA,CHRYSOCHLORIDAE,Chlorotalpa,sclateri,,Sclater's Golden Mole,LC,D,N,W,2200,
MAMMALIA,AFROSORICIDA,CHRYSOCHLORIDAE,Chrysochloris,asiatica,,Cape Golden Mole,LC,D,N,W,2201,
MAMMALIA,AFROSORICIDA,CHRYSOCHLORIDAE,Chrysochloris,stuhlmanni,,Stuhlmann's Golden Mole,LC,D,N,W,2202,
MAMMALIA,AFROSORICIDA,CHRYSOCHLORIDAE,Chrysochloris,visagiei,,Visagie's Golden Mole,DD,D,N,W,2203,
MAMMALIA,AFROSORICIDA,CHRYSOCHLORIDAE,Chrysospalax,trevelyani,,Giant Golden Mole,EN,D,N,W,2204,
MAMMALIA,AFROSORICIDA,CHRYSOCHLORIDAE,Chrysospalax,villosus,,Rough-haired Golden Mole,VU,D,N,W,2205,
MAMMALIA,AFROSORICIDA,CHRYSOCHLORIDAE,Cryptochloris,wintoni,,De Winton's Golden Mole,CR,D,N,W,2206,
MAMMALIA,AFROSORICIDA,CHRYSOCHLORIDAE,Cryptochloris,zyli,,Van Zyl's Golden Mole,EN,D,N,W,2207,
MAMMALIA,AFROSORICIDA,CHRYSOCHLORIDAE,Eremitalpa,granti,,Grant's Golden Mole,LC,N,N,W,2208,Non-migratory [2208]. home ranges of 4.63Ha [2208].
MAMMALIA,AFROSORICIDA,CHRYSOCHLORIDAE,Neamblysomus,gunningi,,Gunning's Golden Mole,EN,D,N,W,2209,
MAMMALIA,AFROSORICIDA,CHRYSOCHLORIDAE,Neamblysomus,julianae,,Juliana's Golden Mole,VU,D,N,W,2210,
MAMMALIA,AFROSORICIDA,TENRECIDAE,Echinops,telfairi,,Lesser Hedgehog Tenrec,LC,D,N,W,2211,
MAMMALIA,AFROSORICIDA,TENRECIDAE,Geogale,aurita,,Large-eared Tenrec,LC,D,N,W,2212,
MAMMALIA,AFROSORICIDA,TENRECIDAE,Hemicentetes,nigriceps,,Highland Streaked Tenrec,LC,D,N,W,2213,
MAMMALIA,AFROSORICIDA,TENRECIDAE,Hemicentetes,semispinosus,,Lowland Streaked Tenrec,LC,D,N,W,2214,
MAMMALIA,AFROSORICIDA,TENRECIDAE,Limnogale,mergulus,,Aquatic Tenrec,VU,D,N,A,2215,
MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,brevicaudata,,Short-tailed Shrew Tenrec,LC,D,N,W,2216,
MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,cowani,,Cowan's Shrew Tenrec,LC,D,N,W,2217,
MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,dobsoni,,Dobson's Shrew Tenrec,LC,D,N,W,2218,
MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,drouhardi,,Striped Shrew Tenrec,LC,D,N,W,2219,
MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,dryas,,Tree Shrew Tenrec,VU,D,N,W,2220,
MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,fotsifotsy,,Pale-footed Shrew Tenrec,LC,D,N,W,2221,
MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,gracilis,,Gracile Shrew Tenrec,LC,D,N,W,2222,
MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,gymnorhyncha,,Naked Nosed Shrew Tenrec,LC,D,N,W,2223,
MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,jenkinsae,,Jenkins' Shrew Tenrec,EN,D,N,W,2224,
MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,jobihely,,Northern Shrew Tenrec,EN,D,N,W,2225,
MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,longicaudata,,Lesser Long-tailed Shrew Tenrec,LC,D,N,W,2226,
MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,majori,,Major's Long-tailed Tenrec,LC,D,N,W,2227,
MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,monticola,,Mountain Shrew Tenrec,VU,D,N,W,2228,
MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,nasoloi,,Nasolo's Shrew Tenrec,VU,D,N,W,2229,
MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,parvula,,Pygmy Shrew Tenrec,LC,D,N,W,2230,
MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,principula,,Greater Long-tailed Shrew Tenrec,LC,D,N,W,2231,
MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,pusilla,,Lesser Shrew Tenrec,LC,D,N,W,2232,
MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,soricoides,,Shrew Tenrec,LC,D,N,W,2233,
MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,taiva,,Taiva Shrew Tenrec,LC,D,N,W,2234,
MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,talazaci,,Talzac's Shrew Tenrec,LC,D,N,W,2235,
MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,thomasi,,"Thomas' Shrew Tenrec, Thomas's Shrew Tenrec",LC,D,N,W,2236,
MAMMALIA,AFROSORICIDA,TENRECIDAE,Micropotamogale,lamottei,,"Nimba Otter Shrew, Pygmy Otter-shrew",EN,D,N,A,2237,
MAMMALIA,AFROSORICIDA,TENRECIDAE,Micropotamogale,ruwenzorii,,"Ruwenzori Otter Shrew, Rwenzori Otter Shrew",NT,D,N,A,2238,
MAMMALIA,AFROSORICIDA,TENRECIDAE,Oryzorictes,hova,,"Fossorial Tenrec, Hova Mole Tenrec, Hova Rice Tenrec, Mole-like Rice Tenrec",LC,D,N,W,2239,
MAMMALIA,AFROSORICIDA,TENRECIDAE,Oryzorictes,tetradactylus,,"Four-toed Mole Tenrec, Four-toed Rice Tenrec",DD,D,N,W,2240,
MAMMALIA,AFROSORICIDA,TENRECIDAE,Potamogale,velox,,"Giant Otter-shrew, Giant Otter Shrew",LC,D,N,A,2241,
MAMMALIA,AFROSORICIDA,TENRECIDAE,Setifer,setosus,,"Greater Hedgehog Tenrec, Large Madagascar Hedgehog",LC,D,N,W,2242,
MAMMALIA,AFROSORICIDA,TENRECIDAE,Tenrec,ecaudatus,,"Common Tenrec, Tailess Tenrec",LC,D,N,W,2243,
MAMMALIA,CARNIVORA,AILURIDAE,Ailurus,fulgens,,"Lesser Panda, Red Cat-bear, Red Panda",VU,N,N,W,3541,Non-migratory [3541]. home range of 94Ha (female) 111Ha (male) [3541].
MAMMALIA,CARNIVORA,CANIDAE,Alopex,lagopus,,"Arctic Fox, Polar Fox",LC,N,N,W,100,"Non-migratory [100]. Solitary. Primary prey: lemmings and voles. Range long distance when food is scarce, but no true migration [100]."
MAMMALIA,CARNIVORA,CANIDAE,Atelocynus,microtis,,"Short-eared Dog, Short-eared Fox, Small-eared Dog, Small-eared Zorro",NT,D,N,W,3493,
MAMMALIA,CARNIVORA,CANIDAE,Canis,adustus,,Side-striped Jackal,LC,N,N,W,3494,Non-migratory [3494]. home ranges of 154.5ha [3494].
MAMMALIA,CARNIVORA,CANIDAE,Canis,aureus,,"Asiatic Jackal, Common Jackal, Golden Jackal",LC,N,N,W,3495,Non-migratory [3495]. home range of 10km^2 [3495].
MAMMALIA,CARNIVORA,CANIDAE,Canis,latrans,,"American Jackal, Brush Wolf, Coyote, Prairie Wolf",LC,N,N,W,100,"Non-migratory [100]. Eat animals, plants. Scavengers. Usually monogamous. Breeding once a year, one pair per pack.  Ranging and dispersal behaviors, but not migratory [100]."
MAMMALIA,CARNIVORA,CANIDAE,Canis,lupus,,"Arctic Wolf, Common Wolf, Gray Wolf, Grey Wolf, Mexican Wolf, Plains Wolf, Timber Wolf, Tundra Wolf, Wolf",LC,M,T,W,537; 3642,"Walking migrant [3642] Non-migratory [100]. Tracking [3642]. Follow migratory caribou prey [3642]. Migration not obligatory/universal. ""All satellite-collared wolves showed a distinct migratory pattern, leaving the tundra denning areas in autumn and moving over large areas throughout the winter, before returning to the tundra to give birth in early spring"", seem to track caribou since individuals marked for several years wintered in different spots [3642]. Breeding once a year, one pair per pack. Carnivorous, especially ungulates, beavers, hares. Large territories: 130-13,000 square km. Dispersal up to 800 km, but no migration [100]."
MAMMALIA,CARNIVORA,CANIDAE,Canis,mesomelas,,"Black-backed Jackal, Chacal À Chabraque, Silver-backed Jackal",LC,N,N,W,3494,Non-migratory [3494]. home ranges of 210.8ha [3494].
MAMMALIA,CARNIVORA,CANIDAE,Canis,rufus,,Red Wolf,CR,N,N,W,100,"Non-migratory [100]. Moves from section to section of home range every 7-10 days. Breeding once per year, dens as found in hollow tree trunks, stream banks, etc. [100]."
MAMMALIA,CARNIVORA,CANIDAE,Canis,simensis,,"Ethiopian Wolf, Simien Fox, Simien Jackal",EN,N,N,W,3496,Non-migratory [3496]. home ranges of 6km^2 across several years [3496].
MAMMALIA,CARNIVORA,CANIDAE,Cerdocyon,thous,,"Common Fox, Common Zorro, Crab-eating Fox, Crab-eating Zorro, Forest Fox, Savannah Fox",LC,M,R,W,3497,"Walking migrant [3497]. Refuge [3497]. Avoid seasonal flooding [3497]. ""In the central llanos of Venezuela, fox home ranges similarly shift to higher ground in response to seasonal flooding, though are generally located in open palm savanna (68% of sightings) and closed habitats (shrub, woodlands, deciduous forest, 32%) "" [3497]."
MAMMALIA,CARNIVORA,CANIDAE,Chrysocyon,brachyurus,,Maned Wolf,NT,N,N,W,3498,Non-migratory [3498]. have large home ranges [3498].
MAMMALIA,CARNIVORA,CANIDAE,Cuon,alpinus,,"Asiatic Wild Dog, Dhole, Indian Wild Dog, Red Dog",EN,N,N,W,3499,"Non-migratory [3499]. home ranges of 12 and 49,5 km^2 [3499]."
MAMMALIA,CARNIVORA,CANIDAE,Lycaon,pictus,,"African Wild Dog, Cape Hunting Dog, Painted Hunting Dog",EN,N,N,W,3495,Non-migratory [3495]. home range of 1750Ha [3495].
MAMMALIA,CARNIVORA,CANIDAE,Nyctereutes,procyonoides,,Racoon Dog,LC,N,N,W,3500,Non-migratory [3500]. home ranges from 2.8-200Ha [3500].
MAMMALIA,CARNIVORA,CANIDAE,Otocyon,megalotis,,Bat-eared Fox,LC,N,N,W,3501,"Non-migratory [3501]. home ranges of 0.3-3.5km^2, smaller in winter when diet is mostly termites [3501]."
MAMMALIA,CARNIVORA,CANIDAE,Pseudalopex,culpaeus,,"Andean Fox, Culpeo",LC,N,N,W,3502,"Non-migratory [3502]. annual home ranges of 9.8km^2, with no significant differences across seasons or sexes [3502]."
MAMMALIA,CARNIVORA,CANIDAE,Pseudalopex,fulvipes,,Darwin's Fox,CR,N,N,W,3503,Non-migratory [3503]. about 70% of home range is  old growth forest [3503].
MAMMALIA,CARNIVORA,CANIDAE,Pseudalopex,griseus,,"Argentine Gray Fox, Grey Zorro, South American Grey Fox",LC,N,N,W,3504,Non-migratory [3504]. 58% of monitored individuals used matorral shrubland in home ranges [3504].
MAMMALIA,CARNIVORA,CANIDAE,Pseudalopex,gymnocercus,,"Azara's Fox, Azaras Fox, Azara's Zorro, Pampas Fox",LC,D,N,W,3505,
MAMMALIA,CARNIVORA,CANIDAE,Pseudalopex,sechurae,,"Peruvian Desert Fox, Sechura Desert Fox, Sechura Fox",NT,D,N,W,3506,
MAMMALIA,CARNIVORA,CANIDAE,Pseudalopex,vetulus,,"Hoary Fox, Hoary Zorro, Small-toothed Dog",LC,D,N,W,3507,
MAMMALIA,CARNIVORA,CANIDAE,Speothos,venaticus,,"Bush Dog, Savannah Dog, Vinegar Dog",NT,N,N,W,3508,Non-migratory [3508]. 3.8-10ikm^2 home ranges [3508].
MAMMALIA,CARNIVORA,CANIDAE,Urocyon,cinereoargenteus,,"Gray Fox, Grey Fox, Tree Fox",LC,N,N,W,100,"Non-migratory [100]. Range over 2-5 square km, variable with habitat type [100]."
MAMMALIA,CARNIVORA,CANIDAE,Urocyon,littoralis,,"California Channel Island Fox, Channel Islands Fox, Island Fox, Island Gray Fox, Island Grey Fox",CR,N,N,W,100,"Non-migratory [100]. Ranges of 10-40 ha, dependent on habitat and season [100]."
MAMMALIA,CARNIVORA,CANIDAE,Vulpes,bengalensis,,"Bengal Fox, Indian Fox",LC,D,N,W,3509,
MAMMALIA,CARNIVORA,CANIDAE,Vulpes,cana,,"Afghan Fox, Blanford's Fox, Corsac, Dog Fox, Hoary Fox, Steppe Fox",LC,N,N,W,3510,"Non-migratory [3510]. home range of 0.5-2.0km^2, no seasonal or gender differences [3510]."
MAMMALIA,CARNIVORA,CANIDAE,Vulpes,chama,,"Cape Fox, Silver Fox, Silver Jackal",LC,D,N,W,3511,
MAMMALIA,CARNIVORA,CANIDAE,Vulpes,corsac,,"Corsac, Corsac Fox",LC,D,N,W,3512,
MAMMALIA,CARNIVORA,CANIDAE,Vulpes,ferrilata,,"Sand Fox, Tibetan Fox, Tibetan Sand Fox",LC,D,N,W,3513,
MAMMALIA,CARNIVORA,CANIDAE,Vulpes,macrotis,,"Desert Fox, Kit Fox",LC,N,N,W,3514,Non-migratory [3514]. 11km^2 home ranges [3514].
MAMMALIA,CARNIVORA,CANIDAE,Vulpes,pallida,,"African Sand Fox, Pale Fox, Pallid Fox",LC,D,N,W,3515,
MAMMALIA,CARNIVORA,CANIDAE,Vulpes,rueppellii,,"Rueppell's Fox, Rüeppell's Fox, Rüppell's Fox, Rüppell's Sand Fox, Rüppells Sand Fox, Rüppel's Fox, Sand Fox",LC,D,N,W,3516,
MAMMALIA,CARNIVORA,CANIDAE,Vulpes,velox,,Swift Fox,LC,N,N,W,100,"Non-migratory [100]. Distinct populations of kit and swift foxes, possible separate species. Swift foxes rare or extinct in northern half of range. Home ranges, hunting trips, young dispersal, but no migration [100]."
MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,,"Cross Fox, Red Fox, Silver Fox",LC,N,N,W,100,"Non-migratory [100]. Opportunistic in feeding with variable diet between location and season. Territorial with variable home range size (20-2,000 ha), young disperse (male average 29 km, female 8 km), no migration [100]."
MAMMALIA,CARNIVORA,CANIDAE,Vulpes,zerda,,Fennec Fox,LC,D,N,W,3517,
MAMMALIA,CARNIVORA,EUPLERIDAE,Cryptoprocta,ferox,,Fossa,VU,D,N,W,3542,
MAMMALIA,CARNIVORA,EUPLERIDAE,Eupleres,goudotii,,"Falanouc, Fanalouc, Malagasy Mongoose, Slender Fanalouc, Small-toothed Mongoose",NT,D,N,W,3543,
MAMMALIA,CARNIVORA,EUPLERIDAE,Fossa,fossana,Fossa fossa,"Fanaloka, Malagasy Civet, Striped Civet",NT,N,N,W,3495,Non-migratory [3495]. home range 1km^2 [3495].
MAMMALIA,CARNIVORA,EUPLERIDAE,Galidia,elegans,,"Malagasy Ring-tailed Mongoose, Ring-tailed Mongoose",LC,N,N,W,3495,Non-migratory [3495]. home range 0.23km^2 [3495].
MAMMALIA,CARNIVORA,EUPLERIDAE,Galidictis,fasciata,,"Broad-striped Mongoose, Malagasy Broad-striped Mongoose",NT,D,N,W,3544,
MAMMALIA,CARNIVORA,EUPLERIDAE,Galidictis,grandidieri,,"Giant-striped Mongoose, Grandidier's Mongoose",EN,D,N,W,3545,
MAMMALIA,CARNIVORA,EUPLERIDAE,Mungotictis,decemlineata,,"Malagasy Narrow-striped Mongoose, Narrow-striped Mongoose",VU,D,N,W,3546,
MAMMALIA,CARNIVORA,EUPLERIDAE,Salanoia,concolor,,"Brown-tailed Mongoose, Malagasy Brown-tailed Mongoose, Salano",VU,D,N,W,3547,
MAMMALIA,CARNIVORA,FELIDAE,Acinonyx,jubatus,,"Cheetah, Hunting Leopard",VU,M,T,W,3463; 3464,"Walking migrant [3463]. Tracking [3463]. Follow migratory Thomson's gazelle]s [3463]. Migration not obligatory/universal [3463]. females and some males migrate following Thomson's gazelles in Serengeti [3463]; females and males are non-migratory in areas where prey is non-migratory, with home ranges of 1642km^2 [3464]."
MAMMALIA,CARNIVORA,FELIDAE,Caracal,aurata,,"African Golden Cat, Golden Cat",NT,D,N,W,3465,
MAMMALIA,CARNIVORA,FELIDAE,Caracal,caracal,,"African Caracal, Asian Caracal, Caracal, Desert Lynx",LC,N,N,W,3466,Non-migratory [3466]. home ranges of 316km^2 on average [3466].
MAMMALIA,CARNIVORA,FELIDAE,Felis,chaus,,"Jungle Cat, Reed Cat, REED CAT, Swamp Cat, SWAMP CAT",LC,D,N,W,3467,
MAMMALIA,CARNIVORA,FELIDAE,Felis,margarita,,"Sand Cat, Sand Dune Cat",NT,N,N,W,3468,Non-migratory [3468]. home ranges of 16km^2 [3468].
MAMMALIA,CARNIVORA,FELIDAE,Felis,nigripes,,"Black-footed Cat, Small-spotted Cat",VU,N,N,W,3469,Non-migratory [3469]. home ranges of 20.7km^2 (males) and 10.0km^2 (females) [3469].
MAMMALIA,CARNIVORA,FELIDAE,Felis,silvestris,,"Wildcat, Wild Cat",LC,N,N,W,3470,"Non-migratory [3470]. home ranges of 52.7km^2 in United Arab Emirates, 6-10km^2 (females) in South Africa, and 1-2km^2 (females) in Europe [3470]."
MAMMALIA,CARNIVORA,FELIDAE,Leopardus,colocolo,Felis concolor,"Chilean Pampa Cat, Pampas Cat",NT,N,N,W,3471,Non-migratory [3471]. home ranges of 19.47km^2 [3471].
MAMMALIA,CARNIVORA,FELIDAE,Leopardus,geoffroyi,Felis geoffroyi,Geoffroy's Cat,NT,N,N,W,3472,Non-migratory [3472]. home range of 2.5-3.4km^2 [3472].
MAMMALIA,CARNIVORA,FELIDAE,Leopardus,guigna,,"Chilean Cat, Guiña, Kodkod",VU,N,N,W,3473,Non-migratory [3473]. home ranges of 6.5km^2 and 1.2km^2 [3473].
MAMMALIA,CARNIVORA,FELIDAE,Leopardus,jacobita,,"Andean Cat, Andean Mountain Cat, Mountain Cat",EN,N,N,W,3474,Non-migratory [3474]. home range of 65.5km^2 [3474].
MAMMALIA,CARNIVORA,FELIDAE,Leopardus,pardalis,,Ocelot,LC,N,N,W,100; 530,"Non-migratory [530]. Travel up to 6 km per night. Male territories 4-18 square km, females 2-11 square km. Wet season range subset of dry season range [100, 530]. Smaller ranges, 2.1-2.5 km in Texas [530]."
MAMMALIA,CARNIVORA,FELIDAE,Leopardus,tigrinus,,"Little Spotted Cat, Little Tiger Cat, Oncilla, Tiger Cat",VU,N,N,W,3475,Non-migratory [3475]. home ranges are 0.9-2.8km^2 (females) and 4.8-17km^2 (males) [3475].
MAMMALIA,CARNIVORA,FELIDAE,Leopardus,wiedii,,"Margay, Tree Ocelot",NT,N,N,W,100; 531,"Non-migratory [531]. Home ranges of 10.95-15.9 square km observed. Daily movements on average 1 km linear, 0.39 range [531]."
MAMMALIA,CARNIVORA,FELIDAE,Leptailurus,serval,,Serval,LC,N,N,W,3476,Non-migratory [3476]. home ranges [3476].
MAMMALIA,CARNIVORA,FELIDAE,Lynx,canadensis,,"American Lynx, Canada Lynx",LC,N,N,W,100,"Non-migratory [100]. Home ranges 11-300 square km, females overlap. Daily movements 5-10 km. Maximum dispersal recorded 483 km [100]."
MAMMALIA,CARNIVORA,FELIDAE,Lynx,lynx,,Eurasian Lynx,LC,N,N,W,3477,Non-migratory [3477]. home range size of 248km^2 (males) and 133km^2 (females) [3477].
MAMMALIA,CARNIVORA,FELIDAE,Lynx,pardinus,,"Iberian Lynx, Pardel Lynx, Spanish Lynx",CR,U,N,W,3478,"Unclear movement [3478]. Migration not obligatory/universal [3478]. 4 month home ranges were 10.3km^2 (males) and 8.7km^2 (females), some individuals not present across consecutive season periods and termed non-resident [3478]."
MAMMALIA,CARNIVORA,FELIDAE,Lynx,rufus,,"Bay Lynx, Bobcat",LC,N,N,W,100,"Non-migratory [100]. Home ranges 0.6-201 square km, male larger than female, male and female range overlap [100]."
MAMMALIA,CARNIVORA,FELIDAE,Neofelis,diardi,,"Enkuli Clouded Leopard, Sunda Clouded Leopard, Sunda Islands Clouded Leopard, Sundaland Clouded Leopard",VU,D,N,W,3479,
MAMMALIA,CARNIVORA,FELIDAE,Neofelis,nebulosa,,Clouded Leopard,VU,N,N,W,3480,Non-migratory [3480]. home ranges of 30-40km^2 [3480].
MAMMALIA,CARNIVORA,FELIDAE,Otocolobus,manul,,"Manul, Pallas's Cat",NT,N,N,W,3481,Non-migratory [3481]. annual home ranges 27km^2 (females) and 100km^2 (males) [3481].
MAMMALIA,CARNIVORA,FELIDAE,Panthera,leo,,"African Lion, Lion",VU,N,N,W,3482,"Non-migratory [3482]. Migration not obligatory/universal [3482]. mean home ranges of 110km^2 (females) and 50km^2 (males), a small proportion of lions are nomadic and follow migrations of prey, few females are nomadic [3482]."
MAMMALIA,CARNIVORA,FELIDAE,Panthera,onca,,Jaguar,NT,N,N,W,100,"Non-migratory [100]. Home ranges 10-170 square km. Smaller in rain forest, larger in open spaces, smaller in wet season, larger in dry season. Not strictly territorial, but solitary by avoidance [100]."
MAMMALIA,CARNIVORA,FELIDAE,Panthera,pardus,,Leopard,NT,N,N,W,3483,Non-migratory [3483]. home ranges of 8.8km^2 (females) and 17.3-18 km^2 (males) [3483].
MAMMALIA,CARNIVORA,FELIDAE,Panthera,tigris,,Tiger,EN,N,N,W,3484,Non-migratory [3484]. exclusive home ranges of 20km^2 [3484].
MAMMALIA,CARNIVORA,FELIDAE,Panthera,uncia,,"Ounce, Snow Leopard",EN,M,RT,W,1230; 3485,walking [1230]; None [3485]. Refuge?/Tracking? [1230]. Climate? Prey? [1230]. Migration not obligatory/universal. seasonal migrations from higher to lower zones depend on climatic features and movements of ungulates [1230]; home ranges of 10-40km^2 [3485].
MAMMALIA,CARNIVORA,FELIDAE,Pardofelis,badia,,"Bay Cat, Bornean Bay Cat, Bornean Marbled Cat, Borneo Bay Cat",EN,D,N,W,3486,
MAMMALIA,CARNIVORA,FELIDAE,Pardofelis,marmorata,,Marbled Cat,VU,N,N,W,3487,Non-migratory [3487]. home range estimate of 5.3km^2 [3487].
MAMMALIA,CARNIVORA,FELIDAE,Pardofelis,temminckii,,"Asiatic Golden Cat, Golden Cat, Temminck's Cat",NT,N,N,W,3488,Non-migratory [3488]. home range of 32.6km^2 [3488].
MAMMALIA,CARNIVORA,FELIDAE,Prionailurus,bengalensis,,Leopard Cat,LC,N,N,W,3489,Non-migratory [3489]. home range of 12.7km^2 [3489].
MAMMALIA,CARNIVORA,FELIDAE,Prionailurus,planiceps,,Flat-headed Cat,EN,D,N,W,3490,
MAMMALIA,CARNIVORA,FELIDAE,Prionailurus,rubiginosus,,Rusty-spotted Cat,VU,D,N,W,3491,
MAMMALIA,CARNIVORA,FELIDAE,Prionailurus,viverrinus,,Fishing Cat,EN,N,N,W,3492,Non-migratory [3492]. home ranges 4-6km^2 (females ) 16-22km^2 (males) [3492].
MAMMALIA,CARNIVORA,FELIDAE,Puma,concolor,,"Cougar, Deer Tiger, Mountain Lion, Puma, Red Tiger",LC,M,T,W,100; 529,"Migratory, crossing from west to east, summer to winter, or winter on eastern Sierra Nevada to Summer on White Mountains [529]. Tracking [529]. Follows mule deer [529]. Migration not obligatory/universal, more slowly moving individuals have large home ranges [529]. Home ranges average 140 square km for females and 280 square km for males. Male ranges overlap female ranges. Travels about 10 km per night. Dispersal distances 9-140 km for females, 23-273 km for males [100]. Migratory individuals often display strong fidelity to seasonal home ranges [529]."
MAMMALIA,CARNIVORA,FELIDAE,Puma,yagouaroundi,Herpailurus yaguarondi,"Eyra Cat, Jaguarundi",LC,N,N,W,100; 532,Non-migratory [100]. Home ranges of 17.6-99.9 square km for males and 6.8-20.1 square km for females observed. Radio-collared movements observed [532].
MAMMALIA,CARNIVORA,HERPESTIDAE,Atilax,paludinosus,,"Marsh Mongoose, Water Mongoose",LC,N,N,W,3548,Non-migratory [3548]. home range of 54Ha [3548].
MAMMALIA,CARNIVORA,HERPESTIDAE,Bdeogale,crassicauda,,"Bushy-tailed Mongoose, Sokoke Bushy-tailed Mongoose",LC,D,N,W,3549,
MAMMALIA,CARNIVORA,HERPESTIDAE,Bdeogale,jacksoni,,Jackson's Mongoose,NT,D,N,W,3550,
MAMMALIA,CARNIVORA,HERPESTIDAE,Bdeogale,nigripes,,"Black-footed Mogoose, Black-legged Mongoose",LC,D,N,W,3551,
MAMMALIA,CARNIVORA,HERPESTIDAE,Bdeogale,omnivora,,Sokoke Bushy-tailed Mongoose,VU,D,N,W,3552,
MAMMALIA,CARNIVORA,HERPESTIDAE,Crossarchus,alexandri,,Alexander's Cusimanse,LC,D,N,W,3553,
MAMMALIA,CARNIVORA,HERPESTIDAE,Crossarchus,ansorgei,,"Angolan Cusimanse, Ansorge's Cusimanse",DD,D,N,W,3554,
MAMMALIA,CARNIVORA,HERPESTIDAE,Crossarchus,obscurus,,"Common Cusimanse, Cusimanse, Long-nosed Cusimanse",LC,D,N,W,3555,
MAMMALIA,CARNIVORA,HERPESTIDAE,Crossarchus,platycephalus,,"Cameroon Cusimanse, Flat-headed Cusimanse",LC,D,N,W,3556,
MAMMALIA,CARNIVORA,HERPESTIDAE,Cynictis,penicillata,,Yellow Mongoose,LC,N,N,W,3557,Non-migratory [3557]. home ranges of 600-3000m from colony [3557].
MAMMALIA,CARNIVORA,HERPESTIDAE,Dologale,dybowskii,,Pousargues' Mongoose,DD,D,N,W,3558,
MAMMALIA,CARNIVORA,HERPESTIDAE,Helogale,hirtula,,"Desert Dwarf Mongoose, Ethiopian Dwarf Mongoose, Somali Dwarf Mongoose",LC,D,N,W,3559,
MAMMALIA,CARNIVORA,HERPESTIDAE,Helogale,parvula,,"Common Dwarf Mongoose, Dwarf Mongoose",LC,N,N,W,3495,Non-migratory [3495]. home ranges 0.3km^2 [3495].
MAMMALIA,CARNIVORA,HERPESTIDAE,Herpestes,brachyurus,,Short-tailed Mongoose,LC,N,N,W,3560,Non-migratory [3560]. home ranges of 233Ha (males) and 132Ha (females) [3560].
MAMMALIA,CARNIVORA,HERPESTIDAE,Herpestes,edwardsii,,Indian Grey Mongoose,LC,D,N,W,3561,
MAMMALIA,CARNIVORA,HERPESTIDAE,Herpestes,flavescens,,"Angolan Slender Mongoose, Black Slender Mongoose, Kaokoveld Slender Mongoose",LC,D,N,W,3562,
MAMMALIA,CARNIVORA,HERPESTIDAE,Herpestes,fuscus,,"Brown Mongoose, Indian Brown Mongoose",VU,D,N,W,3563,
