"","species","sd.tavg","sd.tmin","sd.tmax","sd.prec","sd.pet","sd.npp","sd.npp.sd","rng.tavg","rng.tmin","rng.tmax","rng.prec","rng.pet","rng.npp","rng.npp.sd"
"42","Ahaetulla nasuta",2.11329228660743,1.96483734821999,2.39379860836266,76.197888836223,119.419657192255,0.857558269993195,0.377223482316573,7.1901683807373,7.0448331832886,7.7372493743896,234.416667938232,334.30993652344,2.41150939464569,1.32946652173996
"43","Ahaetulla prasina",3.44486244690383,3.40968430097293,3.52782696220218,75.7499902901701,130.827742189566,1.05790226818013,0.384339882012828,8.8229999542236,9.0921669006348,8.8589172363281,284.749992370606,381.14001464844,3.48697578907013,1.20741319656372
"44","Ailuroedus buccoides",1.60656876298117,1.9021831431293,1.55228931762952,61.0368639862104,86.4045167624164,0.584148557365153,0.179688551125511,3.898416519165,5.4891471862793,4.9331665039062,202.833343505859,298.2099609375,1.81631326675415,0.452858269214631
"45","Ailuroedus melanotis",0.720938031008225,0.714892091474901,0.783134453807547,51.7033160485549,47.7662641218752,0.900770077252494,0.25131283096029,2.0928325653076,2.067584991455,2.2799987792968,167.083328247071,132.46997070313,2.04373049736023,0.56315529346466
"46","Aimophila ruficeps",5.56761770529948,5.63345137102054,5.71978050000057,14.7939959206886,235.178488086243,0.594080849663748,0.195116423414456,21.041583776474,21.0854997634888,21.7035002708435,48.8333358764648,829.06005859375,2.57226628065109,0.740661859512329
"47","Aix sponsa",3.13670601561259,2.84950745952001,3.74864732846805,26.8412215553956,175.332282014063,0.540070588283555,0.411742314565675,11.6466536521912,11.7488296627999,12.6035823822021,129.333333969116,641.559997558591,2.31308424472809,1.71466903388501
"48","Alauda arvensis",5.69208878037904,7.1447775207892,4.3092408600605,47.4615219909427,84.7628779150427,1.23382361544215,0.634694943820793,14.9595832824707,18.923849105835,11.4305830001831,140.583337783814,204.210021972657,3.82395029067993,1.65953302383423
"49","Alcedo atthis",8.35053975782891,8.59190193202377,8.68431650284648,48.8064890343173,455.885058409012,0.72400800760692,0.568101220466619,21.6012506484985,22.7363624572754,23.3125858306884,144.333332061768,1172.78002929687,1.77748274803162,1.57838773727417
"50","Alcedo azurea",2.09310075518385,2.55768067184261,1.91559861463415,73.2701963789565,107.890950911017,0.76967060296465,0.204230380616745,6.1370830535889,6.5442504882813,5.7356681823731,244.833328247071,279.32995605468,2.34128260612488,0.665195405483241
"51","Alcedo cristata",5.34361980497472,6.41714883838138,4.5289339786605,47.7562464038701,196.889019344683,0.686466133905259,0.245791193264734,12.6270818710327,16.4589171409607,12.1733322143554,154.416660308838,597.93005371093,2.22227776050568,0.721370309591296
"52","Alcedo cyanopectus",0.80079770540844,0.86977424910766,1.0566430948559,45.6362402471825,49.7871971681307,0.675650651946387,0.318155795607626,1.9955005645752,2.187084197998,2.5774173736573,120.833343505859,124.05004882812,1.60934412479401,0.758755534887318
"53","Alcedo leucogaster",1.43855275175314,1.80786161922848,1.84643555223831,42.529059792331,135.777814212699,0.695433239972932,0.196384839939477,3.8643321990967,4.7552509307861,5.7450008392334,118.833335876465,360.69995117187,1.75841617584228,0.589760065078738
"54","Alcedo quadribrachys",1.76418380155268,1.80614594360019,2.39859448186273,46.4940614322603,149.79435650003,0.82146539573857,0.144546682859969,4.8602504730225,5.1637516021728,6.9164180755615,121.083335876465,377.18994140625,2.27296423912049,0.388950109481815
"55","Alces alces",0.905292391026017,0.801541912716621,1.03915002105403,1.77672337962393,37.7844475593204,2108.12932914486,7281.07487178833,3.02841663360596,2.87450027465817,3.18708354234695,7.1666660308838,102.439971923828,7888.32253712416,27243.8871095181
"56","Alcippe castaneceps",3.16577050169027,2.87599790633445,3.46018835151338,9.95284162910158,105.867354263862,0.882828316311181,0.174574787084797,8.61950063705447,7.85074996948242,9.3889999389648,31.1666717529298,292.589965820318,2.70673239231109,0.562266588211056
"57","Alcippe morrisonia",2.4148850198495,2.63421200295367,2.23950007575836,55.4891920175397,66.1402430440912,0.716496890219924,0.164536121528894,7.418249130249,8.1006669998169,6.7404174804688,156.666679382324,185.92004394532,2.03809881210328,0.44831371307373
"58","Alcippe schaefferi",6.31048708652304,4.11906760351766,8.55828003552086,26.8194831897473,432.345088058052,0.562290399469929,0.233430943919278,13.6482496261597,9.95108318328856,18.1635017395019,78.4166679382324,1009.9800415039,1.82818222045899,0.6995837688446
"59","Aleadryas rufinucha",5.62354535120786,6.18292372561147,5.12287617966855,58.2248637155089,134.803588478066,0.634050046735232,0.157967263406461,13.2062540054321,14.8380632400513,11.9038333892822,144.916656494141,359.56005859374,1.58554029464722,0.446392357349396
"60","Alectoris chukar",6.03777584310455,6.06452003007859,6.28647350716022,24.3993992916249,233.086891105306,0.456649320814465,0.422070235107888,19.3644165992737,19.537166595459,19.1949163675308,55.3333339691162,749.169982910151,1.06287367641926,0.997889637947078
"61","Alethe diademata",2.17347584016478,2.21999402738803,2.77602464744611,43.7887445095964,184.294333933499,0.865113461599804,0.213058605073297,6.0962505340576,5.6763343811035,8.2665843963623,120.416664123535,436.93994140625,2.49689471721649,0.638894915580753
"62","Alethe poliocephala",3.38906919400509,3.67148588285873,3.47836812480428,40.5556261483375,180.343495674687,1.09775455511741,0.259142087937894,9.0633335113525,10.971417427063,9.726749420166,120.416664123535,514.60998535156,3.36075997352601,0.612010300159457
"63","Allactaga balikunica",3.04368154699323,2.85347828926893,3.26806343725797,2.26579751777269,114.363656128065,0.0255394118842238,0.0387290404665054,11.302083492279,10.8863330483437,11.7864997386933,6.91666650772095,414.859985351562,0.081937663257122,0.1307073533535
"64","Allactaga bullata",3.30204669866568,3.26162749619603,3.40921359823389,4.69501380644355,129.657529266214,0.0861836028270642,0.143206916379209,7.49724984169007,7.99216687679291,7.2931666374207,14.6666669845581,288.929992675781,0.27563001960516,0.432494267821312
"65","Allactaga sibirica",2.95506187488203,2.87936882103231,3.09772546174968,5.7239787124332,113.423145345152,0.135068522427355,0.196604066823746,10.5575833320618,10.2022498846054,10.9183329939843,29.75,375.859985351563,0.603078030049801,0.882732138037681
"66","Alle alle",3.57292717011006,3.60488253598051,3.67119523206367,17.1138681524548,129.41983674724,0.813329085836088,0.540920959171327,9.55709457397462,9.96709489822388,9.2526903152466,46.7500000000002,380.730041503906,2.23531770706177,1.35432016849518
"67","Allocricetulus curtatus",4.13468639280301,3.82156768984496,4.45946184805338,5.78969792524149,179.028013059587,0.0795834061357752,0.159574373216421,10.7283334732056,9.8592504262924,11.59566664882,15.666666507721,428.720001220703,0.245352439582348,0.464368328452111
"68","Alophoixus bres",1.26562929951973,1.33307867099112,1.20463894952774,34.992084923301,67.0353988418485,0.547250487303174,0.118486836848111,3.4486770629882,3.6551856994629,3.2449836730957,98.75,173.47009277343,1.60004091262818,0.346237421035764
"69","Alophoixus ochraceus",3.90130918090421,4.08319223049815,3.72115521299547,15.6536480753171,200.054773032616,0.65029820686289,0.0872319395791422,8.5490837097168,8.869499206543,8.2291660308838,39.08332824707,420.23010253906,1.65109586715698,0.213347494602203
"70","Alopochen aegyptiaca",1.71782306848753,2.19456674555166,1.69796838981432,14.1883908590069,205.864685851278,0.62864789991284,0.0752088813986815,4.0894994735718,4.75258302688603,4.5067501068115,38.6666679382324,561.96997070312,1.49143129587173,0.189492732286454
"71","Alticola barakshin",2.84871813362096,3.01434841939335,2.72799849442143,1.55694387146466,74.5528336243904,0.180785256534576,0.304042212311609,7.44858336448669,8.16825008392338,7.40225017070771,4.6666669845581,200.099975585937,0.45895354449749,0.816282510757442
"72","Alticola lemminus",3.71949485169433,4.98936272660091,2.50437816510452,11.4330728547222,42.6004396450307,3742.01738346118,12709.1083949517,8.43278932571415,11.5070195198059,6.41225004196167,33.8333339691162,112.869995117188,8867.81393247843,28426.8344157934
"73","Alticola strelzowi",3.68964111761428,3.81784592169513,3.59212892621251,3.09290317696205,107.672096344346,0.155842545533943,0.253328785478443,12.8692498207092,13.5684161484242,12.2854163665324,10.75,358.66000366211,0.498849958181381,0.854451790451999
"74","Amalocichla incerta",3.08820489997977,3.70678554555499,2.58722156078345,39.523046303076,96.888318750652,0.475742387406311,0.201727544195941,7.8725032806396,9.9320631027222,5.9203338623047,100.249984741211,237.32995605469,1.0600049495697,0.45436012744904
"75","Amazilia amazilia",3.49280179076944,3.7851514282952,3.34384713262878,15.1610239328194,149.9762100321,0.693312349429017,0.177733758060556,9.4930830001831,10.6024160385132,8.3799991607666,46.0833332538605,395.82995605469,2.07021877169609,0.52708001434803
"76","Amazilia beryllina",2.55628147798741,2.98026008450194,2.2146944202391,48.0258537115695,114.136990990816,0.851695099260829,0.154731379505835,9.6354179382325,10.7625827789307,8.5068321228028,210.750011444091,427.78002929688,2.81642127037048,0.62007421255112
"77","Amazilia candida",0.947814504233532,0.502134669345435,1.59048263918099,49.0309362019612,92.7634361408095,0.328081937710965,0.137691596050933,2.4774150848389,1.2880001068116,4.3775825500488,145.5,269.21997070313,0.69727969169617,0.341334998607637
"78","Amazilia chionogaster",4.03797244045695,4.52933302797629,3.57601417198782,27.9798280335797,121.532701476524,0.943534157125196,0.517814353052227,15.7274169921875,17.6243345737457,13.8253326416015,92.1666679382324,442.01989746094,3.017469227314,1.47060734033584
"79","Amazilia cyanocephala",1.25290831441886,1.67688777378171,0.968192422727558,87.2502161872508,100.646117818932,0.611023324638326,0.236254016474918,2.7689170837403,4.0804176330567,2.8374996185303,256,262.31005859375,2.06535005569458,0.596618592739108
"80","Amazilia cyanura",2.83542376470794,3.18279088062373,2.5336536703286,53.8304539894974,102.433717194849,0.818684938429314,0.203154297309724,7.5240840911865,8.6405000686645,6.9324989318847,142.41667175293,296.32006835938,2.02926969528198,0.570724368095394
"81","Amazilia fimbriata",1.32810644668923,1.55127879029551,1.1796949839752,27.8945935085948,59.5302950232803,1.46724888451178,0.32337546992212,3.380916595459,3.7855834960937,3.1130847930908,77.499992370605,144.4599609375,3.47142243385315,0.865547984838487
"82","Amazilia rutila",2.17967868869788,2.29683144998029,2.14855917279888,56.7829764103543,172.213708179811,0.700524059618327,0.127472910826196,5.2625827789306,5.5509166717529,5.3109169006347,210.666675567627,614.06982421875,2.45609045028687,0.478595614433288
"83","Amazilia tzacatl",3.16353968256874,3.10765700432124,3.51448295022464,51.4605779900191,141.936885279685,0.708234774315677,0.26642726071446,7.84375,8.928750038147,9.7026672363281,177.333343505859,376.05993652344,1.8768424987793,0.80041253566742
"84","Amblycercus holosericeus",4.92155702768729,5.00973568568276,4.91630250509641,31.1574406015331,149.268445661089,1.01750850553332,0.384105674972749,16.1804990768433,16.4337501525879,15.9274997711181,101.083335876465,435.80993652344,3.45851421356201,1.38276904821395
"85","Amblyornis macgregoriae",4.26853734294366,4.62523007664862,3.96818822494795,56.3495762138537,123.144054742619,0.527029693856707,0.184957447038167,13.6859998703003,14.8832502365113,12.4950008392334,164.83332824707,456.10998535156,1.80265474319458,0.647706925868988
"86","Amblyospiza albifrons",2.74575877158752,3.24448290275444,2.33191323750137,15.7319017933663,107.01877550953,0.642188182812188,0.243920966359877,7.997751235962,8.6069164276123,7.386833190918,44.9166679382326,272.84997558594,1.78087770938874,0.691666096448902
"87","Amblyramphus holosericeus",2.89233407306501,2.59381833217088,3.22244379335936,17.1797683347697,152.611977303969,0.795437650138192,0.316215920764764,6.4978332519531,5.47483253479,7.5902500152588,42.083335876465,334.5400390625,1.91755431890488,0.760848790407183
"88","Ambystoma californiense",0.603995212683452,0.418147770439808,0.908204553839487,6.33663700524101,66.4216943182904,0.617796168030592,0.279000911256953,2.061333656311,1.41683340072632,3.1763324737549,19.0833320617676,233.95007324218,1.67901802062989,0.841242313385009
"89","Ammodramus aurifrons",2.99251036273644,3.38689209702735,2.64696527353955,61.2282845651417,85.4990701735359,0.894894327038252,0.256061618407171,6.9247493743896,7.6373329162597,6.5491657257081,151.333335876465,284.89990234376,2.96092724800109,0.69011878967285
"90","Ammodramus caudacutus",6.69377950074471,6.91565977865265,6.5248940359972,32.9421077259986,210.306056416619,0.791795951949251,0.463275317337017,24.5683851242065,24.7630462646484,24.3643379509449,89.2500019073488,805.820037841794,2.02762478590011,1.22780740261078
"91","Ammodramus humeralis",2.00984461241483,2.39894164039472,1.63542188274564,26.8021476707702,83.8168959648506,1.18871045432084,0.304696019107782,5.769250869751,6.8093338012695,4.7617511749267,64.249992370605,229.11999511718,2.50506591796875,0.749067187309267
"92","Ammodramus nelsoni",2.27884932140422,1.63370998051688,2.93162027535164,13.3862996476359,151.445495921891,0.710798902849511,0.562697012778597,5.73200035095214,4.19791674613952,7.2674989700318,29.3333282470702,356.969970703125,1.45035052299499,1.22085410356521
"93","Passerculus sandwichensis",8.13226389419509,7.62157188437429,8.83543003695451,34.7049639992467,377.368298633821,2620.73001452124,8083.19649785926,34.6923723220825,33.1598501205445,37.4592180252075,207.000005245209,1537.94995117187,16265.8579979278,38262.804347707
"94","Ammodramus savannarum",4.9963279646299,4.9350584315988,5.33964675072609,26.4967602048095,208.011739891767,0.770738983399207,0.474201295479702,20.705667257309,21.2724170684814,20.7676672935486,94.0000028610231,760.5,3.10606506466865,1.93319347500801
"95","Ammospermophilus harrisii",2.55713303239617,2.67020784666971,2.95434266839056,16.8038455138657,162.575241525097,0.32317286491801,0.160619783779299,12.0088329315185,12.6381670236588,14.3664989471435,89.75,802.71997070313,1.64372707903385,0.889777123928074
"96","Ammospermophilus leucurus",3.87226958364321,4.39036824368446,3.76284079986964,27.3358135482823,178.245297506183,0.371737438878803,0.179611461373187,17.1584997177124,18.8398334980011,18.5769996643066,126.833338260651,856.529968261719,1.93604211509228,0.928642183542253
"97","Ammospermophilus nelsoni",1.41537699378099,2.06404345374906,0.887229596955751,11.3856326134792,94.2268535617638,0.0995542601342064,0.0673608006080952,3.0454998016357,4.03450012207032,2.287748336792,23.8333330154419,199.830078125,0.294459789991379,0.202979147434235
"98","Amolops afghanus",0.730320844852286,0.818144175387467,0.643577004064671,16.9057252223886,10.3693219000024,0.477051642679011,0.0640139223594068,1.8035831451416,1.9850845336914,1.6205844879151,38.500015258789,23.61999511719,1.30235743522644,0.15017855167389
"99","Ampelion rubrocristatus",2.90038021982327,3.10270604027612,2.75767747896229,23.470850282258,136.172100236877,0.739436906876206,0.387264252664442,8.53591680526734,10.40408334136,7.6998329162598,74.5833339691162,406.27001953125,2.58504319190979,1.20945817232132
"100","Amphiesma stolatum",1.42356775001746,1.49964550945995,1.49607145104817,70.1120580760236,92.1293477239925,0.583226129461389,0.265919787176489,4.4857482910156,5.1164989471436,4.98766517639161,208.833343505859,276.01000976563,1.77744317054749,0.975834041833876
"101","Amphispiza belli",4.85676459289027,4.9710355966826,4.86112601888091,33.9524558814091,204.002007813867,0.799938540484082,0.457420636037645,17.6133337020874,17.0369167327881,18.5316658020019,115.416664123535,792.020019531248,2.37832383066416,1.18257646262645
"102","Amphispiza bilineata",3.11731040231833,3.67903046560789,2.6915986412779,11.6467014452407,111.491528435236,0.186220490778575,0.0476131026178033,10.20791721344,12.6010839939117,9.2719173431397,40.0000014305115,432.35998535156,0.724833138287067,0.167055502533913
"103","Anabacerthia striaticollis",1.72528846775826,1.69686917377258,1.84855918539977,20.7283540616919,152.167814704717,0.633238072593006,0.253038777906833,4.0948333740234,3.6384162902832,4.5502490997314,54.000007629395,412.86999511719,1.29179120063781,0.60361850261689
"104","Anairetes flavirostris",4.89148127806682,5.41414413031432,4.42890498469753,25.8223668710774,191.542715514579,0.628003634525478,0.174577351769772,15.936416387558,17.6624999046326,14.2096662521362,70.3333358764648,609.749938964846,2.18149977922439,0.479517385363579
"105","Anairetes nigrocristatus",5.66530284585236,6.03541335021707,5.32177406860763,18.6945742389357,219.866516752206,0.651000947954954,0.172945240798537,14.2152500152588,14.7045830488205,13.724250793457,55.4166641235352,571.25,1.9187518954277,0.472820550203323
"106","Anairetes parulus",3.53586619733852,3.6732579077864,3.55005632416168,26.0857805726083,211.299263538967,0.698769483025707,0.564372669083346,10.658417224884,11.5952498912812,9.7404165267944,93.0000028610231,630.26000976563,2.29479390382766,1.95166723430157
"107","Anairetes reguloides",6.00409616074425,6.77113028752508,5.29030810972088,19.5601393795254,186.804218495328,0.418017111024762,0.155909658924164,16.0997495651245,18.2263329029084,14.9193334579468,60.9166679382324,670.129943847659,1.65024062991142,0.50435683131218
"108","Anas acuta",5.33679157817511,6.71238669704269,4.61658462618984,41.2414235267578,176.054548085148,1.69441477686671,0.501876144088398,14.0180864334106,19.0030749440193,12.7802753448486,110.916662216186,439.519958496091,4.84253299236298,1.20343534648419
"109","Anas americana",4.47558558021722,4.03483067049288,5.40435292349195,44.3862790755059,293.795221176637,0.840184889305391,0.637983791051492,15.2737503051757,11.7263330221176,18.8193321228027,150.000004768372,1053.75,2.78427517414093,1.69484071433545
"110","Anas clypeata",3.91117710601824,3.84459821303763,4.45572168257753,15.5766739100009,232.575235871905,0.708261731447473,0.414339830889879,14.5438334941864,12.2418007850647,19.4753332138061,59.666669845581,1010.86999511719,2.36954724788666,1.71644680202008
"111","Anas crecca",4.4443628447672,4.38007414193397,4.99315996409733,27.0752380161293,226.199901061449,0.665114520259586,0.487349005541574,20.073100566864,20.3078060150146,20.5955216884613,85.3333301544188,837.960021972661,2.62912392616272,1.44970068335533
"112","Anas cyanoptera",2.68010077928366,3.7883391749177,2.03892096729373,18.3324236220656,135.556101797407,0.67689437346539,0.245656825566402,8.9613208770752,13.0573297142983,7.1508331298828,54.5833358764648,348.96997070313,2.21733012795448,0.854311734437943
