Taxon,Family,Subfamily,Clade,Tree Genus,Genus,Species,Genes,Length
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena absaberi,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena acrobeles,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena alba,7,5203
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena albocingulata,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena amazonica,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena anaemariae,5,3135
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena angustifrons,5,3139
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena anomala,5,3136
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena arda,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena arenaria,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena bahiana,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena bakeri,2,2229
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena barbouri,2,2218
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena bassleri,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena bedai,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena bilabialatus,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena bolivica,5,3101
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena borelli,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena brasiliana,5,3137
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena brevis,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena caeca,6,4851
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena caiari,5,2843
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena camura,5,3352
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena carlgansi,2,2194
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena carli,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena carvalhoi,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena caudalis,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena cayemite,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena cegei,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena cerradensis,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena crisae,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena cubana,9,6143
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena cuiabana,5,3140
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena cunhai,5,3139
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena darwini,5,3137
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena dubia,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena fenestrata,2,2175
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena frontalis,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena fuliginosa,9,5888
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena gonavensis,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena gracilis,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena hastata,5,3137
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena heathi,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena heterozonata,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena hiata,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena hogei,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena hyporissor,2,2224
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena ibijara,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena ignatiana,5,3138
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena infraorbitale,5,3136
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena innocens,2,2235
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena kingii,5,3136
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena kisteumacheri,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena kraoh,5,3144
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena leali,2,2199
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena leeseri,5,3133
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena leucocephala,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena littoralis,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena lumbricalis,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena manni,2,2227
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena maranhensis,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena maximus,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena medemi,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena mensae,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena mertensii,5,3146
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena microcephalum,5,3025
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena miringoera,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena mitchelli,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena munoai,5,3136
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena myersi,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena neglecta,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena nigricauda,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena occidentalis,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena octostegum,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena pericensis,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena persephone,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena plumbea,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena polygrammica,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena polystegum,5,3138
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena pretrei,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena prunicolor,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena ridleyi,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena roberti,5,3146
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena rozei,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena sanctaeritae,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena saxosa,5,3143
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena schmidti,10,9743
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena scutigerum,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena silvestrii,5,3135
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena slateri,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena slevini,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena spurelli,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena steindachneri,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena stejnegeri,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena supernumeraria,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena talisiae,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena townsendi,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena trachura,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena tragorrhectes,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena uroxena,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena vanzolinii,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena varia,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena vermicularis,5,3145
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena wiedi,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena wuchereri,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Amphisbaena,Amphisbaena,Amphisbaena xera,6,6443
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Ancylocranium,Ancylocranium,Ancylocranium barkeri,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Ancylocranium,Ancylocranium,Ancylocranium ionidesi,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Ancylocranium,Ancylocranium,Ancylocranium somalicum,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Baikia,Baikia,Baikia africana,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Chirindia,Chirindia,Chirindia ewerbecki,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Chirindia,Chirindia,Chirindia langi,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Chirindia,Chirindia,Chirindia mpwapwaensis,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Chirindia,Chirindia,Chirindia rondoensis,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Chirindia,Chirindia,Chirindia swynnertoni,4,1841
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Cynisca,Cynisca,Cynisca bifrontalis,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Cynisca,Cynisca,Cynisca degrysi,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Cynisca,Cynisca,Cynisca feae,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Cynisca,Cynisca,Cynisca gansi,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Cynisca,Cynisca,Cynisca haugi,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Cynisca,Cynisca,Cynisca kigomensis,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Cynisca,Cynisca,Cynisca kraussi,3,1536
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Cynisca,Cynisca,Cynisca leonina,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Cynisca,Cynisca,Cynisca leucura,2,813
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Cynisca,Cynisca,Cynisca liberiensis,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Cynisca,Cynisca,Cynisca muelleri,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Cynisca,Cynisca,Cynisca nigeriensis,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Cynisca,Cynisca,Cynisca oligopholis,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Cynisca,Cynisca,Cynisca rouxae,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Cynisca,Cynisca,Cynisca schaeferi,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Cynisca,Cynisca,Cynisca senegalensis,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Cynisca,Cynisca,Cynisca williamsi,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Dalophia,Dalophia,Dalophia angolensis,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Dalophia,Dalophia,Dalophia ellenbergeri,4,2170
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Dalophia,Dalophia,Dalophia gigantea,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Dalophia,Dalophia,Dalophia longicauda,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Dalophia,Dalophia,Dalophia luluae,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Dalophia,Dalophia,Dalophia pistillum,4,2113
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Geocalamus,Geocalamus,Geocalamus acutus,14,12459
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Geocalamus,Geocalamus,Geocalamus modestus,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Loveridgea,Loveridgea,Loveridgea ionidesii,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Loveridgea,Loveridgea,Loveridgea phylofiniens,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Mesobaena,Mesobaena,Mesobaena huebneri,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Mesobaena,Mesobaena,Mesobaena rhachicephala,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Monopeltis,Monopeltis,Monopeltis adercae,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Monopeltis,Monopeltis,Monopeltis anchietae,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Monopeltis,Monopeltis,Monopeltis capensis,4,1842
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Monopeltis,Monopeltis,Monopeltis decosteri,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Monopeltis,Monopeltis,Monopeltis galeata,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Monopeltis,Monopeltis,Monopeltis guentheri,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Monopeltis,Monopeltis,Monopeltis infuscata,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Monopeltis,Monopeltis,Monopeltis jugularis,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Monopeltis,Monopeltis,Monopeltis kabindae,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Monopeltis,Monopeltis,Monopeltis leonhardi,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Monopeltis,Monopeltis,Monopeltis luandae,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Monopeltis,Monopeltis,Monopeltis perplexus,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Monopeltis,Monopeltis,Monopeltis remaclei,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Monopeltis,Monopeltis,Monopeltis rhodesiana,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Monopeltis,Monopeltis,Monopeltis scalper,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Monopeltis,Monopeltis,Monopeltis schoutedeni,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Monopeltis,Monopeltis,Monopeltis sphenorhynchus,3,1509
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Monopeltis,Monopeltis,Monopeltis vanderysti,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Monopeltis,Monopeltis,Monopeltis welwitschii,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Monopeltis,Monopeltis,Monopeltis zambezensis,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Zygaspis,Zygaspis,Zygaspis dolichomenta,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Zygaspis,Zygaspis,Zygaspis ferox,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Zygaspis,Zygaspis,Zygaspis kafuensis,,
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Zygaspis,Zygaspis,Zygaspis nigra,4,2170
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Zygaspis,Zygaspis,Zygaspis quadrifrons,4,2170
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Zygaspis,Zygaspis,Zygaspis vandami,4,2170
Amphisbaenia,Amphisbaenidae,Amphisbaeninae,Amphisbaeninae,Zygaspis,Zygaspis,Zygaspis violacea,,
Amphisbaenia,Bipedidae,Bipedinae,Bipedinae_1,Bipes,Bipes,Bipes biporus,15,14233
Amphisbaenia,Bipedidae,Bipedinae,Bipedinae_2,Bipes,Bipes,Bipes canaliculatus,14,12585
Amphisbaenia,Bipedidae,Bipedinae,Bipedinae_3,Bipes,Bipes,Bipes tridactylus,7,8201
Amphisbaenia,Blanidae,Blaninae,Blaninae_1,Blanus,Blanus,Blanus alexandri,2,1197
Amphisbaenia,Blanidae,Blaninae,Blaninae_2,Blanus,Blanus,Blanus aporus,2,1197
Amphisbaenia,Blanidae,Blaninae,Blaninae_3,Blanus,Blanus,Blanus cinereus,10,10143
Amphisbaenia,Blanidae,Blaninae,Blaninae_4,Blanus,Blanus,Blanus mariae,2,1133
Amphisbaenia,Blanidae,Blaninae,Blaninae_5,Blanus,Blanus,Blanus mettetali,2,1095
Amphisbaenia,Blanidae,Blaninae,Blaninae_6,Blanus,Blanus,Blanus strauchi,12,9128
Amphisbaenia,Blanidae,Blaninae,Blaninae_7,Blanus,Blanus,Blanus tingitanus,4,2443
Amphisbaenia,Cadeidae,Cadeinae,Cadeinae,Cadea,Cadea,Cadea blanoides,9,6630
Amphisbaenia,Cadeidae,Cadeinae,Cadeinae,Cadea,Cadea,Cadea palirostrata,,
Amphisbaenia,Rhineuridae,Rhineurinae,Rhineurinae,Rhineura,Rhineura,Rhineura floridana,17,16153
Amphisbaenia,Trogonophiidae,Trogonophiinae,Trogonophiinae,Agamodon,Agamodon,Agamodon anguliceps,2,813
Amphisbaenia,Trogonophiidae,Trogonophiinae,Trogonophiinae,Agamodon,Agamodon,Agamodon arabicus,,
Amphisbaenia,Trogonophiidae,Trogonophiinae,Trogonophiinae,Agamodon,Agamodon,Agamodon compressus,,
Amphisbaenia,Trogonophiidae,Trogonophiinae,Trogonophiinae,Diplometopon,Diplometopon,Diplometopon zarudnyi,14,11964
Amphisbaenia,Trogonophiidae,Trogonophiinae,Trogonophiinae,Pachycalamus,Pachycalamus,Pachycalamus brevis,,
Amphisbaenia,Trogonophiidae,Trogonophiinae,Trogonophiinae,Trogonophis,Trogonophis,Trogonophis wiegmanni,14,11458
Rhynchocephalia,Sphenodontidae,Sphenodontinae,Sphenodontinae,Sphenodon,Sphenodon,Sphenodon punctatus,17,15488
Sauria,Agamidae,Agaminae,Agaminae,Acanthocercus,Acanthocercus,Acanthocercus adramitanus,,
Sauria,Agamidae,Agaminae,Agaminae,Acanthocercus,Acanthocercus,Acanthocercus annectens,7,4720
Sauria,Agamidae,Agaminae,Agaminae,Acanthocercus,Acanthocercus,Acanthocercus atricollis,5,2829
Sauria,Agamidae,Agaminae,Agaminae,Acanthocercus,Acanthocercus,Acanthocercus branchi,,
Sauria,Agamidae,Agaminae,Agaminae,Acanthocercus,Acanthocercus,Acanthocercus cyanogaster,5,2734
Sauria,Agamidae,Agaminae,Agaminae,Acanthocercus,Acanthocercus,Acanthocercus guentherpetersi,,
Sauria,Agamidae,Agaminae,Agaminae,Acanthocercus,Acanthocercus,Acanthocercus phillipsii,,
Sauria,Agamidae,Agaminae,Agaminae,Acanthocercus,Acanthocercus,Acanthocercus yemensis,6,4023
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama aculeata,6,3334
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama africana,4,2154
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama agama,11,7426
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama anchietae,8,5501
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama armata,5,2855
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama atra,8,4368
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama bocourti,,
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama boensis,4,2203
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama bottegi,5,2797
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama boueti,5,2872
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama boulengeri,5,2779
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama caudospinosa,4,2177
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama cristata,1,502
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama doriae,5,2774
Sauria,Agamidae,Agaminae,Agaminae,Agama,Agama,Agama etoshae,3,1510
