Taxon,Family,Subfamily,Clade,Tree Genus,Genus,Species,Genes,Length
Serpentes,Colubridae,Natricinae,Natricinae,Opisthotropis,Opisthotropis,Opisthotropis laui,,
Serpentes,Colubridae,Natricinae,Natricinae,Opisthotropis,Opisthotropis,Opisthotropis maculosa,,
Serpentes,Colubridae,Natricinae,Natricinae,Opisthotropis,Opisthotropis,Opisthotropis maxwelli,,
Serpentes,Colubridae,Natricinae,Natricinae,Opisthotropis,Opisthotropis,Opisthotropis rugosa,,
Serpentes,Colubridae,Natricinae,Natricinae,Opisthotropis,Opisthotropis,Opisthotropis spenceri,,
Serpentes,Colubridae,Natricinae,Natricinae,Opisthotropis,Opisthotropis,Opisthotropis tamdaoensis,,
Serpentes,Colubridae,Natricinae,Natricinae,Opisthotropis,Opisthotropis,Opisthotropis typica,,
Serpentes,Colubridae,Natricinae,Natricinae,Parahelicops,Parahelicops,Parahelicops annamensis,,
Serpentes,Colubridae,Natricinae,Natricinae,Pararhabdophis,Pararhabdophis,Pararhabdophis chapaensis,,
Serpentes,Colubridae,Natricinae,Natricinae,Paratapinophis,Paratapinophis,Paratapinophis praemaxillaris,,
Serpentes,Colubridae,Natricinae,Natricinae,Regina,Regina,Regina alleni,7,5279
Serpentes,Colubridae,Natricinae,Natricinae,Regina,Regina,Regina grahamii,8,6161
Serpentes,Colubridae,Natricinae,Natricinae,Regina,Regina,Regina rigida,8,5845
Serpentes,Colubridae,Natricinae,Natricinae,Regina,Regina,Regina septemvittata,7,5283
Serpentes,Colubridae,Natricinae,Natricinae,Rhabdophis,Rhabdophis,Rhabdophis adleri,2,1578
Serpentes,Colubridae,Natricinae,Natricinae,Rhabdophis,Rhabdophis,Rhabdophis akraios,,
Serpentes,Colubridae,Natricinae,Natricinae,Rhabdophis,Rhabdophis,Rhabdophis angeli,,
Serpentes,Colubridae,Natricinae,Natricinae,Rhabdophis,Rhabdophis,Rhabdophis auriculata,,
Serpentes,Colubridae,Natricinae,Natricinae,Rhabdophis,Rhabdophis,Rhabdophis barbouri,,
Serpentes,Colubridae,Natricinae,Natricinae,Rhabdophis,Rhabdophis,Rhabdophis callichroma,,
Serpentes,Colubridae,Natricinae,Natricinae,Rhabdophis,Rhabdophis,Rhabdophis callistus,,
Serpentes,Colubridae,Natricinae,Natricinae,Rhabdophis,Rhabdophis,Rhabdophis chrysargoides,,
Serpentes,Colubridae,Natricinae,Natricinae,Rhabdophis,Rhabdophis,Rhabdophis chrysargos,1,315
Serpentes,Colubridae,Natricinae,Natricinae,Rhabdophis,Rhabdophis,Rhabdophis conspicillatus,,
Serpentes,Colubridae,Natricinae,Natricinae,Rhabdophis,Rhabdophis,Rhabdophis guangdongensis,2,1647
Serpentes,Colubridae,Natricinae,Natricinae,Rhabdophis,Rhabdophis,Rhabdophis himalayanus,2,1608
Serpentes,Colubridae,Natricinae,Natricinae,Rhabdophis,Rhabdophis,Rhabdophis leonardi,2,1623
Serpentes,Colubridae,Natricinae,Natricinae,Rhabdophis,Rhabdophis,Rhabdophis lineatus,,
Serpentes,Colubridae,Natricinae,Natricinae,Rhabdophis,Rhabdophis,Rhabdophis murudensis,,
Serpentes,Colubridae,Natricinae,Natricinae,Rhabdophis,Rhabdophis,Rhabdophis nigrocinctus,2,1578
Serpentes,Colubridae,Natricinae,Natricinae,Rhabdophis,Rhabdophis,Rhabdophis nuchalis,7,5677
Serpentes,Colubridae,Natricinae,Natricinae,Rhabdophis,Rhabdophis,Rhabdophis spilogaster,,
Serpentes,Colubridae,Natricinae,Natricinae,Rhabdophis,Rhabdophis,Rhabdophis subminiatus,8,5189
Serpentes,Colubridae,Natricinae,Natricinae,Rhabdophis,Rhabdophis,Rhabdophis swinhonis,2,1572
Serpentes,Colubridae,Natricinae,Natricinae,Rhabdophis,Rhabdophis,Rhabdophis tigrinus,8,6213
Serpentes,Colubridae,Natricinae,Natricinae,Seminatrix,Seminatrix,Seminatrix pygaea,8,5633
Serpentes,Colubridae,Natricinae,Natricinae,Sinonatrix,Sinonatrix,Sinonatrix aequifasciata,5,3915
Serpentes,Colubridae,Natricinae,Natricinae,Sinonatrix,Sinonatrix,Sinonatrix annularis,7,5186
Serpentes,Colubridae,Natricinae,Natricinae,Sinonatrix,Sinonatrix,Sinonatrix percarinata,6,4926
Serpentes,Colubridae,Natricinae,Natricinae,Sinonatrix,Sinonatrix,Sinonatrix yunnanensis,6,2984
Serpentes,Colubridae,Natricinae,Natricinae,Storeria,Storeria,Storeria dekayi,11,7876
Serpentes,Colubridae,Natricinae,Natricinae,Storeria,Storeria,Storeria hidalgoensis,,
Serpentes,Colubridae,Natricinae,Natricinae,Storeria,Storeria,Storeria occipitomaculata,7,5377
Serpentes,Colubridae,Natricinae,Natricinae,Storeria,Storeria,Storeria storerioides,5,2850
Serpentes,Colubridae,Natricinae,Natricinae,Thamnophis,Thamnophis,Thamnophis angustirostris,,
Serpentes,Colubridae,Natricinae,Natricinae,Thamnophis,Thamnophis,Thamnophis atratus,7,5430
Serpentes,Colubridae,Natricinae,Natricinae,Thamnophis,Thamnophis,Thamnophis bogerti,3,1791
Serpentes,Colubridae,Natricinae,Natricinae,Thamnophis,Thamnophis,Thamnophis brachystoma,7,5430
Serpentes,Colubridae,Natricinae,Natricinae,Thamnophis,Thamnophis,Thamnophis butleri,8,6348
Serpentes,Colubridae,Natricinae,Natricinae,Thamnophis,Thamnophis,Thamnophis chrysocephalus,8,5916
Serpentes,Colubridae,Natricinae,Natricinae,Thamnophis,Thamnophis,Thamnophis conanti,3,1791
Serpentes,Colubridae,Natricinae,Natricinae,Thamnophis,Thamnophis,Thamnophis couchii,8,6343
Serpentes,Colubridae,Natricinae,Natricinae,Thamnophis,Thamnophis,Thamnophis cyrtopsis,9,6818
Serpentes,Colubridae,Natricinae,Natricinae,Thamnophis,Thamnophis,Thamnophis elegans,9,6744
Serpentes,Colubridae,Natricinae,Natricinae,Thamnophis,Thamnophis,Thamnophis eques,7,5313
Serpentes,Colubridae,Natricinae,Natricinae,Thamnophis,Thamnophis,Thamnophis exsul,4,3687
Serpentes,Colubridae,Natricinae,Natricinae,Thamnophis,Thamnophis,Thamnophis fulvus,7,5418
Serpentes,Colubridae,Natricinae,Natricinae,Thamnophis,Thamnophis,Thamnophis gigas,4,3642
Serpentes,Colubridae,Natricinae,Natricinae,Thamnophis,Thamnophis,Thamnophis godmani,5,4251
Serpentes,Colubridae,Natricinae,Natricinae,Thamnophis,Thamnophis,Thamnophis hammondii,7,5328
Serpentes,Colubridae,Natricinae,Natricinae,Thamnophis,Thamnophis,Thamnophis lineri,3,1791
Serpentes,Colubridae,Natricinae,Natricinae,Thamnophis,Thamnophis,Thamnophis marcianus,11,8679
Serpentes,Colubridae,Natricinae,Natricinae,Thamnophis,Thamnophis,Thamnophis melanogaster,8,5916
Serpentes,Colubridae,Natricinae,Natricinae,Thamnophis,Thamnophis,Thamnophis mendax,2,1527
Serpentes,Colubridae,Natricinae,Natricinae,Thamnophis,Thamnophis,Thamnophis nigronuchalis,7,5346
Serpentes,Colubridae,Natricinae,Natricinae,Thamnophis,Thamnophis,Thamnophis ordinoides,8,6341
Serpentes,Colubridae,Natricinae,Natricinae,Thamnophis,Thamnophis,Thamnophis postremus,,
Serpentes,Colubridae,Natricinae,Natricinae,Thamnophis,Thamnophis,Thamnophis proximus,8,6348
Serpentes,Colubridae,Natricinae,Natricinae,Thamnophis,Thamnophis,Thamnophis pulchrilatus,7,5325
Serpentes,Colubridae,Natricinae,Natricinae,Thamnophis,Thamnophis,Thamnophis radix,8,6334
Serpentes,Colubridae,Natricinae,Natricinae,Thamnophis,Thamnophis,Thamnophis rossmani,,
Serpentes,Colubridae,Natricinae,Natricinae,Thamnophis,Thamnophis,Thamnophis rufipunctatus,6,4800
Serpentes,Colubridae,Natricinae,Natricinae,Thamnophis,Thamnophis,Thamnophis sauritus,7,5328
Serpentes,Colubridae,Natricinae,Natricinae,Thamnophis,Thamnophis,Thamnophis scalaris,7,5430
Serpentes,Colubridae,Natricinae,Natricinae,Thamnophis,Thamnophis,Thamnophis scaliger,7,5328
Serpentes,Colubridae,Natricinae,Natricinae,Thamnophis,Thamnophis,Thamnophis sirtalis,10,6718
Serpentes,Colubridae,Natricinae,Natricinae,Thamnophis,Thamnophis,Thamnophis sumichrasti,7,5430
Serpentes,Colubridae,Natricinae,Natricinae,Thamnophis,Thamnophis,Thamnophis valida,7,5349
Serpentes,Colubridae,Natricinae,Natricinae,Trachischium,Trachischium,Trachischium fuscum,,
Serpentes,Colubridae,Natricinae,Natricinae,Trachischium,Trachischium,Trachischium guentheri,,
Serpentes,Colubridae,Natricinae,Natricinae,Trachischium,Trachischium,Trachischium laeve,,
Serpentes,Colubridae,Natricinae,Natricinae,Trachischium,Trachischium,Trachischium monticola,5,3312
Serpentes,Colubridae,Natricinae,Natricinae,Trachischium,Trachischium,Trachischium tenuiceps,,
Serpentes,Colubridae,Natricinae,Natricinae,Tropidoclonion,Tropidoclonion,Tropidoclonion lineatum,8,6344
Serpentes,Colubridae,Natricinae,Natricinae,Tropidonophis,Tropidonophis,Tropidonophis aenigmaticus,,
Serpentes,Colubridae,Natricinae,Natricinae,Tropidonophis,Tropidonophis,Tropidonophis dahlii,,
Serpentes,Colubridae,Natricinae,Natricinae,Tropidonophis,Tropidonophis,Tropidonophis dendrophiops,,
Serpentes,Colubridae,Natricinae,Natricinae,Tropidonophis,Tropidonophis,Tropidonophis dolasii,,
Serpentes,Colubridae,Natricinae,Natricinae,Tropidonophis,Tropidonophis,Tropidonophis doriae,,
Serpentes,Colubridae,Natricinae,Natricinae,Tropidonophis,Tropidonophis,Tropidonophis elongatus,,
Serpentes,Colubridae,Natricinae,Natricinae,Tropidonophis,Tropidonophis,Tropidonophis halmahericus,,
Serpentes,Colubridae,Natricinae,Natricinae,Tropidonophis,Tropidonophis,Tropidonophis hypomelas,,
Serpentes,Colubridae,Natricinae,Natricinae,Tropidonophis,Tropidonophis,Tropidonophis mairii,,
Serpentes,Colubridae,Natricinae,Natricinae,Tropidonophis,Tropidonophis,Tropidonophis mcdowelli,,
Serpentes,Colubridae,Natricinae,Natricinae,Tropidonophis,Tropidonophis,Tropidonophis montanus,,
Serpentes,Colubridae,Natricinae,Natricinae,Tropidonophis,Tropidonophis,Tropidonophis multiscutellatus,,
Serpentes,Colubridae,Natricinae,Natricinae,Tropidonophis,Tropidonophis,Tropidonophis negrosensis,,
Serpentes,Colubridae,Natricinae,Natricinae,Tropidonophis,Tropidonophis,Tropidonophis novaeguineae,,
Serpentes,Colubridae,Natricinae,Natricinae,Tropidonophis,Tropidonophis,Tropidonophis parkeri,,
Serpentes,Colubridae,Natricinae,Natricinae,Tropidonophis,Tropidonophis,Tropidonophis picturatus,,
Serpentes,Colubridae,Natricinae,Natricinae,Tropidonophis,Tropidonophis,Tropidonophis punctiventris,,
Serpentes,Colubridae,Natricinae,Natricinae,Tropidonophis,Tropidonophis,Tropidonophis statistictus,,
Serpentes,Colubridae,Natricinae,Natricinae,Tropidonophis,Tropidonophis,Tropidonophis truncatus,,
Serpentes,Colubridae,Natricinae,Natricinae,Virginia,Virginia,Virginia striatula,7,5280
Serpentes,Colubridae,Natricinae,Natricinae,Virginia,Virginia,Virginia valeriae,9,5284
Serpentes,Colubridae,Natricinae,Natricinae,Xenochrophis,Xenochrophis,Xenochrophis asperrimus,5,3379
Serpentes,Colubridae,Natricinae,Natricinae,Xenochrophis,Xenochrophis,Xenochrophis bellula,,
Serpentes,Colubridae,Natricinae,Natricinae,Xenochrophis,Xenochrophis,Xenochrophis cerasogaster,,
Serpentes,Colubridae,Natricinae,Natricinae,Xenochrophis,Xenochrophis,Xenochrophis flavipunctatus,10,5659
Serpentes,Colubridae,Natricinae,Natricinae,Xenochrophis,Xenochrophis,Xenochrophis maculatus,,
Serpentes,Colubridae,Natricinae,Natricinae,Xenochrophis,Xenochrophis,Xenochrophis melanzostus,,
Serpentes,Colubridae,Natricinae,Natricinae,Xenochrophis,Xenochrophis,Xenochrophis piscator,8,5350
Serpentes,Colubridae,Natricinae,Natricinae,Xenochrophis,Xenochrophis,Xenochrophis punctulatus,5,4251
Serpentes,Colubridae,Natricinae,Natricinae,Xenochrophis,Xenochrophis,Xenochrophis sanctijohannis,,
Serpentes,Colubridae,Natricinae,Natricinae,Xenochrophis,Xenochrophis,Xenochrophis schnurrenbergeri,3,1764
Serpentes,Colubridae,Natricinae,Natricinae,Xenochrophis,Xenochrophis,Xenochrophis trianguligerus,,
Serpentes,Colubridae,Natricinae,Natricinae,Xenochrophis,Xenochrophis,Xenochrophis tytleri,,
Serpentes,Colubridae,Natricinae,Natricinae,Xenochrophis,Xenochrophis,Xenochrophis vittatus,4,2903
Serpentes,Colubridae,Pseudoxenodontinae,Pseudoxenodontinae,Plagiopholis,Plagiopholis,Plagiopholis blakewayi,,
Serpentes,Colubridae,Pseudoxenodontinae,Pseudoxenodontinae,Plagiopholis,Plagiopholis,Plagiopholis delacouri,,
Serpentes,Colubridae,Pseudoxenodontinae,Pseudoxenodontinae,Plagiopholis,Plagiopholis,Plagiopholis nuchalis,,
Serpentes,Colubridae,Pseudoxenodontinae,Pseudoxenodontinae,Plagiopholis,Plagiopholis,Plagiopholis styani,2,1587
Serpentes,Colubridae,Pseudoxenodontinae,Pseudoxenodontinae,Plagiopholis,Plagiopholis,Plagiopholis unipostocularis,,
Serpentes,Colubridae,Pseudoxenodontinae,Pseudoxenodontinae,Pseudoxenodon,Pseudoxenodon,Pseudoxenodon bambusicola,9,4676
Serpentes,Colubridae,Pseudoxenodontinae,Pseudoxenodontinae,Pseudoxenodon,Pseudoxenodon,Pseudoxenodon baramensis,,
Serpentes,Colubridae,Pseudoxenodontinae,Pseudoxenodontinae,Pseudoxenodon,Pseudoxenodon,Pseudoxenodon inornatus,,
Serpentes,Colubridae,Pseudoxenodontinae,Pseudoxenodontinae,Pseudoxenodon,Pseudoxenodon,Pseudoxenodon karlschmidti,5,2932
Serpentes,Colubridae,Pseudoxenodontinae,Pseudoxenodontinae,Pseudoxenodon,Pseudoxenodon,Pseudoxenodon macrops,4,2108
Serpentes,Colubridae,Pseudoxenodontinae,Pseudoxenodontinae,Pseudoxenodon,Pseudoxenodon,Pseudoxenodon stejnegeri,,
Serpentes,Colubridae,Sibynophiinae,Sibynophiinae,Scaphiodontophis,Scaphiodontophis,Scaphiodontophis annulatus,3,3225
Serpentes,Colubridae,Sibynophiinae,Sibynophiinae,Scaphiodontophis,Scaphiodontophis,Scaphiodontophis venustissimus,,
Serpentes,Colubridae,Sibynophiinae,Sibynophiinae,Sibynophis,Sibynophis,Sibynophis bistrigatus,4,2991
Serpentes,Colubridae,Sibynophiinae,Sibynophiinae,Sibynophis,Sibynophis,Sibynophis bivittatus,,
Serpentes,Colubridae,Sibynophiinae,Sibynophiinae,Sibynophis,Sibynophis,Sibynophis chinensis,9,8983
Serpentes,Colubridae,Sibynophiinae,Sibynophiinae,Sibynophis,Sibynophis,Sibynophis collaris,9,9315
Serpentes,Colubridae,Sibynophiinae,Sibynophiinae,Sibynophis,Sibynophis,Sibynophis geminatus,,
Serpentes,Colubridae,Sibynophiinae,Sibynophiinae,Sibynophis,Sibynophis,Sibynophis melanocephalus,,
Serpentes,Colubridae,Sibynophiinae,Sibynophiinae,Sibynophis,Sibynophis,Sibynophis sagittarius,,
Serpentes,Colubridae,Sibynophiinae,Sibynophiinae,Sibynophis,Sibynophis,Sibynophis subpunctatus,6,3798
Serpentes,Colubridae,Sibynophiinae,Sibynophiinae,Sibynophis,Sibynophis,Sibynophis triangularis,4,2991
Serpentes,Cylindrophiidae,Cylindrophiinae,Cylindrophiinae,Anomochilus,Anomochilus,Anomochilus leonardi,2,807
Serpentes,Cylindrophiidae,Cylindrophiinae,Cylindrophiinae,Anomochilus,Anomochilus,Anomochilus monticola,,
Serpentes,Cylindrophiidae,Cylindrophiinae,Cylindrophiinae,Anomochilus,Anomochilus,Anomochilus weberi,,
Serpentes,Cylindrophiidae,Cylindrophiinae,Cylindrophiinae,Cylindrophis,Cylindrophis,Cylindrophis aruensis,,
Serpentes,Cylindrophiidae,Cylindrophiinae,Cylindrophiinae,Cylindrophis,Cylindrophis,Cylindrophis boulengeri,,
Serpentes,Cylindrophiidae,Cylindrophiinae,Cylindrophiinae,Cylindrophis,Cylindrophis,Cylindrophis engkariensis,,
Serpentes,Cylindrophiidae,Cylindrophiinae,Cylindrophiinae,Cylindrophis,Cylindrophis,Cylindrophis isolepis,,
Serpentes,Cylindrophiidae,Cylindrophiinae,Cylindrophiinae,Cylindrophis,Cylindrophis,Cylindrophis lineatus,,
Serpentes,Cylindrophiidae,Cylindrophiinae,Cylindrophiinae,Cylindrophis,Cylindrophis,Cylindrophis maculatus,6,3985
Serpentes,Cylindrophiidae,Cylindrophiinae,Cylindrophiinae,Cylindrophis,Cylindrophis,Cylindrophis melanotus,,
Serpentes,Cylindrophiidae,Cylindrophiinae,Cylindrophiinae,Cylindrophis,Cylindrophis,Cylindrophis opisthorhodus,,
Serpentes,Cylindrophiidae,Cylindrophiinae,Cylindrophiinae,Cylindrophis,Cylindrophis,Cylindrophis ruffus,13,13922
Serpentes,Cylindrophiidae,Cylindrophiinae,Cylindrophiinae,Cylindrophis,Cylindrophis,Cylindrophis yamdena,,
Serpentes,Elapidae,Elapinae,Elapinae,Acanthophis,Acanthophis,Acanthophis antarcticus,2,1668
Serpentes,Elapidae,Elapinae,Elapinae,Acanthophis,Acanthophis,Acanthophis hawkei,,
Serpentes,Elapidae,Elapinae,Elapinae,Acanthophis,Acanthophis,Acanthophis laevis,,
Serpentes,Elapidae,Elapinae,Elapinae,Acanthophis,Acanthophis,Acanthophis praelongus,6,4733
Serpentes,Elapidae,Elapinae,Elapinae,Acanthophis,Acanthophis,Acanthophis pyrrhus,2,1317
Serpentes,Elapidae,Elapinae,Elapinae,Acanthophis,Acanthophis,Acanthophis rugosus,2,1317
Serpentes,Elapidae,Elapinae,Elapinae,Acanthophis,Acanthophis,Acanthophis wellsi,2,1317
Serpentes,Elapidae,Elapinae,Elapinae,Aipysurus,Aipysurus,Aipysurus apraefrontalis,5,3697
Serpentes,Elapidae,Elapinae,Elapinae,Aipysurus,Aipysurus,Aipysurus duboisii,6,4681
Serpentes,Elapidae,Elapinae,Elapinae,Aipysurus,Aipysurus,Aipysurus eydouxii,6,4567
Serpentes,Elapidae,Elapinae,Elapinae,Aipysurus,Aipysurus,Aipysurus foliosquama,1,900
Serpentes,Elapidae,Elapinae,Elapinae,Aipysurus,Aipysurus,Aipysurus fuscus,5,4096
Serpentes,Elapidae,Elapinae,Elapinae,Aipysurus,Aipysurus,Aipysurus laevis,7,5667
Serpentes,Elapidae,Elapinae,Elapinae,Aipysurus,Aipysurus,Aipysurus mosaicus,3,2189
Serpentes,Elapidae,Elapinae,Elapinae,Aipysurus,Aipysurus,Aipysurus tenuis,,
Serpentes,Elapidae,Elapinae,Elapinae,Aspidelaps,Aspidelaps,Aspidelaps lubricus,1,993
Serpentes,Elapidae,Elapinae,Elapinae,Aspidelaps,Aspidelaps,Aspidelaps scutatus,7,5282
Serpentes,Elapidae,Elapinae,Elapinae,Aspidomorphus,Aspidomorphus,Aspidomorphus lineaticollis,6,4699
Serpentes,Elapidae,Elapinae,Elapinae,Aspidomorphus,Aspidomorphus,Aspidomorphus muelleri,6,4796
Serpentes,Elapidae,Elapinae,Elapinae,Aspidomorphus,Aspidomorphus,Aspidomorphus schlegelii,6,4731
Serpentes,Elapidae,Elapinae,Elapinae,Austrelaps,Austrelaps,Austrelaps labialis,6,4725
Serpentes,Elapidae,Elapinae,Elapinae,Austrelaps,Austrelaps,Austrelaps ramsayi,,
Serpentes,Elapidae,Elapinae,Elapinae,Austrelaps,Austrelaps,Austrelaps superbus,6,4564
Serpentes,Elapidae,Elapinae,Elapinae,Brachyurophis,Brachyurophis,Brachyurophis approximans,2,1412
Serpentes,Elapidae,Elapinae,Elapinae,Brachyurophis,Brachyurophis,Brachyurophis australis,5,4109
Serpentes,Elapidae,Elapinae,Elapinae,Brachyurophis,Brachyurophis,Brachyurophis fasciolatus,,
Serpentes,Elapidae,Elapinae,Elapinae,Brachyurophis,Brachyurophis,Brachyurophis incinctus,2,1409
Serpentes,Elapidae,Elapinae,Elapinae,Brachyurophis,Brachyurophis,Brachyurophis morrisi,1,497
Serpentes,Elapidae,Elapinae,Elapinae,Brachyurophis,Brachyurophis,Brachyurophis roperi,2,1412
Serpentes,Elapidae,Elapinae,Elapinae,Brachyurophis,Brachyurophis,Brachyurophis semifasciatus,6,4803
Serpentes,Elapidae,Elapinae,Elapinae,Bungarus,Bungarus,Bungarus andamanensis,,
Serpentes,Elapidae,Elapinae,Elapinae,Bungarus,Bungarus,Bungarus bungaroides,2,1188
Serpentes,Elapidae,Elapinae,Elapinae,Bungarus,Bungarus,Bungarus caeruleus,2,1683
Serpentes,Elapidae,Elapinae,Elapinae,Bungarus,Bungarus,Bungarus candidus,5,4658
Serpentes,Elapidae,Elapinae,Elapinae,Bungarus,Bungarus,Bungarus ceylonicus,6,4070
Serpentes,Elapidae,Elapinae,Elapinae,Bungarus,Bungarus,Bungarus fasciatus,14,11769
Serpentes,Elapidae,Elapinae,Elapinae,Bungarus,Bungarus,Bungarus flaviceps,2,1716
Serpentes,Elapidae,Elapinae,Elapinae,Bungarus,Bungarus,Bungarus lividus,,
Serpentes,Elapidae,Elapinae,Elapinae,Bungarus,Bungarus,Bungarus magnimaculatus,,
Serpentes,Elapidae,Elapinae,Elapinae,Bungarus,Bungarus,Bungarus multicinctus,8,7705
Serpentes,Elapidae,Elapinae,Elapinae,Bungarus,Bungarus,Bungarus niger,2,1716
Serpentes,Elapidae,Elapinae,Elapinae,Bungarus,Bungarus,Bungarus sindanus,2,1716
Serpentes,Elapidae,Elapinae,Elapinae,Bungarus,Bungarus,Bungarus slowinskii,2,1431
Serpentes,Elapidae,Elapinae,Elapinae,Cacophis,Cacophis,Cacophis churchilli,,
Serpentes,Elapidae,Elapinae,Elapinae,Cacophis,Cacophis,Cacophis harriettae,,
Serpentes,Elapidae,Elapinae,Elapinae,Cacophis,Cacophis,Cacophis krefftii,1,462
Serpentes,Elapidae,Elapinae,Elapinae,Cacophis,Cacophis,Cacophis squamulosus,6,4786
Serpentes,Elapidae,Elapinae,Elapinae,Calliophis,Calliophis,Calliophis beddomei,,
Serpentes,Elapidae,Elapinae,Elapinae,Calliophis,Calliophis,Calliophis bibroni,,
Serpentes,Elapidae,Elapinae,Elapinae,Calliophis,Calliophis,Calliophis castoe,1,660
Serpentes,Elapidae,Elapinae,Elapinae,Calliophis,Calliophis,Calliophis gracilis,,
Serpentes,Elapidae,Elapinae,Elapinae,Calliophis,Calliophis,Calliophis haematoetron,,
Serpentes,Elapidae,Elapinae,Elapinae,Calliophis,Calliophis,Calliophis maculiceps,,
Serpentes,Elapidae,Elapinae,Elapinae,Calliophis,Calliophis,Calliophis melanurus,6,4100
Serpentes,Elapidae,Elapinae,Elapinae,Calliophis,Calliophis,Calliophis nigrescens,1,660
Serpentes,Elapidae,Elapinae,Elapinae,Calliophis_1,Calliophis,Calliophis bivirgata,6,4620
Serpentes,Elapidae,Elapinae,Elapinae,Calliophis_1,Calliophis,Calliophis intestinalis,,
Serpentes,Elapidae,Elapinae,Elapinae,Cryptophis,Cryptophis,Cryptophis boschmai,,
Serpentes,Elapidae,Elapinae,Elapinae,Cryptophis,Cryptophis,Cryptophis incredibilis,,
Serpentes,Elapidae,Elapinae,Elapinae,Cryptophis,Cryptophis,Cryptophis nigrescens,6,4748
Serpentes,Elapidae,Elapinae,Elapinae,Cryptophis,Cryptophis,Cryptophis nigrostriatus,,
Serpentes,Elapidae,Elapinae,Elapinae,Cryptophis,Cryptophis,Cryptophis pallidiceps,,
Serpentes,Elapidae,Elapinae,Elapinae,Demansia,Demansia,Demansia angusticeps,,
Serpentes,Elapidae,Elapinae,Elapinae,Demansia,Demansia,Demansia calodera,,
Serpentes,Elapidae,Elapinae,Elapinae,Demansia,Demansia,Demansia flagellatio,,
Serpentes,Elapidae,Elapinae,Elapinae,Demansia,Demansia,Demansia olivacea,,
Serpentes,Elapidae,Elapinae,Elapinae,Demansia,Demansia,Demansia papuensis,6,4786
Serpentes,Elapidae,Elapinae,Elapinae,Demansia,Demansia,Demansia psammophis,6,4277
Serpentes,Elapidae,Elapinae,Elapinae,Demansia,Demansia,Demansia quaesitor,,
Serpentes,Elapidae,Elapinae,Elapinae,Demansia,Demansia,Demansia rimicola,,
Serpentes,Elapidae,Elapinae,Elapinae,Demansia,Demansia,Demansia rufescens,,
Serpentes,Elapidae,Elapinae,Elapinae,Demansia,Demansia,Demansia shinei,,
Serpentes,Elapidae,Elapinae,Elapinae,Demansia,Demansia,Demansia simplex,,
Serpentes,Elapidae,Elapinae,Elapinae,Demansia,Demansia,Demansia torquata,,
Serpentes,Elapidae,Elapinae,Elapinae,Demansia,Demansia,Demansia vestigiata,8,6761
Serpentes,Elapidae,Elapinae,Elapinae,Dendroaspis,Dendroaspis,Dendroaspis angusticeps,11,6561
Serpentes,Elapidae,Elapinae,Elapinae,Dendroaspis,Dendroaspis,Dendroaspis jamesoni,,
Serpentes,Elapidae,Elapinae,Elapinae,Dendroaspis,Dendroaspis,Dendroaspis polylepis,5,4245
Serpentes,Elapidae,Elapinae,Elapinae,Dendroaspis,Dendroaspis,Dendroaspis viridis,,
Serpentes,Elapidae,Elapinae,Elapinae,Denisonia,Denisonia,Denisonia devisi,6,4760
Serpentes,Elapidae,Elapinae,Elapinae,Denisonia,Denisonia,Denisonia maculata,,
Serpentes,Elapidae,Elapinae,Elapinae,Drysdalia,Drysdalia,Drysdalia coronoides,6,4782
Serpentes,Elapidae,Elapinae,Elapinae,Drysdalia,Drysdalia,Drysdalia mastersii,6,4579
Serpentes,Elapidae,Elapinae,Elapinae,Drysdalia,Drysdalia,Drysdalia rhodogaster,2,1320
Serpentes,Elapidae,Elapinae,Elapinae,Echiopsis,Echiopsis,Echiopsis curta,6,4786
Serpentes,Elapidae,Elapinae,Elapinae,Elapognathus,Elapognathus,Elapognathus coronatus,8,6723
Serpentes,Elapidae,Elapinae,Elapinae,Elapognathus,Elapognathus,Elapognathus minor,,
Serpentes,Elapidae,Elapinae,Elapinae,Elapsoidea,Elapsoidea,Elapsoidea boulengeri,,
Serpentes,Elapidae,Elapinae,Elapinae,Elapsoidea,Elapsoidea,Elapsoidea broadleyi,,
Serpentes,Elapidae,Elapinae,Elapinae,Elapsoidea,Elapsoidea,Elapsoidea chelazziorum,,
Serpentes,Elapidae,Elapinae,Elapinae,Elapsoidea,Elapsoidea,Elapsoidea guentherii,,
Serpentes,Elapidae,Elapinae,Elapinae,Elapsoidea,Elapsoidea,Elapsoidea laticincta,,
Serpentes,Elapidae,Elapinae,Elapinae,Elapsoidea,Elapsoidea,Elapsoidea loveridgei,,
Serpentes,Elapidae,Elapinae,Elapinae,Elapsoidea,Elapsoidea,Elapsoidea nigra,6,4784
Serpentes,Elapidae,Elapinae,Elapinae,Elapsoidea,Elapsoidea,Elapsoidea semiannulata,11,6482
Serpentes,Elapidae,Elapinae,Elapinae,Elapsoidea,Elapsoidea,Elapsoidea sundevallii,3,2103
Serpentes,Elapidae,Elapinae,Elapinae,Elapsoidea,Elapsoidea,Elapsoidea trapei,,
Serpentes,Elapidae,Elapinae,Elapinae,Emydocephalus,Emydocephalus,Emydocephalus annulatus,7,5555
Serpentes,Elapidae,Elapinae,Elapinae,Emydocephalus,Emydocephalus,Emydocephalus ijimae,,
Serpentes,Elapidae,Elapinae,Elapinae,Emydocephalus,Emydocephalus,Emydocephalus szczerbaki,,
